Distance[um],dz[um],Mag_E[V_per_meter]
1.91919,1.46,1.1316e+06
1.93939,1.46,1.11177e+06
1.9596,1.46,1.08922e+06
1.9798,1.46,1.0169e+06
2,1.46,939900
0,1.48,954201
0.020202,1.48,986838
0.040404,1.48,946663
0.0606061,1.48,902694
0.0808081,1.48,857410
0.10101,1.48,813075
0.121212,1.48,771739
0.141414,1.48,735235
0.161616,1.48,705182
0.181818,1.48,682985
0.20202,1.48,669830
0.222222,1.48,666691
0.242424,1.48,674325
0.262626,1.48,693277
0.282828,1.48,723872
0.30303,1.48,766223
0.323232,1.48,820228
0.343434,1.48,885359
0.363636,1.48,958029
0.383838,1.48,1.04043e+06
0.40404,1.48,1.09741e+06
0.424242,1.48,1.11302e+06
0.444444,1.48,1.11777e+06
0.464646,1.48,1.11114e+06
0.484848,1.48,1.0931e+06
0.505051,1.48,1.06407e+06
0.525253,1.48,1.0249e+06
0.545455,1.48,976929
0.565657,1.48,921922
0.585859,1.48,862110
0.606061,1.48,800178
0.626263,1.48,739263
0.646465,1.48,682958
0.666667,1.48,635308
0.686869,1.48,600813
0.707071,1.48,584428
0.727273,1.48,559213
0.747475,1.48,538151
0.767677,1.48,532143
0.787879,1.48,540002
0.808081,1.48,560646
0.828283,1.48,593092
0.848485,1.48,636463
0.868687,1.48,689981
0.888889,1.48,759132
0.909091,1.48,839482
0.929293,1.48,924942
0.949495,1.48,1.01058e+06
0.969697,1.48,1.09112e+06
0.989899,1.48,1.16091e+06
1.0101,1.48,1.2004e+06
1.0303,1.48,1.17413e+06
1.05051,1.48,1.138e+06
1.07071,1.48,1.09582e+06
1.09091,1.48,1.05117e+06
1.11111,1.48,1.00748e+06
1.13131,1.48,967944
1.15152,1.48,935584
1.17172,1.48,913217
1.19192,1.48,870848
1.21212,1.48,823409
1.23232,1.48,746673
1.25253,1.48,670690
1.27273,1.48,589105
1.29293,1.48,516445
1.31313,1.48,454415
1.33333,1.48,404359
1.35354,1.48,367255
1.37374,1.48,343719
1.39394,1.48,334002
1.41414,1.48,337992
1.43434,1.48,355214
1.45455,1.48,384827
1.47475,1.48,425629
1.49495,1.48,479929
1.51515,1.48,541743
1.53535,1.48,601687
1.55556,1.48,657682
1.57576,1.48,707735
1.59596,1.48,730284
1.61616,1.48,778271
1.63636,1.48,826029
1.65657,1.48,872489
1.67677,1.48,916700
1.69697,1.48,957827
1.71717,1.48,995154
1.73737,1.48,1.02808e+06
1.75758,1.48,1.05613e+06
1.77778,1.48,1.07893e+06
1.79798,1.48,1.09624e+06
1.81818,1.48,1.10793e+06
1.83838,1.48,1.11399e+06
1.85859,1.48,1.11452e+06
1.87879,1.48,1.10975e+06
1.89899,1.48,1.10001e+06
1.91919,1.48,1.08577e+06
1.93939,1.48,1.0676e+06
1.9596,1.48,1.04619e+06
1.9798,1.48,1.02236e+06
2,1.48,931803
0,1.5,993713
0.020202,1.5,950069
0.040404,1.5,900029
0.0606061,1.5,846554
0.0808081,1.5,792360
0.10101,1.5,739917
0.121212,1.5,691446
0.141414,1.5,648925
0.161616,1.5,614084
0.181818,1.5,588408
0.20202,1.5,573133
0.222222,1.5,569250
0.242424,1.5,577506
0.262626,1.5,598398
0.282828,1.5,632179
0.30303,1.5,678855
0.323232,1.5,738186
0.343434,1.5,809684
0.363636,1.5,892617
0.383838,1.5,980016
0.40404,1.5,1.03984e+06
0.424242,1.5,1.05771e+06
0.444444,1.5,1.0677e+06
0.464646,1.5,1.07119e+06
0.484848,1.5,1.04794e+06
0.505051,1.5,1.01539e+06
0.525253,1.5,974869
0.545455,1.5,928139
0.565657,1.5,877435
0.585859,1.5,825439
0.606061,1.5,775288
0.626263,1.5,730573
0.646465,1.5,695338
0.666667,1.5,674084
0.686869,1.5,671763
0.707071,1.5,693783
0.727273,1.5,683299
0.747475,1.5,683077
0.767677,1.5,694234
0.787879,1.5,715477
0.808081,1.5,745615
0.828283,1.5,783558
0.848485,1.5,828321
0.868687,1.5,879019
0.888889,1.5,938680
0.909091,1.5,1.02607e+06
0.929293,1.5,1.11578e+06
0.949495,1.5,1.20233e+06
0.969697,1.5,1.27989e+06
0.989899,1.5,1.34228e+06
1.0101,1.5,1.35243e+06
1.0303,1.5,1.32766e+06
1.05051,1.5,1.29244e+06
1.07071,1.5,1.25195e+06
1.09091,1.5,1.21119e+06
1.11111,1.5,1.17494e+06
1.13131,1.5,1.14781e+06
1.15152,1.5,1.11524e+06
1.17172,1.5,1.07344e+06
1.19192,1.5,1.03227e+06
1.21212,1.5,979490
1.23232,1.5,881117
1.25253,1.5,805983
1.27273,1.5,729788
1.29293,1.5,657083
1.31313,1.5,591445
1.33333,1.5,534497
1.35354,1.5,487499
1.37374,1.5,451345
1.39394,1.5,426570
1.41414,1.5,413341
1.43434,1.5,411462
1.45455,1.5,420377
1.47475,1.5,439161
1.49495,1.5,466529
1.51515,1.5,500831
1.53535,1.5,540054
1.55556,1.5,581819
1.57576,1.5,634858
1.59596,1.5,659756
1.61616,1.5,701670
1.63636,1.5,745119
1.65657,1.5,788826
1.67677,1.5,831638
1.69697,1.5,872532
1.71717,1.5,910607
1.73737,1.5,945091
1.75758,1.5,975338
1.77778,1.5,1.00083e+06
1.79798,1.5,1.02117e+06
1.81818,1.5,1.03609e+06
1.83838,1.5,1.04545e+06
1.85859,1.5,1.04924e+06
1.87879,1.5,1.04757e+06
1.89899,1.5,1.04067e+06
1.91919,1.5,1.02892e+06
1.93939,1.5,1.0128e+06
1.9596,1.5,992922
1.9798,1.5,970039
2,1.5,945017
0,1.52,903774
0.020202,1.52,904681
0.040404,1.52,840969
0.0606061,1.52,776262
0.0808081,1.52,713150
0.10101,1.52,653978
0.121212,1.52,600847
0.141414,1.52,555609
0.161616,1.52,519871
0.181818,1.52,494992
0.20202,1.52,482087
0.222222,1.52,482023
0.242424,1.52,495421
0.262626,1.52,522656
0.282828,1.52,563857
0.30303,1.52,618906
0.323232,1.52,687439
0.343434,1.52,768845
0.363636,1.52,862268
0.383838,1.52,938949
0.40404,1.52,993932
0.424242,1.52,1.02398e+06
0.444444,1.52,1.01552e+06
0.464646,1.52,1.00567e+06
0.484848,1.52,992179
0.505051,1.52,973819
0.525253,1.52,950379
0.545455,1.52,908953
0.565657,1.52,865186
0.585859,1.52,823745
0.606061,1.52,788220
0.626263,1.52,762655
0.646465,1.52,751549
0.666667,1.52,759854
0.686869,1.52,792976
0.707071,1.52,840736
0.727273,1.52,846964
0.747475,1.52,863635
0.767677,1.52,889246
0.787879,1.52,922395
0.808081,1.52,961782
0.828283,1.52,1.00621e+06
0.848485,1.52,1.05459e+06
0.868687,1.52,1.10592e+06
0.888889,1.52,1.15932e+06
0.909091,1.52,1.23317e+06
0.929293,1.52,1.32319e+06
0.949495,1.52,1.40629e+06
0.969697,1.52,1.47609e+06
0.989899,1.52,1.52409e+06
1.0101,1.52,1.51233e+06
1.0303,1.52,1.48487e+06
1.05051,1.52,1.4485e+06
1.07071,1.52,1.40977e+06
1.09091,1.52,1.37507e+06
1.11111,1.52,1.34332e+06
1.13131,1.52,1.30311e+06
1.15152,1.52,1.2651e+06
1.17172,1.52,1.22899e+06
1.19192,1.52,1.19447e+06
1.21212,1.52,1.10509e+06
1.23232,1.52,1.00776e+06
1.25253,1.52,930718
1.27273,1.52,862525
1.29293,1.52,792682
1.31313,1.52,727200
1.33333,1.52,667985
1.35354,1.52,616577
1.37374,1.52,574152
1.39394,1.52,541523
1.41414,1.52,519140
1.43434,1.52,507088
1.45455,1.52,505089
1.47475,1.52,512501
1.49495,1.52,528319
1.51515,1.52,551174
1.53535,1.52,577712
1.55556,1.52,603493
1.57576,1.52,634291
1.59596,1.52,607406
1.61616,1.52,630223
1.63636,1.52,661075
1.65657,1.52,694951
1.67677,1.52,730456
1.69697,1.52,766318
1.71717,1.52,801394
1.73737,1.52,834667
1.75758,1.52,865247
1.77778,1.52,892368
1.79798,1.52,915392
1.81818,1.52,933808
1.83838,1.52,947230
1.85859,1.52,955398
1.87879,1.52,958179
1.89899,1.52,955567
1.91919,1.52,947682
1.93939,1.52,934770
1.9596,1.52,917203
1.9798,1.52,895479
2,1.52,838956
0,1.54,826486
0.020202,1.54,815529
0.040404,1.54,783687
0.0606061,1.54,711594
0.0808081,1.54,643141
0.10101,1.54,580550
0.121212,1.54,525797
0.141414,1.54,480611
0.161616,1.54,446474
0.181818,1.54,424623
0.20202,1.54,416048
0.222222,1.54,421493
0.242424,1.54,441456
0.262626,1.54,476186
0.282828,1.54,525690
0.30303,1.54,589725
0.323232,1.54,667804
0.343434,1.54,759192
0.363636,1.54,852831
0.383838,1.54,917935
0.40404,1.54,968065
0.424242,1.54,1.00265e+06
0.444444,1.54,1.00031e+06
0.464646,1.54,978073
0.484848,1.54,956431
0.505051,1.54,934152
0.525253,1.54,911026
0.545455,1.54,887866
0.565657,1.54,866502
0.585859,1.54,849789
0.606061,1.54,833026
0.626263,1.54,828193
0.646465,1.54,842903
0.666667,1.54,882561
0.686869,1.54,953026
0.707071,1.54,1.01208e+06
0.727273,1.54,1.03179e+06
0.747475,1.54,1.06084e+06
0.767677,1.54,1.09762e+06
0.787879,1.54,1.14063e+06
0.808081,1.54,1.18845e+06
0.828283,1.54,1.23979e+06
0.848485,1.54,1.29343e+06
0.868687,1.54,1.34828e+06
0.888889,1.54,1.40335e+06
0.909091,1.54,1.45773e+06
0.929293,1.54,1.54017e+06
0.949495,1.54,1.61488e+06
0.969697,1.54,1.67155e+06
0.989899,1.54,1.68951e+06
1.0101,1.54,1.66916e+06
1.0303,1.54,1.63538e+06
1.05051,1.54,1.59634e+06
1.07071,1.54,1.55905e+06
1.09091,1.54,1.51561e+06
1.11111,1.54,1.47632e+06
1.13131,1.54,1.44074e+06
1.15152,1.54,1.40844e+06
1.17172,1.54,1.37902e+06
1.19192,1.54,1.32936e+06
1.21212,1.54,1.22004e+06
1.23232,1.54,1.12507e+06
1.25253,1.54,1.04753e+06
1.27273,1.54,984819
1.29293,1.54,919533
1.31313,1.54,856764
1.33333,1.54,798698
1.35354,1.54,747157
1.37374,1.54,703596
1.39394,1.54,669111
1.41414,1.54,644430
1.43434,1.54,629920
1.45455,1.54,625584
1.47475,1.54,631061
1.49495,1.54,645626
1.51515,1.54,641330
1.53535,1.54,643214
1.55556,1.54,656506
1.57576,1.54,662026
1.59596,1.54,626255
1.61616,1.54,598821
1.63636,1.54,612379
1.65657,1.54,631965
1.67677,1.54,655940
1.69697,1.54,682789
1.71717,1.54,711123
1.73737,1.54,739682
1.75758,1.54,767328
1.77778,1.54,793053
1.79798,1.54,815974
1.81818,1.54,835334
1.83838,1.54,850504
1.85859,1.54,860978
1.87879,1.54,866380
1.89899,1.54,866458
1.91919,1.54,861088
1.93939,1.54,850270
1.9596,1.54,834132
1.9798,1.54,784763
2,1.54,742946
0,1.56,760258
0.020202,1.56,738920
0.040404,1.56,702240
0.0606061,1.56,654499
0.0808081,1.56,583861
0.10101,1.56,520737
0.121212,1.56,466979
0.141414,1.56,424192
0.161616,1.56,393736
0.181818,1.56,376721
0.20202,1.56,374016
0.222222,1.56,386240
0.242424,1.56,413766
0.262626,1.56,456722
0.282828,1.56,514990
0.30303,1.56,588203
0.323232,1.56,675750
0.343434,1.56,776773
0.363636,1.56,853710
0.383838,1.56,912742
0.40404,1.56,958038
0.424242,1.56,989211
0.444444,1.56,1.00641e+06
0.464646,1.56,978785
0.484848,1.56,950323
0.505051,1.56,925157
0.525253,1.56,903077
0.545455,1.56,884894
0.565657,1.56,872441
0.585859,1.56,868570
0.606061,1.56,877158
0.626263,1.56,903101
0.646465,1.56,952315
0.666667,1.56,1.02654e+06
0.686869,1.56,1.13488e+06
0.707071,1.56,1.18721e+06
0.727273,1.56,1.21408e+06
0.747475,1.56,1.25043e+06
0.767677,1.56,1.29454e+06
0.787879,1.56,1.34478e+06
0.808081,1.56,1.39966e+06
0.828283,1.56,1.45775e+06
0.848485,1.56,1.51774e+06
0.868687,1.56,1.57843e+06
0.888889,1.56,1.63871e+06
0.909091,1.56,1.69758e+06
0.929293,1.56,1.75879e+06
0.949495,1.56,1.8196e+06
0.969697,1.56,1.85721e+06
0.989899,1.56,1.84501e+06
1.0101,1.56,1.81085e+06
1.0303,1.56,1.76765e+06
1.05051,1.56,1.71739e+06
1.07071,1.56,1.6716e+06
1.09091,1.56,1.63172e+06
1.11111,1.56,1.59718e+06
1.13131,1.56,1.56745e+06
1.15152,1.56,1.542e+06
1.17172,1.56,1.52033e+06
1.19192,1.56,1.42748e+06
1.21212,1.56,1.32404e+06
1.23232,1.56,1.23239e+06
1.25253,1.56,1.15542e+06
1.27273,1.56,1.09562e+06
1.29293,1.56,1.03538e+06
1.31313,1.56,976672
1.33333,1.56,921963
1.35354,1.56,873355
1.37374,1.56,832587
1.39394,1.56,801032
1.41414,1.56,779702
1.43434,1.56,769242
1.45455,1.56,769938
1.47475,1.56,758181
1.49495,1.56,734513
1.51515,1.56,722183
1.53535,1.56,719432
1.55556,1.56,724356
1.57576,1.56,711916
1.59596,1.56,670198
1.61616,1.56,626984
1.63636,1.56,600204
1.65657,1.56,601222
1.67677,1.56,609627
1.69697,1.56,623662
1.71717,1.56,641692
1.73737,1.56,662211
1.75758,1.56,683839
1.77778,1.56,705321
1.79798,1.56,725531
1.81818,1.56,743467
1.83838,1.56,758254
1.85859,1.56,769144
1.87879,1.56,775514
1.89899,1.56,776868
1.91919,1.56,772836
1.93939,1.56,763176
1.9596,1.56,723471
1.9798,1.56,682092
2,1.56,657468
0,1.58,703600
0.020202,1.58,674038
0.040404,1.58,633323
0.0606061,1.58,586335
0.0808081,1.58,536536
0.10101,1.58,475344
0.121212,1.58,424776
0.141414,1.58,386314
0.161616,1.58,361194
0.181818,1.58,350403
0.20202,1.58,354684
0.222222,1.58,374535
0.242424,1.58,410204
0.262626,1.58,461695
0.282828,1.58,528765
0.30303,1.58,610926
0.323232,1.58,707442
0.343434,1.58,801678
0.363636,1.58,866461
0.383838,1.58,919471
0.40404,1.58,959979
0.424242,1.58,987782
0.444444,1.58,1.00321e+06
0.464646,1.58,998624
0.484848,1.58,964785
0.505051,1.58,937872
0.525253,1.58,917676
0.545455,1.58,905008
0.565657,1.58,901700
0.585859,1.58,910606
0.606061,1.58,935602
0.626263,1.58,981583
0.646465,1.58,1.05447e+06
0.666667,1.58,1.16119e+06
0.686869,1.58,1.30459e+06
0.707071,1.58,1.3622e+06
0.727273,1.58,1.38284e+06
0.747475,1.58,1.4081e+06
0.767677,1.58,1.4499e+06
0.787879,1.58,1.5042e+06
0.808081,1.58,1.56418e+06
0.828283,1.58,1.6283e+06
0.848485,1.58,1.69516e+06
0.868687,1.58,1.76344e+06
0.888889,1.58,1.83192e+06
0.909091,1.58,1.89949e+06
0.929293,1.58,1.96515e+06
0.949495,1.58,2.01105e+06
0.969697,1.58,2.0158e+06
0.989899,1.58,1.97681e+06
1.0101,1.58,1.9182e+06
1.0303,1.58,1.8599e+06
1.05051,1.58,1.8101e+06
1.07071,1.58,1.7681e+06
1.09091,1.58,1.73322e+06
1.11111,1.58,1.70479e+06
1.13131,1.58,1.68217e+06
1.15152,1.58,1.66475e+06
1.17172,1.58,1.61975e+06
1.19192,1.58,1.51467e+06
1.21212,1.58,1.41762e+06
1.23232,1.58,1.32994e+06
1.25253,1.58,1.25429e+06
1.27273,1.58,1.19462e+06
1.29293,1.58,1.13942e+06
1.31313,1.58,1.08491e+06
1.33333,1.58,1.03456e+06
1.35354,1.58,990741
1.37374,1.58,955484
1.39394,1.58,930439
1.41414,1.58,916897
1.43434,1.58,906312
1.45455,1.58,864526
1.47475,1.58,834804
1.49495,1.58,815455
1.51515,1.58,804637
1.53535,1.58,800362
1.55556,1.58,800493
1.57576,1.58,775868
1.59596,1.58,730754
1.61616,1.58,682663
1.63636,1.58,632899
1.65657,1.58,603734
1.67677,1.58,592711
1.69697,1.58,590309
1.71717,1.58,594652
1.73737,1.58,603989
1.75758,1.58,616693
1.77778,1.58,631268
1.79798,1.58,646339
1.81818,1.58,660663
1.83838,1.58,673118
1.85859,1.58,682711
1.87879,1.58,688576
1.89899,1.58,689972
1.91919,1.58,686285
1.93939,1.58,657171
1.9596,1.58,618146
1.9798,1.58,593665
2,1.58,582876
0,1.6,655125
0.020202,1.6,619363
0.040404,1.6,576388
0.0606061,1.6,530525
0.0808081,1.6,485835
0.10101,1.6,444869
0.121212,1.6,399266
0.141414,1.6,366633
0.161616,1.6,348084
0.181818,1.6,344482
0.20202,1.6,356446
0.222222,1.6,384349
0.242424,1.6,428318
0.262626,1.6,488231
0.282828,1.6,563723
0.30303,1.6,654180
0.323232,1.6,758743
0.343434,1.6,829691
0.363636,1.6,887487
0.383838,1.6,934555
0.40404,1.6,970348
0.424242,1.6,994852
0.444444,1.6,1.00858e+06
0.464646,1.6,1.01259e+06
0.484848,1.6,991759
0.505051,1.6,964348
0.525253,1.6,946983
0.545455,1.6,940475
0.565657,1.6,946657
0.585859,1.6,968382
0.606061,1.6,1.00953e+06
