Distance[um],dz[um],Mag_Ey
0.787879,1.42,891804
0.808081,1.42,900463
0.828283,1.42,896585
0.848485,1.42,783436
0.868687,1.42,723851
0.888889,1.42,671402
0.909091,1.42,627157
0.929293,1.42,592481
0.949495,1.42,569035
0.969697,1.42,558779
0.989899,1.42,563966
1.0101,1.42,587150
1.0303,1.42,631179
1.05051,1.42,509231
1.07071,1.42,477050
1.09091,1.42,466794
1.11111,1.42,476462
1.13131,1.42,502839
1.15152,1.42,541497
1.17172,1.42,586798
1.19192,1.42,631888
1.21212,1.42,668702
1.23232,1.42,857844
1.25253,1.42,885793
1.27273,1.42,957605
1.29293,1.42,860078
1.31313,1.42,771234
1.33333,1.42,686204
1.35354,1.42,601906
1.37374,1.42,517052
1.39394,1.42,432143
1.41414,1.42,349472
1.43434,1.42,273123
1.45455,1.42,208971
1.47475,1.42,164681
1.49495,1.42,149711
1.51515,1.42,175308
1.53535,1.42,254512
1.55556,1.42,402152
1.57576,1.42,544826
1.59596,1.42,661623
1.61616,1.42,770385
1.63636,1.42,870126
1.65657,1.42,1.18347e+06
1.67677,1.42,1.20885e+06
1.69697,1.42,1.22372e+06
1.71717,1.42,1.22794e+06
1.73737,1.42,1.22139e+06
1.75758,1.42,1.20398e+06
1.77778,1.42,1.17567e+06
1.79798,1.42,1.13642e+06
1.81818,1.42,1.08624e+06
1.83838,1.42,1.02516e+06
1.85859,1.42,953226
1.87879,1.42,870531
1.89899,1.42,777188
1.91919,1.42,673340
1.93939,1.42,420740
1.9596,1.42,286900
1.9798,1.42,146655
2,1.42,0
0,1.44,0
0.020202,1.44,90346.8
0.040404,1.44,176407
0.0606061,1.44,475889
0.0808081,1.44,564270
0.10101,1.44,646728
0.121212,1.44,723120
0.141414,1.44,793318
0.161616,1.44,857209
0.181818,1.44,914692
0.20202,1.44,965682
0.222222,1.44,1.01011e+06
0.242424,1.44,1.04791e+06
0.262626,1.44,1.07906e+06
0.282828,1.44,1.1035e+06
0.30303,1.44,1.12125e+06
0.323232,1.44,1.13228e+06
0.343434,1.44,1.13662e+06
0.363636,1.44,1.13429e+06
0.383838,1.44,1.04769e+06
0.40404,1.44,1.02922e+06
0.424242,1.44,975339
0.444444,1.44,878547
0.464646,1.44,758012
0.484848,1.44,402197
0.505051,1.44,336144
0.525253,1.44,322483
0.545455,1.44,349508
0.565657,1.44,406554
0.585859,1.44,484005
0.606061,1.44,573285
0.626263,1.44,666865
0.646465,1.44,758260
0.666667,1.44,842028
0.686869,1.44,913772
0.707071,1.44,970140
0.727273,1.44,876066
0.747475,1.44,908631
0.767677,1.44,932501
0.787879,1.44,945608
0.808081,1.44,946674
0.828283,1.44,935214
0.848485,1.44,863413
0.868687,1.44,786942
0.888889,1.44,719265
0.909091,1.44,661702
0.929293,1.44,615866
0.949495,1.44,583671
0.969697,1.44,567325
0.989899,1.44,569333
1.0101,1.44,592497
1.0303,1.44,540664
1.05051,1.44,483105
1.07071,1.44,450721
1.09091,1.44,442635
1.11111,1.44,456757
1.13131,1.44,489785
1.15152,1.44,537201
1.17172,1.44,593279
1.19192,1.44,651078
1.21212,1.44,702444
1.23232,1.44,738011
1.25253,1.44,1.04593e+06
1.27273,1.44,955480
1.29293,1.44,873628
1.31313,1.44,794472
1.33333,1.44,713901
1.35354,1.44,629595
1.37374,1.44,541023
1.39394,1.44,449446
1.41414,1.44,357917
1.43434,1.44,271279
1.45455,1.44,196166
1.47475,1.44,141004
1.49495,1.44,116008
1.51515,1.44,133187
1.53535,1.44,206338
1.55556,1.44,351052
1.57576,1.44,510213
1.59596,1.44,630835
1.61616,1.44,743314
1.63636,1.44,1.08494e+06
1.65657,1.44,1.12413e+06
1.67677,1.44,1.15291e+06
1.69697,1.44,1.1711e+06
1.71717,1.44,1.17858e+06
1.73737,1.44,1.17523e+06
1.75758,1.44,1.16096e+06
1.77778,1.44,1.13572e+06
1.79798,1.44,1.09947e+06
1.81818,1.44,1.05223e+06
1.83838,1.44,994018
1.85859,1.44,924891
1.87879,1.44,844934
1.89899,1.44,754262
1.91919,1.44,653015
1.93939,1.44,541365
1.9596,1.44,280990
1.9798,1.44,143691
2,1.44,0
0,1.46,0
0.020202,1.46,88164
0.040404,1.46,378335
0.0606061,1.46,471234
0.0808081,1.46,558166
0.10101,1.46,638990
0.121212,1.46,713581
0.141414,1.46,781827
0.161616,1.46,843629
0.181818,1.46,898903
0.20202,1.46,947581
0.222222,1.46,989605
0.242424,1.46,1.02494e+06
0.262626,1.46,1.05355e+06
0.282828,1.46,1.07542e+06
0.30303,1.46,1.09056e+06
0.323232,1.46,1.09899e+06
0.343434,1.46,1.10073e+06
0.363636,1.46,1.09582e+06
0.383838,1.46,1.05916e+06
0.40404,1.46,1.06651e+06
0.424242,1.46,1.00212e+06
0.444444,1.46,528567
0.464646,1.46,407363
0.484848,1.46,347438
0.505051,1.46,336774
0.525253,1.46,364396
0.545455,1.46,420371
0.565657,1.46,495813
0.585859,1.46,582881
0.606061,1.46,674775
0.626263,1.46,765743
0.646465,1.46,851073
0.666667,1.46,927102
0.686869,1.46,991207
0.707071,1.46,1.04181e+06
0.727273,1.46,952011
0.747475,1.46,978008
0.767677,1.46,994694
0.787879,1.46,1.00023e+06
0.808081,1.46,993571
0.828283,1.46,974460
0.848485,1.46,943434
0.868687,1.46,853335
0.888889,1.46,769366
0.909091,1.46,697598
0.929293,1.46,639895
0.949495,1.46,598420
0.969697,1.46,575632
0.989899,1.46,574286
1.0101,1.46,597437
1.0303,1.46,517490
1.05051,1.46,457967
1.07071,1.46,426053
1.09091,1.46,420780
1.11111,1.46,439971
1.13131,1.46,480234
1.15152,1.46,536966
1.17172,1.46,604350
1.19192,1.46,675357
1.21212,1.46,876857
1.23232,1.46,976508
1.25253,1.46,1.08872e+06
1.27273,1.46,1.05512e+06
1.29293,1.46,1.02404e+06
1.31313,1.46,988174
1.33333,1.46,942425
1.35354,1.46,659658
1.37374,1.46,567278
1.39394,1.46,468929
1.41414,1.46,368423
1.43434,1.46,271361
1.45455,1.46,185138
1.47475,1.46,118938
1.49495,1.46,83737.3
1.51515,1.46,92302.4
1.53535,1.46,159191
1.55556,1.46,300752
1.57576,1.46,477190
1.59596,1.46,601947
1.61616,1.46,969827
1.63636,1.46,1.02258e+06
1.65657,1.46,1.0651e+06
1.67677,1.46,1.09719e+06
1.69697,1.46,1.11869e+06
1.71717,1.46,1.12944e+06
1.73737,1.46,1.12935e+06
1.75758,1.46,1.11831e+06
1.77778,1.46,1.09628e+06
1.79798,1.46,1.06323e+06
1.81818,1.46,1.01916e+06
1.83838,1.46,964094
1.85859,1.46,898090
1.87879,1.46,821233
1.89899,1.46,733637
1.91919,1.46,635441
1.93939,1.46,526816
1.9596,1.46,407960
1.9798,1.46,140755
2,1.46,0
0,1.48,0
0.020202,1.48,283596
0.040404,1.48,380667
0.0606061,1.48,471745
0.0808081,1.48,556690
0.10101,1.48,635378
0.121212,1.48,707697
0.141414,1.48,773552
0.161616,1.48,832861
0.181818,1.48,885555
0.20202,1.48,931581
0.222222,1.48,970898
0.242424,1.48,1.00348e+06
0.262626,1.48,1.02932e+06
0.282828,1.48,1.04841e+06
0.30303,1.48,1.06078e+06
0.323232,1.48,1.06646e+06
0.343434,1.48,967532
0.363636,1.48,946547
0.383838,1.48,920493
0.40404,1.48,657885
0.424242,1.48,488143
0.444444,1.48,386873
0.464646,1.48,341741
0.484848,1.48,341461
0.505051,1.48,375789
0.525253,1.48,435526
0.545455,1.48,512515
0.565657,1.48,599647
0.585859,1.48,690856
0.606061,1.48,781118
0.626263,1.48,866456
0.646465,1.48,943936
0.666667,1.48,1.01167e+06
0.686869,1.48,1.06881e+06
0.707071,1.48,1.11556e+06
0.727273,1.48,1.02928e+06
0.747475,1.48,1.04841e+06
0.767677,1.48,1.05768e+06
0.787879,1.48,1.05548e+06
0.808081,1.48,1.04099e+06
0.828283,1.48,1.01419e+06
0.848485,1.48,975852
0.868687,1.48,927525
0.888889,1.48,822230
0.909091,1.48,735219
0.929293,1.48,664790
0.949495,1.48,613355
0.969697,1.48,583622
0.989899,1.48,578600
1.0101,1.48,585558
1.0303,1.48,494912
1.05051,1.48,434119
1.07071,1.48,403338
1.09091,1.48,401514
1.11111,1.48,426380
1.13131,1.48,474457
1.15152,1.48,541054
1.17172,1.48,620264
1.19192,1.48,831668
1.21212,1.48,911152
1.23232,1.48,988601
1.25253,1.48,1.1181e+06
1.27273,1.48,1.08319e+06
1.29293,1.48,1.0537e+06
1.31313,1.48,1.0214e+06
1.33333,1.48,980290
1.35354,1.48,926568
1.37374,1.48,858659
1.39394,1.48,777202
1.41414,1.48,685048
1.43434,1.48,587269
1.45455,1.48,491148
1.47475,1.48,406185
1.49495,1.48,53060.2
1.51515,1.48,52840.1
1.53535,1.48,113280
1.55556,1.48,251487
1.57576,1.48,486361
1.59596,1.48,838502
1.61616,1.48,904472
1.63636,1.48,960463
1.65657,1.48,1.00625e+06
1.67677,1.48,1.04163e+06
1.69697,1.48,1.06644e+06
1.71717,1.48,1.08053e+06
1.73737,1.48,1.08379e+06
1.75758,1.48,1.07614e+06
1.77778,1.48,1.05751e+06
1.79798,1.48,1.02789e+06
1.81818,1.48,987260
1.83838,1.48,935661
1.85859,1.48,873144
1.87879,1.48,799795
1.89899,1.48,715725
1.91919,1.48,621074
1.93939,1.48,516013
1.9596,1.48,400737
1.9798,1.48,275473
2,1.48,0
0,1.5,716047
0.020202,1.5,568282
0.040404,1.5,632178
0.0606061,1.5,690810
0.0808081,1.5,744172
0.10101,1.5,792262
0.121212,1.5,835079
0.141414,1.5,872622
0.161616,1.5,904895
0.181818,1.5,931900
0.20202,1.5,953644
0.222222,1.5,970134
0.242424,1.5,981379
0.262626,1.5,987390
0.282828,1.5,988180
0.30303,1.5,983763
0.323232,1.5,974155
0.343434,1.5,959375
0.363636,1.5,939442
0.383838,1.5,902935
0.40404,1.5,808656
0.424242,1.5,825908
0.444444,1.5,747060
0.464646,1.5,329586
0.484848,1.5,377990
0.505051,1.5,447580
0.525253,1.5,530932
0.545455,1.5,621666
0.565657,1.5,714448
0.585859,1.5,804988
0.606061,1.5,890039
0.626263,1.5,967398
0.646465,1.5,1.03591e+06
0.666667,1.5,1.09546e+06
0.686869,1.5,1.14697e+06
0.707071,1.5,1.19244e+06
0.727273,1.5,1.10764e+06
0.747475,1.5,1.11964e+06
0.767677,1.5,1.12129e+06
0.787879,1.5,1.11121e+06
0.808081,1.5,1.08883e+06
0.828283,1.5,1.05433e+06
0.848485,1.5,1.00873e+06
0.868687,1.5,953818
0.888889,1.5,878373
0.909091,1.5,774933
0.929293,1.5,690768
0.949495,1.5,628541
0.969697,1.5,591211
0.989899,1.5,582036
1.0101,1.5,566913
1.0303,1.5,473220
1.05051,1.5,411842
1.07071,1.5,382851
1.09091,1.5,385103
1.11111,1.5,416244
1.13131,1.5,472706
1.15152,1.5,667643
1.17172,1.5,770126
1.19192,1.5,867813
1.21212,1.5,950774
1.23232,1.5,1.00313e+06
1.25253,1.5,1.0447e+06
1.27273,1.5,1.11381e+06
1.29293,1.5,1.0852e+06
1.31313,1.5,1.05615e+06
1.33333,1.5,1.01972e+06
1.35354,1.5,971203
1.37374,1.5,908100
1.39394,1.5,830130
1.41414,1.5,739226
1.43434,1.5,639538
1.45455,1.5,537432
1.47475,1.5,441487
1.49495,1.5,362501
1.51515,1.5,313487
1.53535,1.5,309670
1.55556,1.5,368496
1.57576,1.5,363143
1.59596,1.5,416689
1.61616,1.5,499653
1.63636,1.5,575550
1.65657,1.5,644211
1.67677,1.5,705486
1.69697,1.5,759243
1.71717,1.5,805365
1.73737,1.5,843752
1.75758,1.5,874324
1.77778,1.5,897014
1.79798,1.5,911775
1.81818,1.5,918577
1.83838,1.5,917405
1.85859,1.5,908262
1.87879,1.5,891170
1.89899,1.5,866165
1.91919,1.5,833301
1.93939,1.5,792651
1.9596,1.5,744303
1.9798,1.5,688363
2,1.5,624953
0,1.52,0
0.020202,1.52,539629
0.040404,1.52,604920
0.0606061,1.52,664965
0.0808081,1.52,719754
0.10101,1.52,769279
0.121212,1.52,813535
0.141414,1.52,852519
0.161616,1.52,886227
0.181818,1.52,914660
0.20202,1.52,937818
0.222222,1.52,955706
0.242424,1.52,968327
0.262626,1.52,975689
0.282828,1.52,977799
0.30303,1.52,974669
0.323232,1.52,966309
0.343434,1.52,952734
0.363636,1.52,933959
0.383838,1.52,849278
0.40404,1.52,745587
0.424242,1.52,812714
0.444444,1.52,741047
0.464646,1.52,736262
0.484848,1.52,782228
0.505051,1.52,864710
0.525253,1.52,971363
0.545455,1.52,743906
0.565657,1.52,836966
0.585859,1.52,922695
0.606061,1.52,999622
0.626263,1.52,1.06732e+06
0.646465,1.52,1.12641e+06
0.666667,1.52,1.17855e+06
0.686869,1.52,1.22646e+06
0.707071,1.52,1.17341e+06
0.727273,1.52,1.18688e+06
0.747475,1.52,1.19152e+06
0.767677,1.52,1.18538e+06
0.787879,1.52,1.16733e+06
0.808081,1.52,1.137e+06
0.828283,1.52,1.09484e+06
0.848485,1.52,1.04208e+06
0.868687,1.52,980728
0.888889,1.52,913602
0.909091,1.52,817096
0.929293,1.52,718036
0.949495,1.52,644035
0.969697,1.52,598305
0.989899,1.52,678312
1.0101,1.52,548720
1.0303,1.52,452685
1.05051,1.52,391400
1.07071,1.52,364847
1.09091,1.52,371796
1.11111,1.52,460226
1.13131,1.52,564219
1.15152,1.52,685968
1.17172,1.52,807670
1.19192,1.52,892410
1.21212,1.52,964772
1.23232,1.52,1.02e+06
1.25253,1.52,1.06416e+06
1.27273,1.52,1.14722e+06
1.29293,1.52,1.11863e+06
1.31313,1.52,1.09233e+06
1.33333,1.52,1.06048e+06
1.35354,1.52,1.01743e+06
1.37374,1.52,959782
1.39394,1.52,886322
1.41414,1.52,798069
1.43434,1.52,698252
1.45455,1.52,592316
1.47475,1.52,487923
1.49495,1.52,394950
1.51515,1.52,325488
1.53535,1.52,373193
1.55556,1.52,350661
1.57576,1.52,379826
1.59596,1.52,484413
1.61616,1.52,471172
1.63636,1.52,546029
1.65657,1.52,613902
1.67677,1.52,674616
1.69697,1.52,728013
1.71717,1.52,773953
1.73737,1.52,812310
1.75758,1.52,842979
1.77778,1.52,865870
1.79798,1.52,880909
1.81818,1.52,888042
1.83838,1.52,887230
1.85859,1.52,878451
1.87879,1.52,861701
1.89899,1.52,836993
1.91919,1.52,804355
1.93939,1.52,763836
1.9596,1.52,715498
1.9798,1.52,659423
2,1.52,0
0,1.54,0
0.020202,1.54,70912.9
0.040404,1.54,578828
0.0606061,1.54,640245
0.0808081,1.54,696428
0.10101,1.54,747366
0.121212,1.54,793050
0.141414,1.54,833469
0.161616,1.54,868619
0.181818,1.54,898495
0.20202,1.54,923093
0.222222,1.54,942412
0.242424,1.54,956453
0.262626,1.54,965219
0.282828,1.54,968712
0.30303,1.54,966940
0.323232,1.54,959909
0.343434,1.54,947629
0.363636,1.54,885895
0.383838,1.54,789850
0.40404,1.54,681659
0.424242,1.54,567995
0.444444,1.54,731537
0.464646,1.54,732192
0.484848,1.54,781289
0.505051,1.54,864945
0.525253,1.54,971171
0.545455,1.54,1.08987e+06
0.565657,1.54,1.21284e+06
0.585859,1.54,1.33377e+06
0.606061,1.54,1.10831e+06
0.626263,1.54,1.16533e+06
0.646465,1.54,1.21522e+06
0.666667,1.54,1.2614e+06
0.686869,1.54,1.30836e+06
0.707071,1.54,1.26039e+06
0.727273,1.54,1.26687e+06
0.747475,1.54,1.26394e+06
0.767677,1.54,1.24988e+06
0.787879,1.54,1.22377e+06
0.808081,1.54,1.1855e+06
0.828283,1.54,1.13573e+06
0.848485,1.54,1.07592e+06
0.868687,1.54,1.00833e+06
0.888889,1.54,935983
0.909091,1.54,862726
0.929293,1.54,746792
0.949495,1.54,659887
0.969697,1.54,604802
0.989899,1.54,664967
1.0101,1.54,531239
1.0303,1.54,433561
1.05051,1.54,373038
1.07071,1.54,250171
1.09091,1.54,335396
1.11111,1.54,444072
1.13131,1.54,579000
1.15152,1.54,723869
1.17172,1.54,843263
1.19192,1.54,911042
1.21212,1.54,980786
1.23232,1.54,1.03908e+06
1.25253,1.54,1.08608e+06
1.27273,1.54,1.1837e+06
1.29293,1.54,1.15411e+06
1.31313,1.54,1.12993e+06
1.33333,1.54,1.10238e+06
1.35354,1.54,1.06492e+06
1.37374,1.54,1.01321e+06
1.39394,1.54,945130
1.41414,1.54,860772
1.43434,1.54,762447
1.45455,1.54,654682
1.47475,1.54,544217
1.49495,1.54,440011
1.51515,1.54,483524
1.53535,1.54,423035
1.55556,1.54,388279
1.57576,1.54,371219
1.59596,1.54,443848
1.61616,1.54,445569
1.63636,1.54,519130
1.65657,1.54,585978
1.67677,1.54,645911
1.69697,1.54,698749
1.71717,1.54,744325
1.73737,1.54,782489
1.75758,1.54,813112
1.77778,1.54,836078
1.79798,1.54,851290
1.81818,1.54,858667
1.83838,1.54,858146
1.85859,1.54,849681
1.87879,1.54,833242
1.89899,1.54,808818
1.91919,1.54,776413
1.93939,1.54,736050
1.9596,1.54,687767
1.9798,1.54,54265.3
2,1.54,0
0,1.56,0
0.020202,1.56,73827.5
0.040404,1.56,143756
0.0606061,1.56,616759
0.0808081,1.56,674299
0.10101,1.56,726621
0.121212,1.56,773711
0.141414,1.56,815557
0.161616,1.56,852148
0.181818,1.56,883475
0.20202,1.56,909530
0.222222,1.56,930309
0.242424,1.56,945806
0.262626,1.56,956021
0.282828,1.56,960954
0.30303,1.56,960604
0.323232,1.56,954977
0.343434,1.56,944076
0.363636,1.56,830108
0.383838,1.56,728403
0.40404,1.56,620052
0.424242,1.56,511106
0.444444,1.56,407157
0.464646,1.56,726513
0.484848,1.56,779389
0.505051,1.56,864797
0.525253,1.56,971104
0.545455,1.56,1.08857e+06
0.565657,1.56,1.20934e+06
0.585859,1.56,1.32747e+06
0.606061,1.56,1.43889e+06
0.626263,1.56,1.54142e+06
0.646465,1.56,1.6348e+06
0.666667,1.56,1.34479e+06
0.686869,1.56,1.39416e+06
0.707071,1.56,1.34824e+06
0.727273,1.56,1.34751e+06
0.747475,1.56,1.33683e+06
0.767677,1.56,1.31473e+06
0.787879,1.56,1.28054e+06
0.808081,1.56,1.23434e+06
0.828283,1.56,1.17705e+06
0.848485,1.56,1.11036e+06
0.868687,1.56,1.03673e+06
0.888889,1.56,959453
0.909091,1.56,882586
0.929293,1.56,777230
0.949495,1.56,676135
0.969697,1.56,610591
0.989899,1.56,651857
1.0101,1.56,514712
1.0303,1.56,416082
1.05051,1.56,164698
1.07071,1.56,224376
1.09091,1.56,319745
1.11111,1.56,455100
1.13131,1.56,615629
1.15152,1.56,767408
1.17172,1.56,857405
1.19192,1.56,925657
1.21212,1.56,998721
1.23232,1.56,1.06026e+06
1.25253,1.56,1.11033e+06
1.27273,1.56,1.22361e+06
1.29293,1.56,1.19184e+06
1.31313,1.56,1.16897e+06
1.33333,1.56,1.14531e+06
1.35354,1.56,1.11339e+06
1.37374,1.56,1.06796e+06
1.39394,1.56,1.00596e+06
1.41414,1.56,926588
1.43434,1.56,831222
1.45455,1.56,723470
1.47475,1.56,717750
1.49495,1.56,627130
1.51515,1.56,546077
1.53535,1.56,480375
1.55556,1.56,436441
1.57576,1.56,379179
1.59596,1.56,423843
1.61616,1.56,508111
1.63636,1.56,495050
1.65657,1.56,560632
1.67677,1.56,619565
1.69697,1.56,671641
1.71717,1.56,716669
1.73737,1.56,754477
1.75758,1.56,784908
1.77778,1.56,807822
1.79798,1.56,823098
1.81818,1.56,830630
1.83838,1.56,830330
1.85859,1.56,822127
1.87879,1.56,805967
1.89899,1.56,781814
1.91919,1.56,749647
1.93939,1.56,709463
1.9596,1.56,107687
1.9798,1.56,56136.3
2,1.56,0
0,1.58,0
0.020202,1.58,76770.1
0.040404,1.58,149623
0.0606061,1.58,218566
0.0808081,1.58,653464
0.10101,1.58,707134
0.121212,1.58,755605
0.141414,1.58,798860
0.161616,1.58,836884
0.181818,1.58,869664
0.20202,1.58,897188
0.222222,1.58,919446
0.242424,1.58,936430
0.262626,1.58,948134
0.282828,1.58,954554
0.30303,1.58,955686
0.323232,1.58,951529
0.343434,1.58,866475
0.363636,1.58,771194
0.383838,1.58,668232
0.40404,1.58,563486
0.424242,1.58,462390
0.444444,1.58,369914
0.464646,1.58,720151
0.484848,1.58,777316
0.505051,1.58,864919
0.525253,1.58,971679
0.545455,1.58,1.08821e+06
0.565657,1.58,1.20702e+06
0.585859,1.58,1.32251e+06
0.606061,1.58,1.43096e+06
0.626263,1.58,1.53057e+06
0.646465,1.58,1.6214e+06
0.666667,1.58,1.70544e+06
0.686869,1.58,1.81751e+06
0.707071,1.58,2.13047e+06
0.727273,1.58,2.17493e+06
0.747475,1.58,2.20479e+06
0.767677,1.58,1.37996e+06
0.787879,1.58,1.33766e+06
0.808081,1.58,1.2836e+06
0.828283,1.58,1.21891e+06
0.848485,1.58,1.14551e+06
0.868687,1.58,1.06611e+06
0.888889,1.58,984209
0.909091,1.58,904112
0.929293,1.58,830901
0.949495,1.58,692814
0.969697,1.58,817874
0.989899,1.58,639215
1.0101,1.58,172232
1.0303,1.58,148199
1.05051,1.58,152437
1.07071,1.58,209847
1.09091,1.58,326220
1.11111,1.58,488237
1.13131,1.58,663473
1.15152,1.58,800390
1.17172,1.58,854301
1.19192,1.58,941985
1.21212,1.58,1.01848e+06
1.23232,1.58,1.08342e+06
1.25253,1.58,1.13677e+06
1.27273,1.58,1.17876e+06
1.29293,1.58,1.23206e+06
1.31313,1.58,1.20955e+06
1.33333,1.58,1.1892e+06
1.35354,1.58,1.16262e+06
1.37374,1.58,1.12364e+06
1.39394,1.58,1.06829e+06
1.41414,1.58,994831
1.43434,1.58,958266
1.45455,1.58,870114
1.47475,1.58,780123
1.49495,1.58,692349
1.51515,1.58,611481
1.53535,1.58,542842
1.55556,1.58,492389
1.57576,1.58,400564
1.59596,1.58,420976
1.61616,1.58,478120
1.63636,1.58,571087
1.65657,1.58,538052
1.67677,1.58,595762
1.69697,1.58,646872
1.71717,1.58,691169
1.73737,1.58,728454
1.75758,1.58,758546
1.77778,1.58,781280
1.79798,1.58,796510
1.81818,1.58,804106
1.83838,1.58,803955
1.85859,1.58,795961
1.87879,1.58,780045
1.89899,1.58,756147
1.91919,1.58,724220
1.93939,1.58,160520
1.9596,1.58,111548
1.9798,1.58,58044.9
2,1.58,0
0,1.6,0
0.020202,1.6,79739
0.040404,1.6,155543
0.0606061,1.6,227419
0.0808081,1.6,295374
0.10101,1.6,688991
0.121212,1.6,738809
0.141414,1.6,783450
0.161616,1.6,822893
0.181818,1.6,857121
0.20202,1.6,886118
0.222222,1.6,909870
0.242424,1.6,928364
0.262626,1.6,941590
0.282828,1.6,949538
0.30303,1.6,952202
0.323232,1.6,949577
0.343434,1.6,810117
0.363636,1.6,712562
0.383838,1.6,612174
0.40404,1.6,514227
0.424242,1.6,423537
0.444444,1.6,344456
0.464646,1.6,280870
0.484848,1.6,775754
0.505051,1.6,865856
0.525253,1.6,973305
0.545455,1.6,1.08907e+06
0.565657,1.6,1.20601e+06
0.585859,1.6,1.31888e+06
0.606061,1.6,1.42432e+06
0.626263,1.6,1.52089e+06
0.646465,1.6,1.60899e+06
0.666667,1.6,1.69097e+06
0.686869,1.6,1.83203e+06
0.707071,1.6,1.86541e+06
0.727273,1.6,2.14917e+06
0.747475,1.6,2.18216e+06
0.767677,1.6,2.19796e+06
0.787879,1.6,2.19573e+06
0.808081,1.6,2.17488e+06
0.828283,1.6,2.13507e+06
0.848485,1.6,2.0762e+06
0.868687,1.6,1.9984e+06
0.888889,1.6,1.90208e+06
0.909091,1.6,927576
0.929293,1.6,853232
0.949495,1.6,709948
0.969697,1.6,517177
0.989899,1.6,375932
1.0101,1.6,238679
1.0303,1.6,150924
1.05051,1.6,139062
1.07071,1.6,210380
1.09091,1.6,353055
1.11111,1.6,536157
1.13131,1.6,709645
1.15152,1.6,804367
1.17172,1.6,868868
1.19192,1.6,959944
1.21212,1.6,1.03995e+06
1.23232,1.6,1.10844e+06
1.25253,1.6,1.16523e+06
1.27273,1.6,1.21049e+06
