Distance[um],dz[um],Mag_Ez
2,1.44,329275
0,1.46,375800
0.020202,1.46,509692
0.040404,1.46,501287
0.0606061,1.46,632604
0.0808081,1.46,759963
0.10101,1.46,882960
0.121212,1.46,1.00125e+06
0.141414,1.46,1.11453e+06
0.161616,1.46,1.22258e+06
0.181818,1.46,1.3252e+06
0.20202,1.46,1.42227e+06
0.222222,1.46,1.51372e+06
0.242424,1.46,1.59953e+06
0.262626,1.46,1.67973e+06
0.282828,1.46,1.75443e+06
0.30303,1.46,1.82377e+06
0.323232,1.46,1.88796e+06
0.343434,1.46,1.94725e+06
0.363636,1.46,2.00196e+06
0.383838,1.46,2.00351e+06
0.40404,1.46,1.52639e+06
0.424242,1.46,1.50687e+06
0.444444,1.46,1.54932e+06
0.464646,1.46,1.51714e+06
0.484848,1.46,1.48385e+06
0.505051,1.46,1.44888e+06
0.525253,1.46,1.4117e+06
0.545455,1.46,1.37184e+06
0.565657,1.46,1.32887e+06
0.585859,1.46,1.2824e+06
0.606061,1.46,1.23208e+06
0.626263,1.46,1.17763e+06
0.646465,1.46,1.11879e+06
0.666667,1.46,1.05535e+06
0.686869,1.46,987156
0.707071,1.46,914087
0.727273,1.46,424746
0.747475,1.46,385302
0.767677,1.46,351251
0.787879,1.46,322201
0.808081,1.46,297809
0.828283,1.46,277789
0.848485,1.46,261907
0.868687,1.46,199817
0.888889,1.46,239555
0.909091,1.46,285960
0.929293,1.46,340897
0.949495,1.46,403675
0.969697,1.46,471046
0.989899,1.46,537209
1.0101,1.46,593807
1.0303,1.46,409634
1.05051,1.46,418851
1.07071,1.46,430972
1.09091,1.46,446392
1.11111,1.46,465816
1.13131,1.46,490267
1.15152,1.46,521075
1.17172,1.46,559888
1.19192,1.46,608663
1.21212,1.46,702476
1.23232,1.46,764145
1.25253,1.46,796290
1.27273,1.46,869152
1.29293,1.46,938873
1.31313,1.46,1.00539e+06
1.33333,1.46,1.06873e+06
1.35354,1.46,1.04243e+06
1.37374,1.46,1.07274e+06
1.39394,1.46,1.1035e+06
1.41414,1.46,1.13494e+06
1.43434,1.46,1.16731e+06
1.45455,1.46,1.20085e+06
1.47475,1.46,1.23583e+06
1.49495,1.46,1.27253e+06
1.51515,1.46,1.31125e+06
1.53535,1.46,1.35229e+06
1.55556,1.46,1.39598e+06
1.57576,1.46,1.55666e+06
1.59596,1.46,1.54341e+06
1.61616,1.46,1.53044e+06
1.63636,1.46,1.50189e+06
1.65657,1.46,1.46956e+06
1.67677,1.46,1.43304e+06
1.69697,1.46,1.39213e+06
1.71717,1.46,1.34681e+06
1.73737,1.46,1.29728e+06
1.75758,1.46,1.24392e+06
1.77778,1.46,1.18732e+06
1.79798,1.46,1.12827e+06
1.81818,1.46,1.06775e+06
1.83838,1.46,1.00696e+06
1.85859,1.46,947255
1.87879,1.46,890233
1.89899,1.46,837669
1.91919,1.46,791542
1.93939,1.46,754029
1.9596,1.46,727503
1.9798,1.46,206307
2,1.46,334916
0,1.48,407027
0.020202,1.48,565587
0.040404,1.48,694970
0.0606061,1.48,820663
0.0808081,1.48,942273
0.10101,1.48,1.05947e+06
0.121212,1.48,1.17197e+06
0.141414,1.48,1.27955e+06
0.161616,1.48,1.38204e+06
0.181818,1.48,1.47932e+06
0.20202,1.48,1.57135e+06
0.222222,1.48,1.65811e+06
0.242424,1.48,1.73966e+06
0.262626,1.48,1.8161e+06
0.282828,1.48,1.8876e+06
0.30303,1.48,1.95437e+06
0.323232,1.48,2.01669e+06
0.343434,1.48,2.13562e+06
0.363636,1.48,2.18983e+06
0.383838,1.48,2.24024e+06
0.40404,1.48,1.64185e+06
0.424242,1.48,1.61607e+06
0.444444,1.48,1.58935e+06
0.464646,1.48,1.56107e+06
0.484848,1.48,1.53068e+06
0.505051,1.48,1.49766e+06
0.525253,1.48,1.46154e+06
0.545455,1.48,1.42191e+06
0.565657,1.48,1.37837e+06
0.585859,1.48,1.3306e+06
0.606061,1.48,1.27831e+06
0.626263,1.48,1.22125e+06
0.646465,1.48,1.15922e+06
0.666667,1.48,1.09207e+06
0.686869,1.48,1.01969e+06
0.707071,1.48,942026
0.727273,1.48,342723
0.747475,1.48,318568
0.767677,1.48,296452
0.787879,1.48,276026
0.808081,1.48,256995
0.828283,1.48,239114
0.848485,1.48,222194
0.868687,1.48,206098
0.888889,1.48,217536
0.909091,1.48,278279
0.929293,1.48,344370
0.949495,1.48,414766
0.969697,1.48,485868
0.989899,1.48,551521
1.0101,1.48,442698
1.0303,1.48,450289
1.05051,1.48,460752
1.07071,1.48,473867
1.09091,1.48,489724
1.11111,1.48,508728
1.13131,1.48,531596
1.15152,1.48,559361
1.17172,1.48,593364
1.19192,1.48,631492
1.21212,1.48,657921
1.23232,1.48,733898
1.25253,1.48,826842
1.27273,1.48,901503
1.29293,1.48,971790
1.31313,1.48,1.0376e+06
1.33333,1.48,1.09891e+06
1.35354,1.48,1.15578e+06
1.37374,1.48,1.20836e+06
1.39394,1.48,1.25687e+06
1.41414,1.48,1.30164e+06
1.43434,1.48,1.34305e+06
1.45455,1.48,1.38158e+06
1.47475,1.48,1.4178e+06
1.49495,1.48,1.2979e+06
1.51515,1.48,1.33038e+06
1.53535,1.48,1.36515e+06
1.55556,1.48,1.40253e+06
1.57576,1.48,1.44287e+06
1.59596,1.48,1.59913e+06
1.61616,1.48,1.57485e+06
1.63636,1.48,1.54746e+06
1.65657,1.48,1.51624e+06
1.67677,1.48,1.48068e+06
1.69697,1.48,1.44046e+06
1.71717,1.48,1.39548e+06
1.73737,1.48,1.3458e+06
1.75758,1.48,1.29172e+06
1.77778,1.48,1.23372e+06
1.79798,1.48,1.17246e+06
1.81818,1.48,1.10884e+06
1.83838,1.48,1.04393e+06
1.85859,1.48,978992
1.87879,1.48,915513
1.89899,1.48,855162
1.91919,1.48,799809
1.93939,1.48,751523
1.9596,1.48,712573
1.9798,1.48,685425
2,1.48,381452
0,1.5,775367
0.020202,1.5,860567
0.040404,1.5,953668
0.0606061,1.5,1.05065e+06
0.0808081,1.5,1.14994e+06
0.10101,1.5,1.25012e+06
0.121212,1.5,1.34991e+06
0.141414,1.5,1.4482e+06
0.161616,1.5,1.544e+06
0.181818,1.5,1.63651e+06
0.20202,1.5,1.72504e+06
0.222222,1.5,1.80906e+06
0.242424,1.5,1.88821e+06
0.262626,1.5,1.96226e+06
0.282828,1.5,2.03113e+06
0.30303,1.5,2.0949e+06
0.323232,1.5,2.15379e+06
0.343434,1.5,2.20818e+06
0.363636,1.5,2.25858e+06
0.383838,1.5,2.47704e+06
0.40404,1.5,2.31277e+06
0.424242,1.5,1.81654e+06
0.444444,1.5,1.7104e+06
0.464646,1.5,1.61999e+06
0.484848,1.5,1.59125e+06
0.505051,1.5,1.55903e+06
0.525253,1.5,1.52292e+06
0.545455,1.5,1.48254e+06
0.565657,1.5,1.43757e+06
0.585859,1.5,1.38772e+06
0.606061,1.5,1.33276e+06
0.626263,1.5,1.2725e+06
0.646465,1.5,1.20679e+06
0.666667,1.5,1.13553e+06
0.686869,1.5,1.05866e+06
0.707071,1.5,976179
0.727273,1.5,297685
0.747475,1.5,283943
0.767677,1.5,269586
0.787879,1.5,254311
0.808081,1.5,237865
0.828283,1.5,220050
0.848485,1.5,200720
0.868687,1.5,179784
0.888889,1.5,194087
0.909091,1.5,268070
0.929293,1.5,344081
0.949495,1.5,420723
0.969697,1.5,494045
0.989899,1.5,557539
1.0101,1.5,481345
1.0303,1.5,491225
1.05051,1.5,504190
1.07071,1.5,519714
1.09091,1.5,537589
1.11111,1.5,557916
1.13131,1.5,581110
1.15152,1.5,594324
1.17172,1.5,610203
1.19192,1.5,625485
1.21212,1.5,653579
1.23232,1.5,719983
1.25253,1.5,807914
1.27273,1.5,949562
1.29293,1.5,1.02086e+06
1.31313,1.5,1.08664e+06
1.33333,1.5,1.14686e+06
1.35354,1.5,1.20151e+06
1.37374,1.5,1.25072e+06
1.39394,1.5,1.29467e+06
1.41414,1.5,1.33362e+06
1.43434,1.5,1.36793e+06
1.45455,1.5,1.39804e+06
1.47475,1.5,1.42446e+06
1.49495,1.5,1.4478e+06
1.51515,1.5,1.46873e+06
1.53535,1.5,1.48804e+06
1.55556,1.5,1.50658e+06
1.57576,1.5,1.57854e+06
1.59596,1.5,1.62266e+06
1.61616,1.5,1.60127e+06
1.63636,1.5,1.57702e+06
1.65657,1.5,1.5492e+06
1.67677,1.5,1.51725e+06
1.69697,1.5,1.48081e+06
1.71717,1.5,1.43971e+06
1.73737,1.5,1.39393e+06
1.75758,1.5,1.34364e+06
1.77778,1.5,1.28919e+06
1.79798,1.5,1.23111e+06
1.81818,1.5,1.17012e+06
1.83838,1.5,1.10709e+06
1.85859,1.5,1.0431e+06
1.87879,1.5,979376
1.89899,1.5,917355
1.91919,1.5,858634
1.93939,1.5,804993
1.9596,1.5,758390
1.9798,1.5,720965
2,1.5,695031
0,1.52,942897
0.020202,1.52,982794
0.040404,1.52,1.07587e+06
0.0606061,1.52,1.17203e+06
0.0808081,1.52,1.26978e+06
0.10101,1.52,1.36779e+06
0.121212,1.52,1.46486e+06
0.141414,1.52,1.55995e+06
0.161616,1.52,1.65218e+06
0.181818,1.52,1.7408e+06
0.20202,1.52,1.82523e+06
0.222222,1.52,1.90502e+06
0.242424,1.52,1.97987e+06
0.262626,1.52,2.04966e+06
0.282828,1.52,2.11437e+06
0.30303,1.52,2.17418e+06
0.323232,1.52,2.22939e+06
0.343434,1.52,2.28044e+06
0.363636,1.52,2.32796e+06
0.383838,1.52,2.38856e+06
0.40404,1.52,2.22067e+06
0.424242,1.52,1.65752e+06
0.444444,1.52,1.54347e+06
0.464646,1.52,1.44604e+06
0.484848,1.52,1.36132e+06
0.505051,1.52,1.2858e+06
0.525253,1.52,1.21635e+06
0.545455,1.52,1.5547e+06
0.565657,1.52,1.50754e+06
0.585859,1.52,1.45496e+06
0.606061,1.52,1.39677e+06
0.626263,1.52,1.33284e+06
0.646465,1.52,1.26307e+06
0.666667,1.52,1.18742e+06
0.686869,1.52,1.10587e+06
0.707071,1.52,311448
0.727273,1.52,304095
0.747475,1.52,294487
0.767677,1.52,282311
0.787879,1.52,267309
0.808081,1.52,249272
0.828283,1.52,228048
0.848485,1.52,203534
0.868687,1.52,175683
0.888889,1.52,144501
0.909091,1.52,255359
0.929293,1.52,339787
0.949495,1.52,421035
0.969697,1.52,494798
0.989899,1.52,509806
1.0101,1.52,518556
1.0303,1.52,531904
1.05051,1.52,548711
1.07071,1.52,568151
1.09091,1.52,589712
1.11111,1.52,593072
1.13131,1.52,607976
1.15152,1.52,620976
1.17172,1.52,632937
1.19192,1.52,644631
1.21212,1.52,680509
1.23232,1.52,728393
1.25253,1.52,790528
1.27273,1.52,1.01024e+06
1.29293,1.52,1.08297e+06
1.31313,1.52,1.1494e+06
1.33333,1.52,1.20943e+06
1.35354,1.52,1.26304e+06
1.37374,1.52,1.31028e+06
1.39394,1.52,1.35131e+06
1.41414,1.52,1.38634e+06
1.43434,1.52,1.4157e+06
1.45455,1.52,1.43976e+06
1.47475,1.52,1.45901e+06
1.49495,1.52,1.47401e+06
1.51515,1.52,1.4854e+06
1.53535,1.52,1.48835e+06
1.55556,1.52,1.53467e+06
1.57576,1.52,1.62063e+06
1.59596,1.52,1.64702e+06
1.61616,1.52,1.63343e+06
1.63636,1.52,1.60854e+06
1.65657,1.52,1.58069e+06
1.67677,1.52,1.54918e+06
1.69697,1.52,1.51354e+06
1.71717,1.52,1.47343e+06
1.73737,1.52,1.42873e+06
1.75758,1.52,1.37946e+06
1.77778,1.52,1.32584e+06
1.79798,1.52,1.26828e+06
1.81818,1.52,1.20735e+06
1.83838,1.52,1.14379e+06
1.85859,1.52,1.07855e+06
1.87879,1.52,1.01274e+06
1.89899,1.52,947640
1.91919,1.52,884724
1.93939,1.52,825640
1.9596,1.52,772214
1.9798,1.52,726449
2,1.52,633062
0,1.54,1.01788e+06
0.020202,1.54,1.11051e+06
0.040404,1.54,1.18838e+06
0.0606061,1.54,1.28398e+06
0.0808081,1.54,1.3805e+06
0.10101,1.54,1.47668e+06
0.121212,1.54,1.57142e+06
0.141414,1.54,1.66375e+06
0.161616,1.54,1.75287e+06
0.181818,1.54,1.83813e+06
0.20202,1.54,1.91901e+06
0.222222,1.54,1.99515e+06
0.242424,1.54,2.06635e+06
0.262626,1.54,2.13255e+06
0.282828,1.54,2.19384e+06
0.30303,1.54,2.25045e+06
0.323232,1.54,2.30277e+06
0.343434,1.54,2.35135e+06
0.363636,1.54,2.46334e+06
0.383838,1.54,2.30612e+06
0.40404,1.54,2.1391e+06
0.424242,1.54,1.96528e+06
0.444444,1.54,1.42105e+06
0.464646,1.54,1.32594e+06
0.484848,1.54,1.24393e+06
0.505051,1.54,1.17187e+06
0.525253,1.54,1.10699e+06
0.545455,1.54,1.04687e+06
0.565657,1.54,989477
0.585859,1.54,933157
0.606061,1.54,1.47183e+06
0.626263,1.54,1.40389e+06
0.646465,1.54,1.32981e+06
0.666667,1.54,1.2496e+06
0.686869,1.54,1.16332e+06
0.707071,1.54,387872
0.727273,1.54,378269
0.747475,1.54,365114
0.767677,1.54,348140
0.787879,1.54,327131
0.808081,1.54,301926
0.828283,1.54,272414
0.848485,1.54,238539
0.868687,1.54,200298
0.888889,1.54,157740
0.909091,1.54,110968
0.929293,1.54,331304
0.949495,1.54,415250
0.969697,1.54,487408
0.989899,1.54,541107
1.0101,1.54,553751
1.0303,1.54,571833
1.05051,1.54,593913
1.07071,1.54,598871
1.09091,1.54,616975
1.11111,1.54,633482
1.13131,1.54,648880
1.15152,1.54,663564
1.17172,1.54,677836
1.19192,1.54,700059
1.21212,1.54,729453
1.23232,1.54,763352
1.25253,1.54,805000
1.27273,1.54,1.08119e+06
1.29293,1.54,1.15575e+06
1.31313,1.54,1.22348e+06
1.33333,1.54,1.28423e+06
1.35354,1.54,1.33792e+06
1.37374,1.54,1.38459e+06
1.39394,1.54,1.42433e+06
1.41414,1.54,1.45732e+06
1.43434,1.54,1.48384e+06
1.45455,1.54,1.50423e+06
1.47475,1.54,1.51892e+06
1.49495,1.54,1.52844e+06
1.51515,1.54,1.4858e+06
1.53535,1.54,1.52362e+06
1.55556,1.54,1.5641e+06
1.57576,1.54,1.63435e+06
1.59596,1.54,1.65675e+06
1.61616,1.54,1.675e+06
1.63636,1.54,1.6482e+06
1.65657,1.54,1.61917e+06
1.67677,1.54,1.58711e+06
1.69697,1.54,1.55139e+06
1.71717,1.54,1.51154e+06
1.73737,1.54,1.46731e+06
1.75758,1.54,1.4186e+06
1.77778,1.54,1.36549e+06
1.79798,1.54,1.30824e+06
1.81818,1.54,1.2473e+06
1.83838,1.54,1.1833e+06
1.85859,1.54,1.11702e+06
1.87879,1.54,1.04946e+06
1.89899,1.54,981761
1.91919,1.54,915265
1.93939,1.54,851487
1.9596,1.54,792120
1.9798,1.54,775265
2,1.54,707877
0,1.56,1.087e+06
0.020202,1.56,1.18295e+06
0.040404,1.56,1.28586e+06
0.0606061,1.56,1.38603e+06
0.0808081,1.56,1.48159e+06
0.10101,1.56,1.57626e+06
0.121212,1.56,1.66901e+06
0.141414,1.56,1.75898e+06
0.161616,1.56,1.84543e+06
0.181818,1.56,1.9278e+06
0.20202,1.56,2.00566e+06
0.222222,1.56,2.07872e+06
0.242424,1.56,2.14687e+06
0.262626,1.56,2.21013e+06
0.282828,1.56,2.26867e+06
0.30303,1.56,2.32281e+06
0.323232,1.56,2.37302e+06
0.343434,1.56,2.41993e+06
0.363636,1.56,2.38807e+06
0.383838,1.56,2.23188e+06
0.40404,1.56,2.06977e+06
0.424242,1.56,1.90449e+06
0.444444,1.56,1.73878e+06
0.464646,1.56,1.25556e+06
0.484848,1.56,1.18357e+06
0.505051,1.56,1.12139e+06
0.525253,1.56,1.06659e+06
0.545455,1.56,1.01713e+06
0.565657,1.56,971325
0.585859,1.56,927875
0.606061,1.56,885854
0.626263,1.56,844710
0.646465,1.56,804266
0.666667,1.56,1.32411e+06
0.686869,1.56,1.23314e+06
0.707071,1.56,560015
0.727273,1.56,538378
0.747475,1.56,512594
0.767677,1.56,482439
0.787879,1.56,447743
0.808081,1.56,408388
0.828283,1.56,364308
0.848485,1.56,315493
0.868687,1.56,261984
0.888889,1.56,203874
0.909091,1.56,141310
0.929293,1.56,318502
0.949495,1.56,402969
0.969697,1.56,471208
0.989899,1.56,568671
1.0101,1.56,586400
1.0303,1.56,610571
1.05051,1.56,619158
1.07071,1.56,639563
1.09091,1.56,660401
1.11111,1.56,681690
1.13131,1.56,703357
1.15152,1.56,725230
1.17172,1.56,747048
1.19192,1.56,777925
1.21212,1.56,802975
1.23232,1.56,827310
1.25253,1.56,853671
1.27273,1.56,1.1608e+06
1.29293,1.56,1.23759e+06
1.31313,1.56,1.30725e+06
1.33333,1.56,1.36959e+06
1.35354,1.56,1.4245e+06
1.37374,1.56,1.47195e+06
1.39394,1.56,1.51202e+06
1.41414,1.56,1.54483e+06
1.43434,1.56,1.57061e+06
1.45455,1.56,1.58967e+06
1.47475,1.56,1.47743e+06
1.49495,1.56,1.509e+06
1.51515,1.56,1.54067e+06
1.53535,1.56,1.57327e+06
1.55556,1.56,1.60771e+06
1.57576,1.56,1.66233e+06
1.59596,1.56,1.68047e+06
1.61616,1.56,1.69258e+06
1.63636,1.56,1.69551e+06
1.65657,1.56,1.66408e+06
1.67677,1.56,1.63035e+06
1.69697,1.56,1.59358e+06
1.71717,1.56,1.55316e+06
1.73737,1.56,1.50871e+06
1.75758,1.56,1.45998e+06
1.77778,1.56,1.40695e+06
1.79798,1.56,1.34972e+06
1.81818,1.56,1.28863e+06
1.83838,1.56,1.22415e+06
1.85859,1.56,1.15695e+06
1.87879,1.56,1.08788e+06
1.89899,1.56,1.01797e+06
1.91919,1.56,948406
1.93939,1.56,880586
1.9596,1.56,925248
1.9798,1.56,849989
2,1.56,778707
0,1.58,1.14986e+06
0.020202,1.58,1.24932e+06
0.040404,1.58,1.35377e+06
0.0606061,1.58,1.46208e+06
0.0808081,1.58,1.57264e+06
0.10101,1.58,1.66608e+06
0.121212,1.58,1.75717e+06
0.141414,1.58,1.84513e+06
0.161616,1.58,1.92932e+06
0.181818,1.58,2.00925e+06
0.20202,1.58,2.08456e+06
0.222222,1.58,2.15508e+06
0.242424,1.58,2.22074e+06
0.262626,1.58,2.28167e+06
0.282828,1.58,2.33812e+06
0.30303,1.58,2.39048e+06
0.323232,1.58,2.43932e+06
0.343434,1.58,2.46521e+06
0.363636,1.58,2.31882e+06
0.383838,1.58,2.16763e+06
0.40404,1.58,2.01404e+06
0.424242,1.58,1.86051e+06
0.444444,1.58,1.70952e+06
0.464646,1.58,1.23124e+06
0.484848,1.58,1.17548e+06
0.505051,1.58,1.12849e+06
0.525253,1.58,1.08821e+06
0.545455,1.58,1.05294e+06
0.565657,1.58,1.02136e+06
0.585859,1.58,992521
0.606061,1.58,965863
0.626263,1.58,941188
0.646465,1.58,918675
0.666667,1.58,898879
0.686869,1.58,2.56699e+06
0.707071,1.58,1.80596e+06
0.727273,1.58,1.6255e+06
0.747475,1.58,1.45305e+06
0.767677,1.58,702432
0.787879,1.58,644964
0.808081,1.58,583076
0.828283,1.58,516748
0.848485,1.58,446011
