Distance[um],dz[um],Mag_Ex
1.57576,1.4,1.91039e+06
1.59596,1.4,1.89805e+06
1.61616,1.4,1.88863e+06
1.63636,1.4,1.88155e+06
1.65657,1.4,1.87602e+06
1.67677,1.4,1.90373e+06
1.69697,1.4,1.93993e+06
1.71717,1.4,1.9773e+06
1.73737,1.4,2.01573e+06
1.75758,1.4,2.05518e+06
1.77778,1.4,2.09557e+06
1.79798,1.4,2.13685e+06
1.81818,1.4,2.179e+06
1.83838,1.4,2.22199e+06
1.85859,1.4,2.2658e+06
1.87879,1.4,2.31044e+06
1.89899,1.4,2.3559e+06
1.91919,1.4,1.94948e+06
1.93939,1.4,2.03293e+06
1.9596,1.4,2.06525e+06
1.9798,1.4,2.02263e+06
2,1.4,1.89503e+06
0,1.42,2.25245e+06
0.020202,1.42,2.15536e+06
0.040404,1.42,2.07823e+06
0.0606061,1.42,2.56817e+06
0.0808081,1.42,2.51337e+06
0.10101,1.42,2.45915e+06
0.121212,1.42,2.40551e+06
0.141414,1.42,2.35249e+06
0.161616,1.42,2.30011e+06
0.181818,1.42,2.24843e+06
0.20202,1.42,2.19748e+06
0.222222,1.42,2.14731e+06
0.242424,1.42,2.098e+06
0.262626,1.42,2.0496e+06
0.282828,1.42,2.00219e+06
0.30303,1.42,1.95584e+06
0.323232,1.42,1.91065e+06
0.343434,1.42,1.86672e+06
0.363636,1.42,2.21189e+06
0.383838,1.42,2.22681e+06
0.40404,1.42,2.22935e+06
0.424242,1.42,1.9138e+06
0.444444,1.42,1.91781e+06
0.464646,1.42,1.92439e+06
0.484848,1.42,1.93357e+06
0.505051,1.42,1.9454e+06
0.525253,1.42,1.92261e+06
0.545455,1.42,1.88082e+06
0.565657,1.42,1.84448e+06
0.585859,1.42,1.81429e+06
0.606061,1.42,1.79083e+06
0.626263,1.42,1.7745e+06
0.646465,1.42,1.76556e+06
0.666667,1.42,1.76411e+06
0.686869,1.42,1.77009e+06
0.707071,1.42,1.78331e+06
0.727273,1.42,1.8034e+06
0.747475,1.42,2.12919e+06
0.767677,1.42,2.17272e+06
0.787879,1.42,2.22225e+06
0.808081,1.42,2.27719e+06
0.828283,1.42,2.33696e+06
0.848485,1.42,2.4385e+06
0.868687,1.42,2.43943e+06
0.888889,1.42,2.44053e+06
0.909091,1.42,2.4418e+06
0.929293,1.42,2.44325e+06
0.949495,1.42,2.44485e+06
0.969697,1.42,2.44663e+06
0.989899,1.42,2.44857e+06
1.0101,1.42,2.45067e+06
1.0303,1.42,2.45293e+06
1.05051,1.42,2.36047e+06
1.07071,1.42,2.33785e+06
1.09091,1.42,2.31608e+06
1.11111,1.42,2.29524e+06
1.13131,1.42,2.27542e+06
1.15152,1.42,2.2567e+06
1.17172,1.42,2.23914e+06
1.19192,1.42,2.22282e+06
1.21212,1.42,2.20781e+06
1.23232,1.42,2.34169e+06
1.25253,1.42,2.29979e+06
1.27273,1.42,1.77036e+06
1.29293,1.42,1.74943e+06
1.31313,1.42,1.73173e+06
1.33333,1.42,1.71737e+06
1.35354,1.42,1.7064e+06
1.37374,1.42,1.69888e+06
1.39394,1.42,1.69486e+06
1.41414,1.42,1.69436e+06
1.43434,1.42,1.69739e+06
1.45455,1.42,1.70395e+06
1.47475,1.42,1.71402e+06
1.49495,1.42,1.72757e+06
1.51515,1.42,1.74456e+06
1.53535,1.42,1.76492e+06
1.55556,1.42,1.78858e+06
1.57576,1.42,1.95951e+06
1.59596,1.42,1.95213e+06
1.61616,1.42,1.94799e+06
1.63636,1.42,1.94635e+06
1.65657,1.42,1.88402e+06
1.67677,1.42,1.92176e+06
1.69697,1.42,1.96105e+06
1.71717,1.42,2.00176e+06
1.73737,1.42,2.0438e+06
1.75758,1.42,2.08706e+06
1.77778,1.42,2.13147e+06
1.79798,1.42,2.17694e+06
1.81818,1.42,2.22342e+06
1.83838,1.42,2.27086e+06
1.85859,1.42,2.31921e+06
1.87879,1.42,2.36846e+06
1.89899,1.42,2.41857e+06
1.91919,1.42,2.46955e+06
1.93939,1.42,2.12514e+06
1.9596,1.42,2.2277e+06
1.9798,1.42,2.24984e+06
2,1.42,2.17503e+06
0,1.44,2.53073e+06
0.020202,1.44,2.35284e+06
0.040404,1.44,2.22291e+06
0.0606061,1.44,2.63631e+06
0.0808081,1.44,2.57832e+06
0.10101,1.44,2.52092e+06
0.121212,1.44,2.46416e+06
0.141414,1.44,2.40806e+06
0.161616,1.44,2.35268e+06
0.181818,1.44,2.29806e+06
0.20202,1.44,2.24426e+06
0.222222,1.44,2.19135e+06
0.242424,1.44,2.13938e+06
0.262626,1.44,2.08845e+06
0.282828,1.44,2.03862e+06
0.30303,1.44,1.99e+06
0.323232,1.44,1.94268e+06
0.343434,1.44,1.89676e+06
0.363636,1.44,1.85235e+06
0.383838,1.44,2.31547e+06
0.40404,1.44,1.91373e+06
0.424242,1.44,1.91673e+06
0.444444,1.44,1.92264e+06
0.464646,1.44,1.9315e+06
0.484848,1.44,1.93335e+06
0.505051,1.44,1.88434e+06
0.525253,1.44,1.84052e+06
0.545455,1.44,1.80275e+06
0.565657,1.44,1.77172e+06
0.585859,1.44,1.74798e+06
0.606061,1.44,1.73191e+06
0.626263,1.44,1.72375e+06
0.646465,1.44,1.72359e+06
0.666667,1.44,1.73135e+06
0.686869,1.44,1.74681e+06
0.707071,1.44,1.76958e+06
0.727273,1.44,2.02137e+06
0.747475,1.44,2.0685e+06
0.767677,1.44,2.12135e+06
0.787879,1.44,2.17942e+06
0.808081,1.44,2.24217e+06
0.828283,1.44,2.30907e+06
0.848485,1.44,2.43126e+06
0.868687,1.44,2.43329e+06
0.888889,1.44,2.43547e+06
0.909091,1.44,2.43782e+06
0.929293,1.44,2.44033e+06
0.949495,1.44,2.44299e+06
0.969697,1.44,2.44581e+06
0.989899,1.44,2.44878e+06
1.0101,1.44,2.4519e+06
1.0303,1.44,2.40913e+06
1.05051,1.44,2.38284e+06
1.07071,1.44,2.35722e+06
1.09091,1.44,2.33235e+06
1.11111,1.44,2.30829e+06
1.13131,1.44,2.2851e+06
1.15152,1.44,2.26285e+06
1.17172,1.44,2.2416e+06
1.19192,1.44,2.22139e+06
1.21212,1.44,2.20227e+06
1.23232,1.44,2.1843e+06
1.25253,1.44,1.8438e+06
1.27273,1.44,1.81238e+06
1.29293,1.44,1.78439e+06
1.31313,1.44,1.75993e+06
1.33333,1.44,1.73911e+06
1.35354,1.44,1.722e+06
1.37374,1.44,1.70867e+06
1.39394,1.44,1.69917e+06
1.41414,1.44,1.69355e+06
1.43434,1.44,1.69182e+06
1.45455,1.44,1.694e+06
1.47475,1.44,1.70008e+06
1.49495,1.44,1.71004e+06
1.51515,1.44,1.72385e+06
1.53535,1.44,1.74145e+06
1.55556,1.44,1.76279e+06
1.57576,1.44,2.00333e+06
1.59596,1.44,2.00173e+06
1.61616,1.44,2.00365e+06
1.63636,1.44,1.84811e+06
1.65657,1.44,1.88636e+06
1.67677,1.44,1.92665e+06
1.69697,1.44,1.9688e+06
1.71717,1.44,2.01269e+06
1.73737,1.44,2.05818e+06
1.75758,1.44,2.10514e+06
1.77778,1.44,2.15347e+06
1.79798,1.44,2.20306e+06
1.81818,1.44,2.25384e+06
1.83838,1.44,2.30572e+06
1.85859,1.44,2.35864e+06
1.87879,1.44,2.41255e+06
1.89899,1.44,2.4674e+06
1.91919,1.44,2.52316e+06
1.93939,1.44,2.57981e+06
1.9596,1.44,2.30361e+06
1.9798,1.44,2.41139e+06
2,1.44,2.41126e+06
0,1.46,2.74041e+06
0.020202,1.46,2.46125e+06
0.040404,1.46,2.75388e+06
0.0606061,1.46,2.69205e+06
0.0808081,1.46,2.63083e+06
0.10101,1.46,2.57026e+06
0.121212,1.46,2.51037e+06
0.141414,1.46,2.45122e+06
0.161616,1.46,2.39286e+06
0.181818,1.46,2.33535e+06
0.20202,1.46,2.27875e+06
0.222222,1.46,2.22314e+06
0.242424,1.46,2.16859e+06
0.262626,1.46,2.1152e+06
0.282828,1.46,2.06305e+06
0.30303,1.46,2.01225e+06
0.323232,1.46,1.96291e+06
0.343434,1.46,1.91513e+06
0.363636,1.46,1.86903e+06
0.383838,1.46,2.4046e+06
0.40404,1.46,1.91253e+06
0.424242,1.46,1.918e+06
0.444444,1.46,1.94977e+06
0.464646,1.46,1.89315e+06
0.484848,1.46,1.8414e+06
0.505051,1.46,1.79548e+06
0.525253,1.46,1.75624e+06
0.545455,1.46,1.72436e+06
0.565657,1.46,1.70036e+06
0.585859,1.46,1.6846e+06
0.606061,1.46,1.67731e+06
0.626263,1.46,1.67856e+06
0.646465,1.46,1.68824e+06
0.666667,1.46,1.70611e+06
0.686869,1.46,1.73179e+06
0.707071,1.46,1.76471e+06
0.727273,1.46,1.96318e+06
0.747475,1.46,2.01985e+06
0.767677,1.46,2.08142e+06
0.787879,1.46,2.14744e+06
0.808081,1.46,2.21745e+06
0.828283,1.46,2.291e+06
0.848485,1.46,2.36762e+06
0.868687,1.46,2.43273e+06
0.888889,1.46,2.43601e+06
0.909091,1.46,2.43944e+06
0.929293,1.46,2.44301e+06
0.949495,1.46,2.44673e+06
0.969697,1.46,2.45058e+06
0.989899,1.46,2.45456e+06
1.0101,1.46,2.45868e+06
1.0303,1.46,2.44191e+06
1.05051,1.46,2.41314e+06
1.07071,1.46,2.38496e+06
1.09091,1.46,2.35743e+06
1.11111,1.46,2.33061e+06
1.13131,1.46,2.30453e+06
1.15152,1.46,2.27925e+06
1.17172,1.46,2.25479e+06
1.19192,1.46,2.2312e+06
1.21212,1.46,2.19612e+06
1.23232,1.46,2.247e+06
1.25253,1.46,1.73093e+06
1.27273,1.46,1.70775e+06
1.29293,1.46,1.68924e+06
1.31313,1.46,1.67558e+06
1.33333,1.46,1.66688e+06
1.35354,1.46,1.7449e+06
1.37374,1.46,1.72467e+06
1.39394,1.46,1.70865e+06
1.41414,1.46,1.69688e+06
1.43434,1.46,1.6894e+06
1.45455,1.46,1.68622e+06
1.47475,1.46,1.68736e+06
1.49495,1.46,1.69281e+06
1.51515,1.46,1.70254e+06
1.53535,1.46,1.71652e+06
1.55556,1.46,1.7347e+06
1.57576,1.46,2.04379e+06
1.59596,1.46,2.04891e+06
1.61616,1.46,1.79824e+06
1.63636,1.46,1.8358e+06
1.65657,1.46,1.87596e+06
1.67677,1.46,1.91853e+06
1.69697,1.46,1.96332e+06
1.71717,1.46,2.01018e+06
1.73737,1.46,2.05895e+06
1.75758,1.46,2.10947e+06
1.77778,1.46,2.16161e+06
1.79798,1.46,2.21524e+06
1.81818,1.46,2.27026e+06
1.83838,1.46,2.32656e+06
1.85859,1.46,2.38405e+06
1.87879,1.46,2.44266e+06
1.89899,1.46,2.50231e+06
1.91919,1.46,2.56294e+06
1.93939,1.46,2.62451e+06
1.9596,1.46,2.687e+06
1.9798,1.46,2.48001e+06
2,1.46,2.57851e+06
0,1.48,2.85121e+06
0.020202,1.48,2.86621e+06
0.040404,1.48,2.80047e+06
0.0606061,1.48,2.73536e+06
0.0808081,1.48,2.67092e+06
0.10101,1.48,2.60718e+06
0.121212,1.48,2.54419e+06
0.141414,1.48,2.48201e+06
0.161616,1.48,2.4207e+06
0.181818,1.48,2.36034e+06
0.20202,1.48,2.301e+06
0.222222,1.48,2.24275e+06
0.242424,1.48,2.1857e+06
0.262626,1.48,2.12994e+06
0.282828,1.48,2.07557e+06
0.30303,1.48,2.0227e+06
0.323232,1.48,1.97145e+06
0.343434,1.48,1.90814e+06
0.363636,1.48,1.85354e+06
0.383838,1.48,1.80088e+06
0.40404,1.48,1.97276e+06
0.424242,1.48,1.90818e+06
0.444444,1.48,1.84803e+06
0.464646,1.48,1.79344e+06
0.484848,1.48,1.74539e+06
0.505051,1.48,1.70467e+06
0.525253,1.48,1.67195e+06
0.545455,1.48,1.64774e+06
0.565657,1.48,1.63238e+06
0.585859,1.48,1.62607e+06
0.606061,1.48,1.62886e+06
0.626263,1.48,1.64064e+06
0.646465,1.48,1.66115e+06
0.666667,1.48,1.68996e+06
0.686869,1.48,1.72651e+06
0.707071,1.48,1.77008e+06
0.727273,1.48,1.91841e+06
0.747475,1.48,1.98386e+06
0.767677,1.48,2.05343e+06
0.787879,1.48,2.12674e+06
0.808081,1.48,2.2034e+06
0.828283,1.48,2.28301e+06
0.848485,1.48,2.36518e+06
0.868687,1.48,2.4495e+06
0.888889,1.48,2.44389e+06
0.909091,1.48,2.4484e+06
0.929293,1.48,2.45304e+06
0.949495,1.48,2.4578e+06
0.969697,1.48,2.46268e+06
0.989899,1.48,2.46767e+06
1.0101,1.48,2.51383e+06
1.0303,1.48,2.48252e+06
1.05051,1.48,2.4517e+06
1.07071,1.48,2.42142e+06
1.09091,1.48,2.39172e+06
1.11111,1.48,2.36261e+06
1.13131,1.48,2.33414e+06
1.15152,1.48,2.30632e+06
1.17172,1.48,2.27918e+06
1.19192,1.48,2.23079e+06
1.21212,1.48,2.18259e+06
1.23232,1.48,2.19681e+06
1.25253,1.48,1.67608e+06
1.27273,1.48,1.64386e+06
1.29293,1.48,1.61635e+06
1.31313,1.48,1.59392e+06
1.33333,1.48,1.57685e+06
1.35354,1.48,1.56532e+06
1.37374,1.48,1.55943e+06
1.39394,1.48,1.5592e+06
1.41414,1.48,1.56456e+06
1.43434,1.48,1.57535e+06
1.45455,1.48,1.59131e+06
1.47475,1.48,1.61213e+06
1.49495,1.48,1.67756e+06
1.51515,1.48,1.68225e+06
1.53535,1.48,1.69166e+06
1.55556,1.48,1.70576e+06
1.57576,1.48,1.72448e+06
1.59596,1.48,1.73706e+06
1.61616,1.48,1.77251e+06
1.63636,1.48,1.81123e+06
1.65657,1.48,1.85298e+06
1.67677,1.48,1.89756e+06
1.69697,1.48,1.94475e+06
1.71717,1.48,1.99437e+06
1.73737,1.48,2.04622e+06
1.75758,1.48,2.10013e+06
1.77778,1.48,2.15595e+06
1.79798,1.48,2.21353e+06
1.81818,1.48,2.27271e+06
1.83838,1.48,2.33339e+06
1.85859,1.48,2.39544e+06
1.87879,1.48,2.45875e+06
1.89899,1.48,2.52324e+06
1.91919,1.48,2.58882e+06
1.93939,1.48,2.65542e+06
1.9596,1.48,2.72298e+06
1.9798,1.48,2.79145e+06
2,1.48,2.649e+06
0,1.5,2.99034e+06
0.020202,1.5,2.92096e+06
0.040404,1.5,2.84697e+06
0.0606061,1.5,2.77361e+06
0.0808081,1.5,2.70089e+06
0.10101,1.5,2.62884e+06
0.121212,1.5,2.5575e+06
0.141414,1.5,2.48693e+06
0.161616,1.5,2.41718e+06
0.181818,1.5,2.34833e+06
0.20202,1.5,2.28047e+06
0.222222,1.5,2.21368e+06
0.242424,1.5,2.14806e+06
0.262626,1.5,2.08374e+06
0.282828,1.5,2.02083e+06
0.30303,1.5,1.95947e+06
0.323232,1.5,1.89981e+06
0.343434,1.5,1.84199e+06
0.363636,1.5,1.78619e+06
0.383838,1.5,1.72564e+06
0.40404,1.5,1.68264e+06
0.424242,1.5,1.89269e+06
0.444444,1.5,1.81372e+06
0.464646,1.5,1.69001e+06
0.484848,1.5,1.64782e+06
0.505051,1.5,1.61431e+06
0.525253,1.5,1.58996e+06
0.545455,1.5,1.57511e+06
0.565657,1.5,1.56992e+06
0.585859,1.5,1.57444e+06
0.606061,1.5,1.58852e+06
0.626263,1.5,1.61189e+06
0.646465,1.5,1.64411e+06
0.666667,1.5,1.68459e+06
0.686869,1.5,1.73259e+06
0.707071,1.5,1.78721e+06
0.727273,1.5,1.88798e+06
0.747475,1.5,1.96136e+06
0.767677,1.5,2.03813e+06
0.787879,1.5,2.11797e+06
0.808081,1.5,2.20055e+06
0.828283,1.5,2.28554e+06
0.848485,1.5,2.37262e+06
0.868687,1.5,2.46145e+06
0.888889,1.5,2.46124e+06
0.909091,1.5,2.46684e+06
0.929293,1.5,2.47255e+06
0.949495,1.5,2.47835e+06
0.969697,1.5,2.48424e+06
0.989899,1.5,2.49021e+06
1.0101,1.5,2.5642e+06
1.0303,1.5,2.53135e+06
1.05051,1.5,2.49897e+06
1.07071,1.5,2.46707e+06
1.09091,1.5,2.43568e+06
1.11111,1.5,2.4048e+06
1.13131,1.5,2.37445e+06
1.15152,1.5,2.3407e+06
1.17172,1.5,2.29028e+06
1.19192,1.5,2.24009e+06
1.21212,1.5,2.27644e+06
1.23232,1.5,2.15888e+06
1.25253,1.5,2.04519e+06
1.27273,1.5,1.5955e+06
1.29293,1.5,1.55791e+06
1.31313,1.5,1.5253e+06
1.33333,1.5,1.4981e+06
1.35354,1.5,1.47669e+06
1.37374,1.5,1.46135e+06
1.39394,1.5,1.45226e+06
1.41414,1.5,1.44953e+06
1.43434,1.5,1.45318e+06
1.45455,1.5,1.46314e+06
1.47475,1.5,1.47925e+06
1.49495,1.5,1.50126e+06
1.51515,1.5,1.52886e+06
1.53535,1.5,1.56162e+06
1.55556,1.5,1.59904e+06
1.57576,1.5,1.73815e+06
1.59596,1.5,1.67758e+06
1.61616,1.5,1.71507e+06
1.63636,1.5,1.75632e+06
1.65657,1.5,1.80107e+06
1.67677,1.5,1.84906e+06
1.69697,1.5,1.90004e+06
1.71717,1.5,1.95377e+06
1.73737,1.5,2.01003e+06
1.75758,1.5,2.06862e+06
1.77778,1.5,2.12934e+06
1.79798,1.5,2.19202e+06
1.81818,1.5,2.25648e+06
1.83838,1.5,2.32258e+06
1.85859,1.5,2.39017e+06
1.87879,1.5,2.45912e+06
1.89899,1.5,2.52933e+06
1.91919,1.5,2.6007e+06
1.93939,1.5,2.67314e+06
1.9596,1.5,2.74657e+06
1.9798,1.5,2.82093e+06
2,1.5,2.89619e+06
0,1.52,3.4596e+06
0.020202,1.52,2.88083e+06
0.040404,1.52,2.80436e+06
0.0606061,1.52,2.72843e+06
0.0808081,1.52,2.65308e+06
0.10101,1.52,2.57837e+06
0.121212,1.52,2.50435e+06
0.141414,1.52,2.43111e+06
0.161616,1.52,2.35873e+06
0.181818,1.52,2.2873e+06
0.20202,1.52,2.21694e+06
0.222222,1.52,2.14776e+06
0.242424,1.52,2.07989e+06
0.262626,1.52,2.01347e+06
0.282828,1.52,1.94863e+06
0.30303,1.52,1.88556e+06
0.323232,1.52,1.8244e+06
0.343434,1.52,1.76534e+06
0.363636,1.52,1.70858e+06
0.383838,1.52,1.62854e+06
0.40404,1.52,1.55136e+06
0.424242,1.52,1.74324e+06
0.444444,1.52,1.66892e+06
0.464646,1.52,1.61427e+06
0.484848,1.52,1.5791e+06
0.505051,1.52,1.56302e+06
0.525253,1.52,1.5655e+06
0.545455,1.52,1.50885e+06
0.565657,1.52,1.51529e+06
0.585859,1.52,1.53191e+06
0.606061,1.52,1.5584e+06
0.626263,1.52,1.59432e+06
0.646465,1.52,1.63906e+06
0.666667,1.52,1.69185e+06
0.686869,1.52,1.75178e+06
0.707071,1.52,1.79555e+06
0.727273,1.52,1.87299e+06
0.747475,1.52,1.95338e+06
0.767677,1.52,2.03645e+06
0.787879,1.52,2.12196e+06
0.808081,1.52,2.20965e+06
0.828283,1.52,2.29926e+06
0.848485,1.52,2.39053e+06
0.868687,1.52,2.48318e+06
0.888889,1.52,2.57696e+06
0.909091,1.52,2.49725e+06
0.929293,1.52,2.50401e+06
0.949495,1.52,2.51084e+06
0.969697,1.52,2.51773e+06
0.989899,1.52,2.65717e+06
1.0101,1.52,2.62284e+06
1.0303,1.52,2.58894e+06
1.05051,1.52,2.55548e+06
1.07071,1.52,2.52247e+06
1.09091,1.52,2.4899e+06
1.11111,1.52,2.47048e+06
1.13131,1.52,2.41911e+06
1.15152,1.52,2.36785e+06
1.17172,1.52,2.31671e+06
1.19192,1.52,2.26571e+06
1.21212,1.52,2.25545e+06
1.23232,1.52,2.13254e+06
1.25253,1.52,2.0125e+06
1.27273,1.52,1.56599e+06
1.29293,1.52,1.51784e+06
1.31313,1.52,1.47421e+06
1.33333,1.52,1.43574e+06
1.35354,1.52,1.40298e+06
1.37374,1.52,1.37636e+06
1.39394,1.52,1.35627e+06
1.41414,1.52,1.34298e+06
1.43434,1.52,1.33669e+06
1.45455,1.52,1.33751e+06
1.47475,1.52,1.34545e+06
1.49495,1.52,1.36044e+06
1.51515,1.52,1.38235e+06
1.53535,1.52,1.47534e+06
1.55556,1.52,1.51973e+06
1.57576,1.52,1.3385e+06
1.59596,1.52,1.39432e+06
1.61616,1.52,1.61909e+06
1.63636,1.52,1.66111e+06
1.65657,1.52,1.70729e+06
1.67677,1.52,1.75732e+06
1.69697,1.52,1.8109e+06
1.71717,1.52,1.86774e+06
1.73737,1.52,1.92756e+06
1.75758,1.52,1.9901e+06
1.77778,1.52,2.05511e+06
1.79798,1.52,2.12236e+06
1.81818,1.52,2.19162e+06
1.83838,1.52,2.26269e+06
1.85859,1.52,2.33538e+06
1.87879,1.52,2.40949e+06
1.89899,1.52,2.48487e+06
1.91919,1.52,2.56136e+06
1.93939,1.52,2.63882e+06
1.9596,1.52,2.71711e+06
1.9798,1.52,2.79614e+06
2,1.52,3.24939e+06
0,1.54,3.34135e+06
0.020202,1.54,3.27737e+06
0.040404,1.54,2.75185e+06
0.0606061,1.54,2.67302e+06
0.0808081,1.54,2.59474e+06
0.10101,1.54,2.51711e+06
0.121212,1.54,2.4402e+06
0.141414,1.54,2.36412e+06
0.161616,1.54,2.28898e+06
0.181818,1.54,2.21489e+06
0.20202,1.54,2.142e+06
0.222222,1.54,2.07043e+06
0.242424,1.54,2.00035e+06
0.262626,1.54,1.93191e+06
0.282828,1.54,1.86528e+06
0.30303,1.54,1.80066e+06
0.323232,1.54,1.73822e+06
0.343434,1.54,1.67818e+06
0.363636,1.54,1.55598e+06
0.383838,1.54,1.5038e+06
0.40404,1.54,1.40211e+06
0.424242,1.54,1.26701e+06
0.444444,1.54,1.50407e+06
0.464646,1.54,1.45973e+06
0.484848,1.54,1.43588e+06
0.505051,1.54,1.43191e+06
0.525253,1.54,1.44702e+06
0.545455,1.54,1.48027e+06
0.565657,1.54,1.53052e+06
0.585859,1.54,1.59648e+06
0.606061,1.54,1.54077e+06
0.626263,1.54,1.59011e+06
0.646465,1.54,1.64808e+06
0.666667,1.54,1.71373e+06
0.686869,1.54,1.78598e+06
0.707071,1.54,1.79066e+06
0.727273,1.54,1.87479e+06
0.747475,1.54,1.96113e+06
0.767677,1.54,2.04952e+06
0.787879,1.54,2.13975e+06
0.808081,1.54,2.23165e+06
0.828283,1.54,2.32501e+06
0.848485,1.54,2.41965e+06
0.868687,1.54,2.51535e+06
0.888889,1.54,2.61193e+06
0.909091,1.54,2.70917e+06
0.929293,1.54,2.55029e+06
0.949495,1.54,2.55814e+06
0.969697,1.54,2.56601e+06
0.989899,1.54,2.72524e+06
1.0101,1.54,2.69035e+06
1.0303,1.54,2.6559e+06
1.05051,1.54,2.62188e+06
1.07071,1.54,2.61164e+06
1.09091,1.54,2.5603e+06
1.11111,1.54,2.509e+06
1.13131,1.54,2.45775e+06
1.15152,1.54,2.40654e+06
1.17172,1.54,2.35539e+06
1.19192,1.54,2.37285e+06
1.21212,1.54,2.24409e+06
1.23232,1.54,2.11722e+06
1.25253,1.54,1.99238e+06
1.27273,1.54,1.55775e+06
1.29293,1.54,1.49913e+06
1.31313,1.54,1.44426e+06
1.33333,1.54,1.39397e+06
1.35354,1.54,1.34895e+06
1.37374,1.54,1.30985e+06
1.39394,1.54,1.27721e+06
1.41414,1.54,1.25148e+06
1.43434,1.54,1.23305e+06
1.45455,1.54,1.22218e+06
1.47475,1.54,1.21908e+06
1.49495,1.54,1.22386e+06
1.51515,1.54,1.27948e+06
1.53535,1.54,1.30562e+06
1.55556,1.54,1.35343e+06
1.57576,1.54,1.16253e+06
1.59596,1.54,1.27872e+06
1.61616,1.54,1.51614e+06
1.63636,1.54,1.55828e+06
1.65657,1.54,1.6053e+06
1.67677,1.54,1.65684e+06
1.69697,1.54,1.71254e+06
1.71717,1.54,1.77207e+06
1.73737,1.54,1.83508e+06
1.75758,1.54,1.90126e+06
1.77778,1.54,1.97032e+06
1.79798,1.54,2.04195e+06
1.81818,1.54,2.11588e+06
1.83838,1.54,2.19185e+06
1.85859,1.54,2.26962e+06
1.87879,1.54,2.34893e+06
1.89899,1.54,2.42958e+06
1.91919,1.54,2.51135e+06
1.93939,1.54,2.59404e+06
1.9596,1.54,2.67748e+06
1.9798,1.54,3.06559e+06
2,1.54,3.09008e+06
0,1.56,3.23838e+06
0.020202,1.56,3.15918e+06
0.040404,1.56,3.08187e+06
0.0606061,1.56,2.60667e+06
0.0808081,1.56,2.52523e+06
0.10101,1.56,2.44449e+06
0.121212,1.56,2.36453e+06
0.141414,1.56,2.28551e+06
0.161616,1.56,2.20753e+06
0.181818,1.56,2.13076e+06
0.20202,1.56,2.05535e+06
0.222222,1.56,1.98146e+06
0.242424,1.56,1.90926e+06
0.262626,1.56,1.83895e+06
0.282828,1.56,1.77072e+06
0.30303,1.56,1.70477e+06
0.323232,1.56,1.64133e+06
0.343434,1.56,1.58062e+06
0.363636,1.56,1.43896e+06
0.383838,1.56,1.35659e+06
0.40404,1.56,1.23962e+06
0.424242,1.56,1.10202e+06
0.444444,1.56,960147
0.464646,1.56,1.30005e+06
