Distance[um],dz[um],Mag_Ey
1.9596,1.4,513042
1.9798,1.4,257989
2,1.4,0
0,1.42,0
0.020202,1.42,229181
0.040404,1.42,453584
0.0606061,1.42,1.16842e+06
0.0808081,1.42,1.31354e+06
0.10101,1.42,1.45583e+06
0.121212,1.42,1.59445e+06
0.141414,1.42,1.72866e+06
0.161616,1.42,1.85786e+06
0.181818,1.42,1.98152e+06
0.20202,1.42,2.09922e+06
0.222222,1.42,2.21066e+06
0.242424,1.42,2.31564e+06
0.262626,1.42,2.41405e+06
0.282828,1.42,2.50591e+06
0.30303,1.42,2.59132e+06
0.323232,1.42,2.67049e+06
0.343434,1.42,2.74376e+06
0.363636,1.42,2.9986e+06
0.383838,1.42,2.91933e+06
0.40404,1.42,2.82256e+06
0.424242,1.42,2.90543e+06
0.444444,1.42,2.81987e+06
0.464646,1.42,2.73257e+06
0.484848,1.42,2.64343e+06
0.505051,1.42,2.55288e+06
0.525253,1.42,2.42449e+06
0.545455,1.42,2.32481e+06
0.565657,1.42,2.23012e+06
0.585859,1.42,2.14208e+06
0.606061,1.42,2.06227e+06
0.626263,1.42,1.99219e+06
0.646465,1.42,1.93324e+06
0.666667,1.42,1.88673e+06
0.686869,1.42,1.85393e+06
0.707071,1.42,1.83597e+06
0.727273,1.42,1.83392e+06
0.747475,1.42,1.8851e+06
0.767677,1.42,1.82835e+06
0.787879,1.42,1.78771e+06
0.808081,1.42,1.76037e+06
0.828283,1.42,1.74374e+06
0.848485,1.42,1.90917e+06
0.868687,1.42,1.94154e+06
0.888889,1.42,1.96466e+06
0.909091,1.42,1.97726e+06
0.929293,1.42,1.97835e+06
0.949495,1.42,1.96716e+06
0.969697,1.42,1.9432e+06
0.989899,1.42,1.90619e+06
1.0101,1.42,1.85614e+06
1.0303,1.42,1.79328e+06
1.05051,1.42,1.2158e+06
1.07071,1.42,1.16202e+06
1.09091,1.42,1.10785e+06
1.11111,1.42,1.05823e+06
1.13131,1.42,1.01856e+06
1.15152,1.42,994700
1.17172,1.42,992997
1.19192,1.42,1.02025e+06
1.21212,1.42,1.08373e+06
1.23232,1.42,1.25843e+06
1.25253,1.42,1.22003e+06
1.27273,1.42,1.39007e+06
1.29293,1.42,1.43481e+06
1.31313,1.42,1.51065e+06
1.33333,1.42,1.61052e+06
1.35354,1.42,1.72809e+06
1.37374,1.42,1.8578e+06
1.39394,1.42,1.99482e+06
1.41414,1.42,2.1351e+06
1.43434,1.42,2.27534e+06
1.45455,1.42,2.41298e+06
1.47475,1.42,2.54622e+06
1.49495,1.42,2.67403e+06
1.51515,1.42,2.79611e+06
1.53535,1.42,2.91294e+06
1.55556,1.42,3.02573e+06
1.57576,1.42,3.15433e+06
1.59596,1.42,3.24275e+06
1.61616,1.42,3.3111e+06
1.63636,1.42,3.35903e+06
1.65657,1.42,3.51179e+06
1.67677,1.42,3.44049e+06
1.69697,1.42,3.35867e+06
1.71717,1.42,3.26588e+06
1.73737,1.42,3.16182e+06
1.75758,1.42,3.04625e+06
1.77778,1.42,2.91906e+06
1.79798,1.42,2.78023e+06
1.81818,1.42,2.62984e+06
1.83838,1.42,2.46809e+06
1.85859,1.42,2.29525e+06
1.87879,1.42,2.11172e+06
1.89899,1.42,1.918e+06
1.91919,1.42,1.71467e+06
1.93939,1.42,737148
1.9596,1.42,494455
1.9798,1.42,248752
2,1.42,0
0,1.44,0
0.020202,1.44,221096
0.040404,1.44,437334
0.0606061,1.44,1.10439e+06
0.0808081,1.44,1.24163e+06
0.10101,1.44,1.37603e+06
0.121212,1.44,1.50675e+06
0.141414,1.44,1.63301e+06
0.161616,1.44,1.75418e+06
0.181818,1.44,1.86971e+06
0.20202,1.44,1.97916e+06
0.222222,1.44,2.08219e+06
0.242424,1.44,2.17857e+06
0.262626,1.44,2.26818e+06
0.282828,1.44,2.35099e+06
0.30303,1.44,2.42709e+06
0.323232,1.44,2.49667e+06
0.343434,1.44,2.56002e+06
0.363636,1.44,2.61755e+06
0.383838,1.44,2.86307e+06
0.40404,1.44,2.94619e+06
0.424242,1.44,2.86651e+06
0.444444,1.44,2.78583e+06
0.464646,1.44,2.70375e+06
0.484848,1.44,2.50287e+06
0.505051,1.44,2.39806e+06
0.525253,1.44,2.29712e+06
0.545455,1.44,2.20175e+06
0.565657,1.44,2.11354e+06
0.585859,1.44,2.03399e+06
0.606061,1.44,1.96453e+06
0.626263,1.44,1.90651e+06
0.646465,1.44,1.86118e+06
0.666667,1.44,1.82972e+06
0.686869,1.44,1.8132e+06
0.707071,1.44,1.81265e+06
0.727273,1.44,1.91867e+06
0.747475,1.44,1.859e+06
0.767677,1.44,1.81737e+06
0.787879,1.44,1.79088e+06
0.808081,1.44,1.77687e+06
0.828283,1.44,1.77286e+06
0.848485,1.44,1.87369e+06
0.868687,1.44,1.9176e+06
0.888889,1.44,1.95117e+06
0.909091,1.44,1.9731e+06
0.929293,1.44,1.98235e+06
0.949495,1.44,1.97812e+06
0.969697,1.44,1.95987e+06
0.989899,1.44,1.92731e+06
1.0101,1.44,1.88039e+06
1.0303,1.44,1.34328e+06
1.05051,1.44,1.28191e+06
1.07071,1.44,1.2161e+06
1.09091,1.44,1.14953e+06
1.11111,1.44,1.08638e+06
1.13131,1.44,1.03128e+06
1.15152,1.44,989333
1.17172,1.44,966106
1.19192,1.44,967632
1.21212,1.44,1.00041e+06
1.23232,1.44,1.07141e+06
1.25253,1.44,1.52083e+06
1.27273,1.44,1.49374e+06
1.29293,1.44,1.5097e+06
1.31313,1.44,1.56058e+06
1.33333,1.44,1.63898e+06
1.35354,1.44,1.73826e+06
1.37374,1.44,1.85256e+06
1.39394,1.44,1.97674e+06
1.41414,1.44,2.10643e+06
1.43434,1.44,2.23801e+06
1.45455,1.44,2.36862e+06
1.47475,1.44,2.49615e+06
1.49495,1.44,2.61926e+06
1.51515,1.44,2.73733e+06
1.53535,1.44,2.85053e+06
1.55556,1.44,2.95976e+06
1.57576,1.44,3.08335e+06
1.59596,1.44,3.16995e+06
1.61616,1.44,3.23707e+06
1.63636,1.44,3.27322e+06
1.65657,1.44,3.22375e+06
1.67677,1.44,3.16375e+06
1.69697,1.44,3.09276e+06
1.71717,1.44,3.01041e+06
1.73737,1.44,2.91643e+06
1.75758,1.44,2.81067e+06
1.77778,1.44,2.69305e+06
1.79798,1.44,2.56361e+06
1.81818,1.44,2.4225e+06
1.83838,1.44,2.26996e+06
1.85859,1.44,2.10633e+06
1.87879,1.44,1.93207e+06
1.89899,1.44,1.74771e+06
1.91919,1.44,1.55391e+06
1.93939,1.44,1.35143e+06
1.9596,1.44,476199
1.9798,1.44,239683
2,1.44,0
0,1.46,0
0.020202,1.46,213182
0.040404,1.46,912961
0.0606061,1.46,1.0448e+06
0.0808081,1.46,1.17482e+06
0.10101,1.46,1.30202e+06
0.121212,1.46,1.42552e+06
0.141414,1.46,1.54454e+06
0.161616,1.46,1.65839e+06
0.181818,1.46,1.76652e+06
0.20202,1.46,1.86844e+06
0.222222,1.46,1.96381e+06
0.242424,1.46,2.05235e+06
0.262626,1.46,2.13393e+06
0.282828,1.46,2.20849e+06
0.30303,1.46,2.27609e+06
0.323232,1.46,2.33689e+06
0.343434,1.46,2.39116e+06
0.363636,1.46,2.43927e+06
0.383838,1.46,2.81885e+06
0.40404,1.46,2.91335e+06
0.424242,1.46,2.83867e+06
0.444444,1.46,2.59079e+06
0.464646,1.46,2.48175e+06
0.484848,1.46,2.37548e+06
0.505051,1.46,2.27369e+06
0.525253,1.46,2.17798e+06
0.545455,1.46,2.08988e+06
0.565657,1.46,2.01083e+06
0.585859,1.46,1.9422e+06
0.606061,1.46,1.88526e+06
0.626263,1.46,1.8412e+06
0.646465,1.46,1.81112e+06
0.666667,1.46,1.79606e+06
0.686869,1.46,1.79694e+06
0.707071,1.46,1.81463e+06
0.727273,1.46,1.89941e+06
0.747475,1.46,1.85637e+06
0.767677,1.46,1.83027e+06
0.787879,1.46,1.81834e+06
0.808081,1.46,1.81802e+06
0.828283,1.46,1.82697e+06
0.848485,1.46,1.84303e+06
0.868687,1.46,1.92272e+06
0.888889,1.46,1.96713e+06
0.909091,1.46,1.99872e+06
0.929293,1.46,2.01642e+06
0.949495,1.46,2.01938e+06
0.969697,1.46,2.00703e+06
0.989899,1.46,1.97905e+06
1.0101,1.46,1.93534e+06
1.0303,1.46,1.44289e+06
1.05051,1.46,1.37027e+06
1.07071,1.46,1.29369e+06
1.09091,1.46,1.2161e+06
1.11111,1.46,1.14088e+06
1.13131,1.46,1.07191e+06
1.15152,1.46,1.01352e+06
1.17172,1.46,970511
1.19192,1.46,948139
1.21212,1.46,2.57255e+06
1.23232,1.46,1.89955e+06
1.25253,1.46,1.69924e+06
1.27273,1.46,1.66895e+06
1.29293,1.46,1.66572e+06
1.31313,1.46,1.68704e+06
1.33333,1.46,1.7304e+06
1.35354,1.46,1.76717e+06
1.37374,1.46,1.86449e+06
1.39394,1.46,1.97439e+06
1.41414,1.46,2.09219e+06
1.43434,1.46,2.21395e+06
1.45455,1.46,2.33651e+06
1.47475,1.46,2.45744e+06
1.49495,1.46,2.57508e+06
1.51515,1.46,2.68853e+06
1.53535,1.46,2.79761e+06
1.55556,1.46,2.90293e+06
1.57576,1.46,3.02135e+06
1.59596,1.46,3.10575e+06
1.61616,1.46,3.02147e+06
1.63636,1.46,2.99281e+06
1.65657,1.46,2.95369e+06
1.67677,1.46,2.9036e+06
1.69697,1.46,2.84211e+06
1.71717,1.46,2.76893e+06
1.73737,1.46,2.68384e+06
1.75758,1.46,2.58672e+06
1.77778,1.46,2.47759e+06
1.79798,1.46,2.35652e+06
1.81818,1.46,2.22373e+06
1.83838,1.46,2.0795e+06
1.85859,1.46,1.92425e+06
1.87879,1.46,1.75847e+06
1.89899,1.46,1.58276e+06
1.91919,1.46,1.39785e+06
1.93939,1.46,1.20452e+06
1.9596,1.46,1.00371e+06
1.9798,1.46,230792
2,1.46,0
0,1.48,0
0.020202,1.48,739353
0.040404,1.48,865309
0.0606061,1.48,990620
0.0808081,1.48,1.11416e+06
0.10101,1.48,1.23492e+06
0.121212,1.48,1.35197e+06
0.141414,1.48,1.46452e+06
0.161616,1.48,1.57187e+06
0.181818,1.48,1.6734e+06
0.20202,1.48,1.76863e+06
0.222222,1.48,1.85717e+06
0.242424,1.48,1.93873e+06
0.262626,1.48,2.01314e+06
0.282828,1.48,2.08033e+06
0.30303,1.48,2.14031e+06
0.323232,1.48,2.19323e+06
0.343434,1.48,2.01051e+06
0.363636,1.48,2.06868e+06
0.383838,1.48,2.12706e+06
0.40404,1.48,2.68728e+06
0.424242,1.48,2.57495e+06
0.444444,1.48,2.46428e+06
0.464646,1.48,2.35698e+06
0.484848,1.48,2.25469e+06
0.505051,1.48,2.15895e+06
0.525253,1.48,2.07123e+06
0.545455,1.48,1.99291e+06
0.565657,1.48,1.92527e+06
0.585859,1.48,1.86952e+06
0.606061,1.48,1.8268e+06
0.626263,1.48,1.79814e+06
0.646465,1.48,1.78449e+06
0.666667,1.48,1.78674e+06
0.686869,1.48,1.80565e+06
0.707071,1.48,1.84195e+06
0.727273,1.48,1.90337e+06
0.747475,1.48,1.87708e+06
0.767677,1.48,1.86661e+06
0.787879,1.48,1.8693e+06
0.808081,1.48,1.88273e+06
0.828283,1.48,1.90465e+06
0.848485,1.48,1.93304e+06
0.868687,1.48,1.96608e+06
0.888889,1.48,2.01167e+06
0.909091,1.48,2.05312e+06
0.929293,1.48,2.0794e+06
0.949495,1.48,2.08965e+06
0.969697,1.48,2.08326e+06
0.989899,1.48,2.05984e+06
1.0101,1.48,1.63781e+06
1.0303,1.48,1.56063e+06
1.05051,1.48,1.47839e+06
1.07071,1.48,1.39278e+06
1.09091,1.48,1.30598e+06
1.11111,1.48,1.22061e+06
1.13131,1.48,1.13978e+06
1.15152,1.48,1.06704e+06
1.17172,1.48,1.00642e+06
1.19192,1.48,2.46711e+06
1.21212,1.48,2.44133e+06
1.23232,1.48,1.85129e+06
1.25253,1.48,1.70049e+06
1.27273,1.48,1.64587e+06
1.29293,1.48,1.62001e+06
1.31313,1.48,1.62063e+06
1.33333,1.48,1.64544e+06
1.35354,1.48,1.69212e+06
1.37374,1.48,1.75836e+06
1.39394,1.48,1.84182e+06
1.41414,1.48,1.94013e+06
1.43434,1.48,2.05094e+06
1.45455,1.48,2.17185e+06
1.47475,1.48,2.30046e+06
1.49495,1.48,2.54239e+06
1.51515,1.48,2.65051e+06
1.53535,1.48,2.75494e+06
1.55556,1.48,2.85594e+06
1.57576,1.48,2.95457e+06
1.59596,1.48,2.76389e+06
1.61616,1.48,2.75479e+06
1.63636,1.48,2.73535e+06
1.65657,1.48,2.70499e+06
1.67677,1.48,2.66327e+06
1.69697,1.48,2.60982e+06
1.71717,1.48,2.5444e+06
1.73737,1.48,2.46684e+06
1.75758,1.48,2.37709e+06
1.77778,1.48,2.27522e+06
1.79798,1.48,2.16136e+06
1.81818,1.48,2.03578e+06
1.83838,1.48,1.89883e+06
1.85859,1.48,1.75096e+06
1.87879,1.48,1.59275e+06
1.89899,1.48,1.42484e+06
1.91919,1.48,1.24801e+06
1.93939,1.48,1.06311e+06
1.9596,1.48,871125
1.9798,1.48,673114
2,1.48,0
0,1.5,467633
0.020202,1.5,604634
0.040404,1.5,651047
0.0606061,1.5,717410
0.0808081,1.5,798830
0.10101,1.5,890902
0.121212,1.5,989716
0.141414,1.5,1.09185e+06
0.161616,1.5,1.19439e+06
0.181818,1.5,1.2949e+06
0.20202,1.5,1.39143e+06
0.222222,1.5,1.48254e+06
0.242424,1.5,1.56727e+06
0.262626,1.5,1.64517e+06
0.282828,1.5,1.71626e+06
0.30303,1.5,1.78106e+06
0.323232,1.5,1.84059e+06
0.343434,1.5,1.89636e+06
0.363636,1.5,1.95036e+06
0.383838,1.5,1.82176e+06
0.40404,1.5,1.76485e+06
0.424242,1.5,1.56922e+06
0.444444,1.5,1.45127e+06
0.464646,1.5,2.2403e+06
0.484848,1.5,2.14483e+06
0.505051,1.5,2.05772e+06
0.525253,1.5,1.98031e+06
0.545455,1.5,1.9138e+06
0.565657,1.5,1.85935e+06
0.585859,1.5,1.818e+06
0.606061,1.5,1.79074e+06
0.626263,1.5,1.77846e+06
0.646465,1.5,1.78195e+06
0.666667,1.5,1.80195e+06
0.686869,1.5,1.83908e+06
0.707071,1.5,1.8939e+06
0.727273,1.5,1.93016e+06
0.747475,1.5,1.92042e+06
0.767677,1.5,1.92534e+06
0.787879,1.5,1.9424e+06
0.808081,1.5,1.96928e+06
0.828283,1.5,2.00387e+06
0.848485,1.5,2.04427e+06
0.868687,1.5,2.08875e+06
0.888889,1.5,2.08297e+06
0.909091,1.5,2.13434e+06
0.929293,1.5,2.16922e+06
0.949495,1.5,2.18671e+06
0.969697,1.5,2.18616e+06
0.989899,1.5,2.16717e+06
1.0101,1.5,1.77915e+06
1.0303,1.5,1.69298e+06
1.05051,1.5,1.6032e+06
1.07071,1.5,1.51074e+06
1.09091,1.5,1.417e+06
1.11111,1.5,1.32383e+06
1.13131,1.5,1.23358e+06
1.15152,1.5,2.48421e+06
1.17172,1.5,2.42484e+06
1.19192,1.5,2.37336e+06
1.21212,1.5,1.82739e+06
1.23232,1.5,1.8273e+06
1.25253,1.5,1.85443e+06
1.27273,1.5,1.64738e+06
1.29293,1.5,1.59782e+06
1.31313,1.5,1.57617e+06
1.33333,1.5,1.58036e+06
1.35354,1.5,1.60831e+06
1.37374,1.5,1.65791e+06
1.39394,1.5,1.72705e+06
1.41414,1.5,1.8136e+06
1.43434,1.5,1.91542e+06
1.45455,1.5,2.03033e+06
1.47475,1.5,2.15616e+06
1.49495,1.5,2.29072e+06
1.51515,1.5,2.43179e+06
1.53535,1.5,2.57715e+06
1.55556,1.5,2.72456e+06
1.57576,1.5,2.15497e+06
1.59596,1.5,2.5931e+06
1.61616,1.5,2.51779e+06
1.63636,1.5,2.44765e+06
1.65657,1.5,2.37645e+06
1.67677,1.5,2.29914e+06
1.69697,1.5,2.21186e+06
1.71717,1.5,2.11195e+06
1.73737,1.5,1.99793e+06
1.75758,1.5,1.86953e+06
1.77778,1.5,1.72766e+06
1.79798,1.5,1.57441e+06
1.81818,1.5,1.41308e+06
1.83838,1.5,1.24814e+06
1.85859,1.5,1.08528e+06
1.87879,1.5,931357
1.89899,1.5,794427
1.91919,1.5,683738
1.93939,1.5,609727
1.9596,1.5,584024
1.9798,1.5,619450
2,1.5,730016
0,1.52,0
0.020202,1.52,531657
0.040404,1.52,581849
0.0606061,1.52,650843
0.0808081,1.52,733848
0.10101,1.52,826568
0.121212,1.52,925198
0.141414,1.52,1.02642e+06
0.161616,1.52,1.12743e+06
0.181818,1.52,1.22589e+06
0.20202,1.52,1.31996e+06
0.222222,1.52,1.40831e+06
0.242424,1.52,1.49009e+06
0.262626,1.52,1.56493e+06
0.282828,1.52,1.63298e+06
0.30303,1.52,1.69486e+06
0.323232,1.52,1.7517e+06
0.343434,1.52,1.80511e+06
0.363636,1.52,1.85719e+06
0.383838,1.52,1.68048e+06
0.40404,1.52,1.61819e+06
0.424242,1.52,1.54163e+06
0.444444,1.52,1.43441e+06
0.464646,1.52,1.34407e+06
0.484848,1.52,1.27448e+06
0.505051,1.52,1.22853e+06
0.525253,1.52,1.20815e+06
0.545455,1.52,1.85475e+06
0.565657,1.52,1.8148e+06
0.585859,1.52,1.78891e+06
0.606061,1.52,1.7779e+06
0.626263,1.52,1.78252e+06
0.646465,1.52,1.80341e+06
0.666667,1.52,1.84115e+06
0.686869,1.52,1.89622e+06
0.707071,1.52,1.98858e+06
0.727273,1.52,1.97876e+06
0.747475,1.52,1.98503e+06
0.767677,1.52,2.0048e+06
0.787879,1.52,2.03564e+06
0.808081,1.52,2.07538e+06
0.828283,1.52,2.122e+06
0.848485,1.52,2.17373e+06
0.868687,1.52,2.22898e+06
0.888889,1.52,2.28637e+06
0.909091,1.52,2.2395e+06
0.929293,1.52,2.28283e+06
0.949495,1.52,2.30738e+06
0.969697,1.52,2.31244e+06
0.989899,1.52,2.01949e+06
1.0101,1.52,1.92853e+06
1.0303,1.52,1.83581e+06
1.05051,1.52,1.74102e+06
1.07071,1.52,1.64432e+06
1.09091,1.52,1.54635e+06
1.11111,1.52,2.603e+06
1.13131,1.52,2.52268e+06
1.15152,1.52,2.44568e+06
1.17172,1.52,2.37338e+06
1.19192,1.52,2.30724e+06
1.21212,1.52,1.84854e+06
1.23232,1.52,1.82786e+06
1.25253,1.52,1.83249e+06
1.27273,1.52,1.67342e+06
1.29293,1.52,1.59977e+06
1.31313,1.52,1.55496e+06
1.33333,1.52,1.53715e+06
1.35354,1.52,1.54447e+06
1.37374,1.52,1.57505e+06
1.39394,1.52,1.627e+06
1.41414,1.52,1.69842e+06
1.43434,1.52,1.78736e+06
1.45455,1.52,1.89191e+06
1.47475,1.52,2.0101e+06
1.49495,1.52,2.13996e+06
1.51515,1.52,2.27951e+06
1.53535,1.52,1.80756e+06
1.55556,1.52,1.95468e+06
1.57576,1.52,2.11009e+06
1.59596,1.52,2.16092e+06
1.61616,1.52,2.39952e+06
1.63636,1.52,2.3252e+06
1.65657,1.52,2.25235e+06
1.67677,1.52,2.17558e+06
1.69697,1.52,2.09071e+06
1.71717,1.52,1.99474e+06
1.73737,1.52,1.88586e+06
1.75758,1.52,1.76346e+06
1.77778,1.52,1.62812e+06
1.79798,1.52,1.4816e+06
1.81818,1.52,1.32687e+06
1.83838,1.52,1.16807e+06
1.85859,1.52,1.01055e+06
1.87879,1.52,860831
1.89899,1.52,726648
1.91919,1.52,616910
1.93939,1.52,541725
1.9596,1.52,512387
1.9798,1.52,541387
2,1.52,0
0,1.54,0
0.020202,1.54,181366
0.040404,1.54,509288
0.0606061,1.54,582659
0.0808081,1.54,669019
0.10101,1.54,764176
0.121212,1.54,864432
0.141414,1.54,966579
0.161616,1.54,1.06791e+06
0.181818,1.54,1.16619e+06
0.20202,1.54,1.2597e+06
0.222222,1.54,1.34721e+06
0.242424,1.54,1.42796e+06
0.262626,1.54,1.50171e+06
0.282828,1.54,1.5687e+06
0.30303,1.54,1.62967e+06
0.323232,1.54,1.68583e+06
0.343434,1.54,1.73892e+06
0.363636,1.54,1.62102e+06
0.383838,1.54,1.56221e+06
0.40404,1.54,1.49879e+06
0.424242,1.54,1.42999e+06
0.444444,1.54,1.43067e+06
0.464646,1.54,1.35256e+06
0.484848,1.54,1.29633e+06
0.505051,1.54,1.26444e+06
0.525253,1.54,1.25835e+06
0.545455,1.54,1.2786e+06
0.565657,1.54,1.3247e+06
0.585859,1.54,1.39523e+06
0.606061,1.54,1.78835e+06
0.626263,1.54,1.80992e+06
0.646465,1.54,1.848e+06
0.666667,1.54,1.90301e+06
0.686869,1.54,1.97528e+06
0.707071,1.54,2.04091e+06
0.727273,1.54,2.04757e+06
0.747475,1.54,2.06899e+06
0.767677,1.54,2.10271e+06
0.787879,1.54,2.14643e+06
0.808081,1.54,2.19808e+06
0.828283,1.54,2.25578e+06
0.848485,1.54,2.31787e+06
0.868687,1.54,2.38287e+06
0.888889,1.54,2.44953e+06
0.909091,1.54,2.51678e+06
0.929293,1.54,2.41628e+06
0.949495,1.54,2.44754e+06
0.969697,1.54,2.45783e+06
0.989899,1.54,2.17778e+06
1.0101,1.54,2.08076e+06
1.0303,1.54,1.98437e+06
1.05051,1.54,1.88755e+06
1.07071,1.54,2.7988e+06
1.09091,1.54,2.7082e+06
1.11111,1.54,2.61725e+06
1.13131,1.54,2.52701e+06
1.15152,1.54,2.43861e+06
1.17172,1.54,2.35333e+06
1.19192,1.54,1.95348e+06
1.21212,1.54,1.89333e+06
1.23232,1.54,1.85272e+06
1.25253,1.54,1.83546e+06
1.27273,1.54,1.72333e+06
1.29293,1.54,1.62586e+06
1.31313,1.54,1.55767e+06
1.33333,1.54,1.51713e+06
1.35354,1.54,1.50262e+06
1.37374,1.54,1.51247e+06
1.39394,1.54,1.54503e+06
1.41414,1.54,1.5986e+06
1.43434,1.54,1.67148e+06
1.45455,1.54,1.76197e+06
1.47475,1.54,1.86832e+06
1.49495,1.54,1.9888e+06
1.51515,1.54,1.63001e+06
1.53535,1.54,1.77028e+06
1.55556,1.54,1.90825e+06
1.57576,1.54,2.02728e+06
1.59596,1.54,2.07958e+06
1.61616,1.54,2.31315e+06
1.63636,1.54,2.2319e+06
1.65657,1.54,2.1545e+06
1.67677,1.54,2.07526e+06
1.69697,1.54,1.98964e+06
1.71717,1.54,1.89432e+06
1.73737,1.54,1.78715e+06
1.75758,1.54,1.66721e+06
1.77778,1.54,1.53472e+06
1.79798,1.54,1.39112e+06
1.81818,1.54,1.23905e+06
1.83838,1.54,1.08231e+06
1.85859,1.54,925922
1.87879,1.54,776079
1.89899,1.54,640174
1.91919,1.54,526789
1.93939,1.54,445697
1.9596,1.54,407863
1.9798,1.54,184583
2,1.54,0
0,1.56,0
0.020202,1.56,182803
0.040404,1.56,360829
0.0606061,1.56,516723
0.0808081,1.56,608035
0.10101,1.56,707249
0.121212,1.56,810771
0.141414,1.56,915500
0.161616,1.56,1.01883e+06
0.181818,1.56,1.11864e+06
0.20202,1.56,1.21332e+06
0.222222,1.56,1.30172e+06
0.242424,1.56,1.38322e+06
0.262626,1.56,1.45767e+06
0.282828,1.56,1.52541e+06
0.30303,1.56,1.58729e+06
0.323232,1.56,1.64463e+06
0.343434,1.56,1.69927e+06
0.363636,1.56,1.52959e+06
0.383838,1.56,1.47374e+06
0.40404,1.56,1.41281e+06
0.424242,1.56,1.34613e+06
0.444444,1.56,1.27309e+06
0.464646,1.56,1.37303e+06
0.484848,1.56,1.32974e+06
0.505051,1.56,1.31132e+06
0.525253,1.56,1.31881e+06
0.545455,1.56,1.35228e+06
0.565657,1.56,1.41083e+06
0.585859,1.56,1.49259e+06
0.606061,1.56,1.5947e+06
0.626263,1.56,1.71336e+06
0.646465,1.56,1.84376e+06
0.666667,1.56,1.98546e+06
0.686869,1.56,2.07373e+06
0.707071,1.56,2.11238e+06
0.727273,1.56,2.13434e+06
0.747475,1.56,2.16974e+06
0.767677,1.56,2.2162e+06
0.787879,1.56,2.27156e+06
0.808081,1.56,2.33387e+06
0.828283,1.56,2.40135e+06
0.848485,1.56,2.47248e+06
0.868687,1.56,2.54589e+06
0.888889,1.56,2.62046e+06
0.909091,1.56,2.69523e+06
0.929293,1.56,2.56463e+06
0.949495,1.56,2.60214e+06
0.969697,1.56,2.61714e+06
0.989899,1.56,2.3299e+06
1.0101,1.56,2.23005e+06
