Distance[um],dz[um],Mag_Ex
1.65657,1.44,1.35584e+06
1.67677,1.44,1.53114e+06
1.69697,1.44,1.71649e+06
1.71717,1.44,1.90966e+06
1.73737,1.44,2.10874e+06
1.75758,1.44,2.31208e+06
1.77778,1.44,2.51836e+06
1.79798,1.44,2.72653e+06
1.81818,1.44,2.93586e+06
1.83838,1.44,3.14589e+06
1.85859,1.44,3.35647e+06
1.87879,1.44,3.56776e+06
1.89899,1.44,3.78019e+06
1.91919,1.44,3.9945e+06
1.93939,1.44,4.21172e+06
1.9596,1.44,5.05013e+06
1.9798,1.44,5.07274e+06
2,1.44,5.12097e+06
0,1.46,3.30624e+06
0.020202,1.46,4.39546e+06
0.040404,1.46,3.50296e+06
0.0606061,1.46,3.35962e+06
0.0808081,1.46,3.21669e+06
0.10101,1.46,3.07412e+06
0.121212,1.46,2.93186e+06
0.141414,1.46,2.7899e+06
0.161616,1.46,2.64826e+06
0.181818,1.46,2.507e+06
0.20202,1.46,2.36619e+06
0.222222,1.46,2.22596e+06
0.242424,1.46,2.08644e+06
0.262626,1.46,1.94781e+06
0.282828,1.46,1.81027e+06
0.30303,1.46,1.67408e+06
0.323232,1.46,1.53949e+06
0.343434,1.46,1.4068e+06
0.363636,1.46,1.27635e+06
0.383838,1.46,1.21889e+06
0.40404,1.46,337908
0.424242,1.46,326293
0.444444,1.46,487111
0.464646,1.46,399723
0.484848,1.46,317241
0.505051,1.46,249049
0.525253,1.46,202164
0.545455,1.46,181237
0.565657,1.46,188546
0.585859,1.46,224005
0.606061,1.46,285158
0.626263,1.46,367180
0.646465,1.46,462880
0.666667,1.46,562696
0.686869,1.46,654701
0.707071,1.46,724596
0.727273,1.46,393377
0.747475,1.46,337931
0.767677,1.46,286647
0.787879,1.46,241326
0.808081,1.46,204440
0.828283,1.46,179132
0.848485,1.46,169216
0.868687,1.46,248611
0.888889,1.46,360201
0.909091,1.46,500323
0.929293,1.46,658376
0.949495,1.46,824741
0.969697,1.46,990784
0.989899,1.46,1.14885e+06
1.0101,1.46,1.29228e+06
1.0303,1.46,320382
1.05051,1.46,291211
1.07071,1.46,262718
1.09091,1.46,234767
1.11111,1.46,207582
1.13131,1.46,181747
1.15152,1.46,158203
1.17172,1.46,138254
1.19192,1.46,123560
1.21212,1.46,925484
1.23232,1.46,576952
1.25253,1.46,625561
1.27273,1.46,543156
1.29293,1.46,466546
1.31313,1.46,400915
1.33333,1.46,350495
1.35354,1.46,459292
1.37374,1.46,399918
1.39394,1.46,349512
1.41414,1.46,309240
1.43434,1.46,279721
1.45455,1.46,261028
1.47475,1.46,252680
1.49495,1.46,253654
1.51515,1.46,262372
1.53535,1.46,276714
1.55556,1.46,294006
1.57576,1.46,538027
1.59596,1.46,733358
1.61616,1.46,1.08388e+06
1.63636,1.46,1.23486e+06
1.65657,1.46,1.40189e+06
1.67677,1.46,1.58204e+06
1.69697,1.46,1.77269e+06
1.71717,1.46,1.9715e+06
1.73737,1.46,2.17646e+06
1.75758,1.46,2.38582e+06
1.77778,1.46,2.59815e+06
1.79798,1.46,2.81229e+06
1.81818,1.46,3.0274e+06
1.83838,1.46,3.24294e+06
1.85859,1.46,3.45863e+06
1.87879,1.46,3.67453e+06
1.89899,1.46,3.89097e+06
1.91919,1.46,4.10859e+06
1.93939,1.46,4.3283e+06
1.9596,1.46,4.55135e+06
1.9798,1.46,5.23902e+06
2,1.46,5.23999e+06
0,1.48,3.36019e+06
0.020202,1.48,3.70492e+06
0.040404,1.48,3.56081e+06
0.0606061,1.48,3.41724e+06
0.0808081,1.48,3.27412e+06
0.10101,1.48,3.1314e+06
0.121212,1.48,2.98906e+06
0.141414,1.48,2.8471e+06
0.161616,1.48,2.70555e+06
0.181818,1.48,2.56449e+06
0.20202,1.48,2.42402e+06
0.222222,1.48,2.28426e+06
0.242424,1.48,2.14538e+06
0.262626,1.48,2.00756e+06
0.282828,1.48,1.87103e+06
0.30303,1.48,1.73605e+06
0.323232,1.48,1.6029e+06
0.343434,1.48,1.51287e+06
0.363636,1.48,1.37942e+06
0.383838,1.48,1.24866e+06
0.40404,1.48,685585
0.424242,1.48,605242
0.444444,1.48,508274
0.464646,1.48,408299
0.484848,1.48,316568
0.505051,1.48,241963
0.525253,1.48,190996
0.545455,1.48,167814
0.565657,1.48,174193
0.585859,1.48,209543
0.606061,1.48,270905
0.626263,1.48,352950
0.646465,1.48,447983
0.666667,1.48,545939
0.686869,1.48,634388
0.707071,1.48,698528
0.727273,1.48,426966
0.747475,1.48,370497
0.767677,1.48,316227
0.787879,1.48,265525
0.808081,1.48,220434
0.828283,1.48,183668
0.848485,1.48,158612
0.868687,1.48,149320
0.888889,1.48,361013
0.909091,1.48,510721
0.929293,1.48,677071
0.949495,1.48,849839
0.969697,1.48,1.01978e+06
0.989899,1.48,1.17865e+06
1.0101,1.48,308153
1.0303,1.48,280050
1.05051,1.48,252831
1.07071,1.48,226015
1.09091,1.48,199481
1.11111,1.48,173466
1.13131,1.48,148568
1.15152,1.48,125745
1.17172,1.48,106312
1.19192,1.48,908355
1.21212,1.48,967661
1.23232,1.48,486929
1.25253,1.48,617355
1.27273,1.48,528522
1.29293,1.48,446657
1.31313,1.48,376596
1.33333,1.48,322220
1.35354,1.48,286458
1.37374,1.48,271283
1.39394,1.48,277716
1.41414,1.48,305825
1.43434,1.48,354724
1.45455,1.48,422573
1.47475,1.48,506579
1.49495,1.48,356265
1.51515,1.48,382781
1.53535,1.48,415467
1.55556,1.48,451420
1.57576,1.48,487185
1.59596,1.48,965938
1.61616,1.48,1.09959e+06
1.63636,1.48,1.25338e+06
1.65657,1.48,1.42399e+06
1.67677,1.48,1.60838e+06
1.69697,1.48,1.80383e+06
1.71717,1.48,2.0079e+06
1.73737,1.48,2.21845e+06
1.75758,1.48,2.43366e+06
1.77778,1.48,2.65196e+06
1.79798,1.48,2.87212e+06
1.81818,1.48,3.09317e+06
1.83838,1.48,3.31446e+06
1.85859,1.48,3.53563e+06
1.87879,1.48,3.75662e+06
1.89899,1.48,3.97766e+06
1.91919,1.48,4.19927e+06
1.93939,1.48,4.42227e+06
1.9596,1.48,4.6478e+06
1.9798,1.48,4.87725e+06
2,1.48,5.39635e+06
0,1.5,3.9702e+06
0.020202,1.5,3.78099e+06
0.040404,1.5,3.63527e+06
0.0606061,1.5,3.48997e+06
0.0808081,1.5,3.34501e+06
0.10101,1.5,3.20034e+06
0.121212,1.5,3.05595e+06
0.141414,1.5,2.91184e+06
0.161616,1.5,2.76805e+06
0.181818,1.5,2.62467e+06
0.20202,1.5,2.4818e+06
0.222222,1.5,2.33957e+06
0.242424,1.5,2.19816e+06
0.262626,1.5,2.05777e+06
0.282828,1.5,1.91863e+06
0.30303,1.5,1.78102e+06
0.323232,1.5,1.64522e+06
0.343434,1.5,1.51156e+06
0.363636,1.5,1.38042e+06
0.383838,1.5,1.45366e+06
0.40404,1.5,1.332e+06
0.424242,1.5,273464
0.444444,1.5,273139
0.464646,1.5,418045
0.484848,1.5,315791
0.505051,1.5,233666
0.525253,1.5,177680
0.545455,1.5,151475
0.565657,1.5,156325
0.585859,1.5,191135
0.606061,1.5,252443
0.626263,1.5,334417
0.646465,1.5,428858
0.666667,1.5,525199
0.686869,1.5,610504
0.707071,1.5,669468
0.727273,1.5,463837
0.747475,1.5,407454
0.767677,1.5,351813
0.787879,1.5,297856
0.808081,1.5,247194
0.828283,1.5,202113
0.848485,1.5,165567
0.868687,1.5,141182
0.888889,1.5,359909
0.909091,1.5,519032
0.929293,1.5,693066
0.949495,1.5,871182
0.969697,1.5,1.04353e+06
0.989899,1.5,1.20125e+06
1.0101,1.5,268908
1.0303,1.5,242981
1.05051,1.5,217674
1.07071,1.5,192520
1.09091,1.5,167412
1.11111,1.5,142603
1.13131,1.5,118705
1.15152,1.5,836704
1.17172,1.5,886668
1.19192,1.5,943369
1.21212,1.5,476600
1.23232,1.5,427363
1.25253,1.5,383636
1.27273,1.5,515055
1.29293,1.5,427035
1.31313,1.5,352418
1.33333,1.5,294738
1.35354,1.5,256573
1.37374,1.5,239549
1.39394,1.5,244337
1.41414,1.5,270657
1.43434,1.5,317272
1.45455,1.5,381994
1.47475,1.5,461681
1.49495,1.5,552237
1.51515,1.5,648612
1.53535,1.5,744804
1.55556,1.5,833856
1.57576,1.5,1.07718e+06
1.59596,1.5,967330
1.61616,1.5,1.10318e+06
1.63636,1.5,1.25956e+06
1.65657,1.5,1.43317e+06
1.67677,1.5,1.62098e+06
1.69697,1.5,1.82024e+06
1.71717,1.5,2.02851e+06
1.73737,1.5,2.24362e+06
1.75758,1.5,2.46367e+06
1.77778,1.5,2.68708e+06
1.79798,1.5,2.91252e+06
1.81818,1.5,3.13898e+06
1.83838,1.5,3.3657e+06
1.85859,1.5,3.59224e+06
1.87879,1.5,3.81841e+06
1.89899,1.5,4.04435e+06
1.91919,1.5,4.27043e+06
1.93939,1.5,4.49735e+06
1.9596,1.5,4.72608e+06
1.9798,1.5,4.95788e+06
2,1.5,5.19428e+06
0,1.52,3.3607e+06
0.020202,1.52,3.73779e+06
0.040404,1.52,3.59329e+06
0.0606061,1.52,3.44914e+06
0.0808081,1.52,3.30528e+06
0.10101,1.52,3.16168e+06
0.121212,1.52,3.01834e+06
0.141414,1.52,2.87529e+06
0.161616,1.52,2.73259e+06
0.181818,1.52,2.59035e+06
0.20202,1.52,2.44868e+06
0.222222,1.52,2.30776e+06
0.242424,1.52,2.16777e+06
0.262626,1.52,2.02894e+06
0.282828,1.52,1.89151e+06
0.30303,1.52,1.75578e+06
0.323232,1.52,1.62207e+06
0.343434,1.52,1.49073e+06
0.363636,1.52,1.36213e+06
0.383838,1.52,1.3775e+06
0.40404,1.52,1.26144e+06
0.424242,1.52,192300
0.444444,1.52,208154
0.464646,1.52,222327
0.484848,1.52,237138
0.505051,1.52,254446
0.525253,1.52,275640
0.545455,1.52,131661
0.565657,1.52,134630
0.585859,1.52,168718
0.606061,1.52,229958
0.626263,1.52,312015
0.646465,1.52,406187
0.666667,1.52,501404
0.686869,1.52,584225
0.707071,1.52,555912
0.727273,1.52,500508
0.747475,1.52,445057
0.767677,1.52,389400
0.787879,1.52,334049
0.808081,1.52,280187
0.828283,1.52,229669
0.848485,1.52,185020
0.868687,1.52,149438
0.888889,1.52,126790
0.909091,1.52,525057
0.929293,1.52,705931
0.949495,1.52,888108
0.969697,1.52,1.06113e+06
0.989899,1.52,258025
1.0101,1.52,233002
1.0303,1.52,209173
1.05051,1.52,185725
1.07071,1.52,162206
1.09091,1.52,138523
1.11111,1.52,771934
1.13131,1.52,812107
1.15152,1.52,860019
1.17172,1.52,914547
1.19192,1.52,974578
1.21212,1.52,434447
1.23232,1.52,396871
1.25253,1.52,364379
1.27273,1.52,503139
1.29293,1.52,407651
1.31313,1.52,327943
1.33333,1.52,267199
1.35354,1.52,227649
1.37374,1.52,210569
1.39394,1.52,216282
1.41414,1.52,244157
1.43434,1.52,292610
1.45455,1.52,359103
1.47475,1.52,440145
1.49495,1.52,531290
1.51515,1.52,627141
1.53535,1.52,874750
1.55556,1.52,929203
1.57576,1.52,1.63423e+06
1.59596,1.52,1.74924e+06
1.61616,1.52,1.07336e+06
1.63636,1.52,1.23167e+06
1.65657,1.52,1.40674e+06
1.67677,1.52,1.59563e+06
1.69697,1.52,1.79565e+06
1.71717,1.52,2.00443e+06
1.73737,1.52,2.21985e+06
1.75758,1.52,2.4401e+06
1.77778,1.52,2.66366e+06
1.79798,1.52,2.88927e+06
1.81818,1.52,3.11598e+06
1.83838,1.52,3.34311e+06
1.85859,1.52,3.57028e+06
1.87879,1.52,3.79738e+06
1.89899,1.52,4.02459e+06
1.91919,1.52,4.25238e+06
1.93939,1.52,4.4815e+06
1.9596,1.52,4.713e+06
1.9798,1.52,4.94818e+06
2,1.52,4.65217e+06
0,1.54,3.27282e+06
0.020202,1.54,3.13487e+06
0.040404,1.54,3.53262e+06
0.0606061,1.54,3.38922e+06
0.0808081,1.54,3.2461e+06
0.10101,1.54,3.10325e+06
0.121212,1.54,2.9607e+06
0.141414,1.54,2.81849e+06
0.161616,1.54,2.67671e+06
0.181818,1.54,2.53549e+06
0.20202,1.54,2.39496e+06
0.222222,1.54,2.25531e+06
0.242424,1.54,2.11676e+06
0.262626,1.54,1.97955e+06
0.282828,1.54,1.84394e+06
0.30303,1.54,1.71026e+06
0.323232,1.54,1.57884e+06
0.343434,1.54,1.45006e+06
0.363636,1.54,1.40037e+06
0.383838,1.54,1.29762e+06
0.40404,1.54,1.18558e+06
0.424242,1.54,1.07158e+06
0.444444,1.54,179007
0.464646,1.54,204767
0.484848,1.54,230392
0.505051,1.54,257650
0.525253,1.54,287844
0.545455,1.54,321811
0.565657,1.54,359925
0.585859,1.54,402095
0.606061,1.54,203957
0.626263,1.54,286501
0.646465,1.54,380976
0.666667,1.54,475808
0.686869,1.54,557055
0.707071,1.54,586983
0.727273,1.54,533103
0.747475,1.54,479166
0.767677,1.54,424583
0.787879,1.54,369437
0.808081,1.54,314482
0.828283,1.54,261143
0.848485,1.54,211516
0.868687,1.54,168368
0.888889,1.54,135138
0.909091,1.54,115936
0.929293,1.54,715184
0.949495,1.54,899904
0.969697,1.54,1.07165e+06
0.989899,1.54,223245
1.0101,1.54,200457
1.0303,1.54,178634
1.05051,1.54,156980
1.07071,1.54,713810
1.09091,1.54,743444
1.11111,1.54,781915
1.13131,1.54,828076
1.15152,1.54,880790
1.17172,1.54,938927
1.19192,1.54,450467
1.21212,1.54,419340
1.23232,1.54,392924
1.25253,1.54,371158
1.27273,1.54,493345
1.29293,1.54,388667
1.31313,1.54,302923
1.33333,1.54,238946
1.35354,1.54,198617
1.37374,1.54,182864
1.39394,1.54,191660
1.41414,1.54,224026
1.43434,1.54,278028
1.45455,1.54,350780
1.47475,1.54,438440
1.49495,1.54,536215
1.51515,1.54,737755
1.53535,1.54,789701
1.55556,1.54,840910
1.57576,1.54,1.52772e+06
1.59596,1.54,1.63242e+06
1.61616,1.54,1.02489e+06
1.63636,1.54,1.18484e+06
1.65657,1.54,1.36114e+06
1.67677,1.54,1.55089e+06
1.69697,1.54,1.75149e+06
1.71717,1.54,1.96062e+06
1.73737,1.54,2.17624e+06
1.75758,1.54,2.39662e+06
1.77778,1.54,2.62028e+06
1.79798,1.54,2.84605e+06
1.81818,1.54,3.07303e+06
1.83838,1.54,3.30063e+06
1.85859,1.54,3.52852e+06
1.87879,1.54,3.75666e+06
1.89899,1.54,3.9853e+06
1.91919,1.54,4.21499e+06
1.93939,1.54,4.44654e+06
1.9596,1.54,4.68105e+06
1.9798,1.54,4.32633e+06
2,1.54,4.45089e+06
0,1.56,3.10315e+06
0.020202,1.56,3.03852e+06
0.040404,1.56,2.88077e+06
0.0606061,1.56,3.30933e+06
0.0808081,1.56,3.16665e+06
0.10101,1.56,3.0243e+06
0.121212,1.56,2.88233e+06
0.141414,1.56,2.7408e+06
0.161616,1.56,2.59983e+06
0.181818,1.56,2.45955e+06
0.20202,1.56,2.32014e+06
0.222222,1.56,2.1818e+06
0.242424,1.56,2.04476e+06
0.262626,1.56,1.90928e+06
0.282828,1.56,1.77567e+06
0.30303,1.56,1.64425e+06
0.323232,1.56,1.51538e+06
0.343434,1.56,1.38946e+06
0.363636,1.56,1.31317e+06
0.383838,1.56,1.2118e+06
0.40404,1.56,1.1028e+06
0.424242,1.56,992841
0.444444,1.56,887339
0.464646,1.56,213285
0.484848,1.56,246600
0.505051,1.56,280874
0.525253,1.56,317322
0.545455,1.56,356691
0.565657,1.56,399266
0.585859,1.56,444866
0.606061,1.56,492849
0.626263,1.56,542104
0.646465,1.56,591058
0.666667,1.56,449991
0.686869,1.56,530819
0.707071,1.56,609896
0.727273,1.56,557350
0.747475,1.56,505245
0.767677,1.56,452563
0.787879,1.56,398958
0.808081,1.56,344753
0.828283,1.56,290945
0.848485,1.56,239199
0.868687,1.56,191855
0.888889,1.56,151920
0.909091,1.56,123075
0.929293,1.56,720292
0.949495,1.56,905807
0.969697,1.56,1.07408e+06
0.989899,1.56,191980
1.0101,1.56,171298
1.0303,1.56,151379
1.05051,1.56,680921
1.07071,1.56,709000
1.09091,1.56,745941
1.11111,1.56,790582
1.13131,1.56,841768
1.15152,1.56,898352
1.17172,1.56,959196
1.19192,1.56,448177
1.21212,1.56,427870
1.23232,1.56,411841
1.25253,1.56,400023
1.27273,1.56,486433
1.29293,1.56,370434
1.31313,1.56,277297
1.33333,1.56,209507
1.35354,1.56,168597
1.37374,1.56,155144
1.39394,1.56,168772
1.41414,1.56,208154
1.43434,1.56,271007
1.45455,1.56,354094
1.47475,1.56,567280
1.49495,1.56,612605
1.51515,1.56,659948
1.53535,1.56,708217
1.55556,1.56,756211
1.57576,1.56,1.41739e+06
1.59596,1.56,1.51328e+06
1.61616,1.56,1.61311e+06
1.63636,1.56,1.11593e+06
1.65657,1.56,1.29333e+06
1.67677,1.56,1.48386e+06
1.69697,1.56,1.68499e+06
1.71717,1.56,1.89446e+06
1.73737,1.56,2.11031e+06
1.75758,1.56,2.33086e+06
1.77778,1.56,2.55471e+06
1.79798,1.56,2.78076e+06
1.81818,1.56,3.00817e+06
1.83838,1.56,3.23642e+06
1.85859,1.56,3.46525e+06
1.87879,1.56,3.69469e+06
1.89899,1.56,3.92507e+06
1.91919,1.56,4.15697e+06
1.93939,1.56,4.3913e+06
1.9596,1.56,3.98799e+06
1.9798,1.56,4.12827e+06
2,1.56,4.19522e+06
0,1.58,2.87412e+06
0.020202,1.58,2.86698e+06
0.040404,1.58,2.75878e+06
0.0606061,1.58,2.60534e+06
0.0808081,1.58,3.06631e+06
0.10101,1.58,2.92426e+06
0.121212,1.58,2.78272e+06
0.141414,1.58,2.64177e+06
0.161616,1.58,2.50154e+06
0.181818,1.58,2.3622e+06
0.20202,1.58,2.22394e+06
0.222222,1.58,2.08698e+06
0.242424,1.58,1.95158e+06
0.262626,1.58,1.81801e+06
0.282828,1.58,1.68661e+06
0.30303,1.58,1.55772e+06
0.323232,1.58,1.43172e+06
0.343434,1.58,1.30648e+06
0.363636,1.58,1.21909e+06
0.383838,1.58,1.11861e+06
0.40404,1.58,1.01232e+06
0.424242,1.58,906219
0.444444,1.58,805056
0.464646,1.58,242469
0.484848,1.58,280753
0.505051,1.58,319513
0.525253,1.58,359873
0.545455,1.58,402493
0.565657,1.58,447567
0.585859,1.58,494827
0.606061,1.58,543538
0.626263,1.58,592503
0.646465,1.58,640058
0.666667,1.58,684076
0.686869,1.58,1.12771e+06
0.707071,1.58,726086
0.727273,1.58,657368
0.747475,1.58,590672
0.767677,1.58,468143
0.787879,1.58,417151
0.808081,1.58,365277
0.828283,1.58,313088
0.848485,1.58,261822
0.868687,1.58,213386
0.888889,1.58,170360
0.909091,1.58,135994
0.929293,1.58,114212
0.949495,1.58,905001
0.969697,1.58,184711
0.989899,1.58,164279
1.0101,1.58,625562
1.0303,1.58,641996
1.05051,1.58,668564
1.07071,1.58,704076
1.09091,1.58,747353
1.11111,1.58,797223
1.13131,1.58,852523
1.15152,1.58,912099
1.17172,1.58,480428
1.19192,1.58,465998
1.21212,1.58,455475
1.23232,1.58,448790
1.25253,1.58,445873
1.27273,1.58,446651
1.29293,1.58,353488
1.31313,1.58,251193
1.33333,1.58,178601
1.35354,1.58,136896
1.37374,1.58,126305
1.39394,1.58,146105
1.41414,1.58,194618
1.43434,1.58,430298
1.45455,1.58,463721
1.47475,1.58,501220
1.49495,1.58,541989
1.51515,1.58,585114
1.53535,1.58,629574
1.55556,1.58,674240
1.57576,1.58,1.30156e+06
1.59596,1.58,1.38933e+06
1.61616,1.58,1.48206e+06
1.63636,1.58,1.5741e+06
1.65657,1.58,1.20104e+06
1.67677,1.58,1.39241e+06
1.69697,1.58,1.59415e+06
1.71717,1.58,1.80409e+06
1.73737,1.58,2.02032e+06
1.75758,1.58,2.24122e+06
1.77778,1.58,2.46549e+06
1.79798,1.58,2.69207e+06
1.81818,1.58,2.92021e+06
1.83838,1.58,3.14943e+06
1.85859,1.58,3.37956e+06
