Distance[um],dz[um],Mag_Ez
0.040404,1.44,834415
0.0606061,1.44,894312
0.0808081,1.44,898564
0.10101,1.44,905128
0.121212,1.44,914840
0.141414,1.44,928442
0.161616,1.44,946578
0.181818,1.44,969798
0.20202,1.44,998557
0.222222,1.44,1.03321e+06
0.242424,1.44,1.07403e+06
0.262626,1.44,1.12118e+06
0.282828,1.44,1.17473e+06
0.30303,1.44,1.23466e+06
0.323232,1.44,1.30084e+06
0.343434,1.44,1.37308e+06
0.363636,1.44,1.45105e+06
0.383838,1.44,1.48075e+06
0.40404,1.44,1.51697e+06
0.424242,1.44,1.50965e+06
0.444444,1.44,1.50666e+06
0.464646,1.44,1.50827e+06
0.484848,1.44,1.40337e+06
0.505051,1.44,1.43673e+06
0.525253,1.44,1.47109e+06
0.545455,1.44,1.50641e+06
0.565657,1.44,1.54264e+06
0.585859,1.44,1.57976e+06
0.606061,1.44,1.61774e+06
0.626263,1.44,1.65654e+06
0.646465,1.44,1.69613e+06
0.666667,1.44,1.7365e+06
0.686869,1.44,1.77762e+06
0.707071,1.44,1.81945e+06
0.727273,1.44,2.02411e+06
0.747475,1.44,2.0829e+06
0.767677,1.44,2.14126e+06
0.787879,1.44,2.19887e+06
0.808081,1.44,2.25546e+06
0.828283,1.44,2.31079e+06
0.848485,1.44,2.39043e+06
0.868687,1.44,2.45932e+06
0.888889,1.44,2.52549e+06
0.909091,1.44,2.589e+06
0.929293,1.44,2.64993e+06
0.949495,1.44,2.70845e+06
0.969697,1.44,2.76471e+06
0.989899,1.44,2.81896e+06
1.0101,1.44,2.87145e+06
1.0303,1.44,2.56951e+06
1.05051,1.44,2.51137e+06
1.07071,1.44,2.45369e+06
1.09091,1.44,2.39667e+06
1.11111,1.44,2.34054e+06
1.13131,1.44,2.28553e+06
1.15152,1.44,2.23187e+06
1.17172,1.44,2.1798e+06
1.19192,1.44,2.12954e+06
1.21212,1.44,2.08136e+06
1.23232,1.44,2.0355e+06
1.25253,1.44,2.17005e+06
1.27273,1.44,2.09356e+06
1.29293,1.44,2.01858e+06
1.31313,1.44,1.94521e+06
1.33333,1.44,1.87354e+06
1.35354,1.44,1.80369e+06
1.37374,1.44,1.73576e+06
1.39394,1.44,1.66988e+06
1.41414,1.44,1.60619e+06
1.43434,1.44,1.54481e+06
1.45455,1.44,1.48591e+06
1.47475,1.44,1.42964e+06
1.49495,1.44,1.37617e+06
1.51515,1.44,1.32567e+06
1.53535,1.44,1.27833e+06
1.55556,1.44,1.23434e+06
1.57576,1.44,1.25231e+06
1.59596,1.44,1.21759e+06
1.61616,1.44,1.18137e+06
1.63636,1.44,1.1079e+06
1.65657,1.44,1.06418e+06
1.67677,1.44,1.02334e+06
1.69697,1.44,985275
1.71717,1.44,949827
1.73737,1.44,916837
1.75758,1.44,886125
1.77778,1.44,857496
1.79798,1.44,830735
1.81818,1.44,805610
1.83838,1.44,781871
1.85859,1.44,759252
1.87879,1.44,737468
1.89899,1.44,716218
1.91919,1.44,695183
1.93939,1.44,674025
1.9596,1.44,699327
1.9798,1.44,695171
2,1.44,700093
0,1.46,866477
0.020202,1.46,853721
0.040404,1.46,920251
0.0606061,1.46,919834
0.0808081,1.46,921460
0.10101,1.46,926034
0.121212,1.46,934365
0.141414,1.46,947168
0.161616,1.46,965061
0.181818,1.46,988567
0.20202,1.46,1.01812e+06
0.222222,1.46,1.05404e+06
0.242424,1.46,1.09657e+06
0.262626,1.46,1.14585e+06
0.282828,1.46,1.20193e+06
0.30303,1.46,1.26476e+06
0.323232,1.46,1.33419e+06
0.343434,1.46,1.40998e+06
0.363636,1.46,1.4918e+06
0.383838,1.46,1.53385e+06
0.40404,1.46,1.53757e+06
0.424242,1.46,1.53955e+06
0.444444,1.46,1.43832e+06
0.464646,1.46,1.47131e+06
0.484848,1.46,1.50514e+06
0.505051,1.46,1.53976e+06
0.525253,1.46,1.57516e+06
0.545455,1.46,1.6113e+06
0.565657,1.46,1.64816e+06
0.585859,1.46,1.68571e+06
0.606061,1.46,1.72394e+06
0.626263,1.46,1.76282e+06
0.646465,1.46,1.80234e+06
0.666667,1.46,1.84247e+06
0.686869,1.46,1.8832e+06
0.707071,1.46,1.92452e+06
0.727273,1.46,2.17332e+06
0.747475,1.46,2.23267e+06
0.767677,1.46,2.2909e+06
0.787879,1.46,2.34771e+06
0.808081,1.46,2.40283e+06
0.828283,1.46,2.45604e+06
0.848485,1.46,2.5071e+06
0.868687,1.46,2.57695e+06
0.888889,1.46,2.6397e+06
0.909091,1.46,2.69948e+06
0.929293,1.46,2.75648e+06
0.949495,1.46,2.8109e+06
0.969697,1.46,2.86298e+06
0.989899,1.46,2.91302e+06
1.0101,1.46,2.96135e+06
1.0303,1.46,2.59496e+06
1.05051,1.46,2.5365e+06
1.07071,1.46,2.47775e+06
1.09091,1.46,2.41887e+06
1.11111,1.46,2.36001e+06
1.13131,1.46,2.30133e+06
1.15152,1.46,2.24301e+06
1.17172,1.46,2.18522e+06
1.19192,1.46,2.12812e+06
1.21212,1.46,2.48622e+06
1.23232,1.46,2.47764e+06
1.25253,1.46,1.85701e+06
1.27273,1.46,1.78542e+06
1.29293,1.46,1.71458e+06
1.31313,1.46,1.64443e+06
1.33333,1.46,1.5749e+06
1.35354,1.46,1.87505e+06
1.37374,1.46,1.80133e+06
1.39394,1.46,1.72949e+06
1.41414,1.46,1.65967e+06
1.43434,1.46,1.59203e+06
1.45455,1.46,1.52673e+06
1.47475,1.46,1.46393e+06
1.49495,1.46,1.40381e+06
1.51515,1.46,1.34655e+06
1.53535,1.46,1.29235e+06
1.55556,1.46,1.24142e+06
1.57576,1.46,1.25113e+06
1.59596,1.46,1.2137e+06
1.61616,1.46,1.13529e+06
1.63636,1.46,1.08748e+06
1.65657,1.46,1.04318e+06
1.67677,1.46,1.00226e+06
1.69697,1.46,964549
1.71717,1.46,929873
1.73737,1.46,898037
1.75758,1.46,868828
1.77778,1.46,842015
1.79798,1.46,817352
1.81818,1.46,794572
1.83838,1.46,773394
1.85859,1.46,753517
1.87879,1.46,734623
1.89899,1.46,716377
1.91919,1.46,698427
1.93939,1.46,680402
1.9596,1.46,661915
1.9798,1.46,747984
2,1.46,744951
0,1.48,920074
0.020202,1.48,950317
0.040404,1.48,945020
0.0606061,1.48,941509
0.0808081,1.48,940759
0.10101,1.48,943646
0.121212,1.48,950956
0.141414,1.48,963373
0.161616,1.48,981492
0.181818,1.48,1.00581e+06
0.20202,1.48,1.03672e+06
0.222222,1.48,1.07454e+06
0.242424,1.48,1.11947e+06
0.262626,1.48,1.17163e+06
0.282828,1.48,1.23103e+06
0.30303,1.48,1.29761e+06
0.323232,1.48,1.37119e+06
0.343434,1.48,1.17801e+06
0.363636,1.48,1.2013e+06
0.383838,1.48,1.22748e+06
0.40404,1.48,1.46753e+06
0.424242,1.48,1.49989e+06
0.444444,1.48,1.53294e+06
0.464646,1.48,1.56665e+06
0.484848,1.48,1.60099e+06
0.505051,1.48,1.63596e+06
0.525253,1.48,1.67152e+06
0.545455,1.48,1.70767e+06
0.565657,1.48,1.74438e+06
0.585859,1.48,1.78164e+06
0.606061,1.48,1.81944e+06
0.626263,1.48,1.85776e+06
0.646465,1.48,1.89661e+06
0.666667,1.48,1.93596e+06
0.686869,1.48,1.97581e+06
0.707071,1.48,2.01617e+06
0.727273,1.48,2.3252e+06
0.747475,1.48,2.3843e+06
0.767677,1.48,2.44163e+06
0.787879,1.48,2.4969e+06
0.808081,1.48,2.54987e+06
0.828283,1.48,2.60029e+06
0.848485,1.48,2.64796e+06
0.868687,1.48,2.69269e+06
0.888889,1.48,2.75197e+06
0.909091,1.48,2.80725e+06
0.929293,1.48,2.85962e+06
0.949495,1.48,2.90937e+06
0.969697,1.48,2.95682e+06
0.989899,1.48,3.00231e+06
1.0101,1.48,2.68041e+06
1.0303,1.48,2.62365e+06
1.05051,1.48,2.56579e+06
1.07071,1.48,2.50692e+06
1.09091,1.48,2.44713e+06
1.11111,1.48,2.38651e+06
1.13131,1.48,2.32517e+06
1.15152,1.48,2.26321e+06
1.17172,1.48,2.20073e+06
1.19192,1.48,2.50835e+06
1.21212,1.48,2.47924e+06
1.23232,1.48,2.4634e+06
1.25253,1.48,1.96902e+06
1.27273,1.48,1.89735e+06
1.29293,1.48,1.82657e+06
1.31313,1.48,1.75664e+06
1.33333,1.48,1.68746e+06
1.35354,1.48,1.61899e+06
1.37374,1.48,1.55116e+06
1.39394,1.48,1.48389e+06
1.41414,1.48,1.41711e+06
1.43434,1.48,1.35076e+06
1.45455,1.48,1.28477e+06
1.47475,1.48,1.21905e+06
1.49495,1.48,1.43393e+06
1.51515,1.48,1.36962e+06
1.53535,1.48,1.30824e+06
1.55556,1.48,1.25e+06
1.57576,1.48,1.19513e+06
1.59596,1.48,1.16785e+06
1.61616,1.48,1.11388e+06
1.63636,1.48,1.06418e+06
1.65657,1.48,1.0186e+06
1.67677,1.48,976945
1.69697,1.48,939036
1.71717,1.48,904657
1.73737,1.48,873581
1.75758,1.48,845561
1.77778,1.48,820333
1.79798,1.48,797617
1.81818,1.48,777114
1.83838,1.48,758508
1.85859,1.48,741465
1.87879,1.48,725635
1.89899,1.48,710649
1.91919,1.48,696120
1.93939,1.48,681646
1.9596,1.48,666806
1.9798,1.48,651161
2,1.48,801707
0,1.5,985765
0.020202,1.5,985721
0.040404,1.5,992639
0.0606061,1.5,998863
0.0808081,1.5,1.00457e+06
0.10101,1.5,1.00995e+06
0.121212,1.5,1.0152e+06
0.141414,1.5,1.02053e+06
0.161616,1.5,1.02616e+06
0.181818,1.5,1.03232e+06
0.20202,1.5,1.03925e+06
0.222222,1.5,1.04721e+06
0.242424,1.5,1.05646e+06
0.262626,1.5,1.06727e+06
0.282828,1.5,1.07994e+06
0.30303,1.5,1.09475e+06
0.323232,1.5,1.11201e+06
0.343434,1.5,1.13204e+06
0.363636,1.5,1.15518e+06
0.383838,1.5,1.59797e+06
0.40404,1.5,1.58525e+06
0.424242,1.5,1.65524e+06
0.444444,1.5,1.6837e+06
0.464646,1.5,1.65409e+06
0.484848,1.5,1.68822e+06
0.505051,1.5,1.72283e+06
0.525253,1.5,1.75792e+06
0.545455,1.5,1.79347e+06
0.565657,1.5,1.82948e+06
0.585859,1.5,1.86594e+06
0.606061,1.5,1.90285e+06
0.626263,1.5,1.94021e+06
0.646465,1.5,1.97801e+06
0.666667,1.5,2.01627e+06
0.686869,1.5,2.05497e+06
0.707071,1.5,2.09414e+06
0.727273,1.5,2.47698e+06
0.747475,1.5,2.53527e+06
0.767677,1.5,2.59118e+06
0.787879,1.5,2.64443e+06
0.808081,1.5,2.69479e+06
0.828283,1.5,2.74202e+06
0.848485,1.5,2.78593e+06
0.868687,1.5,2.82635e+06
0.888889,1.5,2.86215e+06
0.909091,1.5,2.91237e+06
0.929293,1.5,2.95969e+06
0.949495,1.5,3.00445e+06
0.969697,1.5,3.04704e+06
0.989899,1.5,3.08789e+06
1.0101,1.5,2.71202e+06
1.0303,1.5,2.65725e+06
1.05051,1.5,2.60075e+06
1.07071,1.5,2.54253e+06
1.09091,1.5,2.48263e+06
1.11111,1.5,2.42106e+06
1.13131,1.5,2.35788e+06
1.15152,1.5,2.59897e+06
1.17172,1.5,2.56468e+06
1.19192,1.5,2.53358e+06
1.21212,1.5,2.51529e+06
1.23232,1.5,2.47486e+06
1.25253,1.5,2.43844e+06
1.27273,1.5,2.00337e+06
1.29293,1.5,1.93272e+06
1.31313,1.5,1.86306e+06
1.33333,1.5,1.79431e+06
1.35354,1.5,1.72643e+06
1.37374,1.5,1.65934e+06
1.39394,1.5,1.59298e+06
1.41414,1.5,1.52728e+06
1.43434,1.5,1.46216e+06
1.45455,1.5,1.39757e+06
1.47475,1.5,1.33344e+06
1.49495,1.5,1.26968e+06
1.51515,1.5,1.20623e+06
1.53535,1.5,1.14302e+06
1.55556,1.5,1.07997e+06
1.57576,1.5,1.25848e+06
1.59596,1.5,1.19304e+06
1.61616,1.5,1.134e+06
1.63636,1.5,1.0793e+06
1.65657,1.5,1.02883e+06
1.67677,1.5,982443
1.69697,1.5,939990
1.71717,1.5,901299
1.73737,1.5,866181
1.75758,1.5,834428
1.77778,1.5,805816
1.79798,1.5,780103
1.81818,1.5,757028
1.83838,1.5,736313
1.85859,1.5,717665
1.87879,1.5,700768
1.89899,1.5,685294
1.91919,1.5,670894
1.93939,1.5,657201
1.9596,1.5,643832
1.9798,1.5,630387
2,1.5,616445
0,1.52,971049
0.020202,1.52,992081
0.040404,1.52,994602
0.0606061,1.52,996433
0.0808081,1.52,997795
0.10101,1.52,998915
0.121212,1.52,1.00003e+06
0.141414,1.52,1.0014e+06
0.161616,1.52,1.00328e+06
0.181818,1.52,1.00595e+06
0.20202,1.52,1.00968e+06
0.222222,1.52,1.01478e+06
0.242424,1.52,1.02154e+06
0.262626,1.52,1.03028e+06
0.282828,1.52,1.04134e+06
0.30303,1.52,1.05504e+06
0.323232,1.52,1.07174e+06
0.343434,1.52,1.0918e+06
0.363636,1.52,1.11559e+06
0.383838,1.52,1.49382e+06
0.40404,1.52,1.50204e+06
0.424242,1.52,1.55469e+06
0.444444,1.52,1.58905e+06
0.464646,1.52,1.62853e+06
0.484848,1.52,1.67321e+06
0.505051,1.52,1.7231e+06
0.525253,1.52,1.77818e+06
0.545455,1.52,1.86785e+06
0.565657,1.52,1.90282e+06
0.585859,1.52,1.9382e+06
0.606061,1.52,1.97399e+06
0.626263,1.52,2.01019e+06
0.646465,1.52,2.04682e+06
0.666667,1.52,2.08388e+06
0.686869,1.52,2.12139e+06
0.707071,1.52,2.56772e+06
0.727273,1.52,2.62755e+06
0.747475,1.52,2.68472e+06
0.767677,1.52,2.73894e+06
0.787879,1.52,2.78995e+06
0.808081,1.52,2.8375e+06
0.828283,1.52,2.88139e+06
0.848485,1.52,2.92143e+06
0.868687,1.52,2.95746e+06
0.888889,1.52,2.98933e+06
0.909091,1.52,3.01627e+06
0.929293,1.52,3.05833e+06
0.949495,1.52,3.09802e+06
0.969697,1.52,3.13579e+06
0.989899,1.52,2.8003e+06
1.0101,1.52,2.7504e+06
1.0303,1.52,2.6982e+06
1.05051,1.52,2.64363e+06
1.07071,1.52,2.58667e+06
1.09091,1.52,2.52726e+06
1.11111,1.52,2.71987e+06
1.13131,1.52,2.68289e+06
1.15152,1.52,2.64804e+06
1.17172,1.52,2.61543e+06
1.19192,1.52,2.5852e+06
1.21212,1.52,2.55289e+06
1.23232,1.52,2.50735e+06
1.25253,1.52,2.46478e+06
1.27273,1.52,2.09986e+06
1.29293,1.52,2.0293e+06
1.31313,1.52,1.95988e+06
1.33333,1.52,1.89154e+06
1.35354,1.52,1.82422e+06
1.37374,1.52,1.75786e+06
1.39394,1.52,1.6924e+06
1.41414,1.52,1.62776e+06
1.43434,1.52,1.56389e+06
1.45455,1.52,1.50071e+06
1.47475,1.52,1.43816e+06
1.49495,1.52,1.37617e+06
1.51515,1.52,1.31467e+06
1.53535,1.52,1.40531e+06
1.55556,1.52,1.33516e+06
1.57576,1.52,1.26254e+06
1.59596,1.52,1.20774e+06
1.61616,1.52,1.14112e+06
1.63636,1.52,1.08402e+06
1.65657,1.52,1.03111e+06
1.67677,1.52,982261
1.69697,1.52,937317
1.71717,1.52,896106
1.73737,1.52,858438
1.75758,1.52,824105
1.77778,1.52,792882
1.79798,1.52,764527
1.81818,1.52,738779
1.83838,1.52,715361
1.85859,1.52,693976
1.87879,1.52,674312
1.89899,1.52,656037
1.91919,1.52,638802
1.93939,1.52,622242
1.9596,1.52,605972
1.9798,1.52,589592
2,1.52,735859
0,1.54,970277
0.020202,1.54,992059
0.040404,1.54,1.00047e+06
0.0606061,1.54,997262
0.0808081,1.54,993739
0.10101,1.54,990170
0.121212,1.54,986835
0.141414,1.54,984027
0.161616,1.54,982049
0.181818,1.54,981216
0.20202,1.54,981852
0.222222,1.54,984292
0.242424,1.54,988884
0.262626,1.54,995986
0.282828,1.54,1.00596e+06
0.30303,1.54,1.0192e+06
0.323232,1.54,1.03608e+06
0.343434,1.54,1.05701e+06
0.363636,1.54,1.40358e+06
0.383838,1.54,1.42016e+06
0.40404,1.54,1.44562e+06
0.424242,1.54,1.48048e+06
0.444444,1.54,1.55606e+06
0.464646,1.54,1.6007e+06
0.484848,1.54,1.65065e+06
0.505051,1.54,1.70585e+06
0.525253,1.54,1.76621e+06
0.545455,1.54,1.83156e+06
0.565657,1.54,1.90169e+06
0.585859,1.54,1.97634e+06
0.606061,1.54,2.03386e+06
0.626263,1.54,2.06894e+06
0.646465,1.54,2.10447e+06
0.666667,1.54,2.14047e+06
0.686869,1.54,2.17695e+06
0.707071,1.54,2.71828e+06
0.727273,1.54,2.77747e+06
0.747475,1.54,2.83347e+06
0.767677,1.54,2.88598e+06
0.787879,1.54,2.93476e+06
0.808081,1.54,2.97958e+06
0.828283,1.54,3.02022e+06
0.848485,1.54,3.05652e+06
0.868687,1.54,3.08833e+06
0.888889,1.54,3.1155e+06
0.909091,1.54,3.13795e+06
0.929293,1.54,3.15852e+06
0.949495,1.54,3.19329e+06
0.969697,1.54,3.2265e+06
0.989899,1.54,2.84528e+06
1.0101,1.54,2.79888e+06
1.0303,1.54,2.74963e+06
1.05051,1.54,2.69742e+06
1.07071,1.54,2.86222e+06
1.09091,1.54,2.82466e+06
1.11111,1.54,2.78826e+06
1.13131,1.54,2.75309e+06
1.15152,1.54,2.71927e+06
1.17172,1.54,2.68694e+06
1.19192,1.54,2.65839e+06
1.21212,1.54,2.60707e+06
1.23232,1.54,2.55711e+06
1.25253,1.54,2.50917e+06
1.27273,1.54,2.18398e+06
1.29293,1.54,2.11338e+06
1.31313,1.54,2.04408e+06
1.33333,1.54,1.97602e+06
1.35354,1.54,1.90915e+06
1.37374,1.54,1.84341e+06
1.39394,1.54,1.77873e+06
1.41414,1.54,1.71506e+06
1.43434,1.54,1.65233e+06
1.45455,1.54,1.59047e+06
1.47475,1.54,1.52942e+06
1.49495,1.54,1.46912e+06
1.51515,1.54,1.49397e+06
1.53535,1.54,1.42072e+06
1.55556,1.54,1.35016e+06
1.57576,1.54,1.27279e+06
1.59596,1.54,1.21211e+06
1.61616,1.54,1.14963e+06
1.63636,1.54,1.09057e+06
1.65657,1.54,1.03572e+06
1.67677,1.54,984953
1.69697,1.54,938110
1.71717,1.54,895019
1.73737,1.54,855489
1.75758,1.54,819312
1.77778,1.54,786264
1.79798,1.54,756102
1.81818,1.54,728564
1.83838,1.54,703372
1.85859,1.54,680230
1.87879,1.54,658825
1.89899,1.54,638824
1.91919,1.54,619880
1.93939,1.54,601626
1.9596,1.54,583676
1.9798,1.54,710025
2,1.54,700593
0,1.56,971334
0.020202,1.56,988935
0.040404,1.56,1.00274e+06
0.0606061,1.56,999202
0.0808081,1.56,990406
0.10101,1.56,981865
0.121212,1.56,973901
0.141414,1.56,966849
0.161616,1.56,961052
0.181818,1.56,956866
0.20202,1.56,954658
0.222222,1.56,954805
0.242424,1.56,957694
0.262626,1.56,963725
0.282828,1.56,973308
0.30303,1.56,986863
0.323232,1.56,1.00482e+06
0.343434,1.56,1.02763e+06
0.363636,1.56,1.33985e+06
0.383838,1.56,1.37139e+06
0.40404,1.56,1.41081e+06
0.424242,1.56,1.45862e+06
0.444444,1.56,1.51525e+06
0.464646,1.56,1.61912e+06
0.484848,1.56,1.67373e+06
0.505051,1.56,1.73367e+06
0.525253,1.56,1.79877e+06
0.545455,1.56,1.86879e+06
0.565657,1.56,1.94345e+06
0.585859,1.56,2.02242e+06
0.606061,1.56,2.1053e+06
0.626263,1.56,2.19166e+06
0.646465,1.56,2.28101e+06
0.666667,1.56,2.18888e+06
0.686869,1.56,2.22474e+06
0.707071,1.56,2.87025e+06
0.727273,1.56,2.92898e+06
0.747475,1.56,2.98399e+06
0.767677,1.56,3.03504e+06
0.787879,1.56,3.08186e+06
0.808081,1.56,3.12424e+06
0.828283,1.56,3.162e+06
0.848485,1.56,3.19495e+06
0.868687,1.56,3.22296e+06
0.888889,1.56,3.2459e+06
0.909091,1.56,3.26369e+06
0.929293,1.56,3.26454e+06
0.949495,1.56,3.29479e+06
0.969697,1.56,3.32396e+06
0.989899,1.56,2.90423e+06
1.0101,1.56,2.86153e+06
1.0303,1.56,2.81545e+06
1.05051,1.56,2.98364e+06
1.07071,1.56,2.94752e+06
1.09091,1.56,2.91172e+06
1.11111,1.56,2.87634e+06
1.13131,1.56,2.84146e+06
1.15152,1.56,2.80722e+06
1.17172,1.56,2.77377e+06
1.19192,1.56,2.72965e+06
1.21212,1.56,2.67517e+06
1.23232,1.56,2.62125e+06
1.25253,1.56,2.56851e+06
1.27273,1.56,2.25368e+06
1.29293,1.56,2.1828e+06
1.31313,1.56,2.1134e+06
1.33333,1.56,2.04541e+06
1.35354,1.56,1.97878e+06
1.37374,1.56,1.91345e+06
1.39394,1.56,1.84936e+06
1.41414,1.56,1.78645e+06
1.43434,1.56,1.72467e+06
1.45455,1.56,1.66394e+06
1.47475,1.56,1.66476e+06
1.49495,1.56,1.58512e+06
1.51515,1.56,1.50908e+06
1.53535,1.56,1.43629e+06
1.55556,1.56,1.36636e+06
1.57576,1.56,1.28534e+06
1.59596,1.56,1.22027e+06
1.61616,1.56,1.15985e+06
1.63636,1.56,1.09722e+06
1.65657,1.56,1.0408e+06
1.67677,1.56,988527
1.69697,1.56,940247
1.71717,1.56,895785
1.73737,1.56,854953
1.75758,1.56,817541
1.77778,1.56,783324
1.79798,1.56,752058
