1.300000000000000044e+00,1.446917529446171802e+00
1.305042016806722716e+00,1.446860456770164394e+00
1.310084033613445387e+00,1.446803365874022029e+00
1.315126050420168058e+00,1.446746254099663620e+00
1.320168067226890729e+00,1.446689118836429477e+00
1.325210084033613400e+00,1.446631957519968870e+00
1.330252100840336071e+00,1.446574767631158887e+00
1.335294117647058965e+00,1.446517546695048617e+00
1.340336134453781636e+00,1.446460292279835746e+00
1.345378151260504307e+00,1.446403001995867355e+00
1.350420168067226978e+00,1.446345673494667583e+00
1.355462184873949649e+00,1.446288304467991281e+00
1.360504201680672320e+00,1.446230892646902744e+00
1.365546218487394992e+00,1.446173435800877982e+00
1.370588235294117663e+00,1.446115931736929650e+00
1.375630252100840334e+00,1.446058378298757274e+00
1.380672268907563005e+00,1.446000773365914815e+00
1.385714285714285676e+00,1.445943114853004863e+00
1.390756302521008347e+00,1.445885400708889268e+00
1.395798319327731019e+00,1.445827628915922203e+00
1.400840336134453690e+00,1.445769797489202757e+00
1.405882352941176583e+00,1.445711904475844189e+00
1.410924369747899254e+00,1.445653947954263829e+00
1.415966386554621925e+00,1.445595926033491185e+00
1.421008403361344596e+00,1.445537836852490710e+00
1.426050420168067268e+00,1.445479678579504546e+00
1.431092436974789939e+00,1.445421449411408821e+00
1.436134453781512610e+00,1.445363147573087703e+00
1.441176470588235281e+00,1.445304771316823444e+00
1.446218487394957952e+00,1.445246318921698192e+00
1.451260504201680623e+00,1.445187788693014452e+00
1.456302521008403295e+00,1.445129178961727101e+00
1.461344537815125966e+00,1.445070488083889826e+00
1.466386554621848859e+00,1.445011714440115558e+00
1.471428571428571530e+00,1.444952856435048449e+00
1.476470588235294201e+00,1.444893912496851174e+00
1.481512605042016872e+00,1.444834881076700883e+00
1.486554621848739544e+00,1.444775760648300933e+00
1.491596638655462215e+00,1.444716549707401487e+00
1.496638655462184886e+00,1.444657246771332337e+00
1.501680672268907557e+00,1.444597850378548154e+00
1.506722689075630228e+00,1.444538359088180846e+00
1.511764705882352899e+00,1.444478771479607682e+00
1.516806722689075571e+00,1.444419086152023413e+00
1.521848739495798242e+00,1.444359301724028599e+00
1.526890756302520913e+00,1.444299416833221716e+00
1.531932773109243584e+00,1.444239430135804803e+00
1.536974789915966255e+00,1.444179340306196657e+00
1.542016806722688926e+00,1.444119146036654033e+00
1.547058823529411820e+00,1.444058846036904376e+00
1.552100840336134491e+00,1.443998439033782777e+00
1.557142857142857162e+00,1.443937923770880705e+00
1.562184873949579833e+00,1.443877299008201165e+00
1.567226890756302504e+00,1.443816563521822527e+00
1.572268907563025175e+00,1.443755716103567233e+00
1.577310924369747847e+00,1.443694755560682497e+00
1.582352941176470518e+00,1.443633680715523893e+00
1.587394957983193189e+00,1.443572490405248043e+00
1.592436974789915860e+00,1.443511183481512417e+00
1.597478991596638753e+00,1.443449758810179784e+00
1.602521008403361424e+00,1.443388215271031783e+00
1.607563025210084096e+00,1.443326551757486698e+00
1.612605042016806767e+00,1.443264767176324570e+00
1.617647058823529438e+00,1.443202860447418079e+00
1.622689075630252109e+00,1.443140830503468086e+00
1.627731092436974780e+00,1.443078676289747397e+00
1.632773109243697451e+00,1.443016396763846965e+00
1.637815126050420123e+00,1.442953990895431415e+00
1.642857142857142794e+00,1.442891457665995025e+00
1.647899159663865465e+00,1.442828796068626795e+00
1.652941176470588136e+00,1.442766005107779304e+00
1.657983193277310807e+00,1.442703083799041774e+00
1.663025210084033478e+00,1.442640031168919146e+00
1.668067226890756150e+00,1.442576846254614020e+00
1.673109243697478821e+00,1.442513528103815723e+00
1.678151260504201492e+00,1.442450075774491358e+00
1.683193277310924385e+00,1.442386488334682637e+00
1.688235294117647056e+00,1.442322764862306483e+00
1.693277310924369727e+00,1.442258904444959855e+00
1.698319327731092399e+00,1.442194906179728120e+00
1.703361344537815070e+00,1.442130769172998761e+00
1.708403361344537741e+00,1.442066492540277078e+00
1.713445378151260412e+00,1.442002075406006334e+00
1.718487394957983083e+00,1.441937516903393224e+00
1.723529411764705754e+00,1.441872816174233352e+00
1.728571428571428426e+00,1.441807972368743807e+00
1.733613445378151319e+00,1.441742984645397518e+00
1.738655462184873990e+00,1.441677852170760499e+00
1.743697478991596661e+00,1.441612574119332635e+00
1.748739495798319332e+00,1.441547149673392481e+00
1.753781512605042003e+00,1.441481578022844934e+00
1.758823529411764675e+00,1.441415858365070468e+00
1.763865546218487346e+00,1.441349989904778583e+00
1.768907563025210017e+00,1.441283971853865697e+00
1.773949579831932688e+00,1.441217803431271260e+00
1.778991596638655359e+00,1.441151483862842531e+00
1.784033613445378030e+00,1.441085012381196462e+00
1.789075630252100702e+00,1.441018388225588476e+00
1.794117647058823373e+00,1.440951610641780789e+00
1.799159663865546044e+00,1.440884678881916292e+00
1.804201680672268715e+00,1.440817592204391762e+00
1.809243697478991386e+00,1.440750349873735070e+00
1.814285714285714057e+00,1.440682951160484615e+00
1.819327731092436728e+00,1.440615395341072524e+00
1.824369747899159400e+00,1.440547681697705418e+00
1.829411764705882293e+00,1.440479809518253385e+00
1.834453781512604964e+00,1.440411778096136963e+00
1.839495798319327635e+00,1.440343586730217673e+00
1.844537815126050306e+00,1.440275234724690545e+00
1.849579831932772978e+00,1.440206721388978206e+00
1.854621848739495649e+00,1.440138046037627628e+00
1.859663865546218320e+00,1.440069207990208211e+00
1.864705882352941213e+00,1.440000206571211860e+00
1.869747899159663884e+00,1.439931041109955512e+00
1.874789915966386555e+00,1.439861710940484096e+00
1.879831932773109227e+00,1.439792215401476172e+00
1.884873949579831898e+00,1.439722553836152441e+00
1.889915966386554569e+00,1.439652725592183158e+00
1.894957983193277240e+00,1.439582730021599088e+00
1.899999999999999911e+00,1.439512566480704914e+00
