1.300000000000000044e+00,3.505387037244244386e+00
1.305042016806722716e+00,3.504638212186064194e+00
1.310084033613445387e+00,3.503900498158778021e+00
1.315126050420168058e+00,3.503173543192055650e+00
1.320168067226890729e+00,3.502457021178494667e+00
1.325210084033613400e+00,3.501750628763697470e+00
1.330252100840336071e+00,3.501054082708359161e+00
1.335294117647058965e+00,3.500367117639621384e+00
1.340336134453781636e+00,3.499689484125159122e+00
1.345378151260504307e+00,3.499020947016201699e+00
1.350420168067226978e+00,3.498361284015727435e+00
1.355462184873949649e+00,3.497710284436077899e+00
1.360504201680672320e+00,3.497067748116592600e+00
1.365546218487394992e+00,3.496433484477015075e+00
1.370588235294117663e+00,3.495807311686552232e+00
1.375630252100840334e+00,3.495189055931818611e+00
1.380672268907563005e+00,3.494578550769668279e+00
1.385714285714285676e+00,3.493975636553129149e+00
1.390756302521008347e+00,3.493380159920524530e+00
1.395798319327731019e+00,3.492791973339388623e+00
1.400840336134453690e+00,3.492210934698048774e+00
1.405882352941176583e+00,3.491636906938796248e+00
1.410924369747899254e+00,3.491069757727469192e+00
1.415966386554621925e+00,3.490509359154980285e+00
1.421008403361344596e+00,3.489955587466975206e+00
1.426050420168067268e+00,3.489408322818315700e+00
1.431092436974789939e+00,3.488867449049533942e+00
1.436134453781512610e+00,3.488332853482775775e+00
1.441176470588235281e+00,3.487804426735082064e+00
1.446218487394957952e+00,3.487282062547133688e+00
1.451260504201680623e+00,3.486765657625810810e+00
1.456302521008403295e+00,3.486255111499130255e+00
1.461344537815125966e+00,3.485750326382298869e+00
1.466386554621848859e+00,3.485251207053770006e+00
1.471428571428571530e+00,3.484757660740319007e+00
1.476470588235294201e+00,3.484269597010268171e+00
1.481512605042016872e+00,3.483786927674099587e+00
1.486554621848739544e+00,3.483309566691763948e+00
1.491596638655462215e+00,3.482837430086083597e+00
1.496638655462184886e+00,3.482370435861703140e+00
1.501680672268907557e+00,3.481908503929107557e+00
1.506722689075630228e+00,3.481451556033270833e+00
1.511764705882352899e+00,3.480999515686554080e+00
1.516806722689075571e+00,3.480552308105491210e+00
1.521848739495798242e+00,3.480109860151161527e+00
1.526890756302520913e+00,3.479672100272857893e+00
1.531932773109243584e+00,3.479238958454799580e+00
1.536974789915966255e+00,3.478810366165654866e+00
1.542016806722688926e+00,3.478386256310664670e+00
1.547058823529411820e+00,3.477966563186182913e+00
1.552100840336134491e+00,3.477551222436451095e+00
1.557142857142857162e+00,3.477140171012456094e+00
1.562184873949579833e+00,3.476733347132731300e+00
1.567226890756302504e+00,3.476330690245958532e+00
1.572268907563025175e+00,3.475932140995264596e+00
1.577310924369747847e+00,3.475537641184090809e+00
1.582352941176470518e+00,3.475147133743548000e+00
1.587394957983193189e+00,3.474760562701149524e+00
1.592436974789915860e+00,3.474377873150850782e+00
1.597478991596638753e+00,3.473999011224309097e+00
1.602521008403361424e+00,3.473623924063296897e+00
1.607563025210084096e+00,3.473252559793195804e+00
1.612605042016806767e+00,3.472884867497514350e+00
1.617647058823529438e+00,3.472520797193376030e+00
1.622689075630252109e+00,3.472160299807914630e+00
1.627731092436974780e+00,3.471803327155534191e+00
1.632773109243697451e+00,3.471449831915993212e+00
1.637815126050420123e+00,3.471099767613256670e+00
1.642857142857142794e+00,3.470753088595093239e+00
1.647899159663865465e+00,3.470409750013365269e+00
1.652941176470588136e+00,3.470069707804990689e+00
1.657983193277310807e+00,3.469732918673531952e+00
1.663025210084033478e+00,3.469399340071396498e+00
1.668067226890756150e+00,3.469068930182605204e+00
1.673109243697478821e+00,3.468741647906115055e+00
1.678151260504201492e+00,3.468417452839663628e+00
1.683193277310924385e+00,3.468096305264117607e+00
1.688235294117647056e+00,3.467778166128296036e+00
1.693277310924369727e+00,3.467462997034258532e+00
1.698319327731092399e+00,3.467150760223026928e+00
1.703361344537815070e+00,3.466841418560732357e+00
1.708403361344537741e+00,3.466534935525166450e+00
1.713445378151260412e+00,3.466231275192714012e+00
1.718487394957983083e+00,3.465930402225668949e+00
1.723529411764705754e+00,3.465632281859897468e+00
1.728571428571428426e+00,3.465336879892848998e+00
1.733613445378151319e+00,3.465044162671901518e+00
1.738655462184873990e+00,3.464754097083019957e+00
1.743697478991596661e+00,3.464466650539723691e+00
1.748739495798319332e+00,3.464181790972348463e+00
1.753781512605042003e+00,3.463899486817595630e+00
1.758823529411764675e+00,3.463619707008352311e+00
1.763865546218487346e+00,3.463342420963778423e+00
1.768907563025210017e+00,3.463067598579652628e+00
1.773949579831932688e+00,3.462795210218955422e+00
1.778991596638655359e+00,3.462525226702704906e+00
1.784033613445378030e+00,3.462257619301010170e+00
1.789075630252100702e+00,3.461992359724356927e+00
1.794117647058823373e+00,3.461729420115103650e+00
1.799159663865546044e+00,3.461468773039187763e+00
1.804201680672268715e+00,3.461210391478033888e+00
1.809243697478991386e+00,3.460954248820659718e+00
1.814285714285714057e+00,3.460700318855969737e+00
1.819327731092436728e+00,3.460448575765227464e+00
1.824369747899159400e+00,3.460198994114718207e+00
1.829411764705882293e+00,3.459951548848572145e+00
1.834453781512604964e+00,3.459706215281759700e+00
1.839495798319327635e+00,3.459462969093249907e+00
1.844537815126050306e+00,3.459221786319325975e+00
1.849579831932772978e+00,3.458982643347052743e+00
1.854621848739495649e+00,3.458745516907893336e+00
1.859663865546218320e+00,3.458510384071468824e+00
1.864705882352941213e+00,3.458277222239462212e+00
1.869747899159663884e+00,3.458046009139652099e+00
1.874789915966386555e+00,3.457816722820083122e+00
1.879831932773109227e+00,3.457589341643366065e+00
1.884873949579831898e+00,3.457363844281097887e+00
1.889915966386554569e+00,3.457140209708407408e+00
1.894957983193277240e+00,3.456918417198621363e+00
1.899999999999999911e+00,3.456698446318038798e+00
