dt[um],Distance[um],Mag_E[V_per_meter],Mag_E_1[V_per_meter],Mag_E_2[V_per_meter],Mag_E_3[V_per_meter],Mag_E_4[V_per_meter],Mag_E_5[V_per_meter],Mag_E_6[V_per_meter],Mag_E_7[V_per_meter],Mag_E_8[V_per_meter],Mag_E_9[V_per_meter],Mag_E_10[V_per_meter],Mag_E_11[V_per_meter],Mag_E_12[V_per_meter],Mag_E_13[V_per_meter],Mag_E_14[V_per_meter],Mag_E_15[V_per_meter],Mag_E_16[V_per_meter],Mag_E_18[V_per_meter],Mag_E_19[V_per_meter],Mag_E_20[V_per_meter],Mag_E_21[V_per_meter],Mag_E_22[V_per_meter],Mag_E_23[V_per_meter],Mag_E_24[V_per_meter],Mag_E_25[V_per_meter],Mag_E_26[V_per_meter],Mag_E_27[V_per_meter],Mag_E_28[V_per_meter],Mag_E_29[V_per_meter],Mag_E_30[V_per_meter],Mag_E_31[V_per_meter],Mag_E_32[V_per_meter],Mag_E_33[V_per_meter],Mag_E_34[V_per_meter],Mag_E_35[V_per_meter],Mag_E_36[V_per_meter],Mag_E_37[V_per_meter],Mag_E_38[V_per_meter],Mag_E_39[V_per_meter],Mag_E_40[V_per_meter],Mag_E_41[V_per_meter],Mag_E_42[V_per_meter],Mag_E_43[V_per_meter],Mag_E_44[V_per_meter],Mag_E_45[V_per_meter],Mag_E_46[V_per_meter],Mag_E_47[V_per_meter],Mag_E_48[V_per_meter],Mag_E_49[V_per_meter],Mag_E_50[V_per_meter],Mag_E_51[V_per_meter],Mag_E_52[V_per_meter],Mag_E_53[V_per_meter],Mag_E_54[V_per_meter],Mag_E_55[V_per_meter],Mag_E_56[V_per_meter],Mag_E_57[V_per_meter],Mag_E_58[V_per_meter],Mag_E_59[V_per_meter],Mag_E_60[V_per_meter],Mag_E_61[V_per_meter],Mag_E_62[V_per_meter],Mag_E_63[V_per_meter],Mag_E_64[V_per_meter],Mag_E_65[V_per_meter],Mag_E_66[V_per_meter],Mag_E_67[V_per_meter],Mag_E_68[V_per_meter],Mag_E_69[V_per_meter],Mag_E_70[V_per_meter],Mag_E_71[V_per_meter],Mag_E_72[V_per_meter],Mag_E_73[V_per_meter],Mag_E_74[V_per_meter],Mag_E_75[V_per_meter]
1.1,0.311579,5.82798e+06,5.97889e+06,6.17824e+06,6.09175e+06,6.12626e+06,6.26417e+06,6.37236e+06,6.44408e+06,6.68482e+06,6.74657e+06,6.72539e+06,6.80585e+06,6.93256e+06,6.95974e+06,6.9847e+06,7.16369e+06,7.64818e+06,6.37701e+06,6.26807e+06,6.16194e+06,6.02619e+06,5.9955e+06,5.86655e+06,5.79511e+06,5.70676e+06,5.56355e+06,5.43746e+06,5.32921e+06,5.21611e+06,5.08373e+06,4.92251e+06,4.8006e+06,4.62044e+06,4.42072e+06,4.26952e+06,4.05574e+06,3.82355e+06,3.60638e+06,3.36626e+06,3.1116e+06,2.84677e+06,2.57353e+06,2.32144e+06,2.11139e+06,1.92708e+06,1.79355e+06,1.70323e+06,1.64482e+06,1.63564e+06,1.34652e+06,1.54934e+06,1.63543e+06,1.71911e+06,1.71025e+06,1.69852e+06,1.69291e+06,1.74658e+06,1.76022e+06,1.75768e+06,1.77327e+06,1.78726e+06,1.78901e+06,1.80674e+06,1.86834e+06,2.06774e+06,2.90489e+06,1.66476e+06,1.19859e+06,1.18774e+06,1.21654e+06,1.25763e+06,1.2509e+06,1.19446e+06,1.15661e+06,1.12529e+06
1.1,0.389474,5.94146e+06,6.13687e+06,6.38088e+06,6.37677e+06,6.41891e+06,6.58045e+06,6.71784e+06,6.83116e+06,7.14824e+06,7.21119e+06,7.21846e+06,7.35938e+06,7.53701e+06,7.58973e+06,7.64291e+06,7.85811e+06,8.3914e+06,6.99061e+06,6.90518e+06,6.82197e+06,6.69976e+06,6.68447e+06,6.55984e+06,6.48711e+06,6.40659e+06,6.27264e+06,6.15037e+06,6.04919e+06,5.9501e+06,5.83016e+06,5.67204e+06,5.57921e+06,5.40207e+06,5.22113e+06,5.06757e+06,4.84646e+06,4.61118e+06,4.38473e+06,4.13344e+06,3.84612e+06,3.55416e+06,3.25896e+06,2.97813e+06,2.73745e+06,2.53301e+06,2.39254e+06,2.31124e+06,2.26208e+06,2.25413e+06,1.79045e+06,2.0152e+06,2.10853e+06,2.20326e+06,2.2129e+06,2.21239e+06,2.23616e+06,2.3236e+06,2.36259e+06,2.38271e+06,2.41678e+06,2.44395e+06,2.45094e+06,2.47532e+06,2.52677e+06,2.6901e+06,3.33869e+06,1.8707e+06,1.79612e+06,1.82975e+06,1.83194e+06,1.82725e+06,1.79438e+06,1.74083e+06,1.70464e+06,1.6947e+06
1.1,0.467368,6.022e+06,6.2501e+06,6.50118e+06,6.63036e+06,6.73103e+06,6.90846e+06,7.06557e+06,7.20493e+06,7.55329e+06,7.64842e+06,7.69046e+06,7.86876e+06,8.08247e+06,8.16309e+06,8.24151e+06,8.48305e+06,9.06146e+06,7.65859e+06,7.60482e+06,7.55424e+06,7.46365e+06,7.47914e+06,7.3846e+06,7.33596e+06,7.2846e+06,7.18447e+06,7.09352e+06,7.02446e+06,6.96294e+06,6.88221e+06,6.76165e+06,6.72384e+06,6.59681e+06,6.43217e+06,6.26211e+06,6.05025e+06,5.80172e+06,5.57135e+06,5.32783e+06,5.0408e+06,4.75278e+06,4.46237e+06,4.18334e+06,3.9409e+06,3.73349e+06,3.58921e+06,3.50428e+06,3.45055e+06,3.3961e+06,2.96725e+06,3.17789e+06,3.28556e+06,3.38783e+06,3.4049e+06,3.40987e+06,3.44282e+06,3.533e+06,3.5833e+06,3.60547e+06,3.63526e+06,3.65387e+06,3.64809e+06,3.65463e+06,3.67281e+06,3.76537e+06,4.1421e+06,2.91544e+06,3.03895e+06,3.04651e+06,3.01101e+06,2.9779e+06,2.93683e+06,2.88969e+06,2.85257e+06,2.86081e+06
1.1,0.545263,5.85332e+06,6.07782e+06,6.2887e+06,6.56864e+06,6.73726e+06,6.90566e+06,7.05973e+06,7.20271e+06,7.55107e+06,7.66555e+06,7.73327e+06,7.93148e+06,8.16414e+06,8.26403e+06,8.36091e+06,8.61668e+06,9.27099e+06,7.87593e+06,7.84259e+06,7.81693e+06,7.75226e+06,7.78833e+06,7.71918e+06,7.68658e+06,7.65572e+06,7.58446e+06,7.52003e+06,7.47729e+06,7.44834e+06,7.40343e+06,7.31796e+06,7.33951e+06,7.2768e+06,7.12583e+06,6.93262e+06,6.73885e+06,6.48176e+06,6.26095e+06,6.03611e+06,5.75446e+06,5.47261e+06,5.19203e+06,4.92082e+06,4.68046e+06,4.47175e+06,4.32191e+06,4.2311e+06,4.17692e+06,4.11441e+06,3.62462e+06,3.85543e+06,3.97179e+06,4.08389e+06,4.10122e+06,4.10317e+06,4.13512e+06,4.21928e+06,4.26654e+06,4.28336e+06,4.30741e+06,4.31927e+06,4.30492e+06,4.30171e+06,4.29674e+06,4.32995e+06,4.45634e+06,3.68284e+06,3.82622e+06,3.79953e+06,3.74448e+06,3.70246e+06,3.66435e+06,3.62018e+06,3.57737e+06,3.58967e+06
1.1,0.623158,4.44701e+06,4.58982e+06,4.69514e+06,4.91224e+06,5.08949e+06,5.19075e+06,5.28662e+06,5.38847e+06,5.66397e+06,5.74108e+06,5.8037e+06,5.97927e+06,6.18355e+06,6.27902e+06,6.38138e+06,6.62782e+06,7.33055e+06,6.05614e+06,6.04981e+06,6.05582e+06,6.03423e+06,6.09555e+06,6.06716e+06,6.06345e+06,6.0626e+06,6.03641e+06,6.01618e+06,6.01499e+06,6.03294e+06,6.04009e+06,6.00952e+06,6.11103e+06,6.15206e+06,6.05339e+06,5.85605e+06,5.72687e+06,5.49861e+06,5.33219e+06,5.17392e+06,4.94407e+06,4.70506e+06,4.4722e+06,4.25443e+06,4.05954e+06,3.88655e+06,3.7588e+06,3.68163e+06,3.65385e+06,3.64257e+06,3.10128e+06,3.37719e+06,3.54091e+06,3.69393e+06,3.72865e+06,3.74288e+06,3.79277e+06,3.88235e+06,3.9376e+06,3.96454e+06,3.9945e+06,4.00768e+06,3.99103e+06,3.99706e+06,3.98907e+06,3.96928e+06,3.79934e+06,3.85592e+06,3.90692e+06,3.86012e+06,3.8387e+06,3.84527e+06,3.84691e+06,3.81396e+06,3.76422e+06,3.76661e+06
1.1,0.701053,3.52508e+06,3.56557e+06,3.56734e+06,3.50902e+06,3.59865e+06,3.58284e+06,3.57161e+06,3.60199e+06,3.7463e+06,3.67755e+06,3.68125e+06,3.7851e+06,3.89352e+06,3.9156e+06,3.9674e+06,4.09822e+06,4.62256e+06,3.73282e+06,3.71826e+06,3.71735e+06,3.6976e+06,3.75281e+06,3.7222e+06,3.70853e+06,3.70519e+06,3.68869e+06,3.67234e+06,3.67194e+06,3.69776e+06,3.72038e+06,3.70672e+06,3.84228e+06,3.94265e+06,3.88837e+06,3.64277e+06,3.54213e+06,3.32262e+06,3.18739e+06,3.08365e+06,2.89957e+06,2.71173e+06,2.54397e+06,2.39803e+06,2.26981e+06,2.15629e+06,2.07156e+06,2.02449e+06,2.03592e+06,2.14486e+06,1.57701e+06,1.78837e+06,1.98227e+06,2.15415e+06,2.20326e+06,2.22378e+06,2.28655e+06,2.3743e+06,2.43912e+06,2.47978e+06,2.51014e+06,2.51474e+06,2.48821e+06,2.50361e+06,2.49938e+06,2.45347e+06,2.22049e+06,3.0332e+06,2.7973e+06,2.70512e+06,2.70649e+06,2.74946e+06,2.77861e+06,2.74921e+06,2.68985e+06,2.66959e+06
1.1,0.778947,3.65044e+06,3.66759e+06,3.68662e+06,3.21545e+06,3.12811e+06,3.03333e+06,2.94473e+06,2.91896e+06,2.85802e+06,2.64532e+06,2.56666e+06,2.51682e+06,2.43694e+06,2.30602e+06,2.21041e+06,2.02981e+06,1.58735e+06,1.89019e+06,1.83692e+06,1.76554e+06,1.68255e+06,1.64909e+06,1.54795e+06,1.48111e+06,1.42826e+06,1.35942e+06,1.28794e+06,1.23232e+06,1.20897e+06,1.19102e+06,1.13834e+06,1.17653e+06,1.30036e+06,1.25056e+06,770125,586391,408926,416433,518712,644354,666108,658528,674528,684018,683832,663278,639984,665803,925308,927679,667589,651275,650271,696807,745797,783193,768127,763053,818693,875003,917391,931685,987640,1.10484e+06,1.29445e+06,1.91104e+06,1.80457e+06,1.21963e+06,1.22888e+06,1.41064e+06,1.59315e+06,1.67806e+06,1.64237e+06,1.58516e+06,1.53823e+06
1.1,0.856842,5.39139e+06,5.53183e+06,5.70191e+06,5.13951e+06,4.97035e+06,4.98505e+06,4.99532e+06,5.03611e+06,4.98541e+06,4.91272e+06,4.87717e+06,4.81314e+06,4.72805e+06,4.62001e+06,4.52297e+06,4.39549e+06,3.61384e+06,4.02821e+06,3.99734e+06,3.92702e+06,3.84264e+06,3.75645e+06,3.67581e+06,3.64259e+06,3.59573e+06,3.51672e+06,3.45672e+06,3.40986e+06,3.35626e+06,3.29416e+06,3.22945e+06,3.0378e+06,2.92313e+06,2.82771e+06,2.83285e+06,2.73582e+06,2.76929e+06,2.71375e+06,2.63711e+06,2.64182e+06,2.65294e+06,2.62749e+06,2.58531e+06,2.5441e+06,2.50723e+06,2.47421e+06,2.43802e+06,2.38212e+06,2.2911e+06,2.66836e+06,2.44474e+06,2.28219e+06,2.17921e+06,2.15762e+06,2.16513e+06,2.13403e+06,2.0925e+06,2.04774e+06,2.03607e+06,2.06539e+06,2.1243e+06,2.17541e+06,2.17478e+06,2.26428e+06,2.51114e+06,3.45448e+06,1.51689e+06,1.33506e+06,1.57203e+06,1.7881e+06,1.97583e+06,2.0625e+06,2.07402e+06,2.11521e+06,2.14126e+06
1.1,0.934737,6.19489e+06,6.42474e+06,6.75972e+06,6.31441e+06,6.17038e+06,6.28415e+06,6.38376e+06,6.45613e+06,6.45966e+06,6.54047e+06,6.52462e+06,6.47682e+06,6.42924e+06,6.36507e+06,6.29439e+06,6.29112e+06,5.82484e+06,5.62583e+06,5.58698e+06,5.51009e+06,5.41589e+06,5.2993e+06,5.21718e+06,5.17553e+06,5.10893e+06,5.00921e+06,4.93046e+06,4.8634e+06,4.78534e+06,4.69063e+06,4.58649e+06,4.35693e+06,4.21825e+06,4.06262e+06,4.03489e+06,3.88936e+06,3.85224e+06,3.73438e+06,3.60218e+06,3.56188e+06,3.54622e+06,3.48959e+06,3.40842e+06,3.33293e+06,3.26982e+06,3.22459e+06,3.18725e+06,3.12841e+06,2.95134e+06,3.28835e+06,3.21164e+06,3.04909e+06,2.95897e+06,2.92858e+06,2.9306e+06,2.88263e+06,2.83564e+06,2.75745e+06,2.69926e+06,2.69817e+06,2.74634e+06,2.79147e+06,2.75506e+06,2.80799e+06,3.05469e+06,4.1004e+06,1.66391e+06,1.5035e+06,1.66565e+06,1.77847e+06,1.87154e+06,1.90119e+06,1.917e+06,1.97732e+06,2.01617e+06
1.1,1.01263,7.73232e+06,7.92863e+06,8.18984e+06,7.88486e+06,7.72601e+06,7.78323e+06,7.8168e+06,7.81181e+06,7.76028e+06,7.78369e+06,7.7113e+06,7.61622e+06,7.52907e+06,7.43327e+06,7.34535e+06,7.38031e+06,7.14627e+06,6.47976e+06,6.39893e+06,6.28775e+06,6.16861e+06,6.02558e+06,5.91432e+06,5.84018e+06,5.73446e+06,5.59268e+06,5.47306e+06,5.36653e+06,5.25242e+06,5.11904e+06,4.9674e+06,4.70171e+06,4.51902e+06,4.29257e+06,4.21308e+06,4.00078e+06,3.89683e+06,3.73321e+06,3.56267e+06,3.4735e+06,3.40685e+06,3.31439e+06,3.21506e+06,3.13458e+06,3.07761e+06,3.04751e+06,3.03899e+06,3.02902e+06,2.94023e+06,2.977e+06,3.05324e+06,2.96206e+06,2.9057e+06,2.86237e+06,2.84139e+06,2.78481e+06,2.74796e+06,2.66769e+06,2.60102e+06,2.5902e+06,2.62486e+06,2.64488e+06,2.58734e+06,2.61834e+06,2.81686e+06,3.64223e+06,1.46225e+06,1.36582e+06,1.51321e+06,1.64965e+06,1.76304e+06,1.80206e+06,1.82283e+06,1.88425e+06,1.91395e+06
1.1,1.09053,9.02731e+06,9.1265e+06,9.22551e+06,9.03519e+06,8.85255e+06,8.7939e+06,8.70426e+06,8.57586e+06,8.42448e+06,8.31671e+06,8.14009e+06,7.95431e+06,7.77516e+06,7.59759e+06,7.44939e+06,7.45692e+06,7.39325e+06,6.38691e+06,6.23457e+06,6.06329e+06,5.89665e+06,5.70776e+06,5.54462e+06,5.41057e+06,5.24413e+06,5.0471e+06,4.86869e+06,4.70118e+06,4.53159e+06,4.34316e+06,4.12804e+06,3.82122e+06,3.60105e+06,3.31829e+06,3.13144e+06,2.86899e+06,2.71e+06,2.52569e+06,2.34866e+06,2.22881e+06,2.1131e+06,1.99847e+06,1.91315e+06,1.86434e+06,1.84723e+06,1.85909e+06,1.89623e+06,1.94888e+06,1.99437e+06,1.70769e+06,1.90964e+06,1.90806e+06,1.88283e+06,1.82795e+06,1.78028e+06,1.71577e+06,1.69017e+06,1.61835e+06,1.55143e+06,1.53298e+06,1.55619e+06,1.55363e+06,1.49119e+06,1.52723e+06,1.68871e+06,2.24305e+06,776773,512100,739732,971722,1.14957e+06,1.22958e+06,1.27186e+06,1.33953e+06,1.3504e+06
1.1,1.16842,8.60547e+06,8.60471e+06,8.56145e+06,8.42206e+06,8.20107e+06,8.03645e+06,7.8413e+06,7.61558e+06,7.37874e+06,7.15342e+06,6.90811e+06,6.66541e+06,6.42382e+06,6.20263e+06,6.03967e+06,6.0584e+06,6.18695e+06,4.94569e+06,4.77087e+06,4.58677e+06,4.4142e+06,4.2213e+06,4.04798e+06,3.89886e+06,3.7173e+06,3.51024e+06,3.31449e+06,3.12297e+06,2.92956e+06,2.71491e+06,2.46063e+06,2.13061e+06,1.88867e+06,1.55724e+06,1.38633e+06,1.2129e+06,1.16651e+06,1.13766e+06,1.10046e+06,1.06432e+06,946767,836790,784145,752476,730282,719904,732037,769129,779157,539682,715552,770417,789238,751033,717219,707384,738692,708073,691071,721460,799890,857469,861440,943995,1.06681e+06,1.33225e+06,531367,713827,919571,1.10994e+06,1.24935e+06,1.31944e+06,1.3566e+06,1.40351e+06,1.3963e+06
1.1,1.24632,7.89525e+06,7.79371e+06,7.62197e+06,7.50955e+06,7.25548e+06,6.99729e+06,6.71108e+06,6.40327e+06,6.09341e+06,5.7766e+06,5.48702e+06,5.2158e+06,4.94852e+06,4.71885e+06,4.55635e+06,4.58345e+06,4.89991e+06,3.54158e+06,3.36839e+06,3.19981e+06,3.05687e+06,2.85721e+06,2.68904e+06,2.5335e+06,2.36722e+06,2.2025e+06,2.04717e+06,1.89333e+06,1.72888e+06,1.54517e+06,1.3391e+06,1.10933e+06,965432,820797,929572,1.02137e+06,1.18652e+06,1.36403e+06,1.50069e+06,1.59238e+06,1.53787e+06,1.46151e+06,1.42812e+06,1.37414e+06,1.28419e+06,1.17302e+06,1.06458e+06,967750,778304,861138,738195,719969,676763,643895,625322,640459,656540,659426,704347,780814,898038,1.0237e+06,1.09795e+06,1.21596e+06,1.34889e+06,1.72922e+06,1.4376e+06,1.48512e+06,1.60819e+06,1.70749e+06,1.78432e+06,1.83589e+06,1.86933e+06,1.90782e+06,1.91626e+06
1.1,1.32421,6.72382e+06,6.52225e+06,6.23367e+06,6.11679e+06,5.83615e+06,5.49726e+06,5.13613e+06,4.76731e+06,4.39243e+06,3.99977e+06,3.69817e+06,3.42669e+06,3.17609e+06,2.99816e+06,2.88717e+06,2.97715e+06,3.50038e+06,2.14052e+06,2.04809e+06,1.98337e+06,1.97296e+06,1.8251e+06,1.73908e+06,1.65864e+06,1.61977e+06,1.62498e+06,1.64165e+06,1.65285e+06,1.63263e+06,1.606e+06,1.60653e+06,1.63193e+06,1.66281e+06,1.74955e+06,2.05043e+06,2.26132e+06,2.47805e+06,2.67676e+06,2.81369e+06,2.90955e+06,2.88232e+06,2.79596e+06,2.70628e+06,2.58609e+06,2.43219e+06,2.2617e+06,2.0877e+06,1.89897e+06,1.57476e+06,1.87243e+06,1.58552e+06,1.42313e+06,1.30148e+06,1.25507e+06,1.23916e+06,1.2367e+06,1.21221e+06,1.21213e+06,1.24654e+06,1.30552e+06,1.39922e+06,1.52187e+06,1.58278e+06,1.68151e+06,1.83705e+06,2.48442e+06,2.16605e+06,1.93056e+06,2.00063e+06,2.05877e+06,2.11052e+06,2.15909e+06,2.20203e+06,2.25002e+06,2.27475e+06
1.1,1.40211,5.12231e+06,4.88642e+06,4.58999e+06,4.4503e+06,4.19258e+06,3.85696e+06,3.50813e+06,3.16726e+06,2.81641e+06,2.40711e+06,2.15696e+06,1.94667e+06,1.7888e+06,1.76508e+06,1.80263e+06,2.03372e+06,2.63172e+06,1.53316e+06,1.63337e+06,1.75622e+06,1.92663e+06,1.89864e+06,1.93909e+06,1.9764e+06,2.05839e+06,2.16924e+06,2.28219e+06,2.37627e+06,2.41998e+06,2.44362e+06,2.48752e+06,2.54468e+06,2.59063e+06,2.62746e+06,2.81992e+06,2.92323e+06,3.03243e+06,3.11355e+06,3.14792e+06,3.1711e+06,3.09602e+06,2.95834e+06,2.81243e+06,2.64283e+06,2.45292e+06,2.2578e+06,2.06462e+06,1.86129e+06,1.52903e+06,1.91695e+06,1.58906e+06,1.38791e+06,1.26169e+06,1.21454e+06,1.20056e+06,1.19192e+06,1.16712e+06,1.17219e+06,1.21037e+06,1.26959e+06,1.3657e+06,1.48756e+06,1.53235e+06,1.62575e+06,1.80986e+06,2.61315e+06,2.40703e+06,1.94882e+06,1.94633e+06,1.96193e+06,1.99294e+06,2.02977e+06,2.06832e+06,2.11975e+06,2.15297e+06
1.1,1.48,3.35502e+06,3.11055e+06,2.84276e+06,2.68506e+06,2.47163e+06,2.14892e+06,1.83179e+06,1.55606e+06,1.26987e+06,1.11559e+06,1.13718e+06,1.23258e+06,1.43856e+06,1.71886e+06,1.92184e+06,2.22778e+06,2.57938e+06,2.10957e+06,2.30042e+06,2.48622e+06,2.70387e+06,2.71347e+06,2.78801e+06,2.85313e+06,2.93867e+06,3.03529e+06,3.1351e+06,3.21212e+06,3.23056e+06,3.22108e+06,3.22349e+06,3.22455e+06,3.22336e+06,3.17854e+06,3.25578e+06,3.25362e+06,3.25261e+06,3.21959e+06,3.15527e+06,3.10223e+06,2.97895e+06,2.80204e+06,2.61661e+06,2.42001e+06,2.22326e+06,2.03363e+06,1.84986e+06,1.66214e+06,1.40241e+06,1.78033e+06,1.45941e+06,1.23475e+06,1.11806e+06,1.08196e+06,1.0757e+06,1.06006e+06,1.03535e+06,1.04474e+06,1.08299e+06,1.13727e+06,1.23205e+06,1.3445e+06,1.36378e+06,1.44228e+06,1.63373e+06,2.46211e+06,2.31037e+06,1.74781e+06,1.7012e+06,1.68674e+06,1.70674e+06,1.73154e+06,1.76139e+06,1.81143e+06,1.84777e+06
1.3,0,6.19146e+06,6.29863e+06,6.61312e+06,5.79818e+06,5.576e+06,5.62525e+06,5.6207e+06,5.57855e+06,5.71999e+06,5.72161e+06,5.5994e+06,5.49499e+06,5.34547e+06,5.16327e+06,4.98858e+06,4.73531e+06,4.69274e+06,4.91474e+06,4.68766e+06,4.49021e+06,4.28549e+06,4.16824e+06,4.02336e+06,3.88097e+06,3.73936e+06,3.59816e+06,3.46274e+06,3.32267e+06,3.17005e+06,3.00232e+06,2.80781e+06,2.63216e+06,2.49387e+06,2.32176e+06,2.05525e+06,1.83267e+06,1.60827e+06,1.39092e+06,1.18087e+06,995284,857984,795143,815434,878141,941944,982329,965694,878251,453313,1.31304e+06,1.18378e+06,1.04238e+06,961158,798655,687389,600616,545745,456819,342968,268733,242685,255683,288571,357476,518689,1.18639e+06,925341,434166,307756,318178,419604,544876,665952,749972,802017
1.3,0.0778947,7.38367e+06,7.54108e+06,7.88596e+06,7.16519e+06,7.00682e+06,7.10759e+06,7.14862e+06,7.14319e+06,7.327e+06,7.39303e+06,7.30319e+06,7.23673e+06,7.14206e+06,6.99773e+06,6.83686e+06,6.61521e+06,6.62568e+06,6.66209e+06,6.4399e+06,6.23978e+06,6.0222e+06,5.89875e+06,5.73956e+06,5.58826e+06,5.44044e+06,5.28779e+06,5.14141e+06,4.99136e+06,4.82763e+06,4.64742e+06,4.43811e+06,4.24505e+06,4.06352e+06,3.88138e+06,3.63609e+06,3.38978e+06,3.12867e+06,2.85001e+06,2.55103e+06,2.24213e+06,1.95646e+06,1.70981e+06,1.5278e+06,1.41377e+06,1.33541e+06,1.28393e+06,1.21531e+06,1.11703e+06,965376,1.30946e+06,1.24841e+06,1.18657e+06,1.17794e+06,1.06507e+06,971515,900112,868075,811854,745749,694189,660559,652706,639679,652869,742305,1.28535e+06,1.25334e+06,646564,466615,429246,472879,525968,579176,631480,663525
1.3,0.155789,8.52217e+06,8.77997e+06,9.23634e+06,8.59806e+06,8.47313e+06,8.66774e+06,8.79953e+06,8.87896e+06,9.17091e+06,9.32172e+06,9.29694e+06,9.30371e+06,9.28635e+06,9.19705e+06,9.08268e+06,8.94996e+06,9.10944e+06,8.78108e+06,8.56803e+06,8.37108e+06,8.14103e+06,8.01298e+06,7.83908e+06,7.68348e+06,7.52994e+06,7.35825e+06,7.19854e+06,7.03924e+06,6.86311e+06,6.66558e+06,6.43452e+06,6.21409e+06,5.96466e+06,5.74238e+06,5.5409e+06,5.26931e+06,4.99558e+06,4.69776e+06,4.36675e+06,4.03157e+06,3.69357e+06,3.35952e+06,3.05651e+06,2.80298e+06,2.58408e+06,2.4136e+06,2.27122e+06,2.15301e+06,2.21517e+06,1.90745e+06,1.89833e+06,1.91619e+06,1.93994e+06,1.88984e+06,1.83087e+06,1.79943e+06,1.79983e+06,1.78954e+06,1.78054e+06,1.76632e+06,1.74221e+06,1.71809e+06,1.68952e+06,1.68238e+06,1.74095e+06,2.14457e+06,1.8028e+06,1.36781e+06,1.27228e+06,1.21918e+06,1.176e+06,1.11054e+06,1.03049e+06,981331,951431
1.3,0.233684,9.31236e+06,9.66342e+06,1.02173e+07,9.69615e+06,9.6236e+06,9.90043e+06,1.01146e+07,1.02729e+07,1.06645e+07,1.09055e+07,1.09533e+07,1.10399e+07,1.11093e+07,1.10878e+07,1.10299e+07,1.09993e+07,1.1286e+07,1.06465e+07,1.04624e+07,1.02887e+07,1.00692e+07,9.94815e+06,9.77323e+06,9.62221e+06,9.47388e+06,9.3005e+06,9.14276e+06,8.99032e+06,8.82335e+06,8.63437e+06,8.41038e+06,8.20302e+06,7.93597e+06,7.71362e+06,7.56554e+06,7.30125e+06,7.03553e+06,6.73001e+06,6.37829e+06,6.01676e+06,5.6384e+06,5.25169e+06,4.88659e+06,4.56476e+06,4.27586e+06,4.03907e+06,3.8432e+06,3.68419e+06,3.73646e+06,3.19609e+06,3.1796e+06,3.18908e+06,3.18771e+06,3.13815e+06,3.07382e+06,3.04192e+06,3.0405e+06,3.0305e+06,3.02355e+06,3.01202e+06,2.98742e+06,2.9549e+06,2.9232e+06,2.91732e+06,2.99155e+06,3.42332e+06,2.62613e+06,2.37861e+06,2.31948e+06,2.26122e+06,2.19797e+06,2.10529e+06,1.99521e+06,1.90592e+06,1.84941e+06
1.3,0.311579,8.42383e+06,8.83696e+06,9.47759e+06,9.06943e+06,8.9782e+06,9.30492e+06,9.58016e+06,9.80633e+06,1.02939e+07,1.05606e+07,1.06593e+07,1.08294e+07,1.0987e+07,1.10356e+07,1.10642e+07,1.11941e+07,1.17192e+07,1.05889e+07,1.04713e+07,1.03661e+07,1.02102e+07,1.01497e+07,1.0021e+07,9.92601e+06,9.82827e+06,9.6893e+06,9.57162e+06,9.4673e+06,9.35015e+06,9.20549e+06,9.02194e+06,8.86332e+06,8.61782e+06,8.41695e+06,8.38073e+06,8.16347e+06,7.96131e+06,7.70876e+06,7.39325e+06,7.0678e+06,6.70096e+06,6.30574e+06,5.92349e+06,5.5772e+06,5.26571e+06,5.01302e+06,4.82161e+06,4.6856e+06,4.77123e+06,4.02492e+06,4.10212e+06,4.12687e+06,4.15426e+06,4.14561e+06,4.12109e+06,4.12598e+06,4.15677e+06,4.16649e+06,4.1897e+06,4.22043e+06,4.24106e+06,4.24114e+06,4.24197e+06,4.27151e+06,4.4062e+06,4.93237e+06,3.35436e+06,3.47451e+06,3.51725e+06,3.49393e+06,3.43945e+06,3.34318e+06,3.22469e+06,3.12853e+06,3.07657e+06
1.3,0.389474,8.82103e+06,9.36642e+06,1.01395e+07,9.95435e+06,9.96038e+06,1.04021e+07,1.07948e+07,1.11357e+07,1.17711e+07,1.2168e+07,1.2379e+07,1.26708e+07,1.29573e+07,1.31118e+07,1.32335e+07,1.35072e+07,1.42036e+07,1.27759e+07,1.27268e+07,1.2687e+07,1.25867e+07,1.25763e+07,1.2492e+07,1.24391e+07,1.23847e+07,1.22831e+07,1.2204e+07,1.21424e+07,1.20699e+07,1.19672e+07,1.18199e+07,1.17073e+07,1.14713e+07,1.12843e+07,1.13359e+07,1.11439e+07,1.09764e+07,1.07348e+07,1.04146e+07,1.00777e+07,9.68183e+06,9.23823e+06,8.79543e+06,8.38118e+06,8.0042e+06,7.69452e+06,7.46572e+06,7.30735e+06,7.38743e+06,6.36464e+06,6.5039e+06,6.51185e+06,6.54288e+06,6.54887e+06,6.53676e+06,6.55766e+06,6.59801e+06,6.61513e+06,6.66217e+06,6.72634e+06,6.78264e+06,6.8099e+06,6.8373e+06,6.89515e+06,7.0781e+06,7.69216e+06,5.21419e+06,5.80042e+06,5.91515e+06,5.89787e+06,5.83304e+06,5.72423e+06,5.60355e+06,5.49722e+06,5.45489e+06
