dt[um],Distance[um],Mag_E[V_per_meter],Mag_E_1[V_per_meter],Mag_E_2[V_per_meter],Mag_E_3[V_per_meter],Mag_E_4[V_per_meter],Mag_E_5[V_per_meter],Mag_E_6[V_per_meter],Mag_E_7[V_per_meter],Mag_E_8[V_per_meter],Mag_E_9[V_per_meter],Mag_E_10[V_per_meter],Mag_E_11[V_per_meter],Mag_E_12[V_per_meter],Mag_E_13[V_per_meter],Mag_E_14[V_per_meter],Mag_E_15[V_per_meter],Mag_E_16[V_per_meter],Mag_E_18[V_per_meter],Mag_E_19[V_per_meter],Mag_E_20[V_per_meter],Mag_E_21[V_per_meter],Mag_E_22[V_per_meter],Mag_E_23[V_per_meter],Mag_E_24[V_per_meter],Mag_E_25[V_per_meter],Mag_E_26[V_per_meter],Mag_E_27[V_per_meter],Mag_E_28[V_per_meter],Mag_E_29[V_per_meter],Mag_E_30[V_per_meter],Mag_E_31[V_per_meter],Mag_E_32[V_per_meter],Mag_E_33[V_per_meter],Mag_E_34[V_per_meter],Mag_E_35[V_per_meter],Mag_E_36[V_per_meter],Mag_E_37[V_per_meter],Mag_E_38[V_per_meter],Mag_E_39[V_per_meter],Mag_E_40[V_per_meter],Mag_E_41[V_per_meter],Mag_E_42[V_per_meter],Mag_E_43[V_per_meter],Mag_E_44[V_per_meter],Mag_E_45[V_per_meter],Mag_E_46[V_per_meter],Mag_E_47[V_per_meter],Mag_E_48[V_per_meter],Mag_E_49[V_per_meter],Mag_E_50[V_per_meter],Mag_E_51[V_per_meter],Mag_E_52[V_per_meter],Mag_E_53[V_per_meter],Mag_E_54[V_per_meter],Mag_E_55[V_per_meter],Mag_E_56[V_per_meter],Mag_E_57[V_per_meter],Mag_E_58[V_per_meter],Mag_E_59[V_per_meter],Mag_E_60[V_per_meter],Mag_E_61[V_per_meter],Mag_E_62[V_per_meter],Mag_E_63[V_per_meter],Mag_E_64[V_per_meter],Mag_E_65[V_per_meter],Mag_E_66[V_per_meter],Mag_E_67[V_per_meter],Mag_E_68[V_per_meter],Mag_E_69[V_per_meter],Mag_E_70[V_per_meter],Mag_E_71[V_per_meter],Mag_E_72[V_per_meter],Mag_E_73[V_per_meter],Mag_E_74[V_per_meter],Mag_E_75[V_per_meter]
0.7,0,692447,825595,1.04041e+06,711551,534555,660839,666903,566027,539402,894889,995232,986988,1.01434e+06,1.03631e+06,1.04315e+06,1.05802e+06,1.06228e+06,1.13749e+06,1.17716e+06,1.1916e+06,1.19845e+06,1.21002e+06,1.30812e+06,1.24967e+06,1.25387e+06,1.32002e+06,1.42327e+06,1.64843e+06,2.06571e+06,2.15995e+06,1.88503e+06,1.7169e+06,1.55656e+06,1.39371e+06,1.41236e+06,1.37971e+06,1.31431e+06,1.13822e+06,982600,946812,830567,702848,602485,457897,625807,467956,416414,346324,219266,395129,362309,227254,120266,85620.1,79492.2,100822,168349,132345,139274,201770,247477,269407,271779,285069,245034,218959,356821,229019,365149,327759,91736,197560,205096,212410,263361
0.7,0.0778947,810774,916364,1.1092e+06,790380,578186,690854,701320,583267,404683,843207,925569,915083,947711,979049,991338,1.00434e+06,1.0515e+06,1.10606e+06,1.14419e+06,1.16181e+06,1.16611e+06,1.15025e+06,1.21974e+06,1.17239e+06,1.18063e+06,1.25462e+06,1.35277e+06,1.53717e+06,1.85017e+06,1.90171e+06,1.71519e+06,1.59297e+06,1.4684e+06,1.35361e+06,1.37724e+06,1.35196e+06,1.30897e+06,1.18163e+06,1.06021e+06,1.01775e+06,884190,701123,491577,208789,392239,332828,322900,306911,228787,449751,426587,324593,291887,269538,266584,257007,284187,281909,295815,333177,354512,347570,334150,328921,320927,434866,376975,251414,465030,408145,127827,101682,96449.3,117442,164104
0.7,0.155789,1.0231e+06,1.1001e+06,1.25639e+06,957406,750989,824432,826038,701899,436423,853770,901873,882641,915031,947980,962402,970415,1.06369e+06,1.09646e+06,1.13401e+06,1.15755e+06,1.16812e+06,1.13957e+06,1.20952e+06,1.19354e+06,1.19215e+06,1.23992e+06,1.303e+06,1.41869e+06,1.60822e+06,1.61594e+06,1.51556e+06,1.43499e+06,1.3443e+06,1.27182e+06,1.29927e+06,1.27871e+06,1.25656e+06,1.1876e+06,1.13011e+06,1.09583e+06,969968,797673,612201,367740,247262,215234,272155,283248,241119,479180,479385,426242,466387,459429,470800,411938,395215,411008,430189,457198,475051,467792,460528,466542,491061,612452,337605,241889,528211,462033,226522,162226,125787,117493,115943
0.7,0.233684,1.31217e+06,1.36611e+06,1.48291e+06,1.21066e+06,1.02583e+06,1.04433e+06,1.03105e+06,907741,607518,943940,950590,918553,945720,973266,985071,985291,1.11465e+06,1.12336e+06,1.15729e+06,1.18341e+06,1.20051e+06,1.16441e+06,1.25441e+06,1.29243e+06,1.28016e+06,1.28126e+06,1.28966e+06,1.31953e+06,1.37803e+06,1.34586e+06,1.31305e+06,1.25765e+06,1.19778e+06,1.15766e+06,1.19114e+06,1.17784e+06,1.17953e+06,1.17677e+06,1.19983e+06,1.18401e+06,1.07985e+06,951754,851350,718065,320962,232346,268259,285562,261576,485485,510905,509539,607517,611221,635895,537668,480729,502923,527751,555060,581175,588655,598025,627381,680004,758807,247666,235098,558109,491469,335880,286523,228568,187780,139992
0.7,0.311579,1.59953e+06,1.64239e+06,1.7315e+06,1.47655e+06,1.3053e+06,1.27792e+06,1.2534e+06,1.13545e+06,855257,1.08228e+06,1.04779e+06,1.00095e+06,1.01741e+06,1.03184e+06,1.03548e+06,1.02523e+06,1.17342e+06,1.15953e+06,1.18789e+06,1.21383e+06,1.23736e+06,1.19949e+06,1.31758e+06,1.42209e+06,1.4081e+06,1.35594e+06,1.29911e+06,1.23739e+06,1.16842e+06,1.10222e+06,1.11681e+06,1.06915e+06,1.03731e+06,1.01719e+06,1.05608e+06,1.05513e+06,1.08535e+06,1.15124e+06,1.25319e+06,1.26009e+06,1.1849e+06,1.11323e+06,1.11109e+06,1.10267e+06,641073,380305,341187,315963,288018,472475,516890,562987,698956,708297,742269,619429,532253,556061,584507,612936,648964,670739,691134,734812,801686,857699,149337,260270,578560,517534,439222,419491,360575,303880,236613
0.7,0.389474,1.87481e+06,1.91605e+06,1.98856e+06,1.73978e+06,1.56693e+06,1.50747e+06,1.47629e+06,1.36753e+06,1.13961e+06,1.25655e+06,1.18545e+06,1.12295e+06,1.12394e+06,1.11794e+06,1.10752e+06,1.08414e+06,1.23313e+06,1.19462e+06,1.21446e+06,1.23639e+06,1.26248e+06,1.22316e+06,1.3687e+06,1.54581e+06,1.5417e+06,1.43899e+06,1.31584e+06,1.16942e+06,996560,906057,936398,878383,873696,856442,899895,918002,981049,1.11293e+06,1.28298e+06,1.31338e+06,1.27014e+06,1.25704e+06,1.34943e+06,1.46088e+06,1.08255e+06,610959,470447,376605,325443,448361,503037,587398,740038,749887,787932,655034,548749,570681,598827,625377,669435,701368,724872,771055,841951,914327,122052,338122,603727,550222,530704,535310,490583,436857,373459
0.7,0.467368,2.15914e+06,2.2009e+06,2.25855e+06,2.01413e+06,1.83858e+06,1.74744e+06,1.70789e+06,1.6116e+06,1.42914e+06,1.45611e+06,1.35284e+06,1.27408e+06,1.25558e+06,1.22316e+06,1.19274e+06,1.15352e+06,1.28867e+06,1.21963e+06,1.22752e+06,1.24155e+06,1.26453e+06,1.21979e+06,1.38572e+06,1.63799e+06,1.65383e+06,1.5089e+06,1.32629e+06,1.11539e+06,890453,794419,790383,702588,725871,686784,734003,779874,879266,1.0698e+06,1.2931e+06,1.34568e+06,1.3351e+06,1.37908e+06,1.56039e+06,1.78923e+06,1.41947e+06,830539,609705,469102,384914,427464,483652,597404,752448,756884,792979,657884,537736,549405,573273,599673,653154,696986,724060,773498,853321,960195,289655,490996,651644,603848,627614,633420,599337,556247,497383
0.7,0.545263,2.23516e+06,2.25639e+06,2.28326e+06,2.0635e+06,1.89928e+06,1.78292e+06,1.71978e+06,1.6314e+06,1.50566e+06,1.41731e+06,1.26409e+06,1.16054e+06,1.09631e+06,1.03486e+06,995380,965750,1.15492e+06,1.08857e+06,1.12315e+06,1.16885e+06,1.22877e+06,1.22706e+06,1.41442e+06,1.6825e+06,1.71343e+06,1.55314e+06,1.32021e+06,1.03982e+06,762711,681617,657556,562070,596306,552438,578120,634075,755289,981064,1.22673e+06,1.2823e+06,1.30394e+06,1.40015e+06,1.62366e+06,1.86322e+06,1.44163e+06,789110,550499,428013,354504,482043,508239,578822,708862,707515,752237,637582,519272,518183,525290,529615,571697,614631,633337,672176,758116,928063,493090,560076,566331,527978,656756,679232,637265,536854,460739
0.7,0.623158,2.30455e+06,2.31528e+06,2.32295e+06,2.10775e+06,1.94804e+06,1.81644e+06,1.72355e+06,1.61702e+06,1.53163e+06,1.35026e+06,1.14369e+06,1.01394e+06,927841,871342,846751,835111,1.05137e+06,999290,1.05701e+06,1.12792e+06,1.21794e+06,1.26094e+06,1.47391e+06,1.75656e+06,1.80589e+06,1.63994e+06,1.37005e+06,1.03086e+06,703121,651872,616715,520810,563353,514544,514244,582549,719739,958551,1.20333e+06,1.24946e+06,1.29009e+06,1.42481e+06,1.68029e+06,1.93558e+06,1.49515e+06,818702,580602,469783,399698,543520,554587,589358,676913,663706,705695,617835,509492,495132,486473,468157,496264,537766,549864,579514,674042,907987,716607,705614,568365,511280,696225,732190,683853,530453,439237
0.7,0.701053,2.33544e+06,2.34773e+06,2.34778e+06,2.11846e+06,1.95702e+06,1.80909e+06,1.68046e+06,1.55176e+06,1.49983e+06,1.2503e+06,1.03555e+06,903008,789300,717105,703485,721128,947291,931066,1.01521e+06,1.1083e+06,1.22111e+06,1.30732e+06,1.54944e+06,1.85069e+06,1.92226e+06,1.75948e+06,1.46625e+06,1.08452e+06,689223,650841,647126,566098,624846,580553,555346,633997,778431,1.00934e+06,1.22869e+06,1.25101e+06,1.29284e+06,1.44508e+06,1.71376e+06,1.97831e+06,1.55359e+06,904352,685377,577085,505584,619012,623329,628240,660317,625420,648931,592828,505877,477548,454931,419095,434866,477160,494774,530902,638244,915720,946106,898126,661600,561806,749536,787781,725157,534681,434632
0.7,0.778947,2.46527e+06,2.50496e+06,2.51772e+06,2.24265e+06,2.05657e+06,1.88774e+06,1.72319e+06,1.58158e+06,1.5604e+06,1.25751e+06,1.04989e+06,913070,758434,646066,614400,639178,807615,836149,939174,1.04715e+06,1.17657e+06,1.30062e+06,1.57254e+06,1.90426e+06,2.00416e+06,1.85033e+06,1.54514e+06,1.13785e+06,686664,645271,688400,620617,694259,638152,600255,712133,878241,1.09232e+06,1.24817e+06,1.23615e+06,1.2606e+06,1.40398e+06,1.66167e+06,1.92402e+06,1.55841e+06,986125,798474,692450,626879,682036,680017,656471,630889,570725,565273,548288,496502,456591,424011,380047,386862,423803,452145,505296,627499,934979,1.14626e+06,1.0875e+06,797574,647336,815628,848405,765243,547968,446106
0.7,0.856842,2.70641e+06,2.75654e+06,2.77077e+06,2.43527e+06,2.18479e+06,1.98627e+06,1.76874e+06,1.58703e+06,1.57437e+06,1.21497e+06,1.01623e+06,889842,732699,622993,593899,639012,694480,809394,939514,1.0614e+06,1.19959e+06,1.35099e+06,1.62201e+06,1.97084e+06,2.09218e+06,1.95645e+06,1.65883e+06,1.24403e+06,692586,607863,751016,720915,819064,832880,740811,818618,950467,1.1433e+06,1.28519e+06,1.24554e+06,1.26069e+06,1.3927e+06,1.62133e+06,1.86324e+06,1.59524e+06,1.13836e+06,991085,873794,800843,778370,760316,708694,636006,562219,533166,556112,542203,493624,451370,397821,400823,436607,483497,555953,674926,976146,1.33453e+06,1.2744e+06,972973,774792,872288,887788,788728,539185,440653
0.7,0.934737,2.40251e+06,2.44197e+06,2.45352e+06,2.12295e+06,1.84536e+06,1.63822e+06,1.3959e+06,1.18028e+06,1.11658e+06,809983,702387,653005,633669,675004,788138,920751,920383,1.1227e+06,1.24165e+06,1.33152e+06,1.42149e+06,1.55687e+06,1.73278e+06,1.99841e+06,2.09455e+06,2.04597e+06,1.8703e+06,1.60631e+06,1.21691e+06,1.08789e+06,1.20031e+06,1.19884e+06,1.26167e+06,1.34281e+06,1.19327e+06,1.18917e+06,1.24876e+06,1.36953e+06,1.42148e+06,1.33576e+06,1.32602e+06,1.4178e+06,1.58091e+06,1.80032e+06,1.7204e+06,1.38853e+06,1.27773e+06,1.13394e+06,1.04946e+06,966511,928715,852831,749812,692162,618552,651536,732440,691754,669599,666227,699918,802405,868632,951168,1.02854e+06,1.09364e+06,1.40291e+06,1.27419e+06,1.14339e+06,960834,884852,848880,786746,558695,488270
0.7,1.01263,2.00269e+06,2.00875e+06,1.99673e+06,1.65967e+06,1.31363e+06,1.04713e+06,740019,467918,262077,422474,616513,729308,855282,974763,1.11204e+06,1.24497e+06,1.21759e+06,1.41792e+06,1.51526e+06,1.58285e+06,1.63819e+06,1.72864e+06,1.83236e+06,2.03842e+06,2.13726e+06,2.13265e+06,2.03826e+06,1.90327e+06,1.703e+06,1.59523e+06,1.58883e+06,1.54151e+06,1.55025e+06,1.59306e+06,1.42668e+06,1.37762e+06,1.36887e+06,1.38176e+06,1.33691e+06,1.21914e+06,1.16812e+06,1.17399e+06,1.20387e+06,1.31304e+06,1.43667e+06,1.2525e+06,1.18453e+06,1.05701e+06,999068,897325,860770,810146,722954,673397,603262,645223,759547,748497,768442,801959,841492,948970,1.01421e+06,1.09863e+06,1.14543e+06,1.10603e+06,1.23624e+06,1.1035e+06,1.01635e+06,861240,813380,793614,749881,452427,379945
0.7,1.09053,1.40722e+06,1.39435e+06,1.39048e+06,1.10571e+06,850141,711280,560735,428555,293696,567078,834589,1.00605e+06,1.18376e+06,1.3293e+06,1.46632e+06,1.59021e+06,1.53543e+06,1.72454e+06,1.79925e+06,1.84315e+06,1.86891e+06,1.91243e+06,1.94249e+06,2.08085e+06,2.16303e+06,2.17891e+06,2.13944e+06,2.09826e+06,2.05233e+06,1.96748e+06,1.85463e+06,1.7683e+06,1.72711e+06,1.73681e+06,1.56397e+06,1.47591e+06,1.40812e+06,1.34247e+06,1.2256e+06,1.07592e+06,1.00228e+06,985402,990686,1.03918e+06,1.11596e+06,1.08564e+06,1.06753e+06,953841,913843,807211,773163,754827,697674,668137,628038,676577,802868,814487,861245,909588,942022,1.04957e+06,1.10286e+06,1.17918e+06,1.19432e+06,1.08638e+06,1.04358e+06,821370,740541,612799,720836,750894,748872,435626,413632
0.7,1.16842,909756,887046,905011,691928,542418,555736,620683,709400,749618,995763,1.21909e+06,1.39002e+06,1.56143e+06,1.69848e+06,1.8175e+06,1.92363e+06,1.84208e+06,2.01066e+06,2.06042e+06,2.07822e+06,2.07653e+06,2.07377e+06,2.03325e+06,2.10113e+06,2.15234e+06,2.16769e+06,2.16016e+06,2.18414e+06,2.2608e+06,2.19196e+06,1.99361e+06,1.87639e+06,1.78939e+06,1.76802e+06,1.59777e+06,1.47232e+06,1.34422e+06,1.18556e+06,1.01e+06,889061,865985,921917,1.01942e+06,1.09017e+06,904143,838582,848557,771671,767364,691261,664981,685341,664108,663105,665224,719821,843106,870185,933588,980698,992249,1.09539e+06,1.12569e+06,1.18152e+06,1.14869e+06,972807,897640,566203,444938,405521,647475,732717,781920,483704,524927
0.7,1.24632,638383,644975,709947,602567,551285,650679,842626,1.07692e+06,1.27309e+06,1.46788e+06,1.63244e+06,1.78965e+06,1.93521e+06,2.04903e+06,2.13958e+06,2.21998e+06,2.113e+06,2.25065e+06,2.27181e+06,2.26034e+06,2.23093e+06,2.18446e+06,2.08071e+06,2.08384e+06,2.09546e+06,2.09032e+06,2.09211e+06,2.155e+06,2.32694e+06,2.2668e+06,2.00371e+06,1.86523e+06,1.73829e+06,1.68968e+06,1.531e+06,1.37009e+06,1.18109e+06,917372,725109,715723,815521,1.01666e+06,1.27592e+06,1.43834e+06,912558,562727,555246,534667,576936,567988,550781,607051,616230,649140,698162,759326,869043,905386,979458,1.01465e+06,992942,1.08864e+06,1.08949e+06,1.11879e+06,1.02458e+06,767118,886691,508166,328804,375157,623160,748803,849745,582957,672021
0.7,1.32421,647034,727008,859473,909020,1.02689e+06,1.21424e+06,1.43255e+06,1.65739e+06,1.89287e+06,1.98151e+06,2.08625e+06,2.21434e+06,2.31883e+06,2.39537e+06,2.44415e+06,2.48501e+06,2.35446e+06,2.44252e+06,2.42573e+06,2.37764e+06,2.31641e+06,2.22861e+06,2.07768e+06,2.02649e+06,1.99167e+06,1.94698e+06,1.93211e+06,1.99712e+06,2.21337e+06,2.16189e+06,1.87573e+06,1.74003e+06,1.59296e+06,1.53935e+06,1.39694e+06,1.21276e+06,988772,688508,574708,686302,905913,1.23953e+06,1.63368e+06,1.90429e+06,1.20146e+06,463229,380972,399551,459493,515409,507068,567656,575019,639879,736226,803580,887228,925087,999757,1.01289e+06,950659,1.03616e+06,1.00418e+06,1.01655e+06,876724,532315,1.03388e+06,739600,572097,600008,725237,860767,1.00274e+06,807551,919088
0.7,1.40211,1.13239e+06,1.29894e+06,1.45624e+06,1.50437e+06,1.60607e+06,1.72793e+06,1.89669e+06,2.0941e+06,2.35844e+06,2.33486e+06,2.36958e+06,2.45135e+06,2.49749e+06,2.5182e+06,2.50818e+06,2.49258e+06,2.33352e+06,2.35392e+06,2.28601e+06,2.19127e+06,2.08484e+06,1.96009e+06,1.76439e+06,1.65488e+06,1.59176e+06,1.52215e+06,1.48527e+06,1.53127e+06,1.74067e+06,1.71306e+06,1.45663e+06,1.35915e+06,1.23494e+06,1.22031e+06,1.10047e+06,936109,761332,632586,707610,809864,1.03671e+06,1.40556e+06,1.85139e+06,2.18343e+06,1.48442e+06,650510,539706,519180,516356,550990,539341,542057,490084,569611,701414,781628,846399,862053,910838,888339,798049,886228,834298,863965,765491,501062,1.28059e+06,1.1018e+06,1.04275e+06,1.02568e+06,975513,1.04382e+06,1.15414e+06,1.00839e+06,1.08318e+06
0.7,1.48,1.10299e+06,1.24072e+06,1.41288e+06,1.40877e+06,1.47973e+06,1.60243e+06,1.77078e+06,1.97271e+06,2.28499e+06,2.21627e+06,2.22526e+06,2.28452e+06,2.29439e+06,2.28109e+06,2.23818e+06,2.18931e+06,2.03506e+06,2.00272e+06,1.90253e+06,1.77683e+06,1.64007e+06,1.49515e+06,1.30153e+06,1.21658e+06,1.16065e+06,1.06661e+06,959136,891090,976985,969252,842226,843311,793486,879001,760778,666158,644385,784668,976490,995266,1.13148e+06,1.42296e+06,1.79311e+06,2.05856e+06,1.43099e+06,726760,667969,629349,594024,574667,551354,490529,369925,446461,593871,686957,754672,742112,761589,710118,613955,711458,662057,719411,703632,617261,1.37261e+06,1.30542e+06,1.29373e+06,1.22538e+06,1.07141e+06,1.08171e+06,1.15037e+06,1.01163e+06,1.00089e+06
0.9,0,1.07169e+06,1.05436e+06,1.06712e+06,1.0697e+06,984179,980286,958461,831879,546474,999923,1.11063e+06,1.08913e+06,1.07739e+06,1.06247e+06,1.0449e+06,1.04294e+06,1.16737e+06,1.04272e+06,1.01177e+06,981599,922308,822610,901846,1.0431e+06,1.09448e+06,1.18557e+06,1.34993e+06,1.66936e+06,2.13205e+06,2.15748e+06,1.87182e+06,1.73712e+06,1.63841e+06,1.35951e+06,1.41877e+06,1.39908e+06,1.34839e+06,1.21169e+06,1.16659e+06,1.15091e+06,1.00102e+06,855861,844555,1.01261e+06,1.06076e+06,694736,446097,367098,274043,264398,229799,215405,261084,317269,349733,189325,190056,230883,240699,260513,276956,289933,296308,291530,296525,532462,373123,346432,443343,469380,434774,394481,405387,419502,422590
0.9,0.0778947,1.55441e+06,1.54787e+06,1.56217e+06,1.556e+06,1.46966e+06,1.43682e+06,1.40505e+06,1.27673e+06,978556,1.31511e+06,1.37929e+06,1.33726e+06,1.30735e+06,1.27431e+06,1.23746e+06,1.21342e+06,1.2846e+06,1.16676e+06,1.1178e+06,1.0702e+06,1.00359e+06,877097,932719,1.1117e+06,1.13491e+06,1.19397e+06,1.33553e+06,1.62134e+06,2.04727e+06,2.06343e+06,1.81569e+06,1.69962e+06,1.63432e+06,1.37989e+06,1.44505e+06,1.44082e+06,1.42241e+06,1.35402e+06,1.39427e+06,1.39059e+06,1.26013e+06,1.16213e+06,1.23531e+06,1.46523e+06,1.37108e+06,834964,512223,382628,290866,359151,319563,340681,414962,440937,448976,297281,273342,318763,368066,418879,459630,504381,558380,611861,687897,904342,412575,424648,629687,672528,671203,687615,689062,662059,624080
0.9,0.155789,2.24553e+06,2.24765e+06,2.25661e+06,2.23008e+06,2.13899e+06,2.07533e+06,2.02604e+06,1.89182e+06,1.59234e+06,1.7857e+06,1.78581e+06,1.71206e+06,1.65551e+06,1.59439e+06,1.53021e+06,1.4758e+06,1.47008e+06,1.36074e+06,1.29138e+06,1.22463e+06,1.15078e+06,1.00601e+06,1.0325e+06,1.23082e+06,1.22246e+06,1.22268e+06,1.3002e+06,1.49937e+06,1.82964e+06,1.82484e+06,1.6347e+06,1.5428e+06,1.51503e+06,1.29942e+06,1.36514e+06,1.37635e+06,1.39008e+06,1.3898e+06,1.50709e+06,1.51841e+06,1.41666e+06,1.36896e+06,1.50616e+06,1.77737e+06,1.62807e+06,953004,591256,393401,295215,453217,398837,433774,550844,559444,558385,407175,378349,413646,471977,540795,603611,672054,753923,843946,958911,1.19394e+06,510078,520172,769964,819384,849672,901948,890920,831793,764692
0.9,0.233684,2.99122e+06,3.00388e+06,3.01282e+06,2.94847e+06,2.8452e+06,2.74366e+06,2.66514e+06,2.50801e+06,2.1927e+06,2.29494e+06,2.23541e+06,2.13085e+06,2.04797e+06,1.96011e+06,1.87139e+06,1.79029e+06,1.71356e+06,1.62204e+06,1.53861e+06,1.45611e+06,1.3799e+06,1.23751e+06,1.2323e+06,1.40967e+06,1.37657e+06,1.31462e+06,1.30356e+06,1.36587e+06,1.53766e+06,1.50836e+06,1.38702e+06,1.31451e+06,1.31174e+06,1.14068e+06,1.20018e+06,1.21962e+06,1.25515e+06,1.31339e+06,1.49998e+06,1.53094e+06,1.46813e+06,1.47703e+06,1.67291e+06,2.00338e+06,1.77166e+06,1.00907e+06,640176,407279,301262,506650,434329,487289,647574,644928,638171,478432,446641,465195,516499,593123,673734,763114,864287,984478,1.13924e+06,1.37885e+06,598439,620619,870791,908213,986746,1.04817e+06,1.01946e+06,919438,817133
0.9,0.311579,3.89968e+06,3.95084e+06,3.98555e+06,3.88831e+06,3.78784e+06,3.67413e+06,3.58589e+06,3.41224e+06,3.1e+06,3.16881e+06,3.08006e+06,2.94625e+06,2.82876e+06,2.70251e+06,2.57915e+06,2.46292e+06,2.28343e+06,2.20176e+06,2.08672e+06,1.965e+06,1.85847e+06,1.69396e+06,1.61064e+06,1.75831e+06,1.70878e+06,1.59979e+06,1.53371e+06,1.48528e+06,1.52327e+06,1.44619e+06,1.31583e+06,1.21049e+06,1.18237e+06,1.01805e+06,1.03481e+06,1.01616e+06,1.03272e+06,1.1433e+06,1.42263e+06,1.46525e+06,1.43468e+06,1.50606e+06,1.77819e+06,2.18811e+06,1.99901e+06,1.20807e+06,851245,555697,416759,556078,464989,532564,702267,695620,681042,501872,441181,438903,497778,585082,681009,785382,895344,1.02628e+06,1.19156e+06,1.41589e+06,687977,783157,1.0701e+06,1.09454e+06,1.15634e+06,1.22886e+06,1.20167e+06,1.07574e+06,967666
0.9,0.389474,4.65707e+06,4.75087e+06,4.81766e+06,4.68281e+06,4.5876e+06,4.47691e+06,4.39445e+06,4.21981e+06,3.93041e+06,4.0088e+06,3.91095e+06,3.75804e+06,3.61388e+06,3.45404e+06,3.29945e+06,3.15203e+06,2.89968e+06,2.80562e+06,2.65653e+06,2.49469e+06,2.35003e+06,2.15791e+06,2.03363e+06,2.19125e+06,2.14951e+06,2.02423e+06,1.96028e+06,1.90786e+06,1.93741e+06,1.80503e+06,1.59889e+06,1.43686e+06,1.35631e+06,1.15432e+06,1.11294e+06,1.02574e+06,977213,1.09291e+06,1.4332e+06,1.46336e+06,1.4324e+06,1.54143e+06,1.88206e+06,2.3891e+06,2.30637e+06,1.51635e+06,1.15112e+06,789121,609451,632498,556390,623938,761173,749221,712606,508417,405925,393621,457937,541371,638681,748028,855968,981188,1.13798e+06,1.33405e+06,699786,928178,1.28932e+06,1.31298e+06,1.34237e+06,1.42364e+06,1.42002e+06,1.29732e+06,1.20051e+06
0.9,0.467368,5.58582e+06,5.69937e+06,5.77203e+06,5.55312e+06,5.43925e+06,5.31368e+06,5.2126e+06,5.02478e+06,4.75615e+06,4.77656e+06,4.63491e+06,4.44928e+06,4.27083e+06,4.07677e+06,3.89162e+06,3.71639e+06,3.3932e+06,3.29471e+06,3.1244e+06,2.93904e+06,2.77204e+06,2.57298e+06,2.43314e+06,2.56743e+06,2.52059e+06,2.38738e+06,2.33708e+06,2.32313e+06,2.43038e+06,2.30723e+06,2.02483e+06,1.82658e+06,1.68756e+06,1.44935e+06,1.38102e+06,1.24943e+06,1.11837e+06,1.1114e+06,1.36259e+06,1.36018e+06,1.30729e+06,1.4035e+06,1.74378e+06,2.28855e+06,2.34778e+06,1.62808e+06,1.29335e+06,928056,748558,670338,590174,609941,694957,670788,603675,413342,337560,314487,350420,413850,493070,588946,690818,814027,975176,1.17695e+06,723739,1.02672e+06,1.37888e+06,1.38976e+06,1.43647e+06,1.53298e+06,1.53463e+06,1.40781e+06,1.31372e+06
0.9,0.545263,6.15704e+06,6.30827e+06,6.40673e+06,6.14179e+06,6.03614e+06,5.94111e+06,5.83368e+06,5.65039e+06,5.41711e+06,5.35645e+06,5.17311e+06,4.95867e+06,4.74663e+06,4.52186e+06,4.30495e+06,4.10174e+06,3.72038e+06,3.60874e+06,3.41939e+06,3.21603e+06,3.02757e+06,2.8232e+06,2.66442e+06,2.73064e+06,2.67435e+06,2.55606e+06,2.53509e+06,2.58726e+06,2.8073e+06,2.73029e+06,2.38316e+06,2.17873e+06,2.00209e+06,1.76019e+06,1.69644e+06,1.55293e+06,1.36985e+06,1.19044e+06,1.22077e+06,1.16916e+06,1.07411e+06,1.10425e+06,1.36424e+06,1.86929e+06,2.07789e+06,1.50597e+06,1.22906e+06,911864,775507,625120,536099,484724,495721,458675,373341,286343,332153,313559,293806,299477,314035,353251,421676,525734,679420,898760,615139,944214,1.24445e+06,1.24062e+06,1.32348e+06,1.42189e+06,1.41924e+06,1.29254e+06,1.19937e+06
0.9,0.623158,6.48762e+06,6.66477e+06,6.78422e+06,6.49277e+06,6.38173e+06,6.31333e+06,6.18978e+06,6.00302e+06,5.79727e+06,5.67656e+06,5.45817e+06,5.22319e+06,4.98523e+06,4.73898e+06,4.49809e+06,4.27434e+06,3.88651e+06,3.74494e+06,3.54262e+06,3.33238e+06,3.13719e+06,2.937e+06,2.7882e+06,2.80981e+06,2.74494e+06,2.63448e+06,2.62083e+06,2.70102e+06,2.98038e+06,2.93816e+06,2.56888e+06,2.36853e+06,2.18035e+06,1.93136e+06,1.88762e+06,1.74768e+06,1.55588e+06,1.32596e+06,1.23369e+06,1.16519e+06,1.05266e+06,1.01458e+06,1.14848e+06,1.53889e+06,1.81647e+06,1.36489e+06,1.12633e+06,867112,768469,668932,580955,496607,468551,437472,409589,484669,542899,533347,510700,487848,436677,353690,330306,372745,479778,697111,560025,865267,1.06403e+06,1.03866e+06,1.18674e+06,1.29242e+06,1.27866e+06,1.1373e+06,1.03284e+06
