Distance[um],dz[um],Mag_Ex_um,Mag_Ex_um
1.73737,1.78,0.230155,0.732643
1.75758,1.78,0.175688,0.717207
1.77778,1.78,0.587116,0.777154
1.79798,1.78,0.676436,0.711258
1.81818,1.78,0.767706,0.650984
1.83838,1.78,0.861156,0.598172
1.85859,1.78,0.956888,0.554439
1.87879,1.78,1.05487,0.521177
1.89899,1.78,1.15496,0.499557
1.91919,1.78,1.25686,0.490524
1.93939,1.78,1.36017,0.494802
1.9596,1.78,1.46433,0.512889
1.9798,1.78,1.56869,0.545062
2,1.78,1.67244,0.591372
0,1.8,1.41923,0.39731
0.020202,1.8,1.31181,0.396303
0.040404,1.8,1.2093,0.402746
0.0606061,1.8,1.11198,0.415433
0.0808081,1.8,1.02019,0.433301
0.10101,1.8,0.934329,0.455429
0.121212,1.8,0.854795,0.481038
0.141414,1.8,0.782048,0.50949
0.161616,1.8,0.71658,0.54029
0.181818,1.8,0.658923,0.573084
0.20202,1.8,0.609644,0.607661
0.222222,1.8,0.56935,0.643952
0.242424,1.8,0.538688,0.682028
0.262626,1.8,0.518339,0.722104
0.282828,1.8,0.509025,0.764537
0.30303,1.8,0.472384,0.967038
0.323232,1.8,0.629394,1.06762
0.343434,1.8,0.797054,1.15474
0.363636,1.8,1.31183,1.15808
0.383838,1.8,1.33205,1.14992
0.40404,1.8,1.36007,1.1469
0.424242,1.8,1.39535,1.14906
0.444444,1.8,1.43734,1.15636
0.464646,1.8,1.48551,1.16871
0.484848,1.8,1.53929,1.18594
0.505051,1.8,1.59813,1.20785
0.525253,1.8,2.03997,1.69008
0.545455,1.8,2.17241,1.74139
0.565657,1.8,2.30566,1.79806
0.585859,1.8,2.38259,1.85099
0.606061,1.8,2.40405,1.85788
0.626263,1.8,2.43398,1.8768
0.646465,1.8,2.47205,1.90743
0.666667,1.8,2.51793,1.94925
0.686869,1.8,2.57128,2.00157
0.707071,1.8,2.63176,2.06349
0.727273,1.8,2.94937,2.75883
0.747475,1.8,3.14327,2.93386
0.767677,1.8,3.33743,3.11442
0.787879,1.8,3.5318,3.29969
0.808081,1.8,3.72631,3.48896
0.828283,1.8,3.92092,3.68163
0.848485,1.8,4.1156,3.87724
0.868687,1.8,4.05244,3.92798
0.888889,1.8,4.83225,4.50803
0.909091,1.8,4.83301,4.51368
0.929293,1.8,4.69974,4.39407
0.949495,1.8,4.76009,4.43869
0.969697,1.8,4.82045,4.48336
0.989899,1.8,4.8808,4.52807
1.0101,1.8,4.94116,4.57284
1.0303,1.8,5.00152,4.61765
1.05051,1.8,5.06189,4.66251
1.07071,1.8,4.44638,3.98988
1.09091,1.8,4.39745,3.9623
1.11111,1.8,4.81355,4.40285
1.13131,1.8,4.48481,4.07501
1.15152,1.8,4.15885,3.7501
1.17172,1.8,3.83674,3.429
1.19192,1.8,3.51976,3.11271
1.21212,1.8,3.20937,2.80229
1.23232,1.8,3.23369,2.60085
1.25253,1.8,3.11609,2.49935
1.27273,1.8,2.72669,1.97005
1.29293,1.8,2.70661,1.91472
1.31313,1.8,2.68742,1.86732
1.33333,1.8,2.66913,1.82808
1.35354,1.8,2.65174,1.79756
1.37374,1.8,2.22331,1.83102
1.39394,1.8,2.05911,1.75897
1.41414,1.8,1.89562,1.70019
1.43434,1.8,1.89639,1.35213
1.45455,1.8,1.78272,1.30683
1.47475,1.8,1.67175,1.26611
1.49495,1.8,1.56191,1.23041
1.51515,1.8,1.45198,1.2001
1.53535,1.8,1.3411,1.17552
1.55556,1.8,1.22878,1.15696
1.57576,1.8,0.998463,1.13066
1.59596,1.8,0.880604,1.15708
1.61616,1.8,0.770693,1.19164
1.63636,1.8,0.671266,1.23336
1.65657,1.8,0.58521,1.28104
1.67677,1.8,0.515764,1.33324
1.69697,1.8,0.455034,0.710534
1.71717,1.8,0.388676,0.700857
1.73737,1.8,0.324342,0.685645
1.75758,1.8,0.262188,0.668307
1.77778,1.8,0.202373,0.652448
1.79798,1.8,0.480683,0.710604
1.81818,1.8,0.576247,0.648404
1.83838,1.8,0.674536,0.593971
1.85859,1.8,0.775349,0.54899
1.87879,1.8,0.878358,0.514926
1.89899,1.8,0.983105,0.49302
1.91919,1.8,1.089,0.484288
1.93939,1.8,1.19534,0.489523
1.9596,1.8,1.30127,0.509297
1.9798,1.8,1.40582,0.543955
2,1.8,1.5079,0.593621
0,1.82,1.15288,0.388951
0.020202,1.82,1.05767,0.38476
0.040404,1.82,0.968654,0.389175
0.0606061,1.82,0.886172,0.400845
0.0808081,1.82,0.810607,0.418565
0.10101,1.82,0.742383,0.441269
0.121212,1.82,0.681958,0.468034
0.141414,1.82,0.629831,0.498081
0.161616,1.82,0.586538,0.530768
0.181818,1.82,0.552654,0.5656
0.20202,1.82,0.528789,0.602221
0.222222,1.82,0.515596,0.640418
0.242424,1.82,0.513762,0.680119
0.262626,1.82,0.524014,0.721396
0.282828,1.82,0.547116,0.76446
0.30303,1.82,0.583872,0.809666
0.323232,1.82,0.797518,1.07039
0.343434,1.82,1.39098,1.14145
0.363636,1.82,1.40885,1.13405
0.383838,1.82,1.43448,1.13247
0.40404,1.82,1.46738,1.1367
0.424242,1.82,1.50703,1.14662
0.444444,1.82,1.55292,1.16209
0.464646,1.82,1.60454,1.18289
0.484848,1.82,1.66137,1.20876
0.505051,1.82,1.72289,1.23936
0.525253,1.82,2.11815,1.74352
0.545455,1.82,2.25256,1.80338
0.565657,1.82,2.27835,1.78575
0.585859,1.82,2.30624,1.79157
0.606061,1.82,2.34405,1.81133
0.626263,1.82,2.39118,1.84449
0.646465,1.82,2.44704,1.89035
0.666667,1.82,2.51104,1.94801
0.686869,1.82,2.58259,2.01638
0.707071,1.82,2.73377,2.57057
0.727273,1.82,2.91668,2.7481
0.747475,1.82,3.09998,2.93147
0.767677,1.82,3.28361,3.11982
0.787879,1.82,3.46751,3.31239
0.808081,1.82,3.65164,3.50854
0.828283,1.82,3.58253,3.52283
0.848485,1.82,3.64627,3.66359
0.868687,1.82,3.70885,3.80768
0.888889,1.82,4.64538,4.39004
0.909091,1.82,4.80864,4.56479
0.929293,1.82,4.80676,4.56505
0.949495,1.82,4.80498,4.56537
0.969697,1.82,4.8033,4.56575
0.989899,1.82,4.77174,4.53739
1.0101,1.82,4.83019,4.58096
1.0303,1.82,4.88865,4.62456
1.05051,1.82,4.94711,4.66817
1.07071,1.82,4.44702,4.10753
1.09091,1.82,4.40319,4.07147
1.11111,1.82,4.66709,4.37523
1.13131,1.82,4.37115,4.04867
1.15152,1.82,4.0795,3.72346
1.17172,1.82,3.79326,3.40017
1.19192,1.82,3.51372,3.07946
1.21212,1.82,3.24239,2.76208
1.23232,1.82,3.32416,2.58342
1.25253,1.82,3.20812,2.46015
1.27273,1.82,2.76869,1.81177
1.29293,1.82,2.74317,1.74063
1.31313,1.82,2.7189,1.67783
1.33333,1.82,2.69593,1.62396
1.35354,1.82,2.67428,1.58001
1.37374,1.82,2.65399,1.54729
1.39394,1.82,2.20494,1.59704
1.41414,1.82,2.04735,1.52736
1.43434,1.82,2.08293,1.27037
1.45455,1.82,1.96702,1.22074
1.47475,1.82,1.8555,1.17624
1.49495,1.82,1.74618,1.13732
1.51515,1.82,1.63721,1.10437
1.53535,1.82,1.41355,1.02565
1.55556,1.82,1.28159,1.03346
1.57576,1.82,1.1514,1.05143
1.59596,1.82,1.02429,1.07907
1.61616,1.82,0.901935,1.11568
1.63636,1.82,0.78637,1.16038
1.65657,1.82,0.679968,1.21203
1.67677,1.82,0.585458,1.2693
1.69697,1.82,0.588549,0.664539
1.71717,1.82,0.517588,0.651449
1.73737,1.82,0.448222,0.633854
1.75758,1.82,0.38059,0.61462
1.77778,1.82,0.314838,0.596809
1.79798,1.82,0.251115,0.583678
1.81818,1.82,0.38731,0.644702
1.83838,1.82,0.491604,0.589381
1.85859,1.82,0.598319,0.543837
1.87879,1.82,0.706826,0.509606
1.89899,1.82,0.816365,0.487999
1.91919,1.82,0.926047,0.480103
1.93939,1.82,1.03486,0.486782
1.9596,1.82,1.14165,0.508678
1.9798,1.82,1.24514,0.546208
2,1.82,1.34394,0.599565
0,1.84,0.911524,0.381036
0.020202,1.84,0.8325,0.372794
0.040404,1.84,0.761071,0.374422
0.0606061,1.84,0.697626,0.384427
0.0808081,1.84,0.642592,0.401458
0.10101,1.84,0.596434,0.424306
0.121212,1.84,0.559656,0.451905
0.141414,1.84,0.5328,0.483331
0.161616,1.84,0.516445,0.5178
0.181818,1.84,0.511209,0.554671
0.20202,1.84,0.517747,0.593447
0.222222,1.84,0.536754,0.633769
0.242424,1.84,0.568961,0.675423
0.262626,1.84,0.615139,0.718336
0.282828,1.84,0.676096,0.762576
0.30303,1.84,0.752678,0.808355
0.323232,1.84,0.84577,0.856025
0.343434,1.84,1.43674,1.1007
0.363636,1.84,1.46598,1.10145
0.383838,1.84,1.50247,1.1091
0.40404,1.84,1.54566,1.12344
0.424242,1.84,1.59503,1.1442
0.444444,1.84,1.65004,1.17107
0.464646,1.84,1.7102,1.20366
0.484848,1.84,1.78532,1.23462
0.505051,1.84,1.84938,1.27432
0.525253,1.84,1.91736,1.31823
0.545455,1.84,2.17728,1.71802
0.565657,1.84,2.2136,1.72244
0.585859,1.84,2.26139,1.74296
0.606061,1.84,2.3198,1.77885
0.626263,1.84,2.38797,1.82919
0.646465,1.84,2.46506,1.89289
0.666667,1.84,2.55022,1.96865
0.686869,1.84,2.6426,2.05502
0.707071,1.84,2.76933,2.5797
0.727273,1.84,2.94202,2.76829
0.747475,1.84,3.11516,2.96212
0.767677,1.84,3.22076,3.03185
0.787879,1.84,3.26951,3.16005
0.808081,1.84,3.31788,3.293
0.828283,1.84,3.36608,3.43022
0.848485,1.84,3.41429,3.57128
0.868687,1.84,4.06482,3.93091
0.888889,1.84,4.42601,4.25941
0.909091,1.84,4.72162,4.59066
0.929293,1.84,4.71831,4.58697
0.949495,1.84,4.71504,4.5833
0.969697,1.84,4.71179,4.57967
0.989899,1.84,4.70857,4.57607
1.0101,1.84,4.70539,4.57249
1.0303,1.84,4.70225,4.56895
1.05051,1.84,4.69914,4.56543
1.07071,1.84,4.87467,4.72655
1.09091,1.84,4.809,4.7037
1.11111,1.84,4.54342,4.38021
1.13131,1.84,4.2826,4.05694
1.15152,1.84,4.02751,3.73406
1.17172,1.84,3.77929,3.41181
1.19192,1.84,3.53929,3.09054
1.21212,1.84,3.30903,2.77064
1.23232,1.84,3.45486,2.6203
1.25253,1.84,2.91987,1.82105
1.27273,1.84,2.88334,1.72226
1.29293,1.84,2.84837,1.63058
1.31313,1.84,2.81503,1.54668
1.33333,1.84,2.78335,1.47155
1.35354,1.84,2.75342,1.40657
1.37374,1.84,2.72529,1.35346
1.39394,1.84,2.69902,1.31429
1.41414,1.84,2.21798,1.37079
1.43434,1.84,2.26704,1.19271
1.45455,1.84,2.14822,1.13726
1.47475,1.84,2.0362,1.08755
1.49495,1.84,1.84161,0.966578
1.51515,1.84,1.70822,0.950465
1.53535,1.84,1.57465,0.945659
1.55556,1.84,1.441,0.952195
1.57576,1.84,1.30775,0.969895
1.59596,1.84,1.17569,0.998366
1.61616,1.84,1.04601,1.037
1.63636,1.84,0.920204,1.08498
1.65657,1.84,0.800152,1.14126
1.67677,1.84,0.808223,0.624025
1.69697,1.84,0.733367,0.613089
1.71717,1.84,0.659609,0.596682
1.73737,1.84,0.587067,0.576933
1.75758,1.84,0.515866,0.556167
1.77778,1.84,0.446136,0.536902
1.79798,1.84,0.378012,0.521853
1.81818,1.84,0.311635,0.51393
1.83838,1.84,0.316742,0.584426
1.85859,1.84,0.430027,0.539014
1.87879,1.84,0.544355,0.50526
1.89899,1.84,0.658662,0.484546
1.91919,1.84,0.77176,0.478031
1.93939,1.84,0.882329,0.486649
1.9596,1.84,0.988921,0.511113
1.9798,1.84,1.08996,0.551909
2,1.84,1.18374,0.609304
0,1.86,0.706862,0.374068
0.020202,1.86,0.648412,0.360818
0.040404,1.86,0.599076,0.358811
0.0606061,1.86,0.559285,0.366409
0.0808081,1.86,0.52951,0.382119
0.10101,1.86,0.510262,0.404588
0.121212,1.86,0.502085,0.432606
0.141414,1.86,0.505566,0.465104
0.161616,1.86,0.521328,0.501156
0.181818,1.86,0.550032,0.539978
0.20202,1.86,0.592377,0.580927
0.222222,1.86,0.649101,0.623502
0.242424,1.86,0.720979,0.667345
0.262626,1.86,0.808825,0.712239
0.282828,1.86,0.913491,0.758109
0.30303,1.86,1.07926,0.621186
0.323232,1.86,1.09484,0.630812
0.343434,1.86,1.9084,1.07401
0.363636,1.86,1.78508,1.01968
0.383838,1.86,1.49292,1.02331
0.40404,1.86,1.54362,1.04384
0.424242,1.86,1.60025,1.07151
0.444444,1.86,1.66227,1.10584
0.464646,1.86,1.72918,1.14632
0.484848,1.86,1.80046,1.19238
0.505051,1.86,1.87561,1.24337
0.525253,1.86,1.95412,1.29861
0.545455,1.86,2.04896,1.6097
0.565657,1.86,2.11307,1.62862
0.585859,1.86,2.18999,1.66831
0.606061,1.86,2.27854,1.72702
0.626263,1.86,2.37756,1.80287
0.646465,1.86,2.48588,1.89391
0.666667,1.86,2.60234,1.9981
0.686869,1.86,2.72581,2.11332
0.707071,1.86,3.62926,2.98238
0.727273,1.86,3.06243,2.70489
0.747475,1.86,3.10707,2.82577
0.767677,1.86,3.15212,2.95313
0.787879,1.86,3.19771,3.08621
0.808081,1.86,3.24395,3.22433
0.828283,1.86,3.29094,3.36687
0.848485,1.86,3.33879,3.51329
0.868687,1.86,3.87081,3.81445
0.888889,1.86,4.18557,4.12406
0.909091,1.86,4.50544,4.43397
0.929293,1.86,4.57328,4.58147
0.949495,1.86,4.5696,4.57544
0.969697,1.86,4.5659,4.56941
0.989899,1.86,4.56216,4.56339
1.0101,1.86,4.5584,4.55736
1.0303,1.86,4.55461,4.55134
1.05051,1.86,4.5508,4.54531
1.07071,1.86,4.84725,4.82333
1.09091,1.86,5.14998,5.23354
1.11111,1.86,4.27029,4.20733
1.13131,1.86,4.06605,3.91364
1.15152,1.86,3.87176,3.61995
1.17172,1.86,3.68893,3.32628
1.19192,1.86,3.51933,3.03261
1.21212,1.86,3.36498,2.73894
1.23232,1.86,3.25169,2.52004
1.25253,1.86,3.12088,1.84759
1.27273,1.86,3.07078,1.72539
1.29293,1.86,3.02256,1.6084
1.31313,1.86,2.97631,1.49767
1.33333,1.86,2.93212,1.39461
1.35354,1.86,2.89008,1.30097
1.37374,1.86,2.85027,1.21888
1.39394,1.86,2.8128,1.15082
1.41414,1.86,2.77776,1.09961
1.43434,1.86,2.40958,1.03212
1.45455,1.86,2.26888,0.976225
1.47475,1.86,2.13175,0.931182
1.49495,1.86,1.99674,0.897758
1.51515,1.86,1.86274,0.876501
1.53535,1.86,1.72901,0.867745
1.55556,1.86,1.59513,0.87161
1.57576,1.86,1.46107,0.888002
1.59596,1.86,1.32713,0.916613
1.61616,1.86,1.19395,0.956921
1.63636,1.86,1.06255,1.00819
1.65657,1.86,0.93429,1.06947
1.67677,1.86,0.954187,0.5713
1.69697,1.86,0.878349,0.55566
1.71717,1.86,0.803296,0.53639
1.73737,1.86,0.729133,0.515076
1.75758,1.86,0.655969,0.493498
1.77778,1.86,0.58392,0.473635
1.79798,1.86,0.513105,0.457657
1.81818,1.86,0.443651,0.447931
1.83838,1.86,0.375689,0.447019
1.85859,1.86,0.2754,0.53456
1.87879,1.86,0.395716,0.501937
1.89899,1.86,0.514617,0.48272
1.91919,1.86,0.630609,0.47814
1.93939,1.86,0.742072,0.489202
1.9596,1.86,0.847256,0.516688
1.9798,1.86,0.944282,0.561157
2,1.86,1.03115,0.622945
0,1.88,0.552027,0.368666
0.020202,1.88,0.518959,0.349359
0.040404,1.88,0.496635,0.342775
0.0606061,1.88,0.485532,0.347135
0.0808081,1.88,0.486163,0.3608
0.10101,1.88,0.499081,0.382274
0.121212,1.88,0.524877,0.410204
0.141414,1.88,0.564179,0.443377
0.161616,1.88,0.617653,0.480724
0.181818,1.88,0.686005,0.521315
0.20202,1.88,0.769978,0.564365
0.222222,1.88,0.870352,0.609229
0.242424,1.88,0.987946,0.655405
0.262626,1.88,1.20775,0.554986
0.282828,1.88,1.21857,0.56123
0.30303,1.88,1.23102,0.570139
0.323232,1.88,1.24509,0.581435
0.343434,1.88,2.00343,1.05099
0.363636,1.88,1.88484,1.00194
0.383838,1.88,1.7805,0.956737
0.40404,1.88,1.5514,0.964903
0.424242,1.88,1.61519,1.00037
0.444444,1.88,1.68413,1.04295
0.464646,1.88,1.7577,1.09198
0.484848,1.88,1.8354,1.14674
0.505051,1.88,1.91671,1.20645
0.525253,1.88,2.00112,1.27027
0.545455,1.88,1.98934,1.49657
0.565657,1.88,2.08007,1.53083
0.585859,1.88,2.18346,1.58775
0.606061,1.88,2.29808,1.66493
0.626263,1.88,2.4225,1.75987
0.646465,1.88,2.55532,1.86998
0.666667,1.88,2.69513,1.9926
0.686869,1.88,3.01216,1.95548
0.707071,1.88,3.2482,2.54969
0.727273,1.88,3.08014,2.44886
0.747475,1.88,3.147,2.7371
0.767677,1.88,3.23869,3.02548
0.787879,1.88,3.29242,3.04302
0.808081,1.88,3.35098,3.19217
0.828283,1.88,3.4106,3.34566
0.848485,1.88,3.47127,3.50283
0.868687,1.88,3.67821,3.69902
0.888889,1.88,3.94305,3.98924
0.909091,1.88,4.21504,4.2795
0.929293,1.88,4.38828,4.55234
0.949495,1.88,4.38502,4.54562
0.969697,1.88,4.38166,4.53888
0.989899,1.88,4.37821,4.53213
1.0101,1.88,4.37469,4.52536
1.0303,1.88,4.67872,4.79942
1.05051,1.88,4.71623,4.79924
1.07071,1.88,4.75412,4.79923
1.09091,1.88,5.20186,5.31888
1.11111,1.88,3.98635,4.00614
1.13131,1.88,3.83267,3.73355
1.15152,1.88,3.68937,3.46111
1.17172,1.88,3.55756,3.18887
1.19192,1.88,3.43865,2.91689
1.21212,1.88,3.33425,2.64518
1.23232,1.88,3.38459,2.00206
1.25253,1.88,3.2413,1.75243
1.27273,1.88,3.17495,1.61551
1.29293,1.88,3.111,1.48154
1.31313,1.88,3.04961,1.35135
1.33333,1.88,2.99093,1.2261
1.35354,1.88,2.93513,1.10739
1.37374,1.88,2.88235,0.997167
1.39394,1.88,2.83276,0.89777
1.41414,1.88,3.39711,1.06073
1.43434,1.88,2.78374,0.614964
1.45455,1.88,2.42718,0.935514
1.47475,1.88,2.28405,0.880098
1.49495,1.88,2.14529,0.837674
1.51515,1.88,2.00929,0.808876
1.53535,1.88,1.8748,0.794123
1.55556,1.88,1.7409,0.793618
1.57576,1.88,1.60703,0.807355
1.59596,1.88,1.47299,0.835108
1.61616,1.88,1.33892,0.876441
1.63636,1.88,1.20531,0.930703
1.65657,1.88,1.16711,0.529083
1.67677,1.88,1.091,0.511921
1.69697,1.88,1.01533,0.492254
1.71717,1.88,0.940189,0.470932
1.73737,1.88,0.865659,0.448997
1.75758,1.88,0.791837,0.427688
1.77778,1.88,0.718824,0.408439
1.79798,1.88,0.646726,0.392878
1.81818,1.88,0.575655,0.38283
1.83838,1.88,0.505726,0.380313
1.85859,1.88,0.437063,0.387541
1.87879,1.88,0.266379,0.499692
1.89899,1.88,0.389543,0.482587
1.91919,1.88,0.507755,0.480505
1.93939,1.88,0.619093,0.494524
1.9596,1.88,0.721504,0.525497
1.9798,1.88,0.812809,0.574053
2,1.88,0.890698,0.640599
0,1.9,0.461588,0.36556
0.020202,1.9,0.459128,0.339055
0.040404,1.9,0.469154,0.326863
0.0606061,1.9,0.492188,0.327061
0.0808081,1.9,0.528787,0.337866
0.10101,1.9,0.579547,0.35764
0.121212,1.9,0.645102,0.384883
0.141414,1.9,0.726124,0.418242
0.161616,1.9,0.823323,0.456501
0.181818,1.9,0.937448,0.498589
0.20202,1.9,1.06929,0.543576
0.222222,1.9,1.33953,0.480263
0.242424,1.9,1.34596,0.487458
0.262626,1.9,1.35383,0.496074
0.282828,1.9,1.36313,0.506616
0.30303,1.9,1.37386,0.518542
0.323232,1.9,2.21904,1.07306
0.343434,1.9,2.09313,1.02589
0.363636,1.9,1.97876,0.982601
0.383838,1.9,1.87929,0.944085
0.40404,1.9,1.79753,0.911128
0.424242,1.9,1.73569,0.884417
0.444444,1.9,1.71413,0.982616
0.464646,1.9,1.79431,1.04076
0.484848,1.9,1.87838,1.10467
0.505051,1.9,1.96581,1.17342
0.525253,1.9,2.05609,1.24604
0.545455,1.9,2.14874,1.32151
0.565657,1.9,2.0966,1.44375
0.585859,1.9,2.22743,1.52067
0.606061,1.9,2.36844,1.61837
0.626263,1.9,2.51795,1.73373
0.646465,1.9,2.67429,1.86352
0.666667,1.9,2.83583,2.00444
0.686869,1.9,3.13315,1.78494
0.707071,1.9,3.40094,2.20291
0.727273,1.9,3.49465,2.33418
0.747475,1.9,3.49326,2.49051
0.767677,1.9,3.49069,2.76756
0.787879,1.9,3.50404,3.0447
0.808081,1.9,3.53362,3.32184
0.828283,1.9,3.75452,3.3823
0.848485,1.9,3.31568,3.32326
0.868687,1.9,3.51609,3.59438
0.888889,1.9,3.72737,3.86551
0.909091,1.9,3.94783,4.13665
0.929293,1.9,4.17602,4.40777
0.949495,1.9,4.18956,4.50517
0.969697,1.9,4.36701,4.683
0.989899,1.9,4.40408,4.68646
1.0101,1.9,4.44201,4.69022
1.0303,1.9,4.48077,4.69426
1.05051,1.9,4.52035,4.6986
1.07071,1.9,4.56073,4.70323
1.09091,1.9,5.12335,5.31371
1.11111,1.9,5.1914,5.17463
1.13131,1.9,3.61247,3.55355
1.15152,1.9,3.51885,3.30295
1.17172,1.9,3.43618,3.05299
1.19192,1.9,3.56066,2.76915
1.21212,1.9,3.54131,2.38291
1.23232,1.9,4.38654,1.82704
1.25253,1.9,4.24954,2.40683
1.27273,1.9,3.39832,1.62643
1.29293,1.9,3.31045,1.4735
1.31313,1.9,3.22507,1.32229
1.33333,1.9,3.14239,1.17366
1.35354,1.9,3.06264,1.02885
1.37374,1.9,2.98603,0.889488
1.39394,1.9,3.2692,0.903321
1.41414,1.9,3.4399,1.06326
1.43434,1.9,2.85014,0.573861
1.45455,1.9,2.83741,0.589723
1.47475,1.9,2.436,0.843293
1.49495,1.9,2.29006,0.788817
1.51515,1.9,2.14942,0.749775
1.53535,1.9,2.01232,0.726671
1.55556,1.9,1.87734,0.719794
1.57576,1.9,1.74341,0.729221
1.59596,1.9,1.60981,0.754813
1.61616,1.9,1.47617,0.796218
1.63636,1.9,1.34248,0.85287
1.65657,1.9,1.2887,0.468861
1.67677,1.9,1.2138,0.446056
1.69697,1.9,1.13915,0.423398
1.71717,1.9,1.06481,0.401192
1.73737,1.9,0.990862,0.37994
1.75758,1.9,0.917386,0.360336
1.77778,1.9,0.844465,0.343271
1.79798,1.9,0.772191,0.329832
1.81818,1.9,0.70066,0.321299
1.83838,1.9,0.629975,0.319149
1.85859,1.9,0.560242,0.325053
1.87879,1.9,0.491573,0.340878
1.89899,1.9,0.289453,0.484217
1.91919,1.9,0.409058,0.485207
1.93939,1.9,0.519098,0.502707
1.9596,1.9,0.617219,0.53764
1.9798,1.9,0.700938,0.590707
2,1.9,0.767646,0.662384
0,1.92,0.451557,0.365596
0.020202,1.92,0.485344,0.330661
0.040404,1.92,0.533475,0.311737
0.0606061,1.92,0.596512,0.306757
0.0808081,1.92,0.675057,0.313796
0.10101,1.92,0.76975,0.33107
0.121212,1.92,0.881268,0.356938
0.141414,1.92,1.01033,0.3899
0.161616,1.92,1.15768,0.4286
0.181818,1.92,1.47421,0.39279
0.20202,1.92,1.47659,0.402174
0.222222,1.92,1.48022,0.41203
0.242424,1.92,1.48511,0.423652
0.262626,1.92,1.49125,0.437282
0.282828,1.92,1.49864,0.45211
0.30303,1.92,1.50726,0.466273
0.323232,1.92,2.29924,1.04041
0.343434,1.92,2.17629,0.998464
0.363636,1.92,2.06573,0.961417
0.383838,1.92,1.97074,0.929973
0.40404,1.92,1.89398,0.904735
0.424242,1.92,1.83751,0.886207
0.444444,1.92,1.80285,0.874795
0.464646,1.92,1.83777,0.992965
0.484848,1.92,1.92817,1.06638
0.505051,1.92,2.02171,1.14441
0.525253,1.92,2.11786,1.22594
0.545455,1.92,2.21614,1.3098
0.565657,1.92,2.16083,1.36852
0.585859,1.92,2.31881,1.46772
0.606061,1.92,2.48525,1.58751
0.626263,1.92,2.65823,1.72412
0.646465,1.92,2.83585,1.87371
0.666667,1.92,3.39581,1.76953
0.686869,1.92,3.38063,1.66103
0.707071,1.92,3.95981,2.00688
0.727273,1.92,4.10963,2.17966
0.747475,1.92,4.22623,2.41905
0.767677,1.92,4.17794,2.68103
0.787879,1.92,4.13935,2.94396
0.808081,1.92,3.97014,2.95876
0.828283,1.92,3.82409,3.16573
0.848485,1.92,3.87229,3.01848
0.868687,1.92,3.56474,3.60883
0.888889,1.92,3.70557,3.83667
0.909091,1.92,3.85185,4.06445
0.929293,1.92,4.00297,4.29216
0.949495,1.92,4.14685,4.54658
0.969697,1.92,4.15413,4.53362
0.989899,1.92,4.16413,4.52272
1.0101,1.92,4.17704,4.51418
1.0303,1.92,4.21403,4.52845
1.05051,1.92,4.24947,4.53422
1.07071,1.92,4.84401,5.35015
1.09091,1.92,4.94366,5.22663
1.11111,1.92,5.04377,5.10617
1.13131,1.92,5.1443,4.98899
1.15152,1.92,3.83368,3.40694
1.17172,1.92,3.67867,3.03913
1.19192,1.92,3.64079,2.69661
1.21212,1.92,3.72196,2.38956
1.23232,1.92,6.11099,2.1941
1.25253,1.92,4.82616,2.11873
1.27273,1.92,3.71328,1.73045
1.29293,1.92,3.60109,1.56318
1.31313,1.92,3.49105,1.39611
1.33333,1.92,3.38345,1.22975
1.35354,1.92,3.27857,1.06503
1.37374,1.92,3.33035,0.925365
1.39394,1.92,3.36723,0.977035
1.41414,1.92,2.96041,0.608199
1.43434,1.92,2.91311,0.578344
1.45455,1.92,2.88451,0.564072
1.47475,1.92,2.87522,0.567412
1.49495,1.92,2.43595,0.753341
1.51515,1.92,2.28677,0.701046
1.53535,1.92,2.14396,0.666934
1.55556,1.92,2.00559,0.651377
1.57576,1.92,1.87007,0.654536
1.59596,1.92,1.73618,0.676359
1.61616,1.92,1.60305,0.716577
1.63636,1.92,1.46712,0.432146
1.65657,1.92,1.39387,0.401592
1.67677,1.92,1.32068,0.374402
1.69697,1.92,1.24759,0.350145
1.71717,1.92,1.17466,0.328582
1.73737,1.92,1.10195,0.309671
1.75758,1.92,1.02952,0.293566
1.77778,1.92,0.957442,0.280614
1.79798,1.92,0.885797,0.271358
1.81818,1.92,0.814664,0.266536
1.83838,1.92,0.744129,0.267083
1.85859,1.92,0.674286,0.274126
1.87879,1.92,0.605232,0.28899
1.89899,1.92,0.53707,0.313192
1.91919,1.92,0.34107,0.492332
1.93939,1.92,0.448486,0.513845
1.9596,1.92,0.540646,0.553222
1.9798,1.92,0.614765,0.611233
2,1.92,0.667931,0.688426
0,1.94,0.539379,0.36973
0.020202,1.94,0.615471,0.325041
0.040404,1.94,0.707876,0.29817
0.0606061,1.94,0.817199,0.286906
0.0808081,1.94,0.944086,0.28918
0.10101,1.94,1.08922,0.303066
0.121212,1.94,1.25332,0.326777
0.141414,1.94,1.61146,0.298158
0.161616,1.94,1.61007,0.30787
0.181818,1.94,1.60976,0.317403
0.20202,1.94,1.61055,0.328839
0.222222,1.94,1.61243,0.343206
0.242424,1.94,1.6154,0.36048
0.262626,1.94,1.61945,0.379587
0.282828,1.94,1.62459,0.398399
0.30303,1.94,1.63081,0.413734
0.323232,1.94,2.37228,1.0047
0.343434,1.94,2.25196,0.968545
0.363636,1.94,2.14488,0.938215
0.383838,1.94,2.0541,0.914227
0.40404,1.94,1.98208,0.897003
0.424242,1.94,1.93074,0.886866
0.444444,1.94,1.90144,0.884036
