Distance[um],dz[um],Mag_Ex_um,Mag_Ex_um
1.77778,2.56,2.39805,0.0479992
1.79798,2.56,2.42508,0.0645546
1.81818,2.56,2.45219,0.0843232
1.83838,2.56,2.47939,0.106861
1.85859,2.56,2.50669,0.131779
1.87879,2.56,2.80354,0.212765
1.89899,2.56,2.79122,0.234468
1.91919,2.56,2.77935,0.258812
1.93939,2.56,2.76791,0.28555
1.9596,2.56,2.75685,0.314421
1.9798,2.56,2.74614,0.345151
2,2.56,2.73572,0.377454
0,2.58,2.00938,0.527889
0.020202,2.58,1.91768,0.502261
0.040404,2.58,1.82507,0.480332
0.0606061,2.58,1.52695,0.63351
0.0808081,2.58,1.52764,0.597088
0.10101,2.58,1.52849,0.559215
0.121212,2.58,1.52953,0.52014
0.141414,2.58,1.53074,0.480174
0.161616,2.58,1.53213,0.439684
0.181818,2.58,1.53372,0.3991
0.20202,2.58,1.53549,0.358909
0.222222,2.58,1.53747,0.319658
0.242424,2.58,1.53965,0.281954
0.262626,2.58,1.54203,0.246464
0.282828,2.58,1.54463,0.213914
0.30303,2.58,1.54745,0.185089
0.323232,2.58,1.5505,0.160834
0.343434,2.58,1.55377,0.142053
0.363636,2.58,1.55728,0.129711
0.383838,2.58,1.56103,0.124831
0.40404,2.58,1.56503,0.128495
0.424242,2.58,1.23261,0.245237
0.444444,2.58,0.996805,0.228059
0.464646,2.58,0.797275,0.212725
0.484848,2.58,0.64119,0.199569
0.505051,2.58,0.534113,0.188841
0.525253,2.58,0.479998,0.18071
0.545455,2.58,0.731935,0.508226
0.565657,2.58,0.781563,0.574291
0.585859,2.58,0.831998,0.646016
0.606061,2.58,0.88349,0.722221
0.626263,2.58,0.936256,0.801879
0.646465,2.58,0.990483,0.884122
0.666667,2.58,1.04632,0.968236
0.686869,2.58,1.10389,1.05366
0.707071,2.58,1.16329,1.14
0.727273,2.58,1.22456,1.22699
0.747475,2.58,1.28773,1.31456
0.767677,2.58,1.35279,1.40277
0.787879,2.58,1.4197,1.49183
0.808081,2.58,1.34919,1.48305
0.828283,2.58,1.64438,1.66649
0.848485,2.58,2.15111,2.4992
0.868687,2.58,2.17326,2.53086
0.888889,2.58,2.19643,2.56262
0.909091,2.58,2.2206,2.59448
0.929293,2.58,2.24579,2.62642
0.949495,2.58,1.94479,2.27685
0.969697,2.58,1.97851,2.32203
0.989899,2.58,2.01299,2.3673
1.0101,2.58,2.0482,2.41264
1.0303,2.58,2.08406,2.45806
1.05051,2.58,1.55015,1.84367
1.07071,2.58,1.54371,1.8235
1.09091,2.58,1.79679,2.146
1.11111,2.58,1.71566,2.05002
1.13131,2.58,1.63567,1.954
1.15152,2.58,1.55704,1.8579
1.17172,2.58,1.48003,1.76173
1.19192,2.58,1.40488,1.66549
1.21212,2.58,1.3319,1.56918
1.23232,2.58,1.26138,1.47283
1.25253,2.58,1.19368,1.37647
1.27273,2.58,1.12914,1.28012
1.29293,2.58,1.15742,1.07422
1.31313,2.58,1.18476,1.02028
1.33333,2.58,1.21656,0.967535
1.35354,2.58,1.25246,0.91544
1.37374,2.58,1.29212,0.863532
1.39394,2.58,1.40292,0.942364
1.41414,2.58,1.42536,0.867893
1.43434,2.58,1.45236,0.793299
1.45455,2.58,1.48365,0.718688
1.47475,2.58,1.51894,0.644205
1.49495,2.58,1.5579,0.570035
1.51515,2.58,1.60019,0.496399
1.53535,2.58,1.64154,0.551362
1.55556,2.58,1.78471,0.540941
1.57576,2.58,1.92819,0.531127
1.59596,2.58,2.07326,0.521963
1.61616,2.58,2.21467,0.113091
1.63636,2.58,2.2394,0.0811016
1.65657,2.58,2.26416,0.0587737
1.67677,2.58,2.28896,0.0451779
1.69697,2.58,2.31381,0.039439
1.71717,2.58,2.3387,0.0407353
1.73737,2.58,2.36364,0.0482992
1.75758,2.58,2.38864,0.0614169
1.77778,2.58,2.41371,0.0794283
1.79798,2.58,2.43885,0.101727
1.81818,2.58,2.46408,0.127762
1.83838,2.58,2.76579,0.244149
1.85859,2.58,2.75194,0.261748
1.87879,2.58,2.73853,0.282191
1.89899,2.58,2.72554,0.305258
1.91919,2.58,2.71292,0.330719
1.93939,2.58,2.70063,0.358329
1.9596,2.58,2.68866,0.387831
1.9798,2.58,2.67695,0.418957
2,2.58,2.66548,0.451425
0,2.6,1.8912,0.556509
0.020202,2.6,1.79621,0.528317
0.040404,2.6,1.45795,0.727884
0.0606061,2.6,1.46002,0.693362
0.0808081,2.6,1.46223,0.657566
0.10101,2.6,1.46459,0.62059
0.121212,2.6,1.46709,0.582587
0.141414,2.6,1.46974,0.543766
0.161616,2.6,1.47254,0.5044
0.181818,2.6,1.47549,0.46482
0.20202,2.6,1.47861,0.425415
0.222222,2.6,1.48189,0.386635
0.242424,2.6,1.48533,0.348989
0.262626,2.6,1.48895,0.313047
0.282828,2.6,1.49274,0.279435
0.30303,2.6,1.49671,0.248842
0.323232,2.6,1.50087,0.222016
0.343434,2.6,1.50521,0.199762
0.363636,2.6,1.50975,0.182947
0.383838,2.6,1.51448,0.172497
0.40404,2.6,1.51942,0.169398
0.424242,2.6,1.52456,0.174693
0.444444,2.6,1.04627,0.200229
0.464646,2.6,0.820805,0.183322
0.484848,2.6,0.637894,0.168245
0.505051,2.6,0.503828,0.155294
0.525253,2.6,0.423293,0.144687
0.545455,2.6,0.804037,0.552263
0.565657,2.6,0.844338,0.616512
0.585859,2.6,0.886634,0.686799
0.606061,2.6,0.931075,0.761899
0.626263,2.6,0.977779,0.840744
0.646465,2.6,1.02683,0.922423
0.666667,2.6,1.07828,1.00618
0.686869,2.6,1.13215,1.09141
0.707071,2.6,1.18844,1.17768
0.727273,2.6,1.24708,1.26469
0.747475,2.6,1.30802,1.35231
0.767677,2.6,1.37113,1.44056
0.787879,2.6,1.43627,1.52963
0.808081,2.6,1.42758,1.64802
0.828283,2.6,1.83035,1.79019
0.848485,2.6,2.05388,2.41237
0.868687,2.6,2.08642,2.44836
0.888889,2.6,2.12004,2.48444
0.909091,2.6,1.8023,2.12053
0.929293,2.6,1.84154,2.16615
0.949495,2.6,1.88129,2.21193
0.969697,2.6,1.92154,2.25787
0.989899,2.6,1.96228,2.30396
1.0101,2.6,2.00346,2.3502
1.0303,2.6,2.04501,2.39659
1.05051,2.6,1.55598,1.81696
1.07071,2.6,1.5556,1.79654
1.09091,2.6,1.5566,1.77609
1.11111,2.6,1.73006,2.05016
1.13131,2.6,1.65334,1.95201
1.15152,2.6,1.57836,1.85384
1.17172,2.6,1.50539,1.75565
1.19192,2.6,1.43476,1.65743
1.21212,2.6,1.36679,1.55922
1.23232,2.6,1.30186,1.46101
1.25253,2.6,1.24034,1.36285
1.27273,2.6,1.18264,1.26477
1.29293,2.6,1.20407,1.04611
1.31313,2.6,1.2371,0.991463
1.33333,2.6,1.27382,0.937735
1.35354,2.6,1.31392,0.884454
1.37374,2.6,1.3571,0.831235
1.39394,2.6,1.40308,0.777777
1.41414,2.6,1.4516,0.723863
1.43434,2.6,1.56213,0.79772
1.45455,2.6,1.59522,0.722551
1.47475,2.6,1.63176,0.647647
1.49495,2.6,1.67142,0.573224
1.51515,2.6,1.71385,0.499534
1.53535,2.6,1.70916,0.52524
1.55556,2.6,1.84936,0.516236
1.57576,2.6,1.98986,0.507689
1.59596,2.6,2.22306,0.177505
1.61616,2.6,2.24585,0.13596
1.63636,2.6,2.26866,0.106018
1.65657,2.6,2.29149,0.0866409
1.67677,2.6,2.31434,0.0768452
1.69697,2.6,2.33723,0.0757006
1.71717,2.6,2.36016,0.082331
1.73737,2.6,2.38314,0.0959138
1.75758,2.6,2.40618,0.11568
1.77778,2.6,2.4293,0.140916
1.79798,2.6,2.7337,0.277492
1.81818,2.6,2.7183,0.290905
1.83838,2.6,2.70333,0.307318
1.85859,2.6,2.68878,0.326539
1.87879,2.6,2.67458,0.348367
1.89899,2.6,2.66073,0.372587
1.91919,2.6,2.64717,0.398973
1.93939,2.6,2.63389,0.427284
1.9596,2.6,2.62085,0.457268
1.9798,2.6,2.60803,0.48866
2,2.6,2.5954,0.521183
0,2.62,1.77034,0.591443
0.020202,2.62,1.39063,0.809472
0.040404,2.62,1.39435,0.777001
0.0606061,2.62,1.39817,0.743741
0.0808081,2.62,1.40211,0.709627
0.10101,2.62,1.40617,0.674653
0.121212,2.62,1.41034,0.638874
0.141414,2.62,1.41463,0.602404
0.161616,2.62,1.41904,0.565417
0.181818,2.62,1.42358,0.528145
0.20202,2.62,1.42824,0.49088
0.222222,2.62,1.43303,0.453975
0.242424,2.62,1.43796,0.417842
0.262626,2.62,1.44301,0.38295
0.282828,2.62,1.44821,0.349831
0.30303,2.62,1.45354,0.319075
0.323232,2.62,1.45902,0.291331
0.343434,2.62,1.46465,0.267308
0.363636,2.62,1.47042,0.247774
0.383838,2.62,1.47635,0.233559
0.40404,2.62,1.48244,0.225548
0.424242,2.62,1.4887,0.22469
0.444444,2.62,1.11647,0.176028
0.464646,2.62,0.86384,0.157683
0.484848,2.62,0.652694,0.140801
0.505051,2.62,0.490049,0.125726
0.525253,2.62,0.873301,0.540737
0.545455,2.62,0.90289,0.595506
0.565657,2.62,0.935626,0.6581
0.585859,2.62,0.971591,0.727098
0.606061,2.62,1.01084,0.801235
0.626263,2.62,1.05338,0.8794
0.646465,2.62,1.0992,0.960639
0.666667,2.62,1.14826,1.04415
0.686869,2.62,1.20047,1.1293
0.707071,2.62,1.25573,1.2156
0.727273,2.62,1.31389,1.30271
0.747475,2.62,1.37477,1.39046
0.767677,2.62,1.43816,1.47883
0.787879,2.62,1.50382,1.56795
0.808081,2.62,1.57147,1.65812
0.828283,2.62,1.93308,2.28503
0.848485,2.62,1.62493,1.91931
0.868687,2.62,1.66905,1.96458
0.888889,2.62,1.71335,2.01009
0.909091,2.62,1.75789,2.05586
0.929293,2.62,1.80272,2.10188
0.949495,2.62,1.84786,2.14814
0.969697,2.62,1.89332,2.19464
0.989899,2.62,1.93906,2.24137
1.0101,2.62,1.98502,2.28834
1.0303,2.62,2.03113,2.33552
1.05051,2.62,1.58798,1.79218
1.07071,2.62,1.59252,1.77156
1.09091,2.62,1.59825,1.75092
1.11111,2.62,1.60515,1.73026
1.13131,2.62,1.69323,1.95325
1.15152,2.62,1.6222,1.85328
1.17172,2.62,1.55355,1.75341
1.19192,2.62,1.48764,1.65366
1.21212,2.62,1.42485,1.55404
1.23232,2.62,1.36561,1.45457
1.25253,2.62,1.31033,1.35529
1.27273,2.62,1.25947,1.25623
1.29293,2.62,1.26662,1.02258
1.31313,2.62,1.30361,0.967436
1.33333,2.62,1.34364,0.912994
1.35354,2.62,1.38641,0.858859
1.37374,2.62,1.43167,0.804723
1.39394,2.62,1.47919,0.750361
1.41414,2.62,1.52873,0.695634
1.43434,2.62,1.58009,0.640488
1.45455,2.62,1.7112,0.733526
1.47475,2.62,1.74815,0.658839
1.49495,2.62,1.7878,0.584858
1.51515,2.62,1.82981,0.511869
1.53535,2.62,1.87377,0.440195
1.55556,2.62,1.91904,0.494767
1.57576,2.62,2.05554,0.487332
1.59596,2.62,2.25669,0.208898
1.61616,2.62,2.27746,0.171421
1.63636,2.62,2.29824,0.146449
1.65657,2.62,2.31904,0.132891
1.67677,2.62,2.33986,0.129707
1.69697,2.62,2.36072,0.135912
1.71717,2.62,2.38163,0.150576
1.73737,2.62,2.40259,0.172821
1.75758,2.62,2.70711,0.312879
1.77778,2.62,2.69015,0.322066
1.79798,2.62,2.67362,0.334359
1.81818,2.62,2.65748,0.349599
1.83838,2.62,2.6417,0.367613
1.85859,2.62,2.62626,0.388215
1.87879,2.62,2.61112,0.411209
1.89899,2.62,2.59625,0.436383
1.91919,2.62,2.58163,0.463514
1.93939,2.62,2.56723,0.492368
1.9596,2.62,2.55304,0.522696
1.9798,2.62,2.53903,0.554237
2,2.62,2.52518,0.586719
0,2.64,1.53591,0.819971
0.020202,2.64,1.33099,0.837547
0.040404,2.64,1.33668,0.806937
0.0606061,2.64,1.34246,0.776104
0.0808081,2.64,1.34832,0.744885
0.10101,2.64,1.35427,0.713178
0.121212,2.64,1.36031,0.680938
0.141414,2.64,1.36645,0.648183
0.161616,2.64,1.37267,0.614988
0.181818,2.64,1.37899,0.581488
0.20202,2.64,1.3854,0.547878
0.222222,2.64,1.39191,0.514412
0.242424,2.64,1.39851,0.481405
0.262626,2.64,1.40521,0.449228
0.282828,2.64,1.41202,0.418316
0.30303,2.64,1.41892,0.389159
0.323232,2.64,1.42594,0.362311
0.343434,2.64,1.43306,0.338382
0.363636,2.64,1.44029,0.318044
0.383838,2.64,1.44763,0.302025
0.40404,2.64,1.45508,0.291118
0.424242,2.64,1.46266,0.28617
0.444444,2.64,1.47035,0.28809
0.464646,2.64,0.929049,0.137323
0.484848,2.64,0.688171,0.118754
0.505051,2.64,0.495266,0.101655
0.525253,2.64,0.998982,0.582577
0.545455,2.64,1.02198,0.635478
0.565657,2.64,1.04951,0.696605
0.585859,2.64,1.08154,0.764493
0.606061,2.64,1.11804,0.837836
0.626263,2.64,1.15891,0.915481
0.646465,2.64,1.20405,0.996432
0.666667,2.64,1.25331,1.07985
0.686869,2.64,1.3065,1.16504
0.707071,2.64,1.36342,1.25149
0.727273,2.64,1.42381,1.33882
0.747475,2.64,1.48741,1.4268
0.767677,2.64,1.5539,1.51539
0.787879,2.64,1.22048,1.30845
0.808081,2.64,1.23376,1.37003
0.828283,2.64,1.45094,1.61634
0.848485,2.64,1.59593,1.85553
0.868687,2.64,1.64459,1.90068
0.888889,2.64,1.69333,1.94616
0.909091,2.64,1.74222,1.99199
0.929293,2.64,1.79129,2.03815
0.949495,2.64,1.84054,2.08464
0.969697,2.64,1.88998,2.13146
0.989899,2.64,1.93955,2.1786
1.0101,2.64,1.98919,2.22605
1.0303,2.64,2.0388,2.27381
1.05051,2.64,1.64046,1.76818
1.07071,2.64,1.64889,1.74742
1.09091,2.64,1.65834,1.72665
1.11111,2.64,1.66878,1.70587
1.13131,2.64,1.68021,1.68509
1.15152,2.64,1.68357,1.85543
1.17172,2.64,1.61931,1.75424
1.19192,2.64,1.55813,1.65339
1.21212,2.64,1.50049,1.55288
1.23232,2.64,1.44683,1.45275
1.25253,2.64,1.39764,1.35302
1.27273,2.64,1.35342,1.25374
1.29293,2.64,1.34092,1.00341
1.31313,2.64,1.38038,0.947979
1.33333,2.64,1.42229,0.893098
1.35354,2.64,1.46643,0.838447
1.37374,2.64,1.51256,0.783794
1.39394,2.64,1.56049,0.72899
1.41414,2.64,1.61003,0.673975
1.43434,2.64,1.66102,0.618771
1.45455,2.64,1.71331,0.563484
1.47475,2.64,1.76676,0.508308
1.49495,2.64,1.90442,0.604573
1.51515,2.64,1.94572,0.533121
1.53535,2.64,1.98869,0.463332
1.55556,2.64,1.99274,0.477206
1.57576,2.64,2.12435,0.470723
1.59596,2.64,2.29061,0.249851
1.61616,2.64,2.30927,0.219896
1.63636,2.64,2.32795,0.203292
1.65657,2.64,2.34665,0.198893
1.67677,2.64,2.36538,0.205606
1.69697,2.64,2.38416,0.22239
1.71717,2.64,2.68586,0.350453
1.73737,2.64,2.66732,0.355412
1.75758,2.64,2.64921,0.363539
1.77778,2.64,2.63148,0.374704
1.79798,2.64,2.61411,0.388762
1.81818,2.64,2.59707,0.405559
1.83838,2.64,2.58033,0.424926
1.85859,2.64,2.56387,0.446682
1.87879,2.64,2.54766,0.470633
1.89899,2.64,2.53168,0.496573
1.91919,2.64,2.51591,0.524284
1.93939,2.64,2.50034,0.553535
1.9596,2.64,2.48494,0.584081
1.9798,2.64,2.4697,0.615666
2,2.64,2.45462,0.648022
0,2.66,1.4738,0.811895
0.020202,2.66,1.21472,0.931535
0.040404,2.66,1.23159,0.888178
0.0606061,2.66,1.2483,0.844514
0.0808081,2.66,1.26487,0.80089
0.10101,2.66,1.2813,0.757649
0.121212,2.66,1.31811,0.699462
0.141414,2.66,1.32628,0.671946
0.161616,2.66,1.33451,0.644117
0.181818,2.66,1.34281,0.616013
0.20202,2.66,1.35117,0.587731
0.222222,2.66,1.35959,0.559428
0.242424,2.66,1.36807,0.53132
0.262626,2.66,1.37662,0.503682
0.282828,2.66,1.38524,0.476849
0.30303,2.66,1.39392,0.451216
0.323232,2.66,1.40267,0.427238
0.343434,2.66,1.41149,0.405426
0.363636,2.66,1.42038,0.386356
0.383838,2.66,1.42934,0.370658
0.40404,2.66,1.43837,0.359026
0.424242,2.66,1.44747,0.352211
0.444444,2.66,1.45666,0.351025
0.464646,2.66,1.01936,0.123978
0.484848,2.66,0.747166,0.103844
0.505051,2.66,0.522232,0.0848239
0.525253,2.66,1.13418,0.61833
0.545455,2.66,1.15349,0.669586
0.565657,2.66,1.17876,0.72946
0.585859,2.66,1.20986,0.796445
0.606061,2.66,1.24665,0.869191
0.626263,2.66,1.28895,0.946504
0.646465,2.66,1.33654,1.02735
0.666667,2.66,1.38918,1.11083
0.686869,2.66,1.44658,1.19624
0.707071,2.66,1.50842,1.28299
0.727273,2.66,1.19929,1.099
0.747475,2.66,1.20761,1.15977
0.767677,2.66,1.21699,1.22068
0.787879,2.66,1.22738,1.28194
0.808081,2.66,1.23874,1.34383
0.828283,2.66,1.46098,1.5658
0.848485,2.66,1.59595,1.79315
0.868687,2.66,1.64771,1.83784
0.888889,2.66,1.69952,1.88297
0.909091,2.66,1.75143,1.92854
0.929293,2.66,1.80347,1.97453
0.949495,2.66,1.85564,2.02095
0.969697,2.66,1.90792,2.06779
0.989899,2.66,1.96025,2.11504
1.0101,2.66,2.01256,2.1627
1.0303,2.66,2.06474,2.21075
1.05051,2.66,1.70829,1.74398
1.07071,2.66,1.71969,1.72315
1.09091,2.66,1.73196,1.70233
1.11111,2.66,1.74508,1.68152
1.13131,2.66,1.75902,1.66071
1.15152,2.66,1.77377,1.63991
1.17172,2.66,1.69836,1.75745
1.19192,2.66,1.64173,1.65592
1.21212,2.66,1.58899,1.55505
1.23232,2.66,1.54062,1.45485
1.25253,2.66,1.49717,1.35537
1.27273,2.66,1.45919,1.25663
1.29293,2.66,1.42333,0.988371
1.31313,2.66,1.46397,0.932881
1.33333,2.66,1.50659,0.877844
1.35354,2.66,1.55099,0.823021
1.37374,2.66,1.597,0.768256
1.39394,2.66,1.64444,0.713481
1.41414,2.66,1.69319,0.658708
1.43434,2.66,1.7431,0.604039
1.45455,2.66,1.79407,0.549656
1.47475,2.66,1.84602,0.495829
1.49495,2.66,1.89885,0.442913
1.51515,2.66,1.95253,0.391345
1.53535,2.66,2.10149,0.495919
1.55556,2.66,2.14471,0.431488
1.57576,2.66,2.19539,0.458588
1.59596,2.66,2.32459,0.300176
1.61616,2.66,2.3411,0.281669
1.63636,2.66,2.35762,0.277304
1.65657,2.66,2.37418,0.28588
1.67677,2.66,2.66976,0.390412
1.69697,2.66,2.64964,0.391184
1.71717,2.66,2.62993,0.395138
1.73737,2.66,2.61061,0.402174
1.75758,2.66,2.59163,0.412178
1.77778,2.66,2.57298,0.425022
1.79798,2.66,2.55464,0.440569
1.81818,2.66,2.53657,0.458666
1.83838,2.66,2.51876,0.479149
1.85859,2.66,2.50119,0.501842
1.87879,2.66,2.48383,0.526556
1.89899,2.66,2.46669,0.553088
1.91919,2.66,2.44973,0.581225
1.93939,2.66,2.43296,0.610738
1.9596,2.66,2.41635,0.64139
1.9798,2.66,2.39991,0.672927
2,2.66,2.38362,0.705085
0,2.68,1.42493,0.808609
0.020202,2.68,1.45084,0.832999
0.040404,2.68,1.16422,0.934246
0.0606061,2.68,1.18351,0.891913
0.0808081,2.68,1.20272,0.849523
0.10101,2.68,1.22184,0.807405
0.121212,2.68,1.24088,0.765882
0.141414,2.68,1.25984,0.725279
0.161616,2.68,1.27871,0.685914
0.181818,2.68,1.29751,0.648104
0.20202,2.68,1.31623,0.612162
0.222222,2.68,1.33487,0.578399
0.242424,2.68,1.34779,0.557978
0.262626,2.68,1.35838,0.536862
0.282828,2.68,1.36901,0.516142
0.30303,2.68,1.37966,0.496116
0.323232,2.68,1.39035,0.477139
0.343434,2.68,1.40107,0.459629
0.363636,2.68,1.41181,0.444059
0.383838,2.68,1.42259,0.430965
0.40404,2.68,1.4334,0.420942
0.424242,2.68,1.44425,0.414643
0.444444,2.68,1.45512,0.412782
0.464646,2.68,1.46603,0.416131
0.484848,2.68,0.832786,0.0980312
0.505051,2.68,0.573961,0.0771944
0.525253,2.68,1.26917,0.645257
0.545455,2.68,1.28829,0.695121
0.565657,2.68,1.31485,0.753985
0.585859,2.68,1.34861,0.8203
0.606061,2.68,1.38934,0.892675
0.626263,2.68,1.43675,0.969872
0.646465,2.68,1.21067,0.829978
0.666667,2.68,1.21425,0.890261
0.686869,2.68,1.21888,0.950846
0.707071,2.68,1.22456,1.0116
0.727273,2.68,1.23126,1.07248
0.747475,2.68,1.23894,1.13348
0.767677,2.68,1.24759,1.19469
0.787879,2.68,1.25715,1.25628
0.808081,2.68,1.2676,1.31849
0.828283,2.68,1.49524,1.51664
0.848485,2.68,1.51022,1.54953
0.868687,2.68,1.67463,1.77615
0.888889,2.68,1.72821,1.82055
0.909091,2.68,1.78193,1.86548
0.929293,2.68,1.83578,1.91095
0.949495,2.68,1.88977,1.95693
0.969697,2.68,1.94386,2.00344
0.989899,2.68,1.99798,2.05045
1.0101,2.68,2.05204,2.09798
1.0303,2.68,2.10594,2.146
1.05051,2.68,1.78693,1.7188
1.07071,2.68,1.8005,1.69799
1.09091,2.68,1.8148,1.6772
1.11111,2.68,1.82982,1.65644
1.13131,2.68,1.84554,1.6357
1.15152,2.68,1.86193,1.61499
1.17172,2.68,1.78728,1.7624
1.19192,2.68,1.73482,1.66065
1.21212,2.68,1.68653,1.55994
1.23232,2.68,1.64297,1.46028
1.25253,2.68,1.60471,1.36172
1.27273,2.68,1.57236,1.26431
1.29293,2.68,1.51072,0.977271
1.31313,2.68,1.55148,0.921943
1.33333,2.68,1.59384,0.867038
1.35354,2.68,1.63764,0.812393
1.37374,2.68,1.68274,0.757931
1.39394,2.68,1.72902,0.703658
1.41414,2.68,1.77638,0.649666
1.43434,2.68,1.82473,0.596131
1.45455,2.68,1.874,0.543314
1.47475,2.68,1.92414,0.491561
1.49495,2.68,1.97512,0.441304
1.51515,2.68,2.02691,0.393057
1.53535,2.68,2.07951,0.347422
1.55556,2.68,2.25315,0.477416
1.57576,2.68,2.26776,0.451716
1.59596,2.68,2.35847,0.359541
1.61616,2.68,2.68078,0.439556
1.63636,2.68,2.65863,0.433012
1.65657,2.68,2.63692,0.429678
1.67677,2.68,2.6156,0.429494
1.69697,2.68,2.59466,0.432389
1.71717,2.68,2.57407,0.438278
1.73737,2.68,2.55381,0.447065
1.75758,2.68,2.53384,0.458638
1.77778,2.68,2.51416,0.472877
1.79798,2.68,2.49474,0.489647
1.81818,2.68,2.47557,0.5088
1.83838,2.68,2.45663,0.530176
1.85859,2.68,2.4379,0.553603
1.87879,2.68,2.41938,0.578897
1.89899,2.68,2.40106,0.605858
1.91919,2.68,2.38293,0.634278
1.93939,2.68,2.36498,0.663934
1.9596,2.68,2.3472,0.69459
1.9798,2.68,2.32961,0.725999
2,2.68,2.31219,0.757899
0,2.7,1.38818,0.808566
0.020202,2.7,1.40889,0.826429
0.040404,2.7,1.43138,0.851468
0.0606061,2.7,1.12737,0.934143
0.0808081,2.7,1.14886,0.892926
0.10101,2.7,1.17035,0.851894
0.121212,2.7,1.19182,0.811356
0.141414,2.7,1.21328,0.771622
0.161616,2.7,1.23472,0.732994
0.181818,2.7,1.25612,0.695774
0.20202,2.7,1.2775,0.660261
0.222222,2.7,1.29884,0.62675
0.242424,2.7,1.32014,0.595534
0.262626,2.7,1.34142,0.566903
0.282828,2.7,1.36267,0.541143
0.30303,2.7,1.3839,0.518539
0.323232,2.7,1.40512,0.49937
0.343434,2.7,1.42633,0.483916
0.363636,2.7,1.41578,0.481251
0.383838,2.7,1.42858,0.473203
0.40404,2.7,1.44137,0.467281
0.424242,2.7,1.45415,0.464041
0.444444,2.7,1.46692,0.464097
0.464646,2.7,1.47968,0.468126
0.484848,2.7,0.948394,0.103496
0.505051,2.7,1.37916,0.622873
0.525253,2.7,1.39295,0.660506
0.545455,2.7,1.41597,0.709257
0.565657,2.7,1.44795,0.767382
0.585859,2.7,1.25021,0.634276
0.606061,2.7,1.25125,0.690004
0.626263,2.7,1.25329,0.747332
0.646465,2.7,1.25633,0.80586
0.666667,2.7,1.26036,0.86526
0.686869,2.7,1.26538,0.925279
0.707071,2.7,1.27136,0.985735
0.727273,2.7,1.27829,1.04652
0.747475,2.7,1.28614,1.1076
0.767677,2.7,1.29488,1.16901
0.787879,2.7,1.30448,1.23085
0.808081,2.7,1.53418,1.4361
0.828283,2.7,1.54859,1.4684
0.848485,2.7,1.56318,1.50079
0.868687,2.7,1.57795,1.53329
0.888889,2.7,1.77605,1.75927
0.909091,2.7,1.83044,1.80315
0.929293,2.7,1.88504,1.84766
0.949495,2.7,1.93984,1.8928
0.969697,2.7,1.99479,1.93857
0.989899,2.7,2.04981,1.98495
1.0101,2.7,2.10482,2.03194
1.0303,2.7,1.85803,1.71279
1.05051,2.7,1.87242,1.69205
1.07071,2.7,1.88746,1.67135
1.09091,2.7,1.90311,1.6507
1.11111,2.7,1.91938,1.63009
1.13131,2.7,1.93623,1.60952
1.15152,2.7,1.95365,1.589
1.17172,2.7,1.97163,1.56852
1.19192,2.7,1.83465,1.66704
1.21212,2.7,1.79017,1.56701
1.23232,2.7,1.75071,1.46851
1.25253,2.7,1.7169,1.37157
1.27273,2.7,1.68939,1.27624
1.29293,2.7,1.60047,0.96991
1.31313,2.7,1.6405,0.914976
1.33333,2.7,1.68185,0.860498
1.35354,2.7,1.72439,0.806389
1.37374,2.7,1.76804,0.752648
1.39394,2.7,1.8127,0.69936
1.41414,2.7,1.85831,0.646692
1.43434,2.7,1.90483,0.594898
1.45455,2.7,1.95223,0.544315
1.47475,2.7,2.00049,0.495367
1.49495,2.7,2.04962,0.448562
1.51515,2.7,2.09965,0.404491
1.53535,2.7,2.1506,0.363834
1.55556,2.7,2.20255,0.32735
1.57576,2.7,2.44379,0.429302
1.59596,2.7,2.65227,0.478566
1.61616,2.7,2.62894,0.471248
1.63636,2.7,2.60601,0.467002
1.65657,2.7,2.58345,0.465784
1.67677,2.7,2.56123,0.467541
1.69697,2.7,2.53934,0.472204
1.71717,2.7,2.51775,0.479693
1.73737,2.7,2.49644,0.489915
1.75758,2.7,2.47541,0.502765
1.77778,2.7,2.45462,0.518126
1.79798,2.7,2.43408,0.535866
1.81818,2.7,2.41377,0.555843
1.83838,2.7,2.39368,0.5779
1.85859,2.7,2.37381,0.601871
1.87879,2.7,2.35414,0.627574
1.89899,2.7,2.33468,0.654815
1.91919,2.7,2.31542,0.683389
1.93939,2.7,2.29637,0.713078
1.9596,2.7,2.27751,0.743651
1.9798,2.7,2.25887,0.774863
2,2.7,2.24044,0.806459
0,2.72,1.36252,0.810359
0.020202,2.72,1.37827,0.822912
0.040404,2.72,1.39574,0.841793
0.0606061,2.72,1.07964,0.971045
0.0808081,2.72,1.10302,0.930928
0.10101,2.72,1.1265,0.890936
0.121212,2.72,1.15007,0.851363
0.141414,2.72,1.1737,0.812502
0.161616,2.72,1.19738,0.774642
0.181818,2.72,1.2211,0.73807
0.20202,2.72,1.24486,0.703068
0.222222,2.72,1.26863,0.669918
0.242424,2.72,1.29243,0.638897
0.262626,2.72,1.31623,0.61028
0.282828,2.72,1.34004,0.584338
0.30303,2.72,1.36386,0.56134
0.323232,2.72,1.38768,0.541552
0.343434,2.72,1.4115,0.525237
0.363636,2.72,1.43534,0.512655
0.383838,2.72,1.45919,0.504062
0.40404,2.72,1.48306,0.499714
0.424242,2.72,1.50695,0.49986
0.444444,2.72,1.53089,0.50475
0.464646,2.72,1.50809,0.501966
