Distance[um],dz[um],Mag_Ey_um,Mag_Ey_um
0.606061,2.18,0.233979,1.15988
0.626263,2.18,0.209562,1.16037
0.646465,2.18,0.242777,1.1658
0.666667,2.18,0.346011,1.17729
0.686869,2.18,0.502793,0.885079
0.707071,2.18,0.508319,0.910529
0.727273,2.18,0.573161,0.964428
0.747475,2.18,0.865411,0.622834
0.767677,2.18,0.54281,0.401589
0.787879,2.18,0.207679,0.1574
0.808081,2.18,0.281964,0.255551
0.828283,2.18,0.221517,0.146558
0.848485,2.18,0.061561,0.0136426
0.868687,2.18,0.086529,0.0339129
0.888889,2.18,0.250886,0.108455
0.909091,2.18,0.237683,0.135218
0.929293,2.18,0.357239,0.192958
0.949495,2.18,0.186436,0.10776
0.969697,2.18,0.266076,0.335141
0.989899,2.18,0.0265686,0.116819
1.0101,2.18,0.322333,0.20175
1.0303,2.18,0.380372,0.227893
1.05051,2.18,0.205042,0.175102
1.07071,2.18,0.16293,0.140094
1.09091,2.18,0.0662166,0.0764657
1.11111,2.18,0.501003,0.345997
1.13131,2.18,0.931248,0.790322
1.15152,2.18,0.116375,0.114298
1.17172,2.18,0.605445,0.597731
1.19192,2.18,0.178122,0.180808
1.21212,2.18,0.0502175,0.0501086
1.23232,2.18,0.114963,0.164251
1.25253,2.18,0.185243,0.320551
1.27273,2.18,0.286544,0.522396
1.29293,2.18,0.435211,0.77198
1.31313,2.18,0.63844,1.0703
1.33333,2.18,2.13253,2.05466
1.35354,2.18,0.605987,1.40166
1.37374,2.18,0.673142,1.41267
1.39394,2.18,0.741622,1.42761
1.41414,2.18,0.810135,1.4457
1.43434,2.18,0.877558,1.46618
1.45455,2.18,0.942938,1.4884
1.47475,2.18,1.0055,1.51171
1.49495,2.18,1.06462,1.53557
1.51515,2.18,1.11988,1.55946
1.53535,2.18,1.17101,1.58294
1.55556,2.18,1.2179,1.60562
1.57576,2.18,1.26065,1.62716
1.59596,2.18,1.29949,1.64728
1.61616,2.18,1.33484,1.66578
1.63636,2.18,1.29589,1.58003
1.65657,2.18,1.29364,1.5551
1.67677,2.18,1.29123,1.52892
1.69697,2.18,1.28837,1.50148
1.71717,2.18,1.28482,1.47275
1.73737,2.18,1.28031,1.44274
1.75758,2.18,1.27464,1.41142
1.77778,2.18,1.26757,1.37879
1.79798,2.18,0.804266,0.831628
1.81818,2.18,0.737335,0.756863
1.83838,2.18,0.667488,0.680241
1.85859,2.18,0.594687,0.601758
1.87879,2.18,0.518896,0.521411
1.89899,2.18,0.440086,0.439196
1.91919,2.18,0.358229,0.35511
1.93939,2.18,0.273307,0.269151
1.9596,2.18,0.185301,0.181314
1.9798,2.18,0.0942015,0.0915979
2,2.18,0,0
0,2.2,0,0
0.020202,2.2,0.177389,0.104069
0.040404,2.2,0.348341,0.207852
0.0606061,2.2,0.512883,0.311348
0.0808081,2.2,0.671037,0.41456
0.10101,2.2,0.822823,0.517488
0.121212,2.2,0.968258,0.620134
0.141414,2.2,1.10736,0.7225
0.161616,2.2,1.24013,0.824585
0.181818,2.2,0.75777,1.05783
0.20202,2.2,0.785806,1.12984
0.222222,2.2,0.807923,1.20018
0.242424,2.2,0.825788,1.26884
0.262626,2.2,0.842957,1.3358
0.282828,2.2,0.864872,1.40106
0.30303,2.2,0.867439,1.44306
0.323232,2.2,0.862848,1.46164
0.343434,2.2,0.854653,1.47721
0.363636,2.2,0.842684,1.48979
0.383838,2.2,0.826817,1.4994
0.40404,2.2,0.806975,1.50607
0.424242,2.2,0.814723,1.5199
0.444444,2.2,0.770972,1.5219
0.464646,2.2,0.724118,1.51979
0.484848,2.2,0.674029,1.51378
0.505051,2.2,0.900893,1.36046
0.525253,2.2,0.753571,1.35142
0.545455,2.2,0.620633,1.34239
0.565657,2.2,0.508521,1.33408
0.585859,2.2,0.424837,1.32728
0.606061,2.2,0.378342,1.32284
0.626263,2.2,0.378954,1.32166
0.646465,2.2,0.437749,1.32473
0.666667,2.2,0.566961,1.33309
0.686869,2.2,0.471803,1.00302
0.707071,2.2,0.530408,1.0317
0.727273,2.2,0.640103,1.08913
0.747475,2.2,0.596529,0.649534
0.767677,2.2,0.392996,0.428817
0.787879,2.2,0.239117,0.186508
0.808081,2.2,0.110912,0.114201
0.828283,2.2,0.073197,0.108371
0.848485,2.2,0.0722628,0.0293321
0.868687,2.2,0.0980073,0.0725137
0.888889,2.2,0.171757,0.0762279
0.909091,2.2,0.18054,0.0754673
0.929293,2.2,0.0900255,0.0143509
0.949495,2.2,0.243019,0.122581
0.969697,2.2,0.295363,0.196535
0.989899,2.2,0.617381,0.402895
1.0101,2.2,0.130256,0.166939
1.0303,2.2,0.153058,0.0629173
1.05051,2.2,0.320645,0.176377
1.07071,2.2,0.689617,0.531866
1.09091,2.2,0.329143,0.215458
1.11111,2.2,0.113663,0.221088
1.13131,2.2,0.423419,0.480318
1.15152,2.2,0.170567,0.109337
1.17172,2.2,0.606092,0.520747
1.19192,2.2,0.242367,0.208458
1.21212,2.2,0.0681319,0.0451219
1.23232,2.2,0.132273,0.140028
1.25253,2.2,1.9414,1.54602
1.27273,2.2,2.68562,2.18252
1.29293,2.2,1.84447,1.65506
1.31313,2.2,1.87233,1.71776
1.33333,2.2,1.63368,1.68819
1.35354,2.2,2.13263,2.02883
1.37374,2.2,2.0498,1.98618
1.39394,2.2,0.822579,1.44115
1.41414,2.2,0.890596,1.45869
1.43434,2.2,0.957792,1.47879
1.45455,2.2,1.02319,1.50076
1.47475,2.2,1.08597,1.52397
1.49495,2.2,1.1455,1.54786
1.51515,2.2,1.20131,1.5719
1.53535,2.2,1.25312,1.59565
1.55556,2.2,1.30078,1.6187
1.57576,2.2,1.34435,1.64071
1.59596,2.2,1.38405,1.6614
1.61616,2.2,1.42027,1.68054
1.63636,2.2,1.38035,1.59987
1.65657,2.2,1.37725,1.57535
1.67677,2.2,1.37436,1.54961
1.69697,2.2,1.37132,1.52264
1.71717,2.2,1.3678,1.49443
1.73737,2.2,1.36348,1.46497
1.75758,2.2,1.35806,1.43427
1.77778,2.2,0.877579,0.906617
1.79798,2.2,0.812284,0.833483
1.81818,2.2,0.744208,0.758503
1.83838,2.2,0.673304,0.681674
1.85859,2.2,0.599528,0.602991
1.87879,2.2,0.522841,0.52245
1.89899,2.2,0.44321,0.440047
1.91919,2.2,0.360603,0.35578
1.93939,2.2,0.274997,0.269645
1.9596,2.2,0.186371,0.181638
1.9798,2.2,0.094709,0.0917574
2,2.2,0,0
0,2.22,0,0
0.020202,2.22,0.174296,0.10351
0.040404,2.22,0.342163,0.206737
0.0606061,2.22,0.503627,0.309685
0.0808081,2.22,0.658709,0.412353
0.10101,2.22,0.80743,0.514743
0.121212,2.22,0.949805,0.616856
0.141414,2.22,1.08585,0.718695
0.161616,2.22,1.21557,0.820259
0.181818,2.22,1.33897,0.921551
0.20202,2.22,0.803184,1.1187
0.222222,2.22,0.822162,1.1887
0.242424,2.22,0.836933,1.25708
0.262626,2.22,0.851053,1.32384
0.282828,2.22,0.869965,1.38896
0.30303,2.22,0.868868,1.42993
0.323232,2.22,0.86075,1.44847
0.343434,2.22,0.849008,1.46401
0.363636,2.22,0.833448,1.47658
0.383838,2.22,0.813922,1.48618
0.40404,2.22,0.888465,1.54251
0.424242,2.22,0.849721,1.54879
0.444444,2.22,0.80801,1.55076
0.464646,2.22,0.763196,1.54861
0.484848,2.22,0.715178,1.54253
0.505051,2.22,0.663891,1.53277
0.525253,2.22,0.919147,1.51622
0.545455,2.22,0.820234,1.50724
0.565657,2.22,0.737591,1.49881
0.585859,2.22,0.67867,1.49163
0.606061,2.22,0.652078,1.48644
0.626263,2.22,0.667583,1.48405
0.646465,2.22,0.736108,1.48535
0.666667,2.22,0.495029,1.12014
0.686869,2.22,0.542714,1.12292
0.707071,2.22,0.637154,1.15517
0.727273,2.22,0.775942,1.21639
0.747475,2.22,0.957026,1.30612
0.767677,2.22,0.426105,0.437084
0.787879,2.22,0.178071,0.182666
0.808081,2.22,0.180612,0.158779
0.828283,2.22,0.267391,0.204344
0.848485,2.22,0.169295,0.114469
0.868687,2.22,0.205279,0.11807
0.888889,2.22,0.133521,0.0709264
0.909091,2.22,0.203601,0.0457566
0.929293,2.22,0.286106,0.124094
0.949495,2.22,0.303028,0.179871
0.969697,2.22,0.40496,0.219485
0.989899,2.22,0.138893,0.123327
1.0101,2.22,0.378872,0.204655
1.0303,2.22,0.401832,0.24283
1.05051,2.22,0.120235,0.0661792
1.07071,2.22,0.218042,0.0839545
1.09091,2.22,0.0841321,0.0547385
1.11111,2.22,0.36693,0.244211
1.13131,2.22,0.206315,0.139423
1.15152,2.22,0.128769,0.0874604
1.17172,2.22,0.115879,0.120883
1.19192,2.22,0.264873,0.266877
1.21212,2.22,0.467309,0.371364
1.23232,2.22,1.21613,0.975604
1.25253,2.22,1.94654,1.58428
1.27273,2.22,2.21245,1.87603
1.29293,2.22,2.17935,1.87826
1.31313,2.22,2.21856,1.95
1.33333,2.22,1.88788,1.82483
1.35354,2.22,2.21617,2.04553
1.37374,2.22,2.13455,2.00311
1.39394,2.22,2.04854,1.95795
1.41414,2.22,1.95742,1.90982
1.43434,2.22,1.03812,1.49166
1.45455,2.22,1.1035,1.51342
1.47475,2.22,1.16648,1.53658
1.49495,2.22,1.22639,1.56054
1.51515,2.22,1.28275,1.5848
1.53535,2.22,1.33522,1.60887
1.55556,2.22,1.38365,1.63236
1.57576,2.22,1.42806,1.65492
1.59596,2.22,1.46864,1.67625
1.61616,2.22,1.50574,1.69612
1.63636,2.22,1.46494,1.62043
1.65657,2.22,1.46087,1.59633
1.67677,2.22,1.45742,1.57105
1.69697,2.22,1.45418,1.54458
1.71717,2.22,1.45073,1.51692
1.73737,2.22,1.44668,1.48807
1.75758,2.22,0.952028,0.980311
1.77778,2.22,0.888014,0.90878
1.79798,2.22,0.821369,0.835416
1.81818,2.22,0.752036,0.760213
1.83838,2.22,0.679963,0.683169
1.85859,2.22,0.605102,0.604277
1.87879,2.22,0.527411,0.523534
1.89899,2.22,0.446851,0.440936
1.91919,2.22,0.363388,0.35648
1.93939,2.22,0.276994,0.270161
1.9596,2.22,0.187644,0.181977
1.9798,2.22,0.0953173,0.0919242
2,2.22,0,0
0,2.24,0,0
0.020202,2.24,0.171273,0.102971
0.040404,2.24,0.336131,0.205666
0.0606061,2.24,0.494599,0.308086
0.0808081,2.24,0.646697,0.410232
0.10101,2.24,0.792444,0.512107
0.121212,2.24,0.931855,0.61371
0.141414,2.24,1.06494,0.715043
0.161616,2.24,1.19171,0.816109
0.181818,2.24,1.31218,0.916907
0.20202,2.24,1.42633,1.01744
0.222222,2.24,0.83799,1.17762
0.242424,2.24,0.849903,1.24568
0.262626,2.24,0.861192,1.31218
0.282828,2.24,0.877298,1.37712
0.30303,2.24,0.872716,1.41703
0.323232,2.24,0.861261,1.43551
0.343434,2.24,0.846155,1.451
0.363636,2.24,0.827178,1.46352
0.383838,2.24,0.981697,1.56146
0.40404,2.24,0.948865,1.57218
0.424242,2.24,0.913168,1.57843
0.444444,2.24,0.874468,1.58036
0.464646,2.24,0.832659,1.57813
0.484848,2.24,0.787673,1.57195
0.505051,2.24,0.739474,1.56208
0.525253,2.24,0.68806,1.54876
0.545455,2.24,1.07241,1.67213
0.565657,2.24,1.027,1.66358
0.585859,2.24,0.994882,1.65613
0.606061,2.24,0.984525,1.65042
0.626263,2.24,1.00554,1.64716
0.646465,2.24,1.0687,1.64715
0.666667,2.24,0.615497,1.23767
0.686869,2.24,0.690349,1.24415
0.707071,2.24,0.806065,1.28022
0.727273,2.24,0.96087,1.34545
0.747475,2.24,1.15335,1.43941
0.767677,2.24,1.38244,1.56173
0.787879,2.24,0.193565,0.191377
0.808081,2.24,0.073757,0.0846676
0.828283,2.24,0.295073,0.310041
0.848485,2.24,0.157445,0.0747004
0.868687,2.24,0.307822,0.205965
0.888889,2.24,0.200834,0.0999686
0.909091,2.24,0.348069,0.224969
0.929293,2.24,0.240559,0.122246
0.949495,2.24,0.334645,0.185808
0.969697,2.24,0.154403,0.242552
0.989899,2.24,0.357553,0.166216
1.0101,2.24,0.239612,0.100155
1.0303,2.24,0.0329616,0.139279
1.05051,2.24,0.256083,0.116426
1.07071,2.24,0.0739273,0.0551213
1.09091,2.24,0.177803,0.0519601
1.11111,2.24,0.267334,0.160124
1.13131,2.24,0.306417,0.223619
1.15152,2.24,0.103424,0.0707175
1.17172,2.24,0.0168347,0.0145464
1.19192,2.24,0.0490994,0.0407982
1.21212,2.24,0.474028,0.386212
1.23232,2.24,2.76967,2.27717
1.25253,2.24,2.62229,2.14866
1.27273,2.24,2.53652,2.09083
1.29293,2.24,2.51438,2.10163
1.31313,2.24,2.56509,2.18243
1.33333,2.24,2.1421,1.96268
1.35354,2.24,1.94032,1.81874
1.37374,2.24,2.22301,2.02241
1.39394,2.24,2.13887,1.97768
1.41414,2.24,2.05013,1.92999
1.43434,2.24,1.95639,1.87912
1.45455,2.24,1.85753,1.82487
1.47475,2.24,1.75379,1.76707
1.49495,2.24,1.3073,1.57362
1.51515,2.24,1.36419,1.59813
1.53535,2.24,1.41733,1.62259
1.55556,2.24,1.46652,1.64659
1.57576,2.24,1.51177,1.66977
1.59596,2.24,1.55323,1.69182
1.61616,2.24,1.59123,1.71251
1.63636,2.24,1.54969,1.64168
1.65657,2.24,1.54452,1.61802
1.67677,2.24,1.54046,1.59322
1.69697,2.24,1.537,1.56729
1.71717,2.24,1.08898,1.12091
1.73737,2.24,1.02828,1.05276
1.75758,2.24,0.965171,0.982807
1.77778,2.24,0.899599,0.911029
1.79798,2.24,0.831493,0.837427
1.81818,2.24,0.760793,0.761994
1.83838,2.24,0.687443,0.684725
1.85859,2.24,0.61139,0.605617
1.87879,2.24,0.532589,0.524664
1.89899,2.24,0.450995,0.441863
1.91919,2.24,0.366573,0.357209
1.93939,2.24,0.279289,0.2707
1.9596,2.24,0.189113,0.18233
1.9798,2.24,0.0960235,0.0920981
2,2.24,0,0
0,2.26,0,0
0.020202,2.26,0.168327,0.102455
0.040404,2.26,0.330257,0.204638
0.0606061,2.26,0.485814,0.306553
0.0808081,2.26,0.635019,0.4082
0.10101,2.26,0.777889,0.50958
0.121212,2.26,0.914437,0.610696
0.141414,2.26,1.04468,0.711547
0.161616,2.26,1.16861,0.812136
0.181818,2.26,1.28625,0.912465
0.20202,2.26,1.3976,1.01253
0.222222,2.26,1.50264,1.11234
0.242424,2.26,0.864591,1.23464
0.262626,2.26,0.873291,1.30084
0.282828,2.26,0.886816,1.36555
0.30303,2.26,0.878958,1.40438
0.323232,2.26,0.864391,1.42276
0.343434,2.26,0.846135,1.43817
0.363636,2.26,1.08817,1.57664
0.383838,2.26,1.0618,1.59194
0.40404,2.26,1.03264,1.60262
0.424242,2.26,1.00054,1.6088
0.444444,2.26,0.965404,1.61064
0.464646,2.26,0.927145,1.60831
0.484848,2.26,0.885728,1.60202
0.505051,2.26,0.841151,1.592
0.525253,2.26,0.793441,1.57854
0.545455,2.26,0.742665,1.56191
0.565657,2.26,1.32648,1.82846
0.585859,2.26,1.32397,1.82073
0.606061,2.26,1.32693,1.81461
0.626263,2.26,1.34483,1.81073
0.646465,2.26,0.749177,1.37547
0.666667,2.26,0.799879,1.35584
0.686869,2.26,0.888539,1.36629
0.707071,2.26,1.01365,1.40639
0.727273,2.26,1.17408,1.47576
0.747475,2.26,1.36904,1.57403
0.767677,2.26,1.59811,1.70088
0.787879,2.26,1.86121,1.856
0.808081,2.26,0.0922297,0.099732
0.828283,2.26,0.0508462,0.0678405
0.848485,2.26,0.0693085,0.103336
0.868687,2.26,0.153071,0.0609277
0.888889,2.26,0.209628,0.10967
0.909091,2.26,0.0998784,0.0231069
0.929293,2.26,0.0618131,0.0660148
0.949495,2.26,0.139926,0.0294977
0.969697,2.26,0.273717,0.136755
0.989899,2.26,0.346814,0.193967
1.0101,2.26,0.20865,0.0587013
1.0303,2.26,0.269372,0.120938
1.05051,2.26,0.251323,0.105435
1.07071,2.26,0.317328,0.189838
1.09091,2.26,0.414362,0.27924
1.11111,2.26,0.0415285,0.0594699
1.13131,2.26,0.105805,0.0218184
1.15152,2.26,0.104281,0.0723426
1.17172,2.26,0.0582144,0.0310339
1.19192,2.26,0.0260678,0.0207792
1.21212,2.26,3.2777,2.67054
1.23232,2.26,3.07329,2.47502
1.25253,2.26,2.93598,2.35512
1.27273,2.26,2.86067,2.30572
1.29293,2.26,2.84951,2.32512
1.31313,2.26,2.58496,2.23619
1.33333,2.26,2.39635,2.10149
1.35354,2.26,2.19641,1.95944
1.37374,2.26,2.3148,2.04399
1.39394,2.26,2.23256,1.99989
1.41414,2.26,2.14627,1.95285
1.43434,2.26,2.05544,1.90266
1.45455,2.26,1.95996,1.84915
1.47475,2.26,1.86002,1.79216
1.49495,2.26,1.75614,1.73152
1.51515,2.26,1.64919,1.66713
1.53535,2.26,1.49942,1.6368
1.55556,2.26,1.54938,1.66137
1.57576,2.26,1.59548,1.68523
1.59596,2.26,1.63783,1.70808
1.61616,2.26,1.67675,1.72967
1.63636,2.26,1.63464,1.6636
1.65657,2.26,1.62827,1.64039
1.67677,2.26,1.62352,1.6161
1.69697,2.26,1.16737,1.19064
1.71717,2.26,1.107,1.12403
1.73737,2.26,1.04442,1.05562
1.75758,2.26,0.979543,0.985397
1.77778,2.26,0.912302,0.913365
1.79798,2.26,0.842628,0.839515
1.81818,2.26,0.770454,0.763843
1.83838,2.26,0.69572,0.686343
1.85859,2.26,0.618372,0.60701
1.87879,2.26,0.538356,0.525839
1.89899,2.26,0.455629,0.442827
1.91919,2.26,0.370146,0.357968
1.93939,2.26,0.281873,0.27126
1.9596,2.26,0.190775,0.182698
1.9798,2.26,0.0968249,0.0922793
2,2.26,0,0
0,2.28,0,0
0.020202,2.28,0.165461,0.10196
0.040404,2.28,0.32455,0.203655
0.0606061,2.28,0.477289,0.305087
0.0808081,2.28,0.623697,0.406256
0.10101,2.28,0.76379,0.507166
0.121212,2.28,0.897583,0.607816
0.141414,2.28,1.02509,0.708208
0.161616,2.28,1.1463,0.808345
0.181818,2.28,1.26124,0.908226
0.20202,2.28,1.3699,1.00785
0.222222,2.28,1.47228,1.10723
0.242424,2.28,1.56838,1.20635
0.262626,2.28,0.887252,1.28981
0.282828,2.28,0.898446,1.35426
0.30303,2.28,0.887555,1.39198
0.323232,2.28,0.87013,1.41023
0.343434,2.28,1.20295,1.588
0.363636,2.28,1.18326,1.60794
0.383838,2.28,1.1608,1.62317
0.40404,2.28,1.13545,1.63377
0.424242,2.28,1.10709,1.63985
0.444444,2.28,1.07563,1.64158
0.464646,2.28,1.04104,1.63912
0.484848,2.28,1.00331,1.63269
0.505051,2.28,0.962467,1.62252
0.525253,2.28,0.918569,1.60888
0.545455,2.28,0.871712,1.59208
0.565657,2.28,0.822028,1.57244
0.585859,2.28,1.63834,1.98552
0.606061,2.28,1.65246,1.97899
0.626263,2.28,1.65937,1.97459
0.646465,2.28,0.96094,1.48994
0.666667,2.28,1.01833,1.47453
0.686869,2.28,1.11012,1.48913
0.707071,2.28,1.23544,1.5334
0.727273,2.28,1.39379,1.60699
0.747475,2.28,0.765892,0.718263
0.767677,2.28,0.441339,0.418131
0.787879,2.28,0.154473,0.147917
0.808081,2.28,0.0537751,0.0417518
0.828283,2.28,0.184726,0.110243
0.848485,2.28,-0.00848336,0.057096
0.868687,2.28,0.0706166,0.0113452
0.888889,2.28,0.157043,0.0621285
0.909091,2.28,0.217302,0.104853
0.929293,2.28,0.232037,0.104652
0.949495,2.28,0.321201,0.175229
0.969697,2.28,0.21293,0.0721015
0.989899,2.28,0.219401,0.0744135
1.0101,2.28,0.293916,0.142721
1.0303,2.28,0.330728,0.18712
1.05051,2.28,0.334193,0.19053
1.07071,2.28,0.119245,0.028223
1.09091,2.28,0.146552,0.0414559
1.11111,2.28,0.251912,0.145172
1.13131,2.28,0.0166806,0.035571
1.15152,2.28,0.107514,0.0568509
1.17172,2.28,0.161479,0.110449
1.19192,2.28,0.139942,0.123813
1.21212,2.28,1.05972,0.804391
1.23232,2.28,3.37732,2.67293
1.25253,2.28,3.24985,2.56164
1.27273,2.28,3.18489,2.52069
1.29293,2.28,3.1847,2.54872
1.31313,2.28,2.83714,2.3741
1.33333,2.28,2.65061,2.24109
1.35354,2.28,2.45249,2.10089
1.37374,2.28,2.40955,2.06778
1.39394,2.28,2.32927,2.02449
1.41414,2.28,2.24544,1.97828
1.43434,2.28,2.15755,1.92899
1.45455,2.28,2.06545,1.87643
1.47475,2.28,1.96931,1.82047
1.49495,2.28,1.8696,1.76097
1.51515,2.28,1.76717,1.69781
1.53535,2.28,1.66315,1.63088
1.55556,2.28,1.55902,1.56012
1.57576,2.28,1.45659,1.48544
1.59596,2.28,1.72243,1.72502
1.61616,2.28,1.76228,1.74758
1.63636,2.28,1.71984,1.68616
1.65657,2.28,1.71215,1.66342
1.67677,2.28,1.24937,1.25928
1.69697,2.28,1.18891,1.19417
1.71717,2.28,1.12643,1.12727
1.73737,2.28,1.06186,1.05857
1.75758,2.28,0.995108,0.988081
1.77778,2.28,0.926093,0.915786
1.79798,2.28,0.854744,0.841681
1.81818,2.28,0.780992,0.765761
1.83838,2.28,0.704773,0.688021
1.85859,2.28,0.626026,0.608455
1.87879,2.28,0.544698,0.527059
1.89899,2.28,0.460736,0.443827
1.91919,2.28,0.374097,0.358757
1.93939,2.28,0.284737,0.271842
1.9596,2.28,0.192622,0.183081
1.9798,2.28,0.0977186,0.0924676
2,2.28,0,0
0,2.3,0,0
0.020202,2.3,0.162682,0.101487
0.040404,2.3,0.31902,0.202716
0.0606061,2.3,0.469036,0.303687
0.0808081,2.3,0.612749,0.404403
0.10101,2.3,0.750173,0.504864
0.121212,2.3,0.881322,0.605072
0.141414,2.3,1.0062,0.705029
0.161616,2.3,1.12483,0.804735
0.181818,2.3,1.23719,0.904193
0.20202,2.3,1.3433,1.0034
0.222222,2.3,1.44315,1.10237
0.242424,2.3,1.53673,1.20109
0.262626,2.3,1.62404,1.29957
0.282828,2.3,0.912101,1.34326
0.30303,2.3,0.89845,1.37984
0.323232,2.3,1.32244,1.59551
0.343434,2.3,1.30927,1.62015
0.363636,2.3,1.29336,1.64001
0.383838,2.3,1.27454,1.65513
0.40404,2.3,1.25271,1.6656
0.424242,2.3,1.22778,1.67155
0.444444,2.3,1.19972,1.67313
0.464646,2.3,1.1685,1.67052
0.484848,2.3,1.13415,1.66392
0.505051,2.3,1.09672,1.65358
0.525253,2.3,1.05632,1.63976
0.545455,2.3,1.01306,1.62277
0.565657,2.3,0.967113,1.60293
0.585859,2.3,0.918665,1.58062
0.606061,2.3,1.95618,2.14365
0.626263,2.3,1.16373,1.64607
0.646465,2.3,1.18541,1.60481
0.666667,2.3,1.24001,1.5938
0.686869,2.3,2.15346,1.95545
0.707071,2.3,1.68004,1.53715
0.727273,2.3,1.24622,1.14924
0.747475,2.3,0.851269,0.791466
0.767677,2.3,0.494363,0.463522
0.787879,2.3,0.17454,0.165071
0.808081,2.3,5.26212,4.51665
0.828283,2.3,1.54778,1.24669
0.848485,2.3,0.289361,0.221231
0.868687,2.3,0.206177,0.124852
0.888889,2.3,0.158986,0.0643984
0.909091,2.3,0.119319,0.0184355
0.929293,2.3,0.218055,0.0923167
0.949495,2.3,0.159955,0.031903
0.969697,2.3,0.339631,0.188713
0.989899,2.3,0.299485,0.148574
1.0101,2.3,0.252819,0.104841
1.0303,2.3,0.199234,0.0591967
1.05051,2.3,0.141519,0.0204993
1.07071,2.3,0.328821,0.194918
1.09091,2.3,0.233566,0.118852
1.11111,2.3,0.135065,0.042863
1.13131,2.3,0.322796,0.234103
1.15152,2.3,0.0799136,0.0324664
1.17172,2.3,0.0682566,0.0688727
1.19192,2.3,0.279312,0.2864
1.21212,2.3,1.09695,0.839095
1.23232,2.3,2.9109,2.22314
1.25253,2.3,3.56395,2.76818
1.27273,2.3,3.50921,2.7357
1.29293,2.3,3.51997,2.77239
1.31313,2.3,3.08938,2.51269
1.33333,2.3,2.90488,2.38133
1.35354,2.3,2.70858,2.24292
1.37374,2.3,2.50335,2.09796
1.39394,2.3,2.42866,2.05136
1.41414,2.3,2.3473,2.00618
1.43434,2.3,2.26236,1.95797
1.45455,2.3,2.17364,1.90657
1.47475,2.3,2.08127,1.85186
1.49495,2.3,1.98572,1.79371
1.51515,2.3,1.88776,1.73202
1.53535,2.3,1.78852,1.66671
1.55556,2.3,1.68945,1.59771
1.57576,2.3,1.5923,1.52495
1.59596,2.3,1.4992,1.44841
1.61616,2.3,1.41256,1.36806
1.63636,2.3,1.88566,1.78857
1.65657,2.3,1.33569,1.32688
1.67677,2.3,1.2747,1.26323
1.69697,2.3,1.21192,1.19781
1.71717,2.3,1.14724,1.13061
1.73737,2.3,1.08057,1.06163
1.75758,2.3,1.01183,0.990859
1.77778,2.3,0.94094,0.918292
1.79798,2.3,0.867814,0.843924
1.81818,2.3,0.792383,0.767748
1.83838,2.3,0.714578,0.68976
1.85859,2.3,0.634335,0.609953
1.87879,2.3,0.551595,0.528323
1.89899,2.3,0.466304,0.444865
1.91919,2.3,0.378412,0.359574
1.93939,2.3,0.287874,0.272446
1.9596,2.3,0.194649,0.183477
1.9798,2.3,0.0987018,0.092663
2,2.3,0,0
0,2.32,0,0
0.020202,2.32,0.159993,0.101038
0.040404,2.32,0.313677,0.201822
0.0606061,2.32,0.461072,0.302356
0.0808081,2.32,0.602195,0.402641
0.10101,2.32,0.737062,0.502677
0.121212,2.32,0.865684,0.602466
0.141414,2.32,0.988069,0.702011
0.161616,2.32,1.10422,0.801311
0.181818,2.32,1.21415,0.900369
0.20202,2.32,1.31784,0.999187
0.222222,2.32,1.4153,1.09777
0.242424,2.32,1.50652,1.19611
0.262626,2.32,1.59148,1.29421
0.282828,2.32,1.67019,1.39208
0.30303,2.32,1.44436,1.59922
0.323232,2.32,1.43723,1.62857
0.343434,2.32,1.42732,1.65308
0.363636,2.32,1.41448,1.67279
0.383838,2.32,1.39859,1.68776
0.40404,2.32,1.37958,1.69808
0.424242,2.32,1.35738,1.70387
0.444444,2.32,1.33198,1.70527
0.464646,2.32,1.30341,1.70247
0.484848,2.32,1.27171,1.69569
0.505051,2.32,1.23698,1.68515
0.525253,2.32,1.19933,1.67114
0.545455,2.32,1.15893,1.65395
0.565657,2.32,1.11596,1.63392
0.585859,2.32,1.07066,1.6114
0.606061,2.32,1.02329,1.58679
0.626263,2.32,4.08749,3.63075
0.646465,2.32,3.46269,3.0939
0.666667,2.32,4.33802,3.54104
0.686869,2.32,5.37796,4.21079
0.707071,2.32,6.51218,4.97812
0.727273,2.32,7.66451,5.78442
0.747475,2.32,8.79006,6.59129
0.767677,2.32,9.87531,7.38056
0.787879,2.32,10.938,8.15426
0.808081,2.32,12.0273,8.93469
0.828283,2.32,6.48301,5.44988
0.848485,2.32,6.85955,6.03182
0.868687,2.32,6.89535,6.22132
0.888889,2.32,6.5474,5.96271
0.909091,2.32,6.01614,5.48521
0.929293,2.32,5.18505,4.63142
0.949495,2.32,3.18287,2.86177
0.969697,2.32,1.83734,1.4568
0.989899,2.32,0.805018,0.891742
1.0101,2.32,1.65719,1.73365
1.0303,2.32,2.72532,2.74193
1.05051,2.32,3.87209,3.81207
1.07071,2.32,5.03651,4.8552
1.09091,2.32,6.09956,5.77987
1.11111,2.32,7.58541,6.90037
1.13131,2.32,8.75809,7.7899
1.15152,2.32,10.3384,8.88561
1.17172,2.32,11.7238,9.75629
1.19192,2.32,13.3175,10.3145
1.21212,2.32,12.5057,9.63943
1.23232,2.32,11.0121,8.49328
1.25253,2.32,4.87684,3.7474
1.27273,2.32,3.83366,2.95074
1.29293,2.32,3.85533,2.99614
1.31313,2.32,3.34165,2.65183
