Distance[um],dz[um],Mag_Ey_um,Mag_Ey_um
1.0101,1.74,0.403303,0.625352
1.0303,1.74,1.13695,0.130282
1.05051,1.74,1.40279,0.425122
1.07071,1.74,1.66316,0.740711
1.09091,1.74,1.91116,1.0394
1.11111,1.74,2.14323,1.31378
1.13131,1.74,2.64191,1.70859
1.15152,1.74,2.74262,1.9154
1.17172,1.74,2.80482,2.10222
1.19192,1.74,3.00826,2.40463
1.21212,1.74,2.91716,2.48889
1.23232,1.74,2.80921,2.55902
1.25253,1.74,2.68547,2.61459
1.27273,1.74,2.54767,2.65551
1.29293,1.74,2.35261,2.59225
1.31313,1.74,2.105,2.58779
1.33333,1.74,1.85051,2.24464
1.35354,1.74,1.68946,2.19532
1.37374,1.74,1.51465,2.12999
1.39394,1.74,1.32688,2.04966
1.41414,1.74,1.12856,1.956
1.43434,1.74,0.923749,1.85125
1.45455,1.74,0.731022,1.70212
1.47475,1.74,0.602976,1.61691
1.49495,1.74,0.490236,1.52759
1.51515,1.74,0.404964,1.43606
1.53535,1.74,0.356086,1.34475
1.55556,1.74,0.349299,1.2567
1.57576,1.74,0.387069,1.17552
1.59596,1.74,0.468629,1.1054
1.61616,1.74,0.589982,1.05111
1.63636,1.74,0.743901,1.018
1.65657,1.74,0.919926,1.012
1.67677,1.74,1.10436,1.03961
1.69697,1.74,1.2803,1.10793
1.71717,1.74,1.09945,0.854009
1.73737,1.74,1.05217,0.818727
1.75758,1.74,1.00028,0.779675
1.77778,1.74,0.943716,0.736796
1.79798,1.74,0.882428,0.690036
1.81818,1.74,0.816365,0.639346
1.83838,1.74,0.745476,0.58468
1.85859,1.74,0.669719,0.525996
1.87879,1.74,0.58905,0.463256
1.89899,1.74,0.503431,0.396427
1.91919,1.74,0.412829,0.325477
1.93939,1.74,0.317211,0.25038
1.9596,1.74,0.21655,0.171114
1.9798,1.74,0.11082,0.0876588
2,1.74,0,0
0,1.76,0,0
0.020202,1.76,0.0466446,0.117305
0.040404,1.76,0.0913784,0.229934
0.0606061,1.76,0.134254,0.337886
0.0808081,1.76,0.175319,0.44116
0.10101,1.76,0.214619,0.539757
0.121212,1.76,0.252196,0.633677
0.141414,1.76,0.288088,0.72292
0.161616,1.76,0.322328,0.807488
0.181818,1.76,0.354947,0.887381
0.20202,1.76,0.385971,0.962602
0.222222,1.76,0.415425,1.03315
0.242424,1.76,0.443327,1.09903
0.262626,1.76,0.469693,1.16025
0.282828,1.76,0.657514,1.19052
0.30303,1.76,0.670571,1.20972
0.323232,1.76,0.683136,1.22294
0.343434,1.76,0.695194,1.23037
0.363636,1.76,0.706763,1.23225
0.383838,1.76,0.734659,1.34715
0.40404,1.76,0.54664,1.24647
0.424242,1.76,0.356902,1.15927
0.444444,1.76,0.197832,1.08817
0.464646,1.76,0.0969528,1.03553
0.484848,1.76,0.272691,1.05508
0.505051,1.76,0.400097,1.11207
0.525253,1.76,0.567923,1.18207
0.545455,1.76,0.749614,1.25899
0.565657,1.76,0.914607,1.33767
0.585859,1.76,1.02832,1.41383
0.606061,1.76,1.05218,1.4841
0.626263,1.76,1.21779,1.65124
0.646465,1.76,1.41714,1.72697
0.666667,1.76,1.60678,1.81207
0.686869,1.76,1.78437,1.90001
0.707071,1.76,1.94756,1.98633
0.727273,1.76,2.08984,2.07497
0.747475,1.76,2.21794,2.1664
0.767677,1.76,2.31239,2.23953
0.787879,1.76,2.37272,2.29206
0.808081,1.76,2.39886,2.32285
0.828283,1.76,2.39109,2.33185
0.848485,1.76,2.27301,2.20488
0.868687,1.76,2.1325,2.11607
0.888889,1.76,1.94109,1.99406
0.909091,1.76,1.63207,1.7824
0.929293,1.76,1.33466,1.56533
0.949495,1.76,1.0806,1.50437
0.969697,1.76,0.648132,1.20948
0.989899,1.76,0.406337,0.879635
1.0101,1.76,0.450017,0.562941
1.0303,1.76,0.806245,0.344504
1.05051,1.76,1.64498,0.451512
1.07071,1.76,1.93684,0.780818
1.09091,1.76,2.21522,1.08595
1.11111,1.76,2.47746,1.37395
1.13131,1.76,2.95654,1.77055
1.15152,1.76,3.07576,1.97657
1.17172,1.76,3.1543,2.16029
1.19192,1.76,3.19298,2.32329
1.21212,1.76,3.27557,2.53809
1.23232,1.76,3.17397,2.6043
1.25253,1.76,3.05399,2.65534
1.27273,1.76,2.9165,2.6908
1.29293,1.76,2.63093,2.60958
1.31313,1.76,2.36615,2.59056
1.33333,1.76,1.90979,2.23339
1.35354,1.76,1.75215,2.18835
1.37374,1.76,1.5812,2.12703
1.39394,1.76,1.3969,2.05027
1.41414,1.76,1.20079,1.9595
1.43434,1.76,0.996048,1.8568
1.45455,1.76,0.835131,1.72448
1.47475,1.76,0.700397,1.63979
1.49495,1.76,0.566504,1.55047
1.51515,1.76,0.449944,1.45798
1.53535,1.76,0.363985,1.36437
1.55556,1.76,0.318658,1.27226
1.57576,1.76,0.320767,1.18484
1.59596,1.76,0.373881,1.1059
1.61616,1.76,0.478341,1.03979
1.63636,1.76,0.631256,0.991441
1.65657,1.76,0.826502,0.966383
1.67677,1.76,0.999935,1.09454
1.69697,1.76,1.13156,1.13508
1.71717,1.76,1.26883,1.01398
1.73737,1.76,1.02096,0.844121
1.75758,1.76,0.971312,0.803135
1.77778,1.76,0.917024,0.758315
1.79798,1.76,0.858044,0.709609
1.81818,1.76,0.794318,0.656968
1.83838,1.76,0.725795,0.600349
1.85859,1.76,0.652429,0.539708
1.87879,1.76,0.574175,0.47501
1.89899,1.76,0.490994,0.40622
1.91919,1.76,0.402848,0.333309
1.93939,1.76,0.309704,0.256252
1.9596,1.76,0.211532,0.175026
1.9798,1.76,0.108305,0.0896137
2,1.76,0,0
0,1.78,0,0
0.020202,1.78,0.0470299,0.118994
0.040404,1.78,0.0920946,0.233314
0.0606061,1.78,0.135242,0.342961
0.0808081,1.78,0.176518,0.447935
0.10101,1.78,0.215962,0.548236
0.121212,1.78,0.253613,0.643866
0.141414,1.78,0.289503,0.734825
0.161616,1.78,0.323663,0.821115
0.181818,1.78,0.356119,0.902739
0.20202,1.78,0.386894,0.979698
0.222222,1.78,0.416008,1.05199
0.242424,1.78,0.443474,1.11963
0.262626,1.78,0.469306,1.18261
0.282828,1.78,0.658114,1.21014
0.30303,1.78,0.673006,1.23115
0.323232,1.78,0.687661,1.24621
0.343434,1.78,0.702065,1.25554
0.363636,1.78,0.794153,1.427
0.383838,1.78,0.609481,1.32721
0.40404,1.78,0.425719,1.23896
0.424242,1.78,0.271061,1.16459
0.444444,1.78,0.168835,1.10622
0.464646,1.78,0.137506,1.06568
0.484848,1.78,0.190677,1.04456
0.505051,1.78,0.572424,1.11499
0.525253,1.78,0.756178,1.18997
0.545455,1.78,0.92776,1.26928
0.565657,1.78,1.05109,1.34786
0.585859,1.78,1.08606,1.42154
0.606061,1.78,1.28558,1.58796
0.626263,1.78,1.50864,1.6769
0.646465,1.78,1.71838,1.77633
0.666667,1.78,1.91292,1.87905
0.686869,1.78,2.09037,1.97992
0.707071,1.78,2.2488,2.07585
0.727273,1.78,2.37622,2.16977
0.747475,1.78,2.48669,2.2611
0.767677,1.78,2.56258,2.33106
0.787879,1.78,2.60396,2.37806
0.808081,1.78,2.61127,2.40161
0.828283,1.78,2.58535,2.40234
0.848485,1.78,2.52739,2.38198
0.868687,1.78,2.43897,2.34338
0.888889,1.78,2.13477,2.10267
0.909091,1.78,2.01413,2.16497
0.929293,1.78,1.56496,1.86094
0.949495,1.78,1.04306,1.53842
0.969697,1.78,0.634151,1.18068
0.989899,1.78,0.456185,0.808001
1.0101,1.78,0.559404,0.477694
1.0303,1.78,0.926316,0.284076
1.05051,1.78,1.88854,0.508923
1.07071,1.78,2.21298,0.844501
1.09091,1.78,2.52369,1.15687
1.11111,1.78,2.81891,1.46753
1.13131,1.78,3.2757,1.85187
1.15152,1.78,3.41601,2.05967
1.17172,1.78,3.51381,2.24321
1.19192,1.78,3.56977,2.40359
1.21212,1.78,3.64419,2.60777
1.23232,1.78,3.55217,2.67167
1.25253,1.78,3.44043,2.72001
1.27273,1.78,3.30894,2.7521
1.29293,1.78,2.9216,2.63924
1.31313,1.78,2.64536,2.60713
1.33333,1.78,2.36358,2.5726
1.35354,1.78,1.81532,2.18157
1.37374,1.78,1.64773,2.1243
1.39394,1.78,1.4668,2.05116
1.41414,1.78,1.27324,1.96342
1.43434,1.78,1.05161,1.82639
1.45455,1.78,0.946686,1.74815
1.47475,1.78,0.805532,1.66439
1.49495,1.78,0.652207,1.57555
1.51515,1.78,0.507544,1.4827
1.53535,1.78,0.389144,1.38747
1.55556,1.78,0.311377,1.29205
1.57576,1.78,0.285383,1.19925
1.59596,1.78,0.319069,1.11242
1.61616,1.78,0.417112,1.03551
1.63636,1.78,0.728191,1.0946
1.65657,1.78,0.832022,1.07668
1.67677,1.78,0.956396,1.08852
1.69697,1.78,1.15607,0.974804
1.71717,1.78,1.19535,0.982472
1.73737,1.78,1.23511,0.990693
1.75758,1.78,1.2757,0.999278
1.77778,1.78,0.890444,0.779833
1.79798,1.78,0.833756,0.729182
1.81818,1.78,0.772353,0.674591
1.83838,1.78,0.706182,0.616017
1.85859,1.78,0.635195,0.55342
1.87879,1.78,0.559345,0.486763
1.89899,1.78,0.47859,0.416013
1.91919,1.78,0.392892,0.341142
1.93939,1.78,0.302215,0.262124
1.9596,1.78,0.206525,0.178939
1.9798,1.78,0.105796,0.0915687
2,1.78,0,0
0,1.8,0,0
0.020202,1.8,0.0475472,0.120697
0.040404,1.8,0.0930856,0.236724
0.0606061,1.8,0.136659,0.348082
0.0808081,1.8,0.178309,0.454771
0.10101,1.8,0.218071,0.556793
0.121212,1.8,0.25598,0.65415
0.141414,1.8,0.292064,0.746843
0.161616,1.8,0.32635,0.834874
0.181818,1.8,0.358859,0.918246
0.20202,1.8,0.389612,0.996961
0.222222,1.8,0.418622,1.07102
0.242424,1.8,0.445901,1.14043
0.262626,1.8,0.471457,1.2052
0.282828,1.8,0.495294,1.26532
0.30303,1.8,0.68021,1.25294
0.323232,1.8,0.697516,1.2698
0.343434,1.8,0.714865,1.28097
0.363636,1.8,0.687044,1.39985
0.383838,1.8,0.504476,1.31199
0.40404,1.8,0.351518,1.23631
0.424242,1.8,0.247307,1.17464
0.444444,1.8,0.206113,1.12856
0.464646,1.8,0.237344,1.09939
0.484848,1.8,0.345544,1.08818
0.505051,1.8,0.530396,1.09575
0.525253,1.8,0.946122,1.1995
0.545455,1.8,1.0774,1.28012
0.565657,1.8,1.12284,1.35734
0.585859,1.8,1.35405,1.51217
0.606061,1.8,1.5994,1.61517
0.626263,1.8,1.82837,1.72978
0.646465,1.8,2.03955,1.84814
0.666667,1.8,2.23149,1.96444
0.686869,1.8,2.40276,2.07492
0.707071,1.8,2.55186,2.17787
0.727273,1.8,2.66234,2.27424
0.747475,1.8,2.75445,2.36306
0.767677,1.8,2.81219,2.42805
0.787879,1.8,2.83618,2.46828
0.808081,1.8,2.8274,2.48394
0.828283,1.8,2.7872,2.47634
0.848485,1.8,2.71731,2.44788
0.868687,1.8,3.69444,3.08507
0.888889,1.8,3.2773,2.79243
0.909091,1.8,2.94111,2.38829
0.929293,1.8,1.6309,1.86598
0.949495,1.8,1.01059,1.52028
0.969697,1.8,0.608865,1.13438
0.989899,1.8,0.499108,0.737789
1.0101,1.8,0.686998,0.397012
1.0303,1.8,1.11048,0.21558
1.05051,1.8,1.63976,0.33404
1.07071,1.8,2.49081,0.926394
1.09091,1.8,2.83478,1.2507
1.11111,1.8,3.39,1.71287
1.13131,1.8,3.5977,1.95048
1.15152,1.8,3.76106,2.16247
1.17172,1.8,3.88045,2.3486
1.19192,1.8,3.95637,2.50948
1.21212,1.8,3.98945,2.64652
1.23232,1.8,3.93957,2.75961
1.25253,1.8,3.83897,2.80702
1.27273,1.8,3.48632,2.71627
1.29293,1.8,3.2217,2.68078
1.31313,1.8,2.93893,2.63711
1.33333,1.8,2.64394,2.58827
1.35354,1.8,2.34435,2.53833
1.37374,1.8,1.7145,2.12178
1.39394,1.8,1.53668,2.05235
1.41414,1.8,1.34582,1.96775
1.43434,1.8,1.16002,1.85003
1.45455,1.8,1.06338,1.77306
1.47475,1.8,0.914615,1.69062
1.49495,1.8,0.74213,1.60277
1.51515,1.8,0.571094,1.51014
1.53535,1.8,0.423442,1.41395
1.55556,1.8,0.317884,1.31599
1.57576,1.8,0.554595,1.23285
1.59596,1.8,0.56623,1.16608
1.61616,1.8,0.608275,1.11214
1.63636,1.8,0.680791,1.07633
1.65657,1.8,0.784488,1.06468
1.67677,1.8,0.920719,1.08394
1.69697,1.8,1.08495,0.947861
1.71717,1.8,1.12224,0.952105
1.73737,1.8,1.15981,0.956898
1.75758,1.8,1.19798,0.962063
1.77778,1.8,1.23707,0.96749
1.79798,1.8,0.809568,0.748754
1.81818,1.8,0.750473,0.692213
1.83838,1.8,0.68664,0.631686
1.85859,1.8,0.618019,0.567132
1.87879,1.8,0.544561,0.498516
1.89899,1.8,0.466223,0.425807
1.91919,1.8,0.382963,0.348975
1.93939,1.8,0.294743,0.267996
1.9596,1.8,0.201529,0.182852
1.9798,1.8,0.103291,0.0935238
2,1.8,0,0
0,1.82,0,0
0.020202,1.82,0.0481947,0.122414
0.040404,1.82,0.0943473,0.240163
0.0606061,1.82,0.138498,0.353247
0.0808081,1.82,0.180683,0.461667
0.10101,1.82,0.220936,0.565426
0.121212,1.82,0.259285,0.664526
0.141414,1.82,0.295756,0.758969
0.161616,1.82,0.330371,0.848758
0.181818,1.82,0.363148,0.933896
0.20202,1.82,0.394102,1.01439
0.222222,1.82,0.423244,1.09023
0.242424,1.82,0.450582,1.16144
0.262626,1.82,0.476118,1.22801
0.282828,1.82,0.499852,1.28994
0.30303,1.82,0.521782,1.34725
0.323232,1.82,0.712641,1.29367
0.343434,1.82,0.781488,1.46375
0.363636,1.82,0.596472,1.37723
0.383838,1.82,0.443646,1.30165
0.40404,1.82,0.33795,1.2386
0.424242,1.82,0.289464,1.18938
0.444444,1.82,0.3034,1.15505
0.464646,1.82,0.38011,1.13642
0.484848,1.82,0.515081,1.13402
0.505051,1.82,0.698935,1.14813
0.525253,1.82,1.10897,1.21015
0.545455,1.82,1.16371,1.29076
0.565657,1.82,1.42444,1.42365
0.585859,1.82,1.69045,1.54166
0.606061,1.82,1.93759,1.67243
0.626263,1.82,2.1649,1.80743
0.646465,1.82,2.37139,1.94016
0.666667,1.82,2.55609,2.0662
0.686869,1.82,2.71797,2.18316
0.707071,1.82,2.84083,2.27838
0.727273,1.82,2.94991,2.38695
0.747475,1.82,3.02524,2.47117
0.767677,1.82,3.06758,2.52968
0.787879,1.82,3.07807,2.56223
0.808081,1.82,3.05822,2.56967
0.828283,1.82,4.30754,3.3518
0.848485,1.82,4.36382,3.36403
0.868687,1.82,4.37568,3.34829
0.888889,1.82,3.6449,3.01186
0.909091,1.82,3.37544,2.65505
0.929293,1.82,2.50453,2.2008
0.949495,1.82,1.32303,1.7144
0.969697,1.82,0.492131,1.23847
0.989899,1.82,0.382015,0.751511
1.0101,1.82,0.71666,0.37611
1.0303,1.82,1.27954,0.166935
1.05051,1.82,1.8963,0.273741
1.07071,1.82,2.77059,1.02267
1.09091,1.82,3.14773,1.36752
1.11111,1.82,3.6886,1.81913
1.13131,1.82,3.92171,2.06396
1.15152,1.82,4.10951,2.2824
1.17172,1.82,4.25222,2.47374
1.19192,1.82,4.35017,2.63811
1.21212,1.82,4.40385,2.77641
1.23232,1.82,4.33364,2.86635
1.25253,1.82,4.2455,2.91456
1.27273,1.82,3.79174,2.77703
1.29293,1.82,3.52876,2.7337
1.31313,1.82,3.24359,2.68002
1.33333,1.82,2.94069,2.61856
1.35354,1.82,2.62621,2.55291
1.37374,1.82,2.30794,2.48768
1.39394,1.82,1.6067,2.05383
1.41414,1.82,1.41851,1.97249
1.43434,1.82,1.2748,1.87452
1.45455,1.82,1.18234,1.79914
1.47475,1.82,1.02333,1.71843
1.49495,1.82,0.830511,1.63204
1.51515,1.82,0.633379,1.54021
1.53535,1.82,0.614933,1.35116
1.55556,1.82,0.553219,1.27408
1.57576,1.82,0.521199,1.20202
1.59596,1.82,0.52099,1.13892
1.61616,1.82,0.555358,1.08947
1.63636,1.82,0.627713,1.0591
1.65657,1.82,0.74211,1.05393
1.67677,1.82,0.903252,1.08085
1.69697,1.82,1.01407,0.922222
1.71717,1.82,1.04941,0.922997
1.73737,1.82,1.08486,0.924293
1.75758,1.82,1.12065,0.925943
1.77778,1.82,1.15709,0.927851
1.79798,1.82,1.19454,0.929985
1.81818,1.82,0.728682,0.709835
1.83838,1.82,0.667173,0.647355
1.85859,1.82,0.600904,0.580844
1.87879,1.82,0.529827,0.51027
1.89899,1.82,0.453893,0.4356
1.91919,1.82,0.373061,0.356807
1.93939,1.82,0.287291,0.273869
1.9596,1.82,0.196545,0.186765
1.9798,1.82,0.100791,0.0954789
2,1.82,0,0
0,1.84,0,0
0.020202,1.84,0.0489702,0.124145
0.040404,1.84,0.0958755,0.243629
0.0606061,1.84,0.140752,0.358453
0.0808081,1.84,0.183632,0.468619
0.10101,1.84,0.224545,0.57413
0.121212,1.84,0.263515,0.674989
0.141414,1.84,0.300565,0.771198
0.161616,1.84,0.335711,0.862761
0.181818,1.84,0.368968,0.949682
0.20202,1.84,0.400346,1.03196
0.222222,1.84,0.429853,1.10961
0.242424,1.84,0.457492,1.18263
0.262626,1.84,0.483262,1.25102
0.282828,1.84,0.507159,1.31479
0.30303,1.84,0.529176,1.37395
0.323232,1.84,0.549301,1.4285
0.343434,1.84,0.863553,1.8373
0.363636,1.84,0.73048,1.73087
0.383838,1.84,0.711561,1.6409
0.40404,1.84,0.777499,1.5698
0.424242,1.84,0.902924,1.51929
0.444444,1.84,1.06639,1.49046
0.464646,1.84,1.25039,1.4837
0.484848,1.84,0.665123,1.18177
0.505051,1.84,0.798451,1.20091
0.525253,1.84,0.91842,1.2335
0.545455,1.84,1.49808,1.32214
0.565657,1.84,1.78293,1.45626
0.585859,1.84,2.04697,1.6043
0.606061,1.84,2.2897,1.75704
0.626263,1.84,2.51059,1.90733
0.646465,1.84,2.70913,2.05006
0.666667,1.84,2.88476,2.18218
0.686869,1.84,3.03692,2.3027
0.707071,1.84,3.15093,2.40226
0.727273,1.84,3.24514,2.50642
0.747475,1.84,3.30757,2.58426
0.767677,1.84,4.57464,3.35519
0.787879,1.84,4.7732,3.47291
0.808081,1.84,4.92899,3.56618
0.828283,1.84,5.03766,3.62888
0.848485,1.84,5.09626,3.65745
0.868687,1.84,4.63675,3.48847
0.888889,1.84,4.0903,3.22977
0.909091,1.84,3.51615,2.9062
0.929293,1.84,3.07748,2.47115
0.949495,1.84,1.87753,1.92284
0.969697,1.84,0.730487,1.36322
0.989899,1.84,0.152037,0.876827
1.0101,1.84,0.359404,0.530822
1.0303,1.84,1.27134,0.374979
1.05051,1.84,2.50811,0.441683
1.07071,1.84,2.70824,0.730448
1.09091,1.84,3.68407,1.65718
1.11111,1.84,3.98885,1.93575
1.13131,1.84,4.2478,2.18955
1.15152,1.84,4.46084,2.41655
1.17172,1.84,4.62799,2.61558
1.19192,1.84,4.74946,2.78625
1.21212,1.84,4.82558,2.92901
1.23232,1.84,4.73355,2.98986
1.25253,1.84,4.33272,2.88331
1.27273,1.84,4.0999,2.8471
1.29293,1.84,3.84073,2.7974
1.31313,1.84,3.55651,2.7353
1.33333,1.84,3.25023,2.66294
1.35354,1.84,2.92655,2.58344
1.37374,1.84,2.59177,2.50095
1.39394,1.84,2.2539,2.42064
1.41414,1.84,1.4914,1.97764
1.43434,1.84,1.394,1.89981
1.45455,1.84,1.30018,1.82631
1.47475,1.84,1.12683,1.74773
1.49495,1.84,0.800291,1.46861
1.51515,1.84,0.683259,1.39207
1.53535,1.84,0.586614,1.31521
1.55556,1.84,0.514531,1.24064
1.57576,1.84,0.471832,1.17169
1.59596,1.84,0.463982,1.11244
1.61616,1.84,0.497093,1.06768
1.63636,1.84,0.577923,1.04295
1.65657,1.84,0.713876,1.04449
1.67677,1.84,0.909719,0.901394
1.69697,1.84,0.943412,0.89799
1.71717,1.84,0.976895,0.895273
1.73737,1.84,1.01031,0.893023
1.75758,1.84,1.04385,0.891087
1.77778,1.84,1.07776,0.889379
1.79798,1.84,1.11235,0.88788
1.81818,1.84,1.14798,0.886638
1.83838,1.84,0.647784,0.663023
1.85859,1.84,0.583854,0.594556
1.87879,1.84,0.515144,0.522023
1.89899,1.84,0.441605,0.445393
1.91919,1.84,0.36319,0.36464
1.93939,1.84,0.27986,0.279741
1.9596,1.84,0.191574,0.190678
1.9798,1.84,0.0982979,0.0974342
2,1.84,0,0
0,1.86,0,0
0.020202,1.86,0.0498716,0.125889
0.040404,1.86,0.0976662,0.247121
0.0606061,1.86,0.143416,0.363698
0.0808081,1.86,0.187149,0.475624
0.10101,1.86,0.22889,0.582902
0.121212,1.86,0.268659,0.685534
0.141414,1.86,0.306476,0.783525
0.161616,1.86,0.342352,0.876878
0.181818,1.86,0.376299,0.965598
0.20202,1.86,0.408322,1.04969
0.222222,1.86,0.438425,1.12915
0.242424,1.86,0.466607,1.204
0.262626,1.86,0.492863,1.27424
0.282828,1.86,0.517185,1.33986
0.30303,1.86,0.221272,1.41885
0.323232,1.86,0.166335,1.42618
0.343434,1.86,0.299347,1.51642
0.363636,1.86,0.30021,1.44866
0.383838,1.86,0.672463,1.58206
0.40404,1.86,0.770249,1.51216
0.424242,1.86,0.91728,1.46381
0.444444,1.86,1.09431,1.43784
0.464646,1.86,1.28601,1.43442
0.484848,1.86,1.48099,1.45305
0.505051,1.86,1.6718,1.49256
0.525253,1.86,1.85488,1.55115
0.545455,1.86,2.12001,1.64705
0.565657,1.86,2.37686,1.72891
0.585859,1.86,2.62542,1.83507
0.606061,1.86,2.86167,1.95683
0.626263,1.86,3.0825,2.08712
0.646465,1.86,3.28565,2.22044
0.666667,1.86,3.46974,2.35295
0.686869,1.86,3.63429,2.48237
0.707071,1.86,4.28278,2.87058
0.727273,1.86,4.78639,3.23606
0.747475,1.86,5.08977,3.43906
0.767677,1.86,5.34953,3.61998
0.787879,1.86,5.56048,3.77029
0.808081,1.86,5.7188,3.88405
0.828283,1.86,5.82206,3.95784
0.848485,1.86,5.86917,3.99077
0.868687,1.86,5.13146,3.74245
0.888889,1.86,4.55439,3.46689
0.909091,1.86,3.91177,3.13167
0.929293,1.86,3.48213,2.74422
0.949495,1.86,2.47386,2.18334
0.969697,1.86,1.19141,1.53606
0.989899,1.86,0.30348,0.946246
1.0101,1.86,0.180279,0.540377
1.0303,1.86,0.893549,0.427549
1.05051,1.86,2.21656,0.699469
1.07071,1.86,4.20422,2.25898
1.09091,1.86,4.97402,2.76074
1.11111,1.86,6.00967,3.48281
1.13131,1.86,6.45586,3.7332
1.15152,1.86,6.84566,3.96133
1.17172,1.86,7.1789,4.16537
1.19192,1.86,7.456,4.34515
1.21212,1.86,7.67803,4.50218
1.23232,1.86,5.30721,3.2222
1.25253,1.86,4.63742,2.96538
1.27273,1.86,4.40999,2.92577
1.29293,1.86,4.15601,2.87121
1.31313,1.86,3.8753,2.80234
1.33333,1.86,3.56937,2.72084
1.35354,1.86,3.24139,2.62937
1.37374,1.86,2.89619,2.53163
1.39394,1.86,2.54029,2.43233
1.41414,1.86,2.18186,2.33718
1.43434,1.86,1.16749,1.63755
1.45455,1.86,1.03798,1.57158
1.47475,1.86,0.905382,1.50188
1.49495,1.86,0.775273,1.429
1.51515,1.86,0.653887,1.3542
1.53535,1.86,0.5481,1.27948
1.55556,1.86,0.465435,1.20756
1.57576,1.86,0.41406,1.1419
1.59596,1.86,0.40279,1.08667
1.61616,1.86,0.441085,1.0468
1.63636,1.86,0.539049,1.02791
1.65657,1.86,0.707434,1.03639
1.67677,1.86,0.84092,0.882084
1.69697,1.86,0.873013,0.875275
1.71717,1.86,0.904788,0.869064
1.73737,1.86,0.936334,0.863242
1.75758,1.86,0.967793,0.857669
1.77778,1.86,0.999361,0.852271
1.79798,1.86,1.03129,0.847041
1.81818,1.86,1.06388,0.842038
1.83838,1.86,1.09749,0.837391
1.85859,1.86,0.566873,0.608268
1.87879,1.86,0.500517,0.533777
1.89899,1.86,0.429359,0.455187
1.91919,1.86,0.353352,0.372473
1.93939,1.86,0.272451,0.285614
1.9596,1.86,0.186616,0.194591
1.9798,1.86,0.0958107,0.0993895
2,1.86,0,0
0,1.88,0,0
0.020202,1.88,0.050897,0.127644
0.040404,1.88,0.0997153,0.250637
0.0606061,1.88,0.146483,0.368981
0.0808081,1.88,0.191224,0.48268
0.10101,1.88,0.233959,0.591738
0.121212,1.88,0.274705,0.696158
0.141414,1.88,0.313475,0.795944
0.161616,1.88,0.350279,0.891102
0.181818,1.88,0.385124,0.981636
0.20202,1.88,0.41801,1.06755
0.222222,1.88,0.448938,1.14885
0.242424,1.88,0.477903,1.22555
0.262626,1.88,0.291113,1.36465
0.282828,1.88,0.226841,1.38128
0.30303,1.88,0.16808,1.39411
0.323232,1.88,0.119421,1.40325
0.343434,1.88,0.280688,1.48366
0.363636,1.88,0.319965,1.42233
0.383838,1.88,0.408721,1.36925
0.40404,1.88,0.758794,1.4548
0.424242,1.88,0.930371,1.4085
0.444444,1.88,1.12296,1.38532
0.464646,1.88,1.32343,1.38519
0.484848,1.88,1.52259,1.40736
0.505051,1.88,1.71516,1.45044
0.525253,1.88,1.8998,1.51236
0.545455,1.88,2.10009,1.6044
0.565657,1.88,2.35213,1.68155
0.585859,1.88,2.59643,1.78369
0.606061,1.88,2.8289,1.90195
0.626263,1.88,3.04633,2.0291
0.646465,1.88,3.2464,2.1595
0.666667,1.88,3.42767,2.28913
0.686869,1.88,4.30795,2.80456
0.707071,1.88,4.63987,2.96373
0.727273,1.88,5.19753,3.37479
0.747475,1.88,6.01381,3.85297
0.767677,1.88,6.78185,4.3224
0.787879,1.88,6.40945,4.13464
0.808081,1.88,6.55532,4.25374
0.828283,1.88,6.64124,4.32666
0.848485,1.88,6.66804,4.35522
0.868687,1.88,5.64175,4.0159
0.888889,1.88,5.03171,3.71954
0.909091,1.88,4.35544,3.36219
0.929293,1.88,3.6252,2.95165
0.949495,1.88,2.98717,2.46591
0.969697,1.88,1.71851,1.76537
0.989899,1.88,0.640923,1.05322
1.0101,1.88,0.277605,0.515279
1.0303,1.88,1.88973,0.822706
1.05051,1.88,3.40345,1.74037
1.07071,1.88,4.68917,2.59185
1.09091,1.88,5.52483,3.11762
1.11111,1.88,7.13617,4.14854
1.13131,1.88,7.58788,4.37491
1.15152,1.88,7.9805,4.57352
1.17172,1.88,8.31336,4.7421
1.19192,1.88,8.58644,4.88002
1.21212,1.88,8.80035,4.98834
1.23232,1.88,7.16351,4.0082
1.25253,1.88,6.58274,3.67799
1.27273,1.88,6.15996,3.50616
1.29293,1.88,5.71459,3.33397
1.31313,1.88,5.24513,3.16481
1.33333,1.88,4.75458,3.00356
1.35354,1.88,4.25043,2.85656
1.37374,1.88,3.74464,2.73167
1.39394,1.88,3.2537,2.6382
1.41414,1.88,2.58505,2.2681
1.43434,1.88,2.40041,2.27448
1.45455,1.88,1.01286,1.52903
1.47475,1.88,0.886462,1.46069
1.49495,1.88,0.753287,1.38937
1.51515,1.88,0.622918,1.31643
1.53535,1.88,0.505577,1.24398
1.55556,1.88,0.412136,1.17487
1.57576,1.88,0.354112,1.11266
1.59596,1.88,0.343665,1.06165
1.61616,1.88,0.393603,1.02686
1.63636,1.88,0.51738,1.01405
1.65657,1.88,0.741237,0.875279
1.67677,1.88,0.772323,0.864363
1.69697,1.88,0.803011,0.854194
1.71717,1.88,0.833283,0.844509
1.73737,1.88,0.863178,0.835112
1.75758,1.88,0.892783,0.825874
1.77778,1.88,0.922244,0.816733
1.79798,1.88,0.951758,0.807694
