Distance[um],dz[um],Mag_Ez_um,Mag_Ez_um_1
1.25253,2.1,22.6047,19.6224
1.27273,2.1,15.6107,13.1093
1.29293,2.1,10.4034,7.47689
1.31313,2.1,9.15907,4.26541
1.33333,2.1,8.28358,3.84762
1.35354,2.1,7.40112,3.22208
1.37374,2.1,7.80913,2.88478
1.39394,2.1,7.10885,2.59274
1.41414,2.1,6.42251,2.30554
1.43434,2.1,5.74447,2.02766
1.45455,2.1,4.32465,1.376
1.47475,2.1,3.91227,1.20962
1.49495,2.1,3.5126,1.04066
1.51515,2.1,3.13411,0.871659
1.53535,2.1,2.78734,0.705656
1.55556,2.1,2.48482,0.54614
1.57576,2.1,2.24114,0.397069
1.59596,2.1,2.07288,0.262871
1.61616,2.1,1.46262,0.178961
1.63636,2.1,1.35306,0.226053
1.65657,2.1,1.27309,0.270007
1.67677,2.1,1.21953,0.310601
1.69697,2.1,1.18943,0.347696
1.71717,2.1,1.18008,0.381238
1.73737,2.1,1.18903,0.411257
1.75758,2.1,1.21404,0.437869
1.77778,2.1,1.25312,0.461273
1.79798,2.1,1.30455,0.481754
1.81818,2.1,1.36681,0.499679
1.83838,2.1,1.43863,0.515502
1.85859,2.1,1.51901,0.52976
1.87879,2.1,1.60715,0.543076
1.89899,2.1,2.12838,0.530441
1.91919,2.1,2.19792,0.522723
1.93939,2.1,2.27138,0.519983
1.9596,2.1,2.34731,0.523424
1.9798,2.1,2.42378,0.534316
2,2.1,2.49836,0.554002
0,2.12,0.738257,0.754508
0.020202,2.12,0.285991,0.695738
0.040404,2.12,0.0925721,0.641839
0.0606061,2.12,0.104008,0.593138
0.0808081,2.12,0.270035,0.549997
0.10101,2.12,0.544118,0.512811
0.121212,2.12,1.51378,0.451188
0.141414,2.12,1.71622,0.416049
0.161616,2.12,1.90945,0.39037
0.181818,2.12,2.09023,0.37494
0.20202,2.12,2.25749,0.370081
0.222222,2.12,2.41234,0.375648
0.242424,2.12,2.55807,0.391031
0.262626,2.12,2.70013,0.415151
0.282828,2.12,2.84617,0.446464
0.30303,2.12,3.05283,0.35336
0.323232,2.12,3.21303,0.461056
0.343434,2.12,3.38162,0.570885
0.363636,2.12,3.55653,0.680026
0.383838,2.12,3.73617,0.786417
0.40404,2.12,3.91943,0.888761
0.424242,2.12,3.81901,0.835382
0.444444,2.12,3.81568,0.81078
0.464646,2.12,3.84111,0.802907
0.484848,2.12,3.89704,0.815098
0.505051,2.12,4.3306,1.13689
0.525253,2.12,4.52397,1.29728
0.545455,2.12,4.88261,1.57472
0.565657,2.12,5.37056,1.92542
0.585859,2.12,5.95723,2.31502
0.606061,2.12,6.6174,2.71852
0.626263,2.12,7.33124,3.12029
0.646465,2.12,8.08428,3.51411
0.666667,2.12,8.86744,3.90313
0.686869,2.12,10.7312,5.91298
0.707071,2.12,9.28635,9.0777
0.727273,2.12,19.4432,19.6713
0.747475,2.12,32.997,31.8739
0.767677,2.12,49.384,46.9133
0.787879,2.12,66.063,62.0998
0.808081,2.12,68.8738,63.483
0.828283,2.12,52.9458,46.0625
0.848485,2.12,41.3185,34.1544
0.868687,2.12,40.1139,34.2127
0.888889,2.12,38.1026,33.7348
0.909091,2.12,34.7381,31.9659
0.929293,2.12,30.182,28.814
0.949495,2.12,22.5586,21.5191
0.969697,2.12,14.5344,14.2914
0.989899,2.12,5.15237,4.66869
1.0101,2.12,5.93228,8.01622
1.0303,2.12,14.3898,15.554
1.05051,2.12,22.3812,22.5313
1.07071,2.12,29.1635,28.0622
1.09091,2.12,33.7259,30.6407
1.11111,2.12,38.4141,34.7991
1.13131,2.12,39.6684,33.8863
1.15152,2.12,41.0326,33.7057
1.17172,2.12,43.2037,35.7197
1.19192,2.12,46.738,40.2231
1.21212,2.12,40.5049,35.4413
1.23232,2.12,31.9119,28.0463
1.25253,2.12,24.1702,21.2529
1.27273,2.12,16.8663,14.5334
1.29293,2.12,11.1185,8.53611
1.31313,2.12,8.99209,4.66354
1.33333,2.12,8.43721,4.07951
1.35354,2.12,8.30479,3.06222
1.37374,2.12,7.59349,2.76916
1.39394,2.12,6.90552,2.47758
1.41414,2.12,6.22804,2.19096
1.43434,2.12,4.76698,1.57353
1.45455,2.12,4.35407,1.41811
1.47475,2.12,3.94603,1.25655
1.49495,2.12,3.5488,1.0903
1.51515,2.12,3.17034,0.921273
1.53535,2.12,2.82067,0.751841
1.55556,2.12,2.5118,0.584852
1.57576,2.12,2.25779,0.423618
1.59596,2.12,2.07472,0.271918
1.61616,2.12,1.47419,0.191041
1.63636,2.12,1.35475,0.231821
1.65657,2.12,1.26524,0.269811
1.67677,2.12,1.2025,0.304869
1.69697,2.12,1.16359,0.33694
1.71717,2.12,1.14583,0.366051
1.73737,2.12,1.14677,0.392316
1.75758,2.12,1.1642,0.415932
1.77778,2.12,1.19616,0.437181
1.79798,2.12,1.24092,0.456429
1.81818,2.12,1.29699,0.474126
1.83838,2.12,1.36312,0.490809
1.85859,2.12,1.9069,0.503904
1.87879,2.12,1.96544,0.499384
1.89899,2.12,2.03002,0.496877
1.91919,2.12,2.10002,0.497313
1.93939,2.12,2.17433,0.501689
1.9596,2.12,2.25136,0.511077
1.9798,2.12,2.32905,0.526616
2,2.12,2.40485,0.549515
0,2.14,0.782652,0.740478
0.020202,2.14,0.307048,0.682952
0.040404,2.14,0.0867832,0.629171
0.0606061,2.14,0.0693793,0.57945
0.0808081,2.14,0.206089,0.534136
0.10101,2.14,0.451894,0.493615
0.121212,2.14,0.765503,0.458306
0.141414,2.14,1.7598,0.393525
0.161616,2.14,1.95175,0.361864
0.181818,2.14,2.13114,0.340329
0.20202,2.14,2.29699,0.329445
0.222222,2.14,2.45047,0.329266
0.242424,2.14,2.59495,0.339381
0.262626,2.14,2.73596,0.358913
0.282828,2.14,2.88121,0.386517
0.30303,2.14,3.03687,0.365903
0.323232,2.14,3.20163,0.478561
0.343434,2.14,3.37398,0.591374
0.363636,2.14,3.55193,0.70204
0.383838,2.14,3.73399,0.809018
0.40404,2.14,3.91911,0.911531
0.424242,2.14,4.10672,1.00956
0.444444,2.14,3.75985,0.788062
0.464646,2.14,3.7924,0.785661
0.484848,2.14,4.13888,1.049
0.505051,2.14,4.2276,1.14901
0.525253,2.14,4.50469,1.39288
0.545455,2.14,4.9307,1.73097
0.565657,2.14,5.47162,2.12304
0.585859,2.14,6.09876,2.5382
0.606061,2.14,6.78883,2.95497
0.626263,2.14,7.52393,3.36125
0.646465,2.14,8.29151,3.7543
0.666667,2.14,9.08441,4.14079
0.686869,2.14,9.90085,4.53677
0.707071,2.14,10.1195,10.1279
0.727273,2.14,23.1105,23.283
0.747475,2.14,38.7794,37.8577
0.767677,2.14,55.3161,52.8719
0.787879,2.14,71.5382,67.6146
0.808081,2.14,74.0957,68.8222
0.828283,2.14,56.7096,50.2758
0.848485,2.14,41.874,35.6271
0.868687,2.14,40.4212,35.3758
0.888889,2.14,38.1528,34.4685
0.909091,2.14,34.9078,32.7277
0.929293,2.14,30.1747,29.3485
0.949495,2.14,23.2349,22.8485
0.969697,2.14,13.9041,13.0497
0.989899,2.14,5.06541,4.6691
1.0101,2.14,5.86987,8.00366
1.0303,2.14,14.4316,15.7463
1.05051,2.14,22.614,22.9935
1.07071,2.14,29.2,28.4309
1.09091,2.14,34.4356,31.9626
1.11111,2.14,38.259,35.0649
1.13131,2.14,40.3179,35.2987
1.15152,2.14,41.7619,35.3194
1.17172,2.14,44.3095,37.5375
1.19192,2.14,48.4486,42.5678
1.21212,2.14,42.8579,37.962
1.23232,2.14,34.5433,30.7385
1.25253,2.14,26.142,23.2231
1.27273,2.14,18.117,15.9347
1.29293,2.14,11.9008,9.62495
1.31313,2.14,9.00861,5.2211
1.33333,2.14,8.59546,4.32694
1.35354,2.14,8.07131,2.95942
1.37374,2.14,7.37648,2.66655
1.39394,2.14,5.59952,1.88235
1.41414,2.14,5.19312,1.74687
1.43434,2.14,4.78571,1.6044
1.45455,2.14,4.37864,1.4548
1.47475,2.14,3.97533,1.29841
1.49495,2.14,3.58119,1.13602
1.51515,2.14,3.20369,0.968906
1.53535,2.14,2.8523,0.798789
1.55556,2.14,2.53853,0.627871
1.57576,2.14,2.27591,0.458816
1.59596,2.14,2.08002,0.294756
1.61616,2.14,1.96843,0.139289
1.63636,2.14,1.36134,0.247111
1.65657,2.14,1.26278,0.277323
1.67677,2.14,1.19124,0.305373
1.69697,2.14,1.1438,0.331288
1.71717,2.14,1.11778,0.355178
1.73737,2.14,1.11076,0.377238
1.75758,2.14,1.12055,0.397747
1.77778,2.14,1.1452,0.417071
1.79798,2.14,1.183,0.435658
1.81818,2.14,1.23247,0.45404
1.83838,2.14,1.75988,0.457237
1.85859,2.14,1.81061,0.460532
1.87879,2.14,1.86838,0.464458
1.89899,2.14,1.93291,0.469742
1.91919,2.14,2.00344,0.477182
1.93939,2.14,2.07872,0.487646
1.9596,2.14,2.15704,0.502071
1.9798,2.14,2.2362,0.521465
2,2.14,2.3135,0.546907
0,2.16,0.825021,0.725185
0.020202,2.16,0.331134,0.669493
0.040404,2.16,0.0886286,0.616536
0.0606061,2.16,0.0465434,0.566617
0.0808081,2.16,0.157647,0.520072
0.10101,2.16,0.378436,0.477273
0.121212,2.16,0.669138,0.438627
0.141414,2.16,0.993707,0.404576
0.161616,2.16,1.99768,0.33069
0.181818,2.16,2.1755,0.303134
0.20202,2.16,2.33976,0.286338
0.222222,2.16,2.4917,0.280557
0.242424,2.16,2.63476,0.285579
0.262626,2.16,2.77456,0.300729
0.282828,2.16,2.91888,0.324861
0.30303,2.16,3.02156,0.386338
0.323232,2.16,3.19012,0.502602
0.343434,2.16,3.36553,0.617336
0.363636,2.16,3.5459,0.728758
0.383838,2.16,3.72981,0.835848
0.40404,2.16,3.91629,0.938348
0.424242,2.16,4.10485,1.03676
0.444444,2.16,4.29546,1.13236
0.464646,2.16,4.01866,1.00709
0.484848,2.16,3.98659,1.02947
0.505051,2.16,4.37745,1.30072
0.525253,2.16,4.69443,1.59103
0.545455,2.16,5.1837,1.98532
0.565657,2.16,5.80621,2.43701
0.585859,2.16,6.52868,2.91116
0.606061,2.16,7.32358,3.38447
0.626263,2.16,8.16911,3.84526
0.646465,2.16,9.04925,4.2935
0.666667,2.16,9.95373,4.74079
0.686869,2.16,10.878,5.21036
0.707071,2.16,13.9471,9.73958
0.727273,2.16,21.4778,22.1541
0.747475,2.16,39.3373,38.4437
0.767677,2.16,55.4126,53.0282
0.787879,2.16,71.6771,67.8727
0.808081,2.16,74.2346,69.17
0.828283,2.16,54.1714,48.4818
0.848485,2.16,40.987,34.762
0.868687,2.16,40.1269,35.4522
0.888889,2.16,37.9453,34.8126
0.909091,2.16,34.1398,32.2849
0.929293,2.16,28.9618,28.1242
0.949495,2.16,22.4894,22.2669
0.969697,2.16,14.6685,14.9238
0.989899,2.16,6.54276,7.6489
1.0101,2.16,5.67147,7.28597
1.0303,2.16,14.2468,15.4085
1.05051,2.16,22.2503,22.771
1.07071,2.16,29.034,28.568
1.09091,2.16,34.6273,32.6834
1.11111,2.16,37.9465,35.247
1.13131,2.16,40.1323,35.785
1.15152,2.16,41.7365,36.0709
1.17172,2.16,43.0899,36.9434
1.19192,2.16,49.3214,44.012
1.21212,2.16,42.7909,37.9327
1.23232,2.16,34.8747,31.0881
1.25253,2.16,27.1668,24.357
1.27273,2.16,19.6824,17.6457
1.29293,2.16,13.0062,10.9765
1.31313,2.16,9.16179,5.87911
1.33333,2.16,8.75441,4.58512
1.35354,2.16,6.40628,2.15939
1.37374,2.16,6.00199,2.03335
1.39394,2.16,5.60124,1.90472
1.41414,2.16,5.20083,1.7718
1.43434,2.16,4.7996,1.63332
1.45455,2.16,4.39839,1.48851
1.47475,2.16,4.0001,1.33704
1.49495,2.16,3.60961,1.17908
1.51515,2.16,3.23388,1.01523
1.53535,2.16,2.88186,0.846586
1.55556,2.16,2.56454,0.674691
1.57576,2.16,2.29494,0.501566
1.59596,2.16,2.0881,0.329695
1.61616,2.16,1.96109,0.162029
1.63636,2.16,1.37242,0.270082
1.65657,2.16,1.2654,0.291138
1.67677,2.16,1.18552,0.311142
1.69697,2.16,1.12989,0.330204
1.71717,2.16,1.09585,0.348517
1.73737,2.16,1.08099,0.366357
1.75758,2.16,1.08314,0.384086
1.77778,2.16,1.10037,0.402151
1.79798,2.16,1.13098,0.421084
1.81818,2.16,1.62541,0.403617
1.83838,2.16,1.66655,0.414712
1.85859,2.16,1.71558,0.42551
1.87879,2.16,1.77256,0.436536
1.89899,2.16,1.83707,0.448386
1.91919,2.16,1.90821,0.461724
1.93939,2.16,1.98462,0.477287
1.9596,2.16,2.06443,0.495882
1.9798,2.16,2.1453,0.518383
2,2.16,2.22442,0.545738
0,2.18,0.865352,0.708197
0.020202,2.18,0.357896,0.654851
0.040404,2.18,0.0974163,0.603347
0.0606061,2.18,0.0344686,0.553976
0.0808081,2.18,0.123337,0.507062
0.10101,2.18,0.322035,0.462964
0.121212,2.18,0.592305,0.422077
0.141414,2.18,0.899618,0.38483
0.161616,2.18,2.04726,0.298241
0.181818,2.18,2.22333,0.264802
0.20202,2.18,2.38581,0.242262
0.222222,2.18,2.53604,0.231078
0.242424,2.18,2.67753,0.231238
0.262626,2.18,2.81596,0.242266
0.282828,2.18,2.95919,0.263217
0.30303,2.18,3.00647,0.413347
0.323232,2.18,3.1781,0.531922
0.343434,2.18,3.35591,0.647576
0.363636,2.18,3.5381,0.759047
0.383838,2.18,3.72331,0.865834
0.40404,2.18,3.91068,0.9682
0.424242,2.18,4.09978,1.06717
0.444444,2.18,4.34406,1.24459
0.464646,2.18,4.57373,1.37837
0.484848,2.18,4.20364,1.09978
0.505051,2.18,4.2956,1.2745
0.525253,2.18,4.6088,1.59684
0.545455,2.18,5.09739,2.01176
0.565657,2.18,5.72131,2.47584
0.585859,2.18,6.44625,2.95727
0.606061,2.18,7.24365,3.43591
0.626263,2.18,8.09068,3.90323
0.646465,2.18,8.9703,4.36236
0.666667,2.18,9.87119,4.82804
0.686869,2.18,11.5145,7.85619
0.707071,2.18,13.9806,10.0707
0.727273,2.18,16.6513,12.3703
0.747475,2.18,33.713,33.2517
0.767677,2.18,48.1883,46.3082
0.787879,2.18,63.1845,59.9444
0.808081,2.18,66.0701,61.7115
0.828283,2.18,51.3535,46.2948
0.848485,2.18,39.9834,34.5106
0.868687,2.18,39.2208,35.1902
0.888889,2.18,37.0299,34.5017
0.909091,2.18,33.2345,31.9566
0.929293,2.18,28.1668,27.711
0.949495,2.18,21.7331,21.7635
0.969697,2.18,13.012,12.0477
0.989899,2.18,4.12141,3.49525
1.0101,2.18,5.22631,6.59759
1.0303,2.18,13.8143,14.9519
1.05051,2.18,21.7577,22.3894
1.07071,2.18,28.4186,28.1511
1.09091,2.18,33.935,32.3079
1.11111,2.18,37.4607,35.219
1.13131,2.18,39.8369,36.103
1.15152,2.18,41.4462,36.5912
1.17172,2.18,42.8119,37.3532
1.19192,2.18,60.5529,55.7588
1.21212,2.18,38.8736,34.1354
1.23232,2.18,32.0766,28.1898
1.25253,2.18,25.5549,22.4194
1.27273,2.18,19.3735,16.8127
1.29293,2.18,13.9801,11.5709
1.31313,2.18,10.2056,7.10813
1.33333,2.18,7.11588,2.50533
1.35354,2.18,6.39701,2.19842
1.37374,2.18,5.99562,2.0653
1.39394,2.18,5.59927,1.93313
1.41414,2.18,5.20424,1.79953
1.43434,2.18,4.80885,1.66262
1.45455,2.18,4.41343,1.52096
1.47475,2.18,4.02033,1.37359
1.49495,2.18,3.63396,1.22002
1.51515,2.18,3.26071,1.0602
1.53535,2.18,2.90905,0.894588
1.55556,2.18,2.58943,0.724078
1.57576,2.18,2.31436,0.550042
1.59596,2.18,2.09835,0.374318
1.61616,2.18,1.95797,0.19921
1.63636,2.18,1.3876,0.29903
1.65657,2.18,1.27276,0.309988
1.67677,2.18,1.18507,0.321346
1.69697,2.18,1.12168,0.333294
1.71717,2.18,1.07992,0.346109
1.73737,2.18,1.05742,0.36015
1.75758,2.18,1.05201,0.37586
1.77778,2.18,1.06179,0.393769
1.79798,2.18,1.50655,0.345831
1.81818,2.18,1.53626,0.363929
1.83838,2.18,1.57454,0.381256
1.85859,2.18,1.62181,0.398134
1.87879,2.18,1.67799,0.414956
1.89899,2.18,1.74253,0.432186
1.91919,2.18,1.8144,0.450358
1.93939,2.18,1.89209,0.470076
1.9596,2.18,1.9736,0.492014
1.9798,2.18,2.05647,0.516916
2,2.18,2.13774,0.545598
0,2.2,0.903633,0.68917
0.020202,2.2,0.386982,0.638604
0.040404,2.2,0.112455,0.589105
0.0606061,2.2,0.032124,0.540949
0.0808081,2.2,0.101789,0.494451
0.10101,2.2,0.28098,0.449955
0.121212,2.2,0.532955,0.407846
0.141414,2.2,0.824701,0.36854
0.161616,2.2,1.12694,0.332489
0.181818,2.2,2.27467,0.227748
0.20202,2.2,2.43521,0.199688
0.222222,2.2,2.58355,0.183354
0.242424,2.2,2.72329,0.178937
0.262626,2.2,2.86019,0.186158
0.282828,2.2,3.00218,0.204274
0.30303,2.2,2.99126,0.445514
0.323232,2.2,3.16526,0.565165
0.343434,2.2,3.34482,0.680798
0.363636,2.2,3.52824,0.791671
0.383838,2.2,3.71423,0.897802
0.40404,2.2,3.90202,0.999974
0.424242,2.2,4.07873,1.14221
0.444444,2.2,4.30307,1.2785
0.464646,2.2,4.53357,1.4114
0.484848,2.2,4.76895,1.54094
0.505051,2.2,4.19984,1.2453
0.525253,2.2,4.51171,1.59826
0.545455,2.2,5.00131,2.03297
0.565657,2.2,5.62756,2.50915
0.585859,2.2,6.3551,2.99817
0.606061,2.2,7.15434,3.48303
0.626263,2.2,8.00144,3.95835
0.646465,2.2,8.87832,4.43041
0.666667,2.2,9.77265,4.91709
0.686869,2.2,11.5501,8.19428
0.707071,2.2,13.9796,10.3638
0.727273,2.2,16.5909,12.6065
0.747475,2.2,28.792,28.2842
0.767677,2.2,44.3968,42.6748
0.787879,2.2,59.4532,56.453
0.808081,2.2,62.2808,58.2553
0.828283,2.2,42.7204,38.1475
0.848485,2.2,38.5969,33.7915
0.868687,2.2,37.8903,34.5152
0.888889,2.2,35.7735,33.7769
0.909091,2.2,32.1963,31.4285
0.929293,2.2,27.3499,27.3613
0.949495,2.2,21.4307,21.2713
0.969697,2.2,12.9391,12.6592
0.989899,2.2,3.58775,2.854
1.0101,2.2,4.86203,5.99167
1.0303,2.2,13.2944,14.3397
1.05051,2.2,21.0576,21.7579
1.07071,2.2,27.6763,27.6107
1.09091,2.2,32.9597,31.6042
1.11111,2.2,36.1377,34.2939
1.13131,2.2,38.371,35.1121
1.15152,2.2,41.9945,36.9334
1.17172,2.2,49.0505,44.2161
1.19192,2.2,57.9978,53.6294
1.21212,2.2,37.1698,32.7296
1.23232,2.2,30.7362,27.0763
1.25253,2.2,23.5691,20.744
1.27273,2.2,17.1047,14.8041
1.29293,2.2,12.0161,9.70566
1.31313,2.2,8.63006,5.70904
1.33333,2.2,8.81724,4.70216
1.35354,2.2,6.55931,2.35458
1.37374,2.2,6.19951,2.23468
1.39394,2.2,5.59407,1.97033
1.41414,2.2,5.20371,1.83225
1.43434,2.2,4.81372,1.69388
1.45455,2.2,4.42389,1.55316
1.47475,2.2,4.03609,1.40846
1.49495,2.2,3.65417,1.25864
1.51515,2.2,3.28403,1.10303
1.53535,2.2,2.93361,0.941423
1.55556,2.2,2.61284,0.774067
1.57576,2.2,2.33371,0.601689
1.59596,2.2,2.11023,0.425479
1.61616,2.2,1.95841,0.247095
1.63636,2.2,1.40648,0.332393
1.65657,2.2,1.28454,0.332746
1.67677,2.2,1.18966,0.335292
1.69697,2.2,1.11898,0.340302
1.71717,2.2,1.0699,0.348135
1.73737,2.2,1.04001,0.359232
1.75758,2.2,1.0272,0.37412
1.77778,2.2,1.4067,0.287836
1.79798,2.2,1.42305,0.311359
1.81818,2.2,1.44851,0.33409
1.83838,2.2,1.48383,0.356148
1.85859,2.2,1.5293,0.377724
1.87879,2.2,1.58469,0.399081
1.89899,2.2,1.64934,0.42055
1.91919,2.2,1.72206,0.442533
1.93939,2.2,1.80121,0.465502
1.9596,2.2,1.88467,0.49
1.9798,2.2,1.96983,0.516639
2,2.2,2.0536,0.546103
0,2.22,0.939855,0.667849
0.020202,2.22,0.418043,0.62042
0.040404,2.22,0.133055,0.573399
0.0606061,2.22,0.0384797,0.52705
0.0808081,2.22,0.0916332,0.481674
0.10101,2.22,0.253561,0.437606
0.121212,2.22,0.489038,0.395215
0.141414,2.22,0.766567,0.354907
0.161616,2.22,1.05838,0.317122
0.181818,2.22,1.34044,0.282334
0.20202,2.22,2.48801,0.162053
0.222222,2.22,2.63429,0.140879
0.242424,2.22,2.77212,0.132223
0.262626,2.22,2.90732,0.136008
0.282828,2.22,3.04791,0.151691
0.30303,2.22,2.9756,0.481319
0.323232,2.22,3.15128,0.600873
0.343434,2.22,3.33198,0.715606
0.363636,2.22,3.51607,0.825295
0.383838,2.22,3.70235,0.930479
0.40404,2.22,3.81409,1.03917
0.424242,2.22,4.03289,1.17791
0.444444,2.22,4.25864,1.31327
0.464646,2.22,4.48963,1.44521
0.484848,2.22,4.72457,1.57375
0.505051,2.22,4.96259,1.69897
0.525253,2.22,4.40351,1.59613
0.545455,2.22,4.89551,2.04968
0.565657,2.22,5.52468,2.53761
0.585859,2.22,6.25464,3.03443
0.606061,2.22,7.05478,3.52629
0.626263,2.22,7.90022,4.01097
0.646465,2.22,8.77185,4.49789
0.666667,2.22,9.46244,6.49675
0.686869,2.22,11.5598,8.49643
0.707071,2.22,13.9484,10.6238
0.727273,2.22,16.497,12.8136
0.747475,2.22,19.1201,15.0279
0.767677,2.22,38.1917,36.6549
0.787879,2.22,53.6231,50.9441
0.808081,2.22,45.0396,41.3882
0.828283,2.22,40.3419,36.5582
0.848485,2.22,36.8368,32.5744
0.868687,2.22,36.0681,33.2718
0.888889,2.22,34.1362,32.6373
0.909091,2.22,31.0476,30.6673
0.929293,2.22,26.3036,26.6494
0.949495,2.22,19.9185,19.7956
0.969697,2.22,11.8321,11.6245
0.989899,2.22,3.9456,3.62607
1.0101,2.22,4.35638,5.11049
1.0303,2.22,12.921,13.9575
1.05051,2.22,20.0903,20.7797
1.07071,2.22,26.1488,26.0876
1.09091,2.22,31.5693,31.2393
1.11111,2.22,34.7488,33.3504
1.13131,2.22,36.8429,34.175
1.15152,2.22,39.9656,35.807
1.17172,2.22,46.2836,42.147
1.19192,2.22,54.3077,50.4274
1.21212,2.22,33.8896,29.8433
1.23232,2.22,27.1875,23.871
1.25253,2.22,20.8655,18.1269
1.27273,2.22,15.6016,13.3461
1.29293,2.22,11.0212,8.90072
1.31313,2.22,7.99887,5.13875
1.33333,2.22,8.36861,4.56537
1.35354,2.22,6.37644,2.31907
1.37374,2.22,6.02191,2.19911
1.39394,2.22,5.67279,2.07699
1.41414,2.22,5.32467,1.95217
1.43434,2.22,4.8145,1.72796
1.45455,2.22,4.43,1.58535
1.47475,2.22,4.04747,1.44131
1.49495,2.22,3.67026,1.29404
1.51515,2.22,3.30375,1.14222
1.53535,2.22,2.95535,0.98499
1.55556,2.22,2.63448,0.821968
1.57576,2.22,2.35261,0.653225
1.59596,2.22,2.12322,0.479306
1.61616,2.22,1.96182,0.30122
1.63636,2.22,1.42865,0.368748
1.65657,2.22,1.3004,0.358426
1.67677,2.22,1.19901,0.352428
1.69697,2.22,1.12163,0.351111
1.71717,2.22,1.06566,0.354912
1.73737,2.22,1.02874,0.364358
1.75758,2.22,1.32961,0.234765
1.77778,2.22,1.33059,0.261354
1.79798,2.22,1.34108,0.287581
1.81818,2.22,1.36215,0.313365
1.83838,2.22,1.39444,0.338696
1.85859,2.22,1.43808,0.363632
1.87879,2.22,1.49272,0.388304
1.89899,2.22,1.55755,0.412912
1.91919,2.22,1.63127,0.437725
1.93939,2.22,1.71209,0.463085
1.9596,2.22,1.79775,0.489401
1.9798,2.22,1.88552,0.517155
2,2.22,1.97216,0.546898
0,2.24,0.974006,0.644068
0.020202,2.24,0.450727,0.600056
0.040404,2.24,0.158526,0.555909
0.0606061,2.24,0.0525064,0.51188
0.0808081,2.24,0.0915003,0.468257
0.10101,2.24,0.23807,0.425362
0.121212,2.24,0.458505,0.383554
0.141414,2.24,0.722826,0.343224
0.161616,2.24,1.00478,0.3048
0.181818,2.24,1.28185,0.268746
0.20202,2.24,1.53523,0.235559
0.222222,2.24,2.68836,0.108112
0.242424,2.24,2.82411,0.0956121
0.262626,2.24,2.95745,0.0963865
0.282828,2.24,3.09648,0.110092
0.30303,2.24,2.95923,0.519142
0.323232,2.24,3.13593,0.637488
0.343434,2.24,3.31717,0.750503
0.363636,2.24,3.50138,0.858483
0.383838,2.24,3.5508,0.935286
0.40404,2.24,3.76315,1.07636
0.424242,2.24,3.98378,1.2141
0.444444,2.24,4.21052,1.34844
0.464646,2.24,4.44166,1.47934
0.484848,2.24,4.67587,1.60684
0.505051,2.24,4.91228,1.73101
0.525253,2.24,5.15042,1.85195
0.545455,2.24,4.77995,2.06246
0.565657,2.24,5.41235,2.56167
0.585859,2.24,6.14426,3.0664
0.606061,2.24,6.94404,3.56595
0.626263,2.24,7.78578,4.06125
0.646465,2.24,8.64936,4.56488
0.666667,2.24,9.47176,6.79862
0.686869,2.24,11.5473,8.76781
0.707071,2.24,13.8918,10.8563
0.727273,2.24,16.3758,12.9979
0.747475,2.24,18.9154,15.1534
0.767677,2.24,21.4717,17.3108
0.787879,2.24,46.4911,44.1875
0.808081,2.24,40.9135,37.7245
0.828283,2.24,37.3673,34.2923
0.848485,2.24,35.2888,32.5228
0.868687,2.24,33.827,31.4563
0.888889,2.24,32.2231,31.1389
0.909091,2.24,29.1632,29.0685
0.929293,2.24,25.0133,25.6421
0.949495,2.24,18.2252,18.1174
0.969697,2.24,11.1473,11.0585
0.989899,2.24,2.73322,2.17647
1.0101,2.24,4.34612,4.73972
1.0303,2.24,12.4837,13.4698
1.05051,2.24,18.8736,19.4828
1.07071,2.24,24.4602,24.3534
1.09091,2.24,30.2065,30.165
1.11111,2.24,33.0627,32.0222
1.13131,2.24,34.9684,32.7633
1.15152,2.24,37.7818,34.4959
1.17172,2.24,42.7471,39.3484
1.19192,2.24,48.7703,45.4811
1.21212,2.24,30.2909,26.5665
1.23232,2.24,24.4407,21.352
1.25253,2.24,19.3318,16.8619
1.27273,2.24,14.3543,12.364
1.29293,2.24,10.0537,8.11256
1.31313,2.24,7.41562,4.59298
1.33333,2.24,7.91205,4.41574
1.35354,2.24,7.23405,3.95115
1.37374,2.24,5.84368,2.16057
1.39394,2.24,5.50095,2.03853
1.41414,2.24,5.1602,1.91392
1.43434,2.24,4.81876,1.78632
1.45455,2.24,4.47555,1.65544
1.47475,2.24,4.13113,1.52117
1.49495,2.24,3.68229,1.32455
1.51515,2.24,3.31982,1.17551
1.53535,2.24,2.97412,1.02246
1.55556,2.24,2.6541,0.86436
1.57576,2.24,2.3707,0.700639
1.59596,2.24,2.13688,0.531194
1.61616,2.24,1.96765,0.356389
1.63636,2.24,1.4537,0.406812
1.65657,2.24,1.32002,0.386179
1.67677,2.24,1.21287,0.372343
1.69697,2.24,1.12943,0.365743
1.71717,2.24,1.30357,0.16729
1.73737,2.24,1.27933,0.192925
1.75758,2.24,1.26289,0.219437
1.77778,2.24,1.25617,0.246471
1.79798,2.24,1.26062,0.273746
1.81818,2.24,1.27719,0.301049
1.83838,2.24,1.30638,0.328236
1.85859,2.24,1.34818,0.355235
1.87879,2.24,1.40213,0.382045
1.89899,2.24,1.46725,0.408734
1.91919,2.24,1.54213,0.435439
1.93939,2.24,1.62484,0.46237
1.9596,2.24,1.71298,0.489806
1.9798,2.24,1.80368,0.518095
2,2.24,1.89358,0.547657
0,2.26,1.00608,0.617752
