Distance[um],dz[um],Mag_Ez_um,Mag_Ez_um_1
1.37374,1.7,1.93021,0.939125
1.39394,1.7,1.90998,0.967635
1.41414,1.7,2.19541,1.52375
1.43434,1.7,2.45223,1.72406
1.45455,1.7,2.08587,1.40865
1.47475,1.7,2.11203,1.43437
1.49495,1.7,2.18582,1.56884
1.51515,1.7,2.20008,1.56192
1.53535,1.7,2.20791,1.54814
1.55556,1.7,2.20954,1.52732
1.57576,1.7,2.20539,1.49932
1.59596,1.7,2.19609,1.46415
1.61616,1.7,2.18245,1.42186
1.63636,1.7,2.16549,1.37261
1.65657,1.7,2.14643,1.31665
1.67677,1.7,2.12669,1.25432
1.69697,1.7,2.10788,1.18604
1.71717,1.7,2.70529,1.2331
1.73737,1.7,2.65503,1.20265
1.75758,1.7,2.60124,1.17595
1.77778,1.7,2.09002,0.972828
1.79798,1.7,2.02616,0.897206
1.81818,1.7,1.95581,0.826007
1.83838,1.7,1.87838,0.759711
1.85859,1.7,1.79359,0.699064
1.87879,1.7,1.70145,0.645072
1.89899,1.7,1.60223,0.599006
1.91919,1.7,1.49652,0.562397
1.93939,1.7,1.3852,0.53704
1.9596,1.7,1.26943,0.524993
1.9798,1.7,1.15066,0.528575
2,1.7,1.03064,0.550369
0,1.72,1.48441,0.273181
0.020202,1.72,1.61983,0.250169
0.040404,1.72,1.74586,0.260596
0.0606061,1.72,1.86194,0.297904
0.0808081,1.72,1.96803,0.356179
0.10101,1.72,2.06456,0.430153
0.121212,1.72,2.15244,0.515201
0.141414,1.72,2.23305,0.607343
0.161616,1.72,2.30827,0.703244
0.181818,1.72,2.38045,0.800214
0.20202,1.72,2.45243,0.896207
0.222222,1.72,2.52752,0.989821
0.242424,1.72,2.57107,1.07945
0.262626,1.72,2.59847,1.14431
0.282828,1.72,2.6195,1.21163
0.30303,1.72,2.63421,1.28213
0.323232,1.72,2.64273,1.35666
0.343434,1.72,2.64523,1.43616
0.363636,1.72,2.64193,1.52169
0.383838,1.72,2.6331,1.61442
0.40404,1.72,2.53584,1.59024
0.424242,1.72,2.36375,1.47475
0.444444,1.72,2.21821,1.36057
0.464646,1.72,1.94481,0.961508
0.484848,1.72,1.91462,0.841042
0.505051,1.72,1.91969,0.728681
0.525253,1.72,1.95673,0.625071
0.545455,1.72,2.02158,0.533891
0.565657,1.72,2.1092,0.461852
0.585859,1.72,2.21368,0.418697
0.606061,1.72,2.32825,0.417199
0.626263,1.72,2.44526,0.473167
0.646465,1.72,2.54767,0.660808
0.666667,1.72,2.69477,0.756027
0.686869,1.72,2.84631,0.872267
0.707071,1.72,2.99609,0.99991
0.727273,1.72,2.88946,0.910137
0.747475,1.72,2.89539,0.948156
0.767677,1.72,2.86781,0.965339
0.787879,1.72,2.8035,0.959576
0.808081,1.72,2.6952,0.917923
0.828283,1.72,2.52694,0.859484
0.848485,1.72,2.34017,0.791632
0.868687,1.72,2.13518,0.712193
0.888889,1.72,1.66078,0.645946
0.909091,1.72,1.31066,0.490955
0.929293,1.72,0.944173,0.341143
0.949495,1.72,0.596674,0.241047
0.969697,1.72,0.332506,0.217763
0.989899,1.72,0.244977,0.280946
1.0101,1.72,0.456372,0.422809
1.0303,1.72,1.05167,0.63405
1.05051,1.72,1.28794,0.692193
1.07071,1.72,1.50907,0.80449
1.09091,1.72,1.71411,0.94764
1.11111,1.72,1.90253,1.1071
1.13131,1.72,2.07428,1.27707
1.15152,1.72,2.16756,0.823804
1.17172,1.72,2.28492,0.866552
1.19192,1.72,2.2854,0.817717
1.21212,1.72,2.24334,0.751861
1.23232,1.72,2.18805,0.70109
1.25253,1.72,2.12705,0.680013
1.27273,1.72,2.07038,0.70498
1.29293,1.72,2.03065,0.794086
1.31313,1.72,1.65101,0.448845
1.33333,1.72,1.65134,0.630961
1.35354,1.72,1.69419,0.818738
1.37374,1.72,1.78337,1.01192
1.39394,1.72,1.92082,1.20997
1.41414,1.72,2.10651,1.41212
1.43434,1.72,2.33853,1.61734
1.45455,1.72,2.15811,1.35443
1.47475,1.72,2.1713,1.37629
1.49495,1.72,2.18321,1.39443
1.51515,1.72,2.19354,1.40834
1.53535,1.72,2.20223,1.41764
1.55556,1.72,2.20945,1.42208
1.57576,1.72,2.21558,1.42153
1.59596,1.72,2.22126,1.416
1.61616,1.72,2.24948,1.45288
1.63636,1.72,2.22873,1.40439
1.65657,1.72,2.20581,1.34933
1.67677,1.72,2.18207,1.28798
1.69697,1.72,2.15906,1.22072
1.71717,1.72,2.81221,1.32633
1.73737,1.72,2.76013,1.29792
1.75758,1.72,2.22603,1.03946
1.77778,1.72,2.1691,0.96334
1.79798,1.72,2.10772,0.892486
1.81818,1.72,2.0407,0.826737
1.83838,1.72,1.96717,0.766192
1.85859,1.72,1.88653,0.711209
1.87879,1.72,1.79849,0.662412
1.89899,1.72,1.70303,0.620686
1.91919,1.72,1.60044,0.587178
1.93939,1.72,1.49127,0.563299
1.9596,1.72,1.3764,0.550721
1.9798,1.72,1.25698,0.55138
2,1.72,1.13445,0.567472
0,1.74,1.41691,0.248493
0.020202,1.74,1.55297,0.230948
0.040404,1.74,1.6803,0.245276
0.0606061,1.74,1.79795,0.285106
0.0808081,1.74,1.90546,0.344706
0.10101,1.74,2.00285,0.418994
0.121212,1.74,2.09061,0.50353
0.141414,1.74,2.16975,0.594518
0.161616,1.74,2.2417,0.688808
0.181818,1.74,2.30843,0.783895
0.20202,1.74,2.37235,0.877915
0.222222,1.74,2.43638,0.969654
0.242424,1.74,2.5039,1.05854
0.262626,1.74,2.52986,1.13925
0.282828,1.74,2.55097,1.20965
0.30303,1.74,2.56586,1.28395
0.323232,1.74,2.57466,1.36304
0.343434,1.74,2.57756,1.44796
0.363636,1.74,2.5748,1.53981
0.383838,1.74,2.61337,1.61383
0.40404,1.74,2.44324,1.50099
0.424242,1.74,2.3016,1.38924
0.444444,1.74,2.19,1.28005
0.464646,1.74,2.10965,1.17501
0.484848,1.74,2.00752,0.821773
0.505051,1.74,2.04369,0.713545
0.525253,1.74,2.10956,0.618974
0.545455,1.74,2.20005,0.542918
0.565657,1.74,2.30923,0.493268
0.585859,1.74,2.43029,0.480944
0.606061,1.74,2.55554,0.5199
0.626263,1.74,2.6785,0.693166
0.646465,1.74,2.84586,0.79371
0.666667,1.74,3.01899,0.918001
0.686869,1.74,3.19131,1.05533
0.707071,1.74,3.35759,1.19805
0.727273,1.74,3.25849,1.12133
0.747475,1.74,3.27096,1.16796
0.767677,1.74,3.24699,1.19098
0.787879,1.74,3.18378,1.18871
0.808081,1.74,3.07894,1.15986
0.828283,1.74,2.92837,1.0985
0.848485,1.74,2.72122,1.01593
0.868687,1.74,2.49579,0.926489
0.888889,1.74,1.95171,0.843729
0.909091,1.74,1.56612,0.663997
0.929293,1.74,1.17912,0.474828
0.949495,1.74,0.795297,0.331211
0.969697,1.74,0.448218,0.270693
0.989899,1.74,0.286546,0.178597
1.0101,1.74,0.158739,0.132294
1.0303,1.74,1.26191,0.729275
1.05051,1.74,1.51345,0.797957
1.07071,1.74,1.74525,0.894503
1.09091,1.74,1.95704,1.00394
1.11111,1.74,2.14897,1.12005
1.13131,1.74,2.47075,1.00143
1.15152,1.74,2.61912,1.04565
1.17172,1.74,2.71472,1.05991
1.19192,1.74,2.74305,1.02954
1.21212,1.74,2.68659,0.938331
1.23232,1.74,2.6097,0.84679
1.25253,1.74,2.51733,0.76628
1.27273,1.74,2.41694,0.709906
1.29293,1.74,2.38547,0.753413
1.31313,1.74,2.30666,0.879101
1.33333,1.74,1.77611,0.503541
1.35354,1.74,1.76816,0.690899
1.37374,1.74,1.8074,0.886098
1.39394,1.74,1.89801,1.08799
1.41414,1.74,2.04224,1.29516
1.43434,1.74,2.24043,1.50595
1.45455,1.74,2.24203,1.30739
1.47475,1.74,2.24207,1.3245
1.49495,1.74,2.2414,1.33864
1.51515,1.74,2.23966,1.3492
1.53535,1.74,2.23672,1.35565
1.55556,1.74,2.23266,1.35765
1.57576,1.74,2.22782,1.35493
1.59596,1.74,2.22275,1.34738
1.61616,1.74,2.21824,1.335
1.63636,1.74,2.21531,1.31793
1.65657,1.74,2.2152,1.29641
1.67677,1.74,2.21941,1.27084
1.69697,1.74,2.22963,1.24172
1.71717,1.74,2.41216,1.19805
1.73737,1.74,2.35527,1.10899
1.75758,1.74,2.29926,1.02833
1.77778,1.74,2.24207,0.95501
1.79798,1.74,2.18194,0.888205
1.81818,1.74,2.11739,0.827371
1.83838,1.74,2.04723,0.772221
1.85859,1.74,1.97057,0.722729
1.87879,1.74,1.88681,0.679134
1.89899,1.74,1.79564,0.641936
1.91919,1.74,1.69703,0.611899
1.93939,1.74,1.59125,0.590048
1.9596,1.74,1.47886,0.577671
1.9798,1.74,1.36071,0.57632
2,1.74,1.23794,0.587806
0,1.76,1.34237,0.225892
0.020202,1.76,1.47758,0.213975
0.040404,1.76,1.60522,0.232423
0.0606061,1.76,1.72393,0.275046
0.0808081,1.76,1.83284,0.336299
0.10101,1.76,1.93157,0.411283
0.121212,1.76,2.02021,0.495743
0.141414,1.76,2.09932,0.586068
0.161616,1.76,2.16997,0.679292
0.181818,1.76,2.23368,0.773094
0.20202,1.76,2.29249,0.865797
0.222222,1.76,2.34888,0.95637
0.242424,1.76,2.40583,1.04442
0.262626,1.76,2.46682,1.13022
0.282828,1.76,2.47579,1.20676
0.30303,1.76,2.49155,1.28529
0.323232,1.76,2.50138,1.36945
0.343434,1.76,2.50547,1.4603
0.363636,1.76,2.50409,1.55904
0.383838,1.76,2.50849,1.52387
0.40404,1.76,2.36817,1.4143
0.424242,1.76,2.25987,1.30708
0.444444,1.76,2.1841,1.20398
0.464646,1.76,2.14097,1.1069
0.484848,1.76,2.121,0.808894
0.505051,1.76,2.18649,0.707903
0.525253,1.76,2.27867,0.625764
0.545455,1.76,2.39158,0.568517
0.565657,1.76,2.51837,0.545229
0.585859,1.76,2.65133,0.568002
0.606061,1.76,2.78188,0.651969
0.626263,1.76,2.97815,0.822591
0.646465,1.76,3.17252,0.953877
0.666667,1.76,3.36716,1.10037
0.686869,1.76,3.55648,1.25334
0.707071,1.76,3.73626,1.40708
0.727273,1.76,3.64425,1.34365
0.747475,1.76,3.66126,1.39609
0.767677,1.76,3.63939,1.42287
0.787879,1.76,3.57621,1.42271
0.808081,1.76,3.46974,1.39476
0.828283,1.76,3.31838,1.33853
0.848485,1.76,3.12099,1.25751
0.868687,1.76,2.87467,1.15331
0.888889,1.76,2.26444,1.05448
0.909091,1.76,1.84208,0.848657
0.929293,1.76,1.43349,0.629263
0.949495,1.76,1.4825,0.810778
0.969697,1.76,0.750958,0.40582
0.989899,1.76,0.206346,0.138247
1.0101,1.76,0.103706,0.115807
1.0303,1.76,0.661319,0.426168
1.05051,1.76,1.77913,0.92009
1.07071,1.76,2.03567,1.01301
1.09091,1.76,2.26951,1.10178
1.11111,1.76,2.48149,1.1885
1.13131,1.76,2.96908,1.27529
1.15152,1.76,3.11473,1.31141
1.17172,1.76,3.19893,1.30835
1.19192,1.76,3.22953,1.27242
1.21212,1.76,3.17612,1.17876
1.23232,1.76,3.08677,1.06531
1.25253,1.76,2.97499,0.949022
1.27273,1.76,2.84566,0.839763
1.29293,1.76,2.75978,0.813393
1.31313,1.76,2.59175,0.800249
1.33333,1.76,1.93948,0.386449
1.35354,1.76,1.88093,0.56753
1.37374,1.76,1.86846,0.760227
1.39394,1.76,1.90849,0.962762
1.41414,1.76,2.00555,1.1731
1.43434,1.76,2.16222,1.38894
1.45455,1.76,2.33606,1.26826
1.47475,1.76,2.32287,1.27972
1.49495,1.76,2.30949,1.28906
1.51515,1.76,2.29547,1.29555
1.53535,1.76,2.28061,1.29856
1.55556,1.76,2.26496,1.2976
1.57576,1.76,2.24876,1.29229
1.59596,1.76,2.2325,1.2824
1.61616,1.76,2.2169,1.26781
1.63636,1.76,2.20292,1.24852
1.65657,1.76,2.19174,1.22468
1.67677,1.76,2.20595,1.19826
1.69697,1.76,2.22446,1.17439
1.71717,1.76,2.37774,1.27765
1.73737,1.76,2.43014,1.10043
1.75758,1.76,2.36984,1.01979
1.77778,1.76,2.31052,0.948293
1.79798,1.76,2.25013,0.884751
1.81818,1.76,2.18688,0.828225
1.83838,1.76,2.11928,0.778043
1.85859,1.76,2.04614,0.733798
1.87879,1.76,1.96655,0.695341
1.89899,1.76,1.8799,0.66279
1.91919,1.76,1.78586,0.636522
1.93939,1.76,1.6844,0.617179
1.9596,1.76,1.57577,0.605665
1.9798,1.76,1.46052,0.603146
2,1.76,1.3395,0.61105
0,1.78,1.26213,0.205658
0.020202,1.78,1.39465,0.199398
0.040404,1.78,1.52124,0.222046
0.0606061,1.78,1.64015,0.267597
0.0808081,1.78,1.7501,0.330693
0.10101,1.78,1.85029,0.406618
0.121212,1.78,1.94041,0.491301
0.141414,1.78,2.02061,0.581317
0.161616,1.78,2.09155,0.673884
0.181818,1.78,2.15434,0.766866
0.20202,1.78,2.21061,0.85877
0.222222,1.78,2.26244,0.948749
0.242424,1.78,2.3124,1.0366
0.262626,1.78,2.36355,1.12276
0.282828,1.78,2.39469,1.20265
0.30303,1.78,2.41205,1.28591
0.323232,1.78,2.42366,1.37565
0.343434,1.78,2.42975,1.473
0.363636,1.78,2.56093,1.543
0.383838,1.78,2.41879,1.43542
0.40404,1.78,2.31143,1.32984
0.424242,1.78,2.23863,1.22821
0.444444,1.78,2.1998,1.1326
0.464646,1.78,2.19399,1.04519
0.484848,1.78,2.2199,0.968338
0.505051,1.78,2.34525,0.711182
0.525253,1.78,2.46087,0.644965
0.545455,1.78,2.59261,0.610305
0.565657,1.78,2.73269,0.617451
0.585859,1.78,2.87252,0.679681
0.606061,1.78,3.0915,0.842752
0.626263,1.78,3.30679,0.979835
0.646465,1.78,3.52356,1.13483
0.666667,1.78,3.73585,1.29789
0.686869,1.78,3.93907,1.46226
0.707071,1.78,4.13,1.62421
0.727273,1.78,4.04548,1.57378
0.747475,1.78,4.06555,1.63043
0.767677,1.78,4.04473,1.66008
0.787879,1.78,3.98101,1.66186
0.808081,1.78,3.87279,1.63533
0.828283,1.78,3.71889,1.58044
0.848485,1.78,3.51852,1.49755
0.868687,1.78,3.27131,1.38745
0.888889,1.78,2.59993,1.28202
0.909091,1.78,2.78382,1.48961
0.929293,1.78,2.27308,1.16331
0.949495,1.78,1.55136,0.774991
0.969697,1.78,0.852387,0.431189
0.989899,1.78,0.373141,0.218368
1.0101,1.78,0.273841,0.202912
1.0303,1.78,0.677949,0.431122
1.05051,1.78,2.07988,1.0589
1.07071,1.78,2.37174,1.16289
1.09091,1.78,2.63946,1.2466
1.11111,1.78,2.88456,1.32048
1.13131,1.78,3.4943,1.57492
1.15152,1.78,3.64439,1.61035
1.17172,1.78,3.72579,1.59916
1.19192,1.78,3.74503,1.54604
1.21212,1.78,3.70209,1.45552
1.23232,1.78,3.60646,1.333
1.25253,1.78,3.48429,1.19858
1.27273,1.78,3.33788,1.05889
1.29293,1.78,3.21262,0.982475
1.31313,1.78,2.97658,0.868043
1.33333,1.78,2.77011,0.84108
1.35354,1.78,2.03106,0.453275
1.37374,1.78,1.96643,0.637757
1.39394,1.78,1.95349,0.836555
1.41414,1.78,1.99898,1.047
1.43434,1.78,2.46631,1.2326
1.45455,1.78,2.43892,1.23767
1.47475,1.78,2.4125,1.24259
1.49495,1.78,2.38634,1.24634
1.51515,1.78,2.35992,1.24807
1.53535,1.78,2.33299,1.24703
1.55556,1.78,2.3055,1.2426
1.57576,1.78,2.27764,1.2343
1.59596,1.78,2.24984,1.22175
1.61616,1.78,2.22275,1.20473
1.63636,1.78,2.2226,1.18833
1.65657,1.78,2.21602,1.16766
1.67677,1.78,2.21691,1.14448
1.69697,1.78,2.38559,1.26264
1.71717,1.78,2.36697,1.21144
1.73737,1.78,2.3565,1.16358
1.75758,1.78,2.35484,1.1217
1.77778,1.78,2.37638,0.943662
1.79798,1.78,2.31392,0.882523
1.81818,1.78,2.25051,0.829627
1.83838,1.78,2.18437,0.783918
1.85859,1.78,2.11399,0.744604
1.87879,1.78,2.03816,0.711152
1.89899,1.78,1.95597,0.683294
1.91919,1.78,1.8668,0.661024
1.93939,1.78,1.77029,0.644599
1.9596,1.78,1.66642,0.634538
1.9798,1.78,1.55542,0.631623
2,1.78,1.43783,0.636897
0,1.8,1.1778,0.188118
0.020202,1.8,1.30542,0.187404
0.040404,1.8,1.42927,0.214196
0.0606061,1.8,1.54717,0.262676
0.0808081,1.8,1.65743,0.327669
0.10101,1.8,1.75885,0.404643
0.121212,1.8,1.85071,0.489713
0.141414,1.8,1.93275,0.579637
0.161616,1.8,2.00522,0.671819
0.181818,1.8,2.06884,0.764307
0.20202,1.8,2.1248,0.855794
0.222222,1.8,2.17479,0.945615
0.242424,1.8,2.22096,1.03375
0.262626,1.8,2.26598,1.12084
0.282828,1.8,2.31295,1.20813
0.30303,1.8,2.32825,1.28565
0.323232,1.8,2.34241,1.38152
0.343434,1.8,2.35131,1.48596
0.363636,1.8,2.45486,1.45236
0.383838,1.8,2.3455,1.34812
0.40404,1.8,2.27352,1.24753
0.424242,1.8,2.23759,1.15281
0.444444,1.8,2.23607,1.06633
0.464646,1.8,2.26691,0.990591
0.484848,1.8,2.32776,0.928223
0.505051,1.8,2.41586,0.882003
0.525253,1.8,2.6531,0.676623
0.545455,1.8,2.79969,0.668426
0.565657,1.8,2.94839,0.71017
0.585859,1.8,3.18582,0.854523
0.606061,1.8,3.42176,0.99606
0.626263,1.8,3.66052,1.15873
0.646465,1.8,3.89576,1.33162
0.666667,1.8,4.12252,1.50687
0.686869,1.8,4.33722,1.67966
0.707071,1.8,4.53763,1.84822
0.727273,1.8,4.46168,1.81097
0.747475,1.8,4.48382,1.87143
0.767677,1.8,4.4635,1.90426
0.787879,1.8,4.39914,1.90901
0.808081,1.8,4.28954,1.88563
0.828283,1.8,4.13392,1.83451
0.848485,1.8,3.93189,1.75642
0.868687,1.8,3.052,1.45031
0.888889,1.8,3.80947,1.91628
0.909091,1.8,3.38218,1.64938
0.929293,1.8,2.40516,1.21774
0.949495,1.8,1.58864,0.804666
0.969697,1.8,0.950204,0.496943
0.989899,1.8,0.592011,0.33967
1.0101,1.8,0.579459,0.357867
1.0303,1.8,0.941189,0.556472
1.05051,1.8,1.66909,0.920342
1.07071,1.8,2.74736,1.34304
1.09091,1.8,3.05733,1.43989
1.11111,1.8,3.80313,1.80182
1.13131,1.8,4.04138,1.89506
1.15152,1.8,4.20134,1.93522
1.17172,1.8,4.28681,1.92308
1.19192,1.8,4.30299,1.86171
1.21212,1.8,4.25648,1.75653
1.23232,1.8,4.16004,1.6338
1.25253,1.8,4.03354,1.49289
1.27273,1.8,4.00357,1.43616
1.29293,1.8,3.72044,1.22756
1.31313,1.8,3.43396,1.04314
1.33333,1.8,3.15963,0.912194
1.35354,1.8,2.91742,0.874048
1.37374,1.8,2.10082,0.522981
1.39394,1.8,2.03382,0.712472
1.41414,1.8,2.02472,0.918796
1.43434,1.8,2.59057,1.21968
1.45455,1.8,2.54958,1.21617
1.47475,1.8,2.51003,1.21366
1.49495,1.8,2.47111,1.21104
1.51515,1.8,2.43228,1.20732
1.53535,1.8,2.39317,1.20164
1.55556,1.8,2.3537,1.19325
1.57576,1.8,2.32758,1.18477
1.59596,1.8,2.298,1.1718
1.61616,1.8,2.27173,1.15547
1.63636,1.8,2.25001,1.1359
1.65657,1.8,2.23431,1.11343
1.67677,1.8,2.22639,1.08859
1.69697,1.8,2.37262,1.1923
1.71717,1.8,2.35001,1.14327
1.73737,1.8,2.33576,1.09796
1.75758,1.8,2.33051,1.05857
1.77778,1.8,2.33477,1.02745
1.79798,1.8,2.37526,0.881936
1.81818,1.8,2.30995,0.831922
1.83838,1.8,2.24386,0.79012
1.85859,1.8,2.17519,0.75535
1.87879,1.8,2.10242,0.726697
1.89899,1.8,2.02435,0.70351
1.91919,1.8,1.94004,0.685395
1.93939,1.8,1.84884,0.672227
1.9596,1.8,1.75043,0.664139
1.9798,1.8,1.64472,0.661529
2,1.8,1.53197,0.665055
0,1.82,1.0913,0.173641
0.020202,1.82,1.21148,0.178226
0.040404,1.82,1.33052,0.208971
0.0606061,1.82,1.44583,0.260242
0.0808081,1.82,1.55533,0.327049
0.10101,1.82,1.65739,0.405044
0.121212,1.82,1.75089,0.490527
0.141414,1.82,1.83518,0.580442
0.161616,1.82,1.91007,0.672375
0.181818,1.82,1.97588,0.76456
0.20202,1.82,2.03341,0.855874
0.222222,1.82,2.08392,0.945837
0.242424,1.82,2.12916,1.03462
0.262626,1.82,2.17139,1.12303
0.282828,1.82,2.21331,1.21252
0.30303,1.82,2.25811,1.30519
0.323232,1.82,2.25868,1.38704
0.343434,1.82,2.47833,1.46498
0.363636,1.82,2.36346,1.36181
0.383838,1.82,2.28954,1.26186
0.40404,1.82,2.25457,1.16751
0.424242,1.82,2.25614,1.0813
0.444444,1.82,2.29152,1.00588
0.464646,1.82,2.35761,0.944049
0.484848,1.82,2.45095,0.898752
0.505051,1.82,2.56773,0.873054
0.525253,1.82,2.85241,0.72131
0.545455,1.82,3.00953,0.743546
0.565657,1.82,3.26114,0.858485
0.585859,1.82,3.5175,1.00299
0.606061,1.82,3.77814,1.17239
0.626263,1.82,4.03634,1.35467
0.646465,1.82,4.28679,1.5409
0.666667,1.82,4.52551,1.72516
0.686869,1.82,4.74993,1.9046
0.707071,1.82,4.82746,1.96483
0.727273,1.82,4.8931,2.05703
0.747475,1.82,4.9168,2.12211
0.767677,1.82,4.89694,2.15963
0.787879,1.82,4.83235,2.16955
0.808081,1.82,4.72222,2.15227
0.828283,1.82,3.91633,1.85678
0.848485,1.82,3.98258,1.98513
0.868687,1.82,4.00006,2.06861
0.888889,1.82,3.87729,2.16031
0.909091,1.82,3.92685,2.0173
0.929293,1.82,2.95978,1.52114
0.949495,1.82,1.67917,0.913927
0.969697,1.82,0.737922,0.471371
0.989899,1.82,0.467099,0.320373
1.0101,1.82,0.729937,0.442443
1.0303,1.82,1.26565,0.707533
1.05051,1.82,1.9713,1.05914
1.07071,1.82,3.15894,1.54838
1.09091,1.82,3.51605,1.67915
1.11111,1.82,4.35372,2.13017
1.13131,1.82,4.60852,2.23391
1.15152,1.82,4.78201,2.28224
1.17172,1.82,4.87668,2.27432
1.19192,1.82,4.89639,2.21164
1.21212,1.82,4.84639,2.098
1.23232,1.82,4.74281,1.95921
1.25253,1.82,4.61513,1.81744
1.27273,1.82,4.57505,1.75685
1.29293,1.82,4.2662,1.52253
1.31313,1.82,3.94315,1.29319
1.33333,1.82,3.61798,1.09008
1.35354,1.82,3.30716,0.944485
1.37374,1.82,3.03158,0.897714
1.39394,1.82,2.14995,0.59446
1.41414,1.82,2.08453,0.791233
1.43434,1.82,2.72161,1.21728
1.45455,1.82,2.66727,1.20421
1.47475,1.82,2.61476,1.19341
1.49495,1.82,2.56322,1.18365
1.51515,1.82,2.51202,1.1738
1.53535,1.82,2.47108,1.16533
1.55556,1.82,2.42643,1.15388
1.57576,1.82,2.3838,1.14002
1.59596,1.82,2.34386,1.12342
1.61616,1.82,2.30754,1.1039
1.63636,1.82,2.27606,1.0815
1.65657,1.82,2.2509,1.05646
1.67677,1.82,2.2338,1.02923
1.69697,1.82,2.35317,1.11866
1.71717,1.82,2.32661,1.07254
1.73737,1.82,2.30867,1.03069
1.75758,1.82,2.30004,0.994871
1.77778,1.82,2.3012,0.966962
1.79798,1.82,2.31247,0.949015
1.81818,1.82,2.36715,0.835468
1.83838,1.82,2.29943,0.796934
1.85859,1.82,2.23113,0.766253
1.87879,1.82,2.16044,0.742125
1.89899,1.82,2.08584,0.723512
1.91919,1.82,2.00609,0.709641
1.93939,1.82,1.92027,0.699997
1.9596,1.82,1.82771,0.694332
1.9798,1.82,1.72806,0.692657
2,1.82,1.62125,0.695248
0,1.84,1.00485,0.162639
0.020202,1.84,1.11467,0.17214
0.040404,1.84,1.22647,0.20651
0.0606061,1.84,1.33728,0.260298
0.0808081,1.84,1.44457,0.328699
0.10101,1.84,1.54634,0.407552
0.121212,1.84,1.64104,0.493338
0.141414,1.84,1.7276,0.583188
0.161616,1.84,1.80545,0.674872
0.181818,1.84,1.87448,0.766808
0.20202,1.84,1.93509,0.858057
0.222222,1.84,1.98813,0.948327
0.242424,1.84,2.03495,1.03797
0.262626,1.84,2.07738,1.12797
0.282828,1.84,2.11772,1.21999
0.30303,1.84,2.15878,1.31629
0.323232,1.84,2.20381,1.41981
0.343434,1.84,3.17479,1.45998
0.363636,1.84,3.05443,1.35118
0.383838,1.84,2.97235,1.24982
0.40404,1.84,2.92982,1.15999
0.424242,1.84,2.92699,1.08557
0.444444,1.84,2.96286,1.0302
0.464646,1.84,3.03534,0.997286
0.484848,1.84,2.58626,0.881369
0.505051,1.84,2.72749,0.879381
0.525253,1.84,2.88209,0.904284
0.545455,1.84,3.31758,0.855467
0.565657,1.84,3.59416,1.0013
0.585859,1.84,3.8766,1.17632
0.606061,1.84,4.15782,1.36743
0.626263,1.84,4.43213,1.56459
0.646465,1.84,4.69519,1.76082
0.666667,1.84,4.94404,1.95217
0.686869,1.84,5.17711,2.13775
0.707071,1.84,5.27254,2.21791
0.727273,1.84,5.34076,2.31635
0.747475,1.84,5.366,2.38804
0.767677,1.84,4.26724,1.78483
0.787879,1.84,4.51234,2.06255
0.808081,1.84,4.73194,2.30633
0.828283,1.84,4.90692,2.50541
0.848485,1.84,5.02461,2.65395
0.868687,1.84,5.27616,2.82503
0.888889,1.84,4.91305,2.85234
0.909091,1.84,4.19905,2.36237
0.929293,1.84,3.61798,1.98979
0.949495,1.84,2.28644,1.30724
0.969697,1.84,1.00841,0.675225
0.989899,1.84,0.297116,0.320377
1.0101,1.84,0.375101,0.335462
1.0303,1.84,1.17418,0.679371
1.05051,1.84,2.33544,1.17713
1.07071,1.84,3.09738,1.61253
1.09091,1.84,4.57085,2.3141
1.11111,1.84,4.92529,2.47923
1.13131,1.84,5.19712,2.59314
1.15152,1.84,5.38608,2.65107
1.17172,1.84,5.49333,2.65056
1.19192,1.84,5.52139,2.59151
1.21212,1.84,5.47418,2.47611
1.23232,1.84,5.35414,2.30832
1.25253,1.84,5.46803,2.33363
1.27273,1.84,5.16675,2.09624
1.29293,1.84,4.83931,1.84825
1.31313,1.84,4.48992,1.59282
1.33333,1.84,4.12723,1.34313
1.35354,1.84,3.76424,1.12243
1.37374,1.84,3.4184,0.963974
1.39394,1.84,3.11153,0.911062
1.41414,1.84,2.17984,0.667915
1.43434,1.84,2.85886,1.22577
1.45455,1.84,2.79149,1.20218
1.47475,1.84,2.72629,1.18223
1.49495,1.84,2.66596,1.16397
1.51515,1.84,2.60639,1.14797
1.53535,1.84,2.54863,1.13175
1.55556,1.84,2.49278,1.11446
1.57576,1.84,2.43924,1.09544
1.59596,1.84,2.38866,1.07425
1.61616,1.84,2.34198,1.05064
1.63636,1.84,2.30039,1.02454
1.65657,1.84,2.26538,0.996131
1.67677,1.84,2.36579,1.08787
1.69697,1.84,2.32711,1.04142
1.71717,1.84,2.29656,0.998835
1.73737,1.84,2.275,0.961254
1.75758,1.84,2.26312,0.929964
1.77778,1.84,2.2614,0.906407
1.79798,1.84,2.27018,0.89218
1.81818,1.84,2.2896,0.889035
1.83838,1.84,2.35308,0.804663
1.85859,1.84,2.28351,0.777543
1.87879,1.84,2.21361,0.757593
1.89899,1.84,2.14155,0.743392
1.91919,1.84,2.0658,0.733779
1.93939,1.84,1.9851,0.727858
1.9596,1.84,1.89852,0.724994
1.9798,1.84,1.80539,0.724814
2,1.84,1.70534,0.72721
0,1.86,0.920925,0.155567
0.020202,1.86,1.01712,0.169465
0.040404,1.86,1.11893,0.206995
0.0606061,1.86,1.22294,0.26289
0.0808081,1.86,1.32625,0.332531
